Date,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,μ closed,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
2020-04-19,7765820252,11436,17211528,units unclear,2368273,1392828,166942,2368273,1559770,808503,0.107,78685.14,78685.14,65958.71,6499.86,72458.57,6226.57,-118.6286,747.74,-127.0571,620.69,-739.3143,17.93,39.68,-14.2585,304.96,21.5,179.35,200.85,104.11,7.27,2216.32
2020-04-20,7765820252,11436,14849186,units unclear,2439598,1461053,172220,2439598,1633273,806325,0.105,77726.0,77726.0,66573.86,6450.71,73024.57,4701.43,110.83,697.71,-144.6857,553.03,-442.2,49.94,-6.8686,-9.2043,314.15,22.18,188.14,210.32,103.83,6.09,1912.12
2020-04-21,7765820252,11436,16572597,units unclear,2513131,1527372,179194,2513131,1706566,806565,0.105,77668.71,77668.71,67327.71,6124.86,73452.57,4216.14,-260.8857,681.91,-168.4857,513.43,-774.3143,109.31,-37.1714,-6.6037,323.61,23.07,196.68,219.75,103.86,6.59,2134.04
2020-04-22,7765820252,11436,15970975,units unclear,2587654,1594115,185784,2587654,1779899,807755,0.104,79249.57,79249.57,67855.29,5979.29,73834.57,5415.0,-233.8571,587.46,-144.7143,442.74,-676.6,23.6,-2.9211,-12.9915,333.21,23.92,205.27,229.2,104.01,6.17,2056.57
2020-04-23,7765820252,11436,18827774,units unclear,2675013,1660856,192470,2675013,1853326,821687,0.104,78114.29,78114.29,68439.86,5888.14,74328.0,3786.29,-35.2,534.54,-153.5143,381.03,-416.2286,-115.6286,-9.488,1.0,344.46,24.78,213.87,238.65,105.81,7.04,2424.44
2020-04-24,7765820252,11436,18402075,units unclear,2760318,1729048,198984,2760318,1928032,832286,0.103,77515.86,77515.86,68896.0,5776.29,74672.29,2843.57,-0.6286,431.37,-88.1714,343.2,-343.8286,3.33,-25.2789,18.7,355.44,25.62,222.65,248.27,107.17,6.67,2369.62
2020-04-25,7765820252,11436,19293260,units unclear,2843799,1799293,204392,2843799,2003685,840114,0.102,77550.0,77550.0,69246.57,5683.14,74929.71,2620.29,-467.3143,396.43,-84.1714,312.26,-779.5714,2.5,-1.8594,8.36,366.19,26.32,231.69,258.01,108.18,6.78,2484.38
2020-04-26,7765820252,11436,22508349,units unclear,2915073,1871907,208159,2915073,2080066,835007,0.1,77665.57,77665.57,69484.57,5684.0,75168.57,2497.0,-244.2571,351.77,-110.6286,241.14,-485.4,-17.0857,56.34,11.55,375.37,26.8,241.04,267.85,107.52,7.72,2898.39
2020-04-27,7765820252,11436,21229203,units unclear,2982209,1943325,212654,2982209,2155979,826230,0.0986,76913.0,76913.0,69837.43,5558.43,75395.86,1517.14,-221.3714,292.06,-94.8286,197.23,-418.6,14.3,38.89,14.94,384.02,27.38,250.24,277.62,106.39,7.12,2733.67
2020-04-28,7765820252,11436,22075647,units unclear,3055981,2012098,218976,3055981,2231074,824907,0.0981,76893.0,76893.0,70198.71,5335.0,75533.71,1359.29,-120.6286,247.43,-88.3429,159.09,-279.7143,166.09,48.28,6.78,393.52,28.2,259.1,287.29,106.22,7.22,2842.67
2020-04-29,7765820252,11436,22965251,units unclear,3131313,2080507,225572,3131313,2306079,825234,0.0978,76409.0,76409.0,70356.29,5302.14,75658.43,750.57,70.89,238.51,-105.0571,133.46,-62.5714,197.77,49.44,-14.3927,403.22,29.05,267.91,296.95,106.26,7.33,2957.22
2020-04-30,7765820252,11436,24555022,units unclear,3213404,2149718,231379,3213404,2381097,832307,0.0972,76946.86,76946.86,70483.71,5241.43,75725.14,1221.71,363.14,226.29,-98.0571,128.23,234.91,243.91,32.06,-18.147,413.79,29.79,276.82,306.61,107.18,7.64,3161.94
2020-05-01,7765820252,11436,25182613,units unclear,3298569,2220439,236329,3298569,2456768,841801,0.0962,78020.0,78020.0,70677.14,5158.71,75835.86,2184.14,744.6,205.57,-56.3143,149.26,595.34,230.11,-15.6194,-24.3113,424.75,30.43,285.92,316.36,108.4,7.63,3242.75
2020-05-02,7765820252,11436,25265755,units unclear,3378662,2291787,241507,3378662,2533294,845368,0.0953,78728.71,78728.71,70968.86,5068.14,76037.0,2691.71,998.17,269.46,-66.1429,203.31,794.86,174.62,-51.8457,-26.4839,435.07,31.1,295.11,326.21,108.86,7.48,3253.46
2020-05-03,7765820252,11436,30102958,units unclear,3453701,2365293,244849,3453701,2610142,843559,0.0938,80616.0,80616.0,71226.57,5053.43,76280.0,4336.0,1029.94,316.17,-40.7714,275.4,754.54,87.99,-73.2743,-19.237,444.73,31.53,304.58,336.11,108.62,8.72,3876.34
2020-05-04,7765820252,11436,28112817,units unclear,3528349,2438065,248765,3528349,2686830,841519,0.0926,81399.86,81399.86,71703.57,4971.43,76675.0,4724.86,944.0,397.97,-53.9143,344.06,599.94,-61.4571,-82.9794,-3.9399,454.34,32.03,313.95,345.98,108.36,7.97,3620.07
2020-05-05,7765820252,11436,29362944,units unclear,3607082,2508880,254453,3607082,2763333,843749,0.0921,82096.57,82096.57,72064.57,5037.57,77102.14,4994.43,803.11,432.71,-34.2,398.51,404.6,-122.4629,-64.1211,14.3,464.48,32.77,323.07,355.83,108.65,8.14,3781.05
2020-05-06,7765820252,11436,30767441,units unclear,3695625,2579093,260946,3695625,2840039,855586,0.0919,82740.0,82740.0,72667.0,4889.14,77556.14,5183.86,437.31,483.03,-47.4571,435.57,1.74,-184.7829,-35.3189,21.13,475.88,33.6,332.11,365.71,110.17,8.33,3961.9
2020-05-07,7765820252,11436,33929142,units unclear,3783203,2651643,266179,3783203,2917822,865381,0.0912,82744.29,82744.29,73132.43,4897.14,78029.57,4714.71,385.86,475.8,-40.4,435.4,-49.5429,-145.9829,19.67,31.7,487.16,34.28,341.45,375.73,111.43,8.97,4369.04
2020-05-08,7765820252,11436,33506914,units unclear,3873245,2724891,271592,3873245,2996483,876762,0.0906,82802.57,82802.57,73641.71,4816.14,78457.86,4344.71,106.03,524.74,-93.3143,431.43,-325.4,-88.6,32.36,26.56,498.76,34.97,350.88,385.86,112.9,8.65,4314.67
2020-05-09,7765820252,11436,33879047,units unclear,3957842,2800456,275731,3957842,3076187,881655,0.0896,83329.14,83329.14,74082.57,4769.43,78852.0,4477.14,214.09,469.2,-67.4,401.8,-187.7143,36.9,75.52,20.35,509.65,35.51,360.61,396.12,113.53,8.56,4362.58
2020-05-10,7765820252,11436,38780152,units unclear,4032911,2877220,279129,4032911,3156349,876562,0.0884,82626.71,82626.71,74688.29,4571.0,79259.29,3367.43,360.11,461.8,-77.1429,384.66,-24.5429,39.33,68.7,2.18,519.32,35.94,370.5,406.44,112.87,9.62,4993.7
2020-05-11,7765820252,11436,36188566,units unclear,4107967,2953557,282478,4107967,3236035,871932,0.0873,83810.43,83810.43,75013.0,4552.14,79565.14,4245.29,621.8,446.0,-63.4857,382.51,239.29,192.81,66.43,1.73,528.98,36.37,380.33,416.7,112.28,8.81,4659.98
2020-05-12,7765820252,11436,37505531,units unclear,4190386,3027458,287839,4190386,3315297,875089,0.0868,84544.86,84544.86,75441.43,4511.43,79952.86,4592.0,582.51,463.17,-59.0571,404.11,178.4,197.51,30.56,-17.4537,539.59,37.06,389.84,426.91,112.68,8.95,4829.56
2020-05-13,7765820252,11436,38185029,units unclear,4274012,3101911,292943,4274012,3394854,879158,0.0863,85911.57,85911.57,75871.71,4498.71,80370.43,5541.14,1070.09,442.94,-22.6571,420.29,649.8,243.57,41.01,-16.403,550.36,37.72,399.43,437.15,113.21,8.93,4917.06
2020-05-14,7765820252,11436,41657490,units unclear,4369876,3176734,298044,4369876,3474778,895098,0.0858,86241.71,86241.71,76398.43,4474.14,80872.57,5369.14,1201.66,516.86,-37.3143,479.54,722.11,189.69,-11.7497,-25.2821,562.71,38.38,409.07,447.45,115.26,9.53,5364.21
2020-05-15,7765820252,11436,40907857,units unclear,4465059,3252981,303172,4465059,3556153,908906,0.0853,87977.14,87977.14,76903.0,4457.71,81360.71,6616.43,1577.94,583.51,-38.9143,544.6,1033.34,244.39,-13.3154,-18.8786,574.96,39.04,418.88,457.92,117.04,9.16,5267.68
2020-05-16,7765820252,11436,41703960,units unclear,4559223,3331558,307222,4559223,3638780,920443,0.0844,89818.71,89818.71,77597.29,4365.57,81962.86,7855.86,1570.23,687.29,-48.7143,638.57,931.66,134.06,-59.9771,-27.4905,587.09,39.56,429.0,468.56,118.52,9.15,5370.19
2020-05-17,7765820252,11436,47956671,units unclear,4636603,3412009,310448,4636603,3722457,914146,0.0834,92434.57,92434.57,78359.0,4316.86,82675.86,9758.71,1804.46,765.54,-42.0286,723.51,1080.94,130.94,-63.8354,-11.2693,597.05,39.98,439.36,479.34,117.71,10.34,6175.35
2020-05-18,7765820252,11436,44173737,units unclear,4723807,3491878,313682,4723807,3805560,918247,0.0824,93762.71,93762.71,79308.14,4255.14,83563.29,10199.43,1740.4,865.34,-43.5143,821.83,918.57,-56.32,-96.4411,-12.3081,608.28,40.39,449.65,490.04,118.24,9.35,5688.23
2020-05-19,7765820252,11436,45819453,units unclear,4819117,3570639,318398,4819117,3889037,930080,0.0819,95264.0,95264.0,80226.14,4264.0,84490.14,10773.86,1856.34,934.74,-29.4857,905.26,951.09,-129.4914,-68.096,16.83,620.55,41.0,459.79,500.79,119.77,9.51,5900.14
2020-05-20,7765820252,11436,47595481,units unclear,4921054,3650424,323161,4921054,3973585,947469,0.0813,96679.14,96679.14,81229.71,4240.14,85469.86,11209.29,1296.34,1073.8,-81.9714,991.83,304.51,-237.8171,-74.856,27.22,633.68,41.61,470.06,511.68,122.01,9.67,6128.84
2020-05-21,7765820252,11436,46631651,units unclear,5026215,3731891,327830,5026215,4059721,966494,0.0808,99100.43,99100.43,82271.0,4218.14,86489.14,12611.29,922.77,1106.69,-87.0857,1019.6,-96.8286,-206.4171,24.16,42.53,647.22,42.21,480.55,522.77,124.45,9.28,6004.73
2020-05-22,7765820252,11436,50627333,units unclear,5131907,3814564,333020,5131907,4147584,984323,0.0803,98916.29,98916.29,83728.0,3907.0,87635.0,11281.29,615.37,1090.77,-79.5143,1011.26,-395.8857,-243.3429,72.25,38.38,660.83,42.88,491.2,534.08,126.75,9.87,6519.25
2020-05-23,7765820252,11436,52401752,units unclear,5235977,3900166,336903,5235977,4237069,998908,0.0795,98376.57,98376.57,84841.57,3819.71,88661.29,9715.29,708.31,1051.83,-76.8857,974.94,-266.6286,64.46,116.19,42.31,674.23,43.38,502.22,545.6,128.63,10.01,6747.74
2020-05-24,7765820252,11436,56031014,units unclear,5330306,3987906,339975,5330306,4327881,1002425,0.0786,98340.86,98340.86,85680.0,3866.43,89546.43,8794.43,639.63,1038.23,-87.6,950.63,-311.0,231.74,123.82,-3.3529,686.38,43.78,513.52,557.3,129.08,10.51,7215.08
2020-05-25,7765820252,11436,54749829,units unclear,5416221,4077974,341031,5416221,4419005,997216,0.0772,100220.71,100220.71,86488.86,3855.71,90344.57,9876.14,1618.66,942.71,-20.3143,922.4,696.26,343.13,136.69,-23.9294,697.44,43.91,525.12,569.03,128.41,10.11,7050.1
2020-05-26,7765820252,11436,55722089,units unclear,5507753,4164530,345136,5507753,4509666,998087,0.0765,102298.57,102298.57,87462.14,3780.14,91242.29,11056.29,2081.49,999.86,-14.2857,985.57,1095.91,412.66,7.39,-41.4926,709.23,44.44,536.26,580.71,128.52,10.12,7175.3
2020-05-27,7765820252,11436,56070376,units unclear,5609440,4250184,350226,5609440,4600410,1009030,0.0761,107009.57,107009.57,88441.57,3805.43,92247.0,14762.57,2331.03,1051.89,33.0,1084.89,1246.14,440.12,-47.4,-54.7568,722.32,45.1,547.29,592.39,129.93,10.0,7220.15
2020-05-28,7765820252,11436,59733563,units unclear,5727760,4337313,354820,5727760,4692133,1035627,0.0756,108784.0,108784.0,89840.86,3748.29,93589.14,15194.86,2771.63,1144.83,53.51,1198.34,1573.29,101.42,-91.2731,-61.2224,737.56,45.69,558.51,604.2,133.36,10.43,7691.85
2020-05-29,7765820252,11436,60006807,units unclear,5847997,4426799,359481,5847997,4786280,1061717,0.0751,109996.0,109996.0,90939.43,4031.43,94970.86,15025.14,2840.23,1261.6,79.51,1341.11,1499.11,-5.2571,-149.968,-17.0578,753.04,46.29,570.04,616.33,136.72,10.26,7727.04
2020-05-30,7765820252,11436,62114913,units unclear,5985044,4519257,363541,5985044,4882798,1102246,0.0745,114078.86,114078.86,92213.0,4123.29,96336.29,17742.57,2125.77,1391.43,86.37,1477.8,647.97,-113.2343,-169.4194,-0.1458,770.69,46.81,581.94,628.75,141.94,10.38,7998.5
2020-05-31,7765820252,11436,67953526,units unclear,6091794,4616792,366213,6091794,4983005,1108789,0.0735,116499.71,116499.71,93770.14,4177.71,97947.86,18551.86,2055.2,1437.11,99.34,1536.46,518.74,-337.1771,-77.8971,18.25,784.44,47.16,594.5,641.66,142.78,11.15,8750.33
2020-06-01,7765820252,11436,64819063,units unclear,6186193,4714550,369251,6186193,5083801,1102392,0.0726,117638.43,117638.43,95398.71,4237.29,99636.0,18002.43,1764.86,1548.23,35.54,1583.77,181.09,-406.9771,-48.1291,42.93,796.59,47.55,607.09,654.64,141.95,10.48,8346.71
2020-06-02,7765820252,11436,65585090,units unclear,6306305,4810021,373999,6306305,5184020,1122285,0.0721,119060.0,119060.0,97026.43,4245.0,101271.43,17788.57,1085.74,1581.63,18.4,1600.03,-514.2857,-288.0629,-0.024,50.25,812.06,48.16,619.38,667.54,144.52,10.4,8445.35
2020-06-03,7765820252,11436,66861964,units unclear,6424938,4906575,379470,6424938,5286045,1138893,0.0718,118820.29,118820.29,98680.57,4209.14,102889.71,15930.57,805.34,1528.14,25.4,1553.54,-748.2,-245.9029,64.69,32.2,827.34,48.86,631.82,680.68,146.65,10.41,8609.77
2020-06-04,7765820252,11436,71008105,units unclear,6551229,5005104,384481,6551229,5389585,1161644,0.0713,119507.57,119507.57,100121.14,4215.29,104336.43,15171.14,685.46,1468.54,16.74,1485.29,-799.8286,-113.3543,81.82,24.09,843.6,49.51,644.5,694.01,149.58,10.84,9143.67
2020-06-05,7765820252,11436,70204568,units unclear,6681417,5105984,389196,6681417,5495180,1186237,0.0708,120526.43,120526.43,101410.86,4304.71,105715.57,14810.86,825.69,1407.51,5.66,1413.17,-587.4857,-13.72,83.1,7.55,860.36,50.12,657.49,707.61,152.75,10.51,9040.2
2020-06-06,7765820252,11436,71882036,units unclear,6816786,5210021,393005,6816786,5603026,1213760,0.0701,121065.71,121065.71,102741.43,4321.0,107062.43,14003.29,1198.09,1354.09,5.11,1359.2,-161.1143,2.12,72.33,-5.7397,877.79,50.61,670.89,721.5,156.3,10.54,9256.21
2020-06-07,7765820252,11436,77220490,units unclear,6928347,5317640,395720,6928347,5713360,1214987,0.0693,123188.43,123188.43,104064.0,4273.29,108337.29,14851.14,1017.14,1354.74,-9.6,1345.14,-328.0,127.45,37.71,-7.7641,892.16,50.96,684.75,735.71,156.45,11.15,9943.64
2020-06-08,7765820252,11436,74480862,units unclear,7029878,5424426,399384,7029878,5823810,1206068,0.0686,124810.71,124810.71,105451.0,4234.71,109685.71,15125.0,815.94,1332.14,-16.9143,1315.23,-499.2857,115.74,35.99,-10.1698,905.23,51.43,698.5,749.93,155.3,10.59,9590.86
2020-06-09,7765820252,11436,76367125,units unclear,7153765,5529211,404246,7153765,5933457,1220308,0.0681,124593.29,124593.29,106894.86,4167.29,111062.14,13531.14,1322.71,1272.29,-2.3429,1269.94,52.77,75.18,43.0,-7.2919,921.19,52.05,711.99,764.05,157.14,10.68,9833.75
2020-06-10,7765820252,11436,77560107,units unclear,7287257,5635023,409383,7287257,6044406,1242851,0.0677,124606.14,124606.14,108071.57,4220.14,112291.71,12314.43,1404.4,1274.37,0.0857,1274.46,129.94,166.25,32.25,-5.157,938.38,52.72,725.62,778.33,160.04,10.64,9987.37
2020-06-11,7765820252,11436,81522352,units unclear,7424904,5743261,414124,7424904,6157385,1267519,0.0673,127679.29,127679.29,109102.86,4309.29,113412.14,14267.14,1573.97,1222.6,63.83,1286.43,287.54,217.11,35.87,-8.4624,956.1,53.33,739.56,792.88,163.22,10.98,10497.58
2020-06-12,7765820252,11436,77616069,units unclear,7553570,5854248,418367,7553570,6272615,1280955,0.0667,130210.43,130210.43,110435.86,4273.71,114709.57,15500.86,1848.37,1232.66,79.51,1312.17,536.2,288.72,11.92,-7.3237,972.67,53.87,753.85,807.72,164.95,10.28,9994.57
2020-06-13,7765820252,11436,84362738,units unclear,7689029,5966522,422546,7689029,6389068,1299961,0.0661,132680.57,132680.57,111564.0,4553.86,116117.86,16562.71,1901.51,1285.51,75.77,1361.29,540.23,295.09,-6.3189,-20.0875,990.11,54.41,768.31,822.72,167.4,10.97,10863.34
2020-06-14,7765820252,11436,90230560,units unclear,7822102,6081360,425885,7822102,6507245,1314857,0.0654,133835.14,133835.14,113058.14,4564.86,117623.0,16212.14,2766.31,1295.29,114.6,1409.89,1356.43,134.78,6.38,-18.2528,1007.25,54.84,783.09,837.93,169.31,11.54,11618.93
2020-06-15,7765820252,11436,86889556,units unclear,7941351,6197477,429300,7941351,6626777,1314574,0.0648,134113.71,134113.71,114499.14,4599.0,119098.14,15015.57,2879.86,1411.17,122.06,1533.23,1346.63,134.65,-68.184,1.57,1022.6,55.28,798.05,853.33,169.28,10.94,11188.72
2020-06-16,7765820252,11436,88164188,units unclear,8082529,6310159,436123,8082529,6746282,1336247,0.0646,141510.86,141510.86,115579.29,4882.29,120461.57,21049.29,2247.89,1572.31,83.4,1655.71,592.17,249.02,-55.3943,3.74,1040.78,56.16,812.56,868.71,172.07,10.91,11352.85
2020-06-17,7765820252,11436,87951105,units unclear,8224103,6426430,441337,8224103,6867767,1356336,0.0643,144609.71,144609.71,117491.71,4884.0,122375.71,22234.0,2521.63,1624.46,85.23,1709.69,811.94,-52.2,19.76,-6.2466,1059.01,56.83,827.53,884.36,174.65,10.69,11325.41
2020-06-18,7765820252,11436,95181080,units unclear,8363700,6544755,446317,8363700,6991072,1372628,0.0638,143920.0,143920.0,119425.57,4970.86,124396.43,19523.57,3146.6,1748.71,34.71,1783.43,1363.17,18.12,12.37,23.84,1076.99,57.47,842.76,900.24,176.75,11.38,12256.41
2020-06-19,7765820252,11436,92662810,units unclear,8544146,6663303,452543,8544146,7115846,1428300,0.0636,146443.29,146443.29,121180.43,4991.0,126171.43,20271.86,2505.31,1929.0,-21.4857,1907.51,597.8,233.6,-24.8526,8.02,1100.22,58.27,858.03,916.3,183.92,10.85,11932.13
2020-06-20,7765820252,11436,95960877,units unclear,8701297,6788964,456734,8701297,7245698,1455599,0.063,149846.71,149846.71,123242.71,4772.57,128015.29,21831.43,2970.46,1937.11,24.63,1961.74,1008.71,196.48,51.02,-11.0192,1120.46,58.81,874.21,933.02,187.44,11.03,12356.82
2020-06-21,7765820252,11436,101935548,units unclear,8829542,6917339,460681,8829542,7378020,1451522,0.0624,154037.43,154037.43,125224.29,4774.86,129999.14,24038.29,3415.89,2086.54,-32.8,2053.74,1362.14,124.75,-15.2937,-6.6939,1136.97,59.32,890.74,950.06,186.91,11.54,13126.18
2020-06-22,7765820252,11436,99103183,units unclear,8966454,7045740,464237,8966454,7509977,1456477,0.0618,159462.0,159462.0,127177.29,5007.14,132184.43,27277.57,3504.03,2205.54,-28.5143,2177.03,1327.0,202.9,-35.3326,-3.3447,1154.6,59.78,907.28,967.06,187.55,11.05,12761.46
2020-06-23,7765820252,11436,98793718,units unclear,9131456,7172858,469531,9131456,7642389,1489067,0.0614,160999.43,160999.43,129858.29,4806.86,134665.14,26334.29,3770.37,2307.26,-9.4,2297.86,1472.51,-58.3486,-21.104,-20.7936,1175.85,60.46,923.64,984.11,191.75,10.82,12721.61
2020-06-24,7765820252,11436,101304170,units unclear,9302365,7303000,474761,9302365,7777761,1524604,0.061,163963.43,163963.43,132208.14,4848.43,137056.57,26906.86,3519.8,2438.97,-6.8,2432.17,1087.63,56.94,-41.576,12.48,1197.86,61.13,940.4,1001.54,196.32,10.89,13044.88
2020-06-25,7765820252,11436,106895805,units unclear,9479934,7434996,481367,9479934,7916363,1563571,0.0608,168698.57,168698.57,134779.0,4725.57,139504.57,29194.0,2678.71,2589.23,-58.5714,2530.66,148.06,90.96,-52.9486,-4.7794,1220.73,61.99,957.4,1019.39,201.34,11.28,13764.91
2020-06-26,7765820252,11436,101773981,units unclear,9671142,7572311,486191,9671142,8058502,1612640,0.0603,171636.43,171636.43,137419.14,4740.86,142160.0,29476.43,3700.57,2569.43,-25.6,2543.83,1156.74,-83.1257,47.13,-9.387,1245.35,62.61,975.08,1037.69,207.66,10.52,13105.37
2020-06-27,7765820252,11436,107792955,units unclear,9849041,7714421,490673,9849041,8205094,1643947,0.0598,172855.57,172855.57,140123.43,4714.29,144837.71,28017.86,3958.83,2726.51,-76.9429,2649.57,1309.26,-61.8457,-59.2297,2.39,1268.26,63.18,993.38,1056.57,211.69,10.94,13880.43
2020-06-28,7765820252,11436,115685402,units unclear,10010432,7860792,493760,10010432,8354552,1655880,0.0591,179502.29,179502.29,142705.43,4678.86,147384.29,32118.0,3354.74,2816.26,-48.1143,2768.14,586.6,177.28,-68.0389,6.12,1289.04,63.58,1012.23,1075.81,213.23,11.56,14896.74
2020-06-29,7765820252,11436,111873242,units unclear,10167909,8007674,497423,10167909,8505097,1662812,0.0585,183757.57,183757.57,145840.71,4463.71,150304.43,33453.14,3210.57,2876.23,-54.6286,2821.6,388.97,-239.2114,-29.6057,-24.4597,1309.32,64.05,1031.14,1095.2,214.12,11.0,14405.85
2020-06-30,7765820252,11436,111602652,units unclear,10341445,8153722,502531,10341445,8656253,1685192,0.0581,185472.29,185472.29,148860.29,4485.0,153345.29,32127.0,3565.11,2896.49,-39.4857,2857.0,708.11,-249.2343,-22.3703,24.95,1331.66,64.71,1049.95,1114.66,217.0,10.79,14371.01
2020-07-01,7765820252,11436,113588296,units unclear,10558881,8301938,507513,10558881,8809451,1749430,0.0576,187689.29,187689.29,151800.29,4467.71,156268.0,31421.29,2504.51,2950.17,-28.8571,2921.31,-416.8,-231.1543,-75.1726,19.29,1359.66,65.35,1069.04,1134.39,225.27,10.76,14626.7
2020-07-02,7765820252,11436,116849972,units unclear,10766237,8455881,512613,10766237,8968494,1797743,0.0572,190681.14,190681.14,154605.86,4516.86,159122.71,31558.43,2712.66,2841.37,42.23,2883.6,-170.9429,-173.6971,65.53,22.11,1386.36,66.01,1088.86,1154.87,231.49,10.85,15046.7
2020-07-03,7765820252,11436,114979553,units unclear,10969448,8614333,517586,10969448,9131919,1837529,0.0567,192024.86,192024.86,157456.29,4534.57,161990.86,30034.0,2198.97,2821.6,47.0,2868.6,-669.6286,-198.5829,28.39,14.95,1412.53,66.65,1109.26,1175.91,236.62,10.48,14805.85
2020-07-04,7765820252,11436,97707679,units unclear,11162866,8777023,521947,11162866,9298970,1863896,0.0561,197320.86,197320.86,160047.57,4674.86,164722.43,32598.43,2342.09,2746.51,60.34,2806.86,-464.7714,88.46,80.95,22.43,1437.44,67.21,1130.21,1197.42,240.01,8.75,12581.76
2020-07-05,7765820252,11436,123329381,units unclear,11345200,8943033,525378,11345200,9468411,1876789,0.0555,196467.14,196467.14,162968.29,4720.0,167688.29,28778.86,2572.2,2705.31,59.71,2765.03,-192.8286,-107.2914,52.39,-19.7851,1460.91,67.65,1151.59,1219.24,241.67,10.87,15881.05
2020-07-06,7765820252,11436,123953240,units unclear,11512083,9109868,529165,11512083,9639033,1873050,0.0549,199399.71,199399.71,165532.86,4769.43,170302.29,29097.43,2946.8,2676.54,71.17,2747.71,199.09,173.62,37.0,1.44,1482.4,68.14,1173.07,1241.21,241.19,10.77,15961.38
2020-07-07,7765820252,11436,124792733,units unclear,11722691,9274055,535255,11722691,9809310,1913381,0.0546,203542.14,203542.14,168132.43,4815.43,172947.86,30594.29,2176.2,2707.91,57.83,2765.74,-589.5429,88.23,-33.392,-28.3138,1509.52,68.92,1194.21,1263.14,246.38,10.65,16069.49
2020-07-08,7765820252,11436,127212701,units unclear,11934151,9442716,540553,11934151,9983269,1950882,0.0541,206758.86,206758.86,170839.0,4890.43,175729.43,31029.43,3067.06,2662.29,49.17,2711.46,355.6,-13.5771,35.6,-14.3381,1536.75,69.61,1215.93,1285.54,251.21,10.66,16381.1
2020-07-09,7765820252,11436,129074246,units unclear,12162035,9614611,545999,12162035,10160610,2001425,0.0537,208201.86,208201.86,173587.14,4964.0,178551.14,29650.71,2783.23,2717.31,26.86,2744.17,39.06,-78.5029,-60.6149,-6.1819,1566.1,70.31,1238.07,1308.38,257.72,10.61,16620.81
2020-07-10,7765820252,11436,131158769,units unclear,12394243,9791260,551294,12394243,10342554,2051689,0.0533,211802.43,211802.43,176279.71,4965.86,181245.57,30556.86,2504.31,2724.26,22.86,2747.11,-242.8,70.73,-19.3051,7.25,1596.0,70.99,1260.81,1331.8,264.19,10.58,16889.24
2020-07-11,7765820252,11436,131446123,units unclear,12610178,9972896,556180,12610178,10529076,2081102,0.0528,213315.86,213315.86,179119.43,4903.71,184023.14,29292.71,2554.29,2707.71,17.6,2725.31,-171.0286,-129.4571,6.09,-3.136,1623.81,71.62,1284.2,1355.82,267.98,10.42,16926.24
2020-07-12,7765820252,11436,144115069,units unclear,12802613,10158143,560126,12802613,10718269,2084344,0.0523,216063.71,216063.71,181753.71,4929.71,186683.43,29380.29,2529.86,2666.11,43.74,2709.86,-180.0,-8.2971,2.88,26.96,1648.58,72.13,1308.06,1380.19,268.4,11.26,18557.61
2020-07-13,7765820252,11436,138071899,units unclear,12994700,10343826,563926,12994700,10907752,2086948,0.0517,219530.29,219530.29,184377.57,4978.43,189356.0,30174.29,2419.77,2629.09,64.29,2693.37,-273.6,16.88,19.92,15.19,1673.32,72.62,1331.97,1404.58,268.74,10.63,17779.44
2020-07-14,7765820252,11436,132736147,units unclear,13215902,10527891,569581,13215902,11097472,2118430,0.0513,220851.14,220851.14,186917.71,5182.71,192100.43,28750.71,2741.74,2589.77,78.97,2668.74,73.0,-64.1257,74.19,11.23,1701.8,73.34,1355.67,1429.01,272.79,10.04,17092.35
2020-07-15,7765820252,11436,143301853,units unclear,13446597,10714992,575061,13446597,11290053,2156544,0.0509,223901.29,223901.29,189425.14,5287.29,194712.43,29188.86,2588.71,2592.17,83.74,2675.91,-87.2,170.35,56.62,14.93,1731.51,74.05,1379.76,1453.81,277.7,10.66,18452.89
2020-07-16,7765820252,11436,145057862,units unclear,13698747,10905254,580848,13698747,11486102,2212645,0.0506,227024.57,227024.57,192068.29,5298.57,197366.86,29657.71,2233.66,2577.26,90.57,2667.83,-434.1714,241.51,62.26,-13.8274,1763.98,74.8,1404.26,1479.06,284.92,10.59,18679.01
2020-07-17,7765820252,11436,146590966,units unclear,13940201,11099684,587573,13940201,11687257,2252944,0.0503,229007.29,229007.29,194714.57,5348.43,200063.0,28944.29,3381.63,2535.74,92.34,2628.09,753.54,274.82,77.52,-32.0283,1795.07,75.66,1429.3,1504.96,290.11,10.52,18876.43
2020-07-18,7765820252,11436,147114039,units unclear,14177487,11298872,593191,14177487,11892063,2285424,0.0499,230698.57,230698.57,197263.86,5431.29,202695.14,28003.43,3627.31,2506.31,190.57,2696.89,930.43,328.17,-49.2126,-40.72,1825.63,76.38,1454.95,1531.33,294.29,10.38,18943.79
