Date,State,City,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-06-13,SP,Importados/Indefinidos,103,0,688,86,,,9.7,999,688,311,2.14,20.71,19.86,,,,-4.1714,-2.6571,,,,,,,0.0,0.0,,,,,
2020-06-14,SP,Importados/Indefinidos,103,0,701,87,,,9.7,999,701,298,1.43,13.86,15.43,,,,-12.7429,-9.3714,,,,,,,0.0,0.0,,,,,
2020-06-15,SP,Importados/Indefinidos,103,0,711,88,,,9.7,999,711,288,0.429,4.14,9.71,,,,-18.0,-13.2571,,,,,,,0.0,0.0,,,,,
2020-06-16,SP,Importados/Indefinidos,105,0,722,89,,,9.7,1018,722,296,-4.0,-38.7143,-23.5714,,,,-22.7143,-16.8,,,,,,,0.0,0.0,,,,,
2020-06-17,SP,Importados/Indefinidos,105,0,723,90,,,9.7,1018,723,295,-7.0,-67.8571,-45.4286,,,,-21.3429,-16.1143,,,,,,,0.0,0.0,,,,,
2020-06-18,SP,Importados/Indefinidos,104,0,725,91,,,9.7,1009,725,284,-9.5714,-92.8571,-64.1429,,,,-19.6571,-15.0857,,,,,,,0.0,0.0,,,,,
2020-06-19,SP,Importados/Indefinidos,74,0,506,92,,,9.7,718,506,212,-9.5714,-92.8571,-65.1429,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-20,SP,Importados/Indefinidos,54,0,370,93,,,9.7,524,370,154,-9.7143,-94.1429,-65.7143,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-21,SP,Importados/Indefinidos,36,0,252,94,,,9.7,349,252,97,-9.5714,-92.7143,-65.0,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-22,SP,Importados/Indefinidos,36,0,255,95,,,9.7,349,255,94,-8.8571,-86.0,-61.2857,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-23,SP,Importados/Indefinidos,37,0,262,96,,,9.7,359,262,97,-4.2857,-41.5714,-28.1429,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-24,SP,Importados/Indefinidos,38,0,268,97,,,9.7,369,268,101,-0.7143,-7.0,-3.5714,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-25,SP,Importados/Indefinidos,42,0,296,98,,,9.7,407,296,111,1.86,18.0,13.71,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-26,SP,Importados/Indefinidos,44,0,309,99,,,9.7,427,309,118,2.0,19.43,15.14,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-27,SP,Importados/Indefinidos,49,0,345,100,,,9.7,475,345,130,2.0,19.43,15.43,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-28,SP,Importados/Indefinidos,49,0,348,101,,,9.7,475,348,127,1.57,15.14,12.29,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-29,SP,Importados/Indefinidos,50,0,361,102,,,9.7,485,361,124,1.29,12.57,10.29,,,,,,,,,,,,0.0,0.0,,,,,
2020-06-30,SP,Importados/Indefinidos,51,0,370,103,,,9.7,495,370,125,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-07-01,SP,Importados/Indefinidos,49,0,354,104,,,9.7,475,354,121,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-07-02,SP,Importados/Indefinidos,51,0,368,105,,,9.7,495,368,127,,,,,,,,,,,,,,,0.0,0.0,,,,,
