Date,State,City,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-19,SP,Importados/Indefinidos,4,0,7,1,,,9.7,39,7,32,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-03-20,SP,Importados/Indefinidos,8,0,16,2,,,9.7,78,16,62,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-03-21,SP,Importados/Indefinidos,0,0,0,3,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-03-22,SP,Importados/Indefinidos,0,0,0,4,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-03-23,SP,Importados/Indefinidos,0,0,0,5,,,9.7,0,0,0,4.71,45.71,13.71,,,,,,,,,,,,,,,,,,
2020-03-24,SP,Importados/Indefinidos,0,0,0,6,,,9.7,0,0,0,5.14,49.86,16.43,,,,,,,,,,,,,,,,,,
2020-03-25,SP,Importados/Indefinidos,43,0,113,7,,,9.7,417,113,304,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-03-26,SP,Importados/Indefinidos,37,1,103,8,,,9.7,359,104,255,,,,,,,,,,,,,,,0.0096,0.0028,,,,,
2020-03-27,SP,Importados/Indefinidos,44,1,131,9,,,9.7,427,132,295,,,,,,,,,,,,,,,0.0076,0.0023,,,,,
2020-03-28,SP,Importados/Indefinidos,0,0,0,10,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-03-30,SP,Importados/Indefinidos,47,1,174,11,,,9.7,456,175,281,,,,,,,,,,,,,,,0.0057,0.0022,,,,,
2020-03-31,SP,Importados/Indefinidos,53,1,179,12,,,9.7,514,180,334,,,,,,,,,,,,,,,0.0056,0.0019,,,,,
2020-04-01,SP,Importados/Indefinidos,59,0,195,13,,,9.7,572,195,377,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-02,SP,Importados/Indefinidos,75,0,246,14,,,9.7,728,246,482,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-03,SP,Importados/Indefinidos,69,0,236,15,,,9.7,669,236,433,4.0,38.86,17.14,-0.1429,17.0,21.86,,,,,,,,,0.0,0.0,,,,,
2020-04-04,SP,Importados/Indefinidos,76,0,264,16,,,9.7,737,264,473,3.43,33.29,16.71,-0.1429,16.57,16.71,,,,,,,,,0.0,0.0,,,,,
2020-04-05,SP,Importados/Indefinidos,73,0,274,17,,,9.7,708,274,434,3.86,37.43,18.57,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-06,SP,Importados/Indefinidos,75,0,294,18,,,9.7,728,294,434,2.14,20.71,14.29,,,,-6.9429,-1.2857,,,,,,,0.0,0.0,,,,,
2020-04-07,SP,Importados/Indefinidos,77,0,296,19,,,9.7,747,296,451,3.43,33.29,19.71,,,,-2.7714,-0.0857,,,,,,,0.0,0.0,,,,,
2020-04-08,SP,Importados/Indefinidos,86,0,325,20,,,9.7,834,325,509,0.429,4.14,10.71,,,,-3.3429,-0.1143,,,,,,,0.0,0.0,,,,,
2020-04-09,SP,Importados/Indefinidos,90,1,346,21,,,9.7,873,347,526,2.0,19.43,16.29,,,,-0.2571,1.0,,,,,,,0.0029,0.0011,,,,,
2020-04-10,SP,Importados/Indefinidos,93,0,374,22,,,9.7,902,374,528,2.14,20.71,18.0,,,,-5.0,-1.1143,,,,,,,0.0,0.0,,,,,
2020-04-11,SP,Importados/Indefinidos,79,0,339,23,,,9.7,766,339,427,2.0,19.43,19.29,,,,-8.3143,-3.5429,,,,,,,0.0,0.0,,,,,
2020-04-12,SP,Importados/Indefinidos,87,0,388,24,,,9.7,844,388,456,0.857,8.29,14.14,,,,-12.2,-5.5714,,,,,,,0.0,0.0,,,,,
2020-04-13,SP,Importados/Indefinidos,90,0,420,25,,,9.7,873,420,453,-3.8571,-37.4286,-7.0,-0.1429,-7.1429,-30.2857,-8.5714,-4.8571,,,,,,,0.0,0.0,,,,,
2020-04-14,SP,Importados/Indefinidos,91,0,431,26,,,9.7,883,431,452,-4.2857,-41.5714,-11.5714,,,,-10.5429,-6.2,,,,,,,0.0,0.0,,,,,
2020-04-15,SP,Importados/Indefinidos,92,0,424,27,,,9.7,892,424,468,-2.2857,-22.1429,-6.2857,,,,-9.1429,-5.8,,,,,,,0.0,0.0,,,,,
2020-04-16,SP,Importados/Indefinidos,63,0,297,28,,,9.7,611,297,314,-3.4286,-33.2857,-11.7143,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-17,SP,Importados/Indefinidos,63,0,293,29,,,9.7,611,293,318,-3.8571,-37.4286,-14.8571,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-18,SP,Importados/Indefinidos,63,0,295,30,,,9.7,611,295,316,-4.0,-38.8571,-15.2857,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-19,SP,Importados/Indefinidos,63,0,306,31,,,9.7,611,306,305,-4.1429,-40.1429,-13.5714,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-20,SP,Importados/Indefinidos,63,0,316,32,,,9.7,611,316,295,0.0,0.0,3.71,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-21,SP,Importados/Indefinidos,63,0,324,33,,,9.7,611,324,287,0.0,0.0,4.14,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-22,SP,Importados/Indefinidos,63,0,329,34,,,9.7,611,329,282,0.0,0.0,3.14,,,,,,,,,,,,0.0,0.0,,,,,
2020-04-23,SP,Importados/Indefinidos,63,0,323,35,,,9.7,611,323,288,0.0,0.0,2.29,,,,,-10.0,,,,,,,0.0,0.0,,,,,
2020-04-24,SP,Importados/Indefinidos,63,0,322,36,,,9.7,611,322,289,-9.0,-87.2857,-45.1429,,,,,-10.2286,,,,,,,0.0,0.0,,,,,
2020-04-25,SP,Importados/Indefinidos,63,0,317,37,,,9.7,611,317,294,-9.0,-87.2857,-46.2857,,,,,-9.8571,,,,,,,0.0,0.0,,,,,
2020-04-26,SP,Importados/Indefinidos,63,0,322,38,,,9.7,611,322,289,-9.0,-87.2857,-47.0,,,,,-9.6571,,,,,,,0.0,0.0,,,,,
2020-04-27,SP,Importados/Indefinidos,0,0,0,39,,,9.7,0,0,0,-9.0,-87.2857,-46.1429,,,,,,,,,,,,,,,,,,
2020-04-28,SP,Importados/Indefinidos,0,0,0,40,,,9.7,0,0,0,-9.0,-87.2857,-46.0,,,,,,,,,,,,,,,,,,
2020-04-29,SP,Importados/Indefinidos,0,0,0,41,,,9.7,0,0,0,-9.0,-87.2857,-45.2857,,,,,,,,,,,,,,,,,,
2020-04-30,SP,Importados/Indefinidos,0,0,0,42,,,9.7,0,0,0,-9.0,-87.2857,-46.0,,,,,,,,,,,,,,,,,,
2020-05-01,SP,Importados/Indefinidos,0,0,0,43,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-02,SP,Importados/Indefinidos,0,0,0,44,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-03,SP,Importados/Indefinidos,0,0,0,45,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-04,SP,Importados/Indefinidos,0,0,0,46,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-05,SP,Importados/Indefinidos,0,0,0,47,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-06,SP,Importados/Indefinidos,0,0,0,48,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-07,SP,Importados/Indefinidos,0,0,0,49,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-08,SP,Importados/Indefinidos,0,0,0,50,,,9.7,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-09,SP,Importados/Indefinidos,7,0,37,51,,,9.7,68,37,31,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-05-10,SP,Importados/Indefinidos,7,0,38,52,,,9.7,68,38,30,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-05-11,SP,Importados/Indefinidos,7,0,39,53,,,9.7,68,39,29,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-05-12,SP,Importados/Indefinidos,38,0,216,54,,,9.7,369,216,153,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-05-13,SP,Importados/Indefinidos,40,0,226,55,,,9.7,388,226,162,6.43,62.29,36.0,,,,,,,,,,,,0.0,0.0,,,,,
2020-05-14,SP,Importados/Indefinidos,43,0,242,56,,,9.7,417,242,175,6.57,63.71,38.0,,,,,,,,,,,,0.0,0.0,,,,,
2020-05-15,SP,Importados/Indefinidos,48,0,265,57,,,9.7,466,265,201,6.71,65.14,38.71,,,,,,,,,,,,0.0,0.0,,,,,
2020-05-16,SP,Importados/Indefinidos,52,0,289,58,,,9.7,504,289,215,2.29,22.14,13.29,,,,-8.8571,-5.0571,,,,,,,0.0,0.0,,,,,
2020-05-17,SP,Importados/Indefinidos,53,0,304,59,,,9.7,514,304,210,2.29,22.14,13.0,,,,-10.5429,-6.1429,,,,,,,0.0,0.0,,,,,
2020-05-18,SP,Importados/Indefinidos,54,0,310,60,,,9.7,524,310,214,1.86,18.0,10.71,,,,-11.6286,-6.6857,,,,,,,0.0,0.0,,,,,
2020-05-19,SP,Importados/Indefinidos,54,0,309,61,,,9.7,524,309,215,1.14,11.0,7.29,,,,-3.0286,-1.7143,,,,,,,0.0,0.0,,,,,
2020-05-20,SP,Importados/Indefinidos,56,0,317,62,,,9.7,543,317,226,0.714,7.0,5.29,,,,-3.0571,-1.4286,,,,,,,0.0,0.0,,,,,
2020-05-21,SP,Importados/Indefinidos,56,0,317,63,,,9.7,543,317,226,0.714,7.0,4.71,,,,-2.2286,-0.8286,,,,,,,0.0,0.0,,,,,
2020-05-22,SP,Importados/Indefinidos,56,0,316,64,,,9.7,543,316,227,0.714,6.86,5.86,,,,-0.8,0.0,,,,,,,0.0,0.0,,,,,
2020-05-23,SP,Importados/Indefinidos,57,0,326,65,,,9.7,553,326,227,0.714,6.86,6.57,,,,0.829,0.8,,,,,,,0.0,0.0,,,,,
2020-05-24,SP,Importados/Indefinidos,58,0,337,66,,,9.7,563,337,226,0.714,7.0,7.29,,,,3.6,2.57,,,,,,,0.0,0.0,,,,,
2020-05-25,SP,Importados/Indefinidos,59,0,351,67,,,9.7,572,351,221,1.14,11.14,9.29,,,,3.89,2.23,,,,,,,0.0,0.0,,,,,
2020-05-26,SP,Importados/Indefinidos,59,0,355,68,,,9.7,572,355,217,2.57,25.0,17.57,,,,3.6,2.09,,,,0.497,,,0.0,0.0,,,,,
2020-05-27,SP,Importados/Indefinidos,61,0,368,69,,,9.7,592,368,224,2.71,26.29,17.0,,,,3.31,1.94,,,,-0.7257,,,0.0,0.0,,,,,
2020-05-28,SP,Importados/Indefinidos,64,0,382,70,,,9.7,621,382,239,2.57,24.86,17.0,,,,3.31,1.89,,,,-0.9429,,,0.0,0.0,,,,,
2020-05-29,SP,Importados/Indefinidos,74,0,439,71,,,9.7,718,439,279,2.43,23.57,17.0,,,,-0.0286,-0.1429,,,,-1.2743,-0.3543,,0.0,0.0,,,,,
2020-05-30,SP,Importados/Indefinidos,76,0,445,72,,,9.7,737,445,292,2.86,27.71,18.71,,,,-0.8286,-0.2857,,,,-1.1086,,,0.0,0.0,,,,,
2020-05-31,SP,Importados/Indefinidos,76,0,456,73,,,9.7,737,456,281,2.57,24.86,16.86,,,,-2.7714,-1.5429,,,,-1.2743,,,0.0,0.0,,,,,
2020-06-01,SP,Importados/Indefinidos,76,0,470,74,,,9.7,737,470,267,2.29,22.14,15.57,,,,-2.2286,-1.0571,,,,,,,0.0,0.0,,,,,
2020-06-02,SP,Importados/Indefinidos,79,0,486,75,,,9.7,766,486,280,1.14,11.0,9.29,,,,-3.0571,-1.4,,,,,,,0.0,0.0,,,,,
2020-06-03,SP,Importados/Indefinidos,79,0,486,76,,,9.7,766,486,280,1.29,12.43,11.71,,,,-1.9143,-0.6571,,,,,,,0.0,0.0,,,,,
2020-06-04,SP,Importados/Indefinidos,80,0,491,77,,,9.7,776,491,285,1.29,12.43,11.71,,,,-1.3714,-0.3429,,,,,,,0.0,0.0,,,,,
2020-06-05,SP,Importados/Indefinidos,82,0,504,78,,,9.7,795,504,291,1.57,15.29,13.57,,,,2.23,1.83,,,,,,,0.0,0.0,,,,,
2020-06-06,SP,Importados/Indefinidos,85,0,527,79,,,9.7,824,527,297,1.57,15.29,13.86,,,,3.34,2.4,,,,,,,0.0,0.0,,,,,
2020-06-07,SP,Importados/Indefinidos,85,0,538,80,,,9.7,824,538,286,2.29,22.14,18.43,,,,3.06,2.43,,,,,,,0.0,0.0,,,,,
2020-06-08,SP,Importados/Indefinidos,87,0,565,81,,,9.7,844,565,279,3.0,29.14,23.71,,,,1.94,1.89,,,,-0.4457,,,0.0,0.0,,,,,
2020-06-09,SP,Importados/Indefinidos,90,0,583,82,,,9.7,873,583,290,2.86,27.71,23.86,,,,1.94,1.89,,,,-1.0057,,,0.0,0.0,,,,,
2020-06-10,SP,Importados/Indefinidos,95,0,615,83,,,9.7,921,615,306,2.57,25.0,23.0,,,,0.0,0.486,,,,-1.1657,,,0.0,0.0,,,,,
2020-06-11,SP,Importados/Indefinidos,101,0,657,84,,,9.7,980,657,323,2.57,25.0,23.29,,,,-1.6857,-0.7714,,,,-1.2229,,,0.0,0.0,,,,,
2020-06-12,SP,Importados/Indefinidos,102,0,671,85,,,9.7,989,671,318,2.29,22.14,20.86,,,,-2.7714,-1.6857,,,,-2.9371,,,0.0,0.0,,,,,
