Date,State,City,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-30,SP,Brodowski,1,0,3,1,24939,25530,3507803,7.2,7,3,4,,,,,,,,,,,,,,,0.0,274.19,0.0,117.51,117.51,156.68
2020-03-31,SP,Brodowski,1,0,2,2,24939,25530,3507803,7.2,7,2,5,,,,,,,,,,,,,,,0.0,274.19,0.0,78.34,78.34,195.85
2020-04-01,SP,Brodowski,1,0,2,3,24939,25530,3507803,7.2,7,2,5,,,,,,,,,,,,,,,0.0,274.19,0.0,78.34,78.34,195.85
2020-04-02,SP,Brodowski,1,0,2,4,24939,25530,3507803,7.2,7,2,5,,,,,,,,,,,,,,,0.0,274.19,0.0,78.34,78.34,195.85
2020-04-03,SP,Brodowski,1,0,2,5,24939,25530,3507803,7.2,7,2,5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,274.19,0.0,78.34,78.34,195.85
2020-04-04,SP,Brodowski,1,0,3,6,24939,25530,3507803,7.2,7,3,4,0.0,0.0,0.143,0.0,0.143,-0.1429,,,,,,,,,0.0,274.19,0.0,117.51,117.51,156.68
2020-04-05,SP,Brodowski,1,0,3,7,24939,25530,3507803,7.2,7,3,4,0.143,1.0,0.429,0.0,0.429,0.571,,,,,,,,,0.0,274.19,0.0,117.51,117.51,156.68
2020-04-06,SP,Brodowski,1,0,3,8,24939,25530,3507803,7.2,7,3,4,0.143,1.0,0.571,0.0,0.571,0.429,0.2,0.0857,0.0,0.0857,0.114,,,,0.0,274.19,0.0,117.51,117.51,156.68
2020-04-07,SP,Brodowski,1,0,3,9,24939,25530,3507803,7.2,7,3,4,0.143,1.0,0.571,0.0,0.571,0.429,0.2,0.0571,0.0,0.0571,0.143,,,,0.0,274.19,0.0,117.51,117.51,156.68
2020-04-08,SP,Brodowski,2,0,5,10,24939,25530,3507803,7.2,14,5,9,0.143,1.0,0.429,0.0,0.429,0.571,0.0,0.0286,0.0,0.0286,-0.0286,,,,0.0,548.37,0.0,195.85,195.85,352.53
2020-04-09,SP,Brodowski,2,0,6,11,24939,25530,3507803,7.2,14,6,8,0.143,1.0,0.429,0.0,0.429,0.571,0.229,0.114,0.0,0.114,0.114,-0.0343,,,0.0,548.37,0.0,235.02,235.02,313.36
2020-04-10,SP,Brodowski,2,0,6,12,24939,25530,3507803,7.2,14,6,8,0.143,1.0,0.571,0.0,0.571,0.429,0.0286,0.0286,0.0,0.0286,-0.0,-0.0343,,,0.0,548.37,0.0,235.02,235.02,313.36
2020-04-11,SP,Brodowski,2,0,6,13,24939,25530,3507803,7.2,14,6,8,0.286,2.14,1.14,0.0,1.14,1.0,0.0286,0.0571,0.0,0.0571,-0.0286,0.0457,,,0.0,548.37,0.0,235.02,235.02,313.36
2020-04-12,SP,Brodowski,2,0,6,14,24939,25530,3507803,7.2,14,6,8,0.143,1.14,0.714,0.0,0.714,0.429,0.0286,0.0571,0.0,0.0571,-0.0286,-0.0457,0.0046,,0.0,548.37,0.0,235.02,235.02,313.36
2020-04-13,SP,Brodowski,2,0,7,15,24939,25530,3507803,7.2,14,7,7,0.143,1.14,0.714,0.0,0.714,0.429,0.229,0.114,0.0,0.114,0.114,0.0343,0.0046,,0.0,548.37,0.0,274.19,274.19,274.19
2020-04-14,SP,Brodowski,3,0,11,16,24939,25530,3507803,7.2,22,11,11,0.143,1.14,0.714,0.0,0.714,0.429,0.0,0.0,0.0,0.0,0.0,-0.0114,-0.0274,,0.0,861.73,0.0,430.87,430.87,430.87
2020-04-15,SP,Brodowski,3,0,10,17,24939,25530,3507803,7.2,22,10,12,0.286,2.14,1.14,0.0,1.14,1.0,0.2,0.0857,0.0,0.0857,0.114,-0.0114,0.0,-0.0018,0.0,861.73,0.0,391.7,391.7,470.04
