Date,State,City,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-24,BA,Importados/Indefinidos,3,0,6,1,,,8.3,25,6,19,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-03-25,BA,Importados/Indefinidos,3,0,7,2,,,8.3,25,7,18,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-03-26,BA,Importados/Indefinidos,7,0,17,3,,,8.3,58,17,41,,,,,,,,,,,,,,,0.0,0.0,,,,,
2020-03-27,BA,Importados/Indefinidos,0,0,0,4,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-03-28,BA,Importados/Indefinidos,0,0,0,5,,,8.3,0,0,0,-0.4286,-3.5714,-0.8571,,,,,,,,,,,,,,,,,,
2020-03-29,BA,Importados/Indefinidos,0,0,0,6,,,8.3,0,0,0,-0.4286,-3.5714,-1.0,,,,,,,,,,,,,,,,,,
2020-03-30,BA,Importados/Indefinidos,0,0,0,7,,,8.3,0,0,0,-1.0,-8.2857,-2.4286,,,,,,,,,,,,,,,,,,
2020-03-31,BA,Importados/Indefinidos,0,0,0,8,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-01,BA,Importados/Indefinidos,0,0,0,9,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-02,BA,Importados/Indefinidos,0,0,0,10,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-03,BA,Importados/Indefinidos,0,0,0,11,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-04,BA,Importados/Indefinidos,0,0,0,12,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-05,BA,Importados/Indefinidos,0,0,0,13,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-06,BA,Importados/Indefinidos,0,0,0,14,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-07,BA,Importados/Indefinidos,0,0,0,15,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-08,BA,Importados/Indefinidos,0,0,0,16,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-09,BA,Importados/Indefinidos,0,0,0,17,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-10,BA,Importados/Indefinidos,0,0,0,18,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-11,BA,Importados/Indefinidos,0,0,0,19,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-12,BA,Importados/Indefinidos,0,0,0,20,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-13,BA,Importados/Indefinidos,0,0,0,21,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-14,BA,Importados/Indefinidos,0,0,0,22,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-15,BA,Importados/Indefinidos,0,0,0,23,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-16,BA,Importados/Indefinidos,0,0,0,24,,,8.3,0,0,0,,,,,,,,,,,,,,,,,,,,,
2020-04-17,BA,Importados/Indefinidos,9,1,36,25,,,8.3,75,37,38,,,,,,,,,,,,,,,0.027,0.0133,,,,,
2020-04-18,BA,Importados/Indefinidos,9,1,36,26,,,8.3,75,37,38,,,,,,,,,,,,,,,0.027,0.0133,,,,,
2020-04-19,BA,Importados/Indefinidos,9,1,38,27,,,8.3,75,39,36,,,,,,,,,,,,,,,0.0256,0.0133,,,,,
2020-04-20,BA,Importados/Indefinidos,10,1,43,28,,,8.3,83,44,39,,,,,,,,,,,,,,,0.0227,0.012,,,,,
2020-04-21,BA,Importados/Indefinidos,13,1,57,29,,,8.3,108,58,50,1.0,8.29,4.86,0.0,4.86,3.43,,,,,,,,,0.0172,0.0093,,,,,
2020-04-22,BA,Importados/Indefinidos,13,1,58,30,,,8.3,108,59,49,1.0,8.29,4.71,0.0,4.71,3.57,,,,,,,,,0.0169,0.0093,,,,,
2020-04-23,BA,Importados/Indefinidos,14,1,61,31,,,8.3,116,62,54,1.0,8.29,4.57,0.0,4.57,3.71,,,,,,,,,0.0161,0.0086,,,,,
2020-04-24,BA,Importados/Indefinidos,16,1,70,32,,,8.3,133,71,62,0.857,7.14,4.0,0.0,4.0,3.14,-0.9429,-0.6286,,,,,,,0.0141,0.0075,,,,,
2020-04-25,BA,Importados/Indefinidos,16,1,69,33,,,8.3,133,70,63,0.429,3.57,1.86,0.0,1.86,1.71,-0.9429,-0.6,,,,,,,0.0143,0.0075,,,,,
2020-04-26,BA,Importados/Indefinidos,16,1,70,34,,,8.3,133,71,62,0.429,3.57,1.71,0.0,1.71,1.86,-1.2,-0.6571,,,,,,,0.0141,0.0075,,,,,
2020-04-27,BA,Importados/Indefinidos,16,1,71,35,,,8.3,133,72,61,0.429,3.57,1.71,0.0,1.71,1.86,-0.9714,-0.4571,,,,,,,0.0139,0.0075,,,,,
2020-04-28,BA,Importados/Indefinidos,16,1,70,36,,,8.3,133,71,62,0.286,2.29,1.29,0.0,1.29,1.0,0.457,0.4,,,,,,,0.0141,0.0075,,,,,
2020-04-29,BA,Importados/Indefinidos,16,1,70,37,,,8.3,133,71,62,0.286,2.29,1.71,0.0,1.71,0.571,0.714,0.543,,,,,,,0.0141,0.0075,,,,,
2020-04-30,BA,Importados/Indefinidos,17,1,73,38,,,8.3,141,74,67,0.714,5.86,3.86,0.143,4.0,1.86,0.943,0.714,,,,,,,0.0135,0.0071,,,,,
2020-05-01,BA,Importados/Indefinidos,18,1,79,39,,,8.3,149,80,69,0.857,7.14,4.43,0.143,4.57,2.57,1.2,0.714,,,,-0.04,,,0.0125,0.0067,,,,,
2020-05-02,BA,Importados/Indefinidos,18,1,81,40,,,8.3,149,82,67,1.0,8.29,5.29,0.143,5.43,2.86,0.971,0.543,,,,-0.0457,,,0.0122,0.0067,,,,,
2020-05-03,BA,Importados/Indefinidos,21,2,97,41,,,8.3,174,99,75,1.0,8.29,4.86,0.143,5.0,3.29,0.257,0.0571,0.0,0.0571,0.2,-0.28,,,0.0202,0.0115,,,,,
