Date,State,City,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-05-04,BA,Importados/Indefinidos,22,2,102,42,,,8.3,183,104,79,0.857,7.14,4.43,0.143,4.57,2.57,0.486,0.171,0.0,0.171,0.314,-0.3829,,,0.0192,0.0109,,,,,
2020-05-05,BA,Importados/Indefinidos,23,2,107,43,,,8.3,191,109,82,0.857,7.14,4.14,0.143,4.29,2.86,-0.4571,-0.3429,-0.0286,-0.3714,-0.0857,-0.4343,,,0.0183,0.0105,,,,,
2020-05-06,BA,Importados/Indefinidos,23,2,104,44,,,8.3,191,106,85,1.14,9.57,5.29,0.143,5.43,4.14,-0.7143,-0.3143,-0.0286,-0.3429,-0.3714,-0.1943,,,0.0189,0.0105,,,,,
2020-05-07,BA,Importados/Indefinidos,23,2,104,45,,,8.3,191,106,85,0.714,6.0,3.57,0.0,3.57,2.43,-1.2,-0.6,-0.0286,-0.6286,-0.5714,-0.4343,,,0.0189,0.0105,,,,,
2020-05-08,BA,Importados/Indefinidos,24,2,108,46,,,8.3,199,110,89,0.571,4.71,3.29,0.0,3.29,1.43,-0.7143,-0.2,-0.0286,-0.2286,-0.4857,,,,0.0182,0.0101,,,,,
2020-05-09,BA,Importados/Indefinidos,26,2,118,47,,,8.3,216,120,96,0.143,1.14,1.43,0.0,1.43,-0.2857,-1.6857,-0.7429,-0.0286,-0.7714,-0.9143,,,,0.0167,0.0093,,,,,
2020-05-10,BA,Importados/Indefinidos,26,2,122,48,,,8.3,216,124,92,0.429,3.57,3.14,0.0,3.14,0.429,36.74,21.0,,,,,,,0.0161,0.0093,,,,,
2020-05-11,BA,Importados/Indefinidos,26,2,125,49,,,8.3,216,127,89,0.143,1.14,1.57,0.0,1.57,-0.4286,-0.4857,-0.2286,,,,,,,0.0157,0.0093,,,,,
2020-05-12,BA,Importados/Indefinidos,24,2,117,50,,,8.3,199,119,80,22.86,189.71,108.57,0.0,108.57,81.14,1.89,1.11,,,,,,,0.0168,0.0101,,,,,
2020-05-13,BA,Importados/Indefinidos,26,2,126,51,,,8.3,216,128,88,0.286,2.29,2.14,0.0,2.14,0.143,72.8,43.0,,,,99.22,,,0.0156,0.0093,,,,,
2020-05-14,BA,Importados/Indefinidos,24,2,115,52,,,8.3,199,117,82,1.29,10.57,7.0,0.0,7.0,3.57,570.57,336.37,,,,,,,0.0171,0.0101,,,,,
2020-05-15,BA,Importados/Indefinidos,184,2,868,53,,,8.3,1527,870,657,44.29,367.57,218.14,0.0,218.14,149.43,532.86,311.49,,,,63.18,,,0.0023,0.0013,,,,,
2020-05-16,BA,Importados/Indefinidos,28,2,133,54,,,8.3,232,135,97,343.86,2854.0,1683.43,0.0,1683.43,1170.57,317.09,184.83,,,,-19.0171,-64.7783,,0.0148,0.0086,,,,,
2020-05-17,BA,Importados/Indefinidos,35,2,171,55,,,8.3,290,173,117,343.86,2854.0,1666.0,0.0,1666.0,1188.0,317.8,185.06,,,,-216.1771,,,0.0116,0.0069,,,,,
2020-05-18,BA,Importados/Indefinidos,336,2,1652,56,,,8.3,2789,1654,1135,191.29,1587.71,926.29,0.0,926.29,661.43,-22.2857,-13.3714,,,,-224.6686,-58.264,,0.0012,0.0007,,,,,
2020-05-19,BA,Importados/Indefinidos,2431,2,11901,57,,,8.3,20177,11903,8274,192.71,1599.57,932.29,0.0,932.29,667.29,-510.3143,-300.4571,,,,-224.8629,,,0.0002,0.0001,,,,,
2020-05-20,BA,Importados/Indefinidos,2433,2,11788,58,,,8.3,20194,11790,8404,30.86,256.14,151.29,0.0,151.29,104.86,-590.4857,-343.5714,,,,-228.1371,,,0.0002,0.0001,,,,,
2020-05-21,BA,Importados/Indefinidos,1363,2,6599,59,,,8.3,11313,6601,4712,36.43,302.43,181.14,0.0,181.14,121.29,-807.2286,-471.4,,,,,,,0.0003,0.0002,,,,,
2020-05-22,BA,Importados/Indefinidos,1533,2,7394,60,,,8.3,12724,7396,5328,-11.8571,-98.4286,-51.8571,0.0,-51.8571,-46.5714,-822.8857,-477.2571,,,,,,,0.0003,0.0002,,,,,
2020-05-23,BA,Importados/Indefinidos,244,2,1192,61,,,8.3,2025,1194,831,-295.0,-2448.4286,-1430.7143,0.0,-1430.7143,-1017.7143,-258.0286,-147.1429,,,,,,,0.0017,0.001,,,,,
2020-05-24,BA,Importados/Indefinidos,290,2,1439,62,,,8.3,2407,1441,966,-303.0,-2514.8571,-1454.0,0.143,-1453.8571,-1061.0,-288.8571,-164.7714,,,,,,,0.0014,0.0008,,,,,
2020-05-25,BA,Importados/Indefinidos,253,2,1289,63,,,8.3,2100,1291,809,-124.5714,-1034.0,-584.4286,0.143,-584.2857,-449.7143,,,,,,,,,0.0015,0.001,,,,,
2020-05-26,BA,Importados/Indefinidos,366,2,1886,64,,,8.3,3038,1888,1150,-137.5714,-1141.8571,-642.7143,0.143,-642.5714,-499.2857,,,,,,,,,0.0011,0.0007,,,,,
2020-05-27,BA,Importados/Indefinidos,312,3,1610,65,,,8.3,2590,1613,977,31.43,260.86,161.57,0.143,161.71,99.14,,,0.0,,,,,,0.0019,0.0012,,,,,
2020-05-28,BA,Importados/Indefinidos,491,3,2508,66,,,8.3,4075,2511,1564,20.71,172.0,113.29,0.143,113.43,58.57,,,0.0286,,,,,,0.0012,0.0007,,,,,
2020-05-29,BA,Importados/Indefinidos,570,3,2895,67,,,8.3,4731,2898,1833,17.43,144.71,99.43,0.143,99.57,45.14,,,0.0,,,,,,0.001,0.0006,,,,,
2020-05-30,BA,Importados/Indefinidos,464,3,2323,68,,,8.3,3851,2326,1525,34.43,285.71,187.43,0.286,187.71,98.0,-30.5714,-16.5714,0.0,-16.5714,-14.0,,,,0.0013,0.0008,,,,,
2020-05-31,BA,Importados/Indefinidos,435,3,2232,69,,,8.3,3611,2235,1376,53.57,444.57,286.71,0.143,286.86,157.71,-19.0,-9.9143,0.0,-9.9143,-9.0857,,,,0.0013,0.0008,,,,,
2020-06-01,BA,Importados/Indefinidos,375,3,1985,70,,,8.3,3113,1988,1125,13.0,108.0,78.71,0.143,78.86,29.14,-3.0857,0.657,0.0,0.657,-3.7429,,,,0.0015,0.001,,,,,
2020-06-02,BA,Importados/Indefinidos,607,4,3198,71,,,8.3,5038,3202,1836,9.29,77.0,63.71,0.143,63.86,13.14,-26.5714,-13.8857,-0.0286,-13.9143,-12.6571,,,,0.0012,0.0008,,,,,
2020-06-03,BA,Importados/Indefinidos,687,4,3617,72,,,8.3,5702,3621,2081,15.57,129.29,102.71,0.143,102.86,26.43,,,,,,,,,0.0011,0.0007,,,,,
2020-06-04,BA,Importados/Indefinidos,582,4,3059,73,,,8.3,4831,3063,1768,18.43,152.86,118.0,0.143,118.14,34.71,,,,,,,,,0.0013,0.0008,,,,,
2020-06-05,BA,Importados/Indefinidos,635,4,3341,74,,,8.3,5270,3345,1925,,,,,,,,,,,,,,,0.0012,0.0008,,,,,
2020-06-06,BA,Importados/Indefinidos,573,4,3042,75,,,8.3,4756,3046,1710,,,,,,,,,,,,,,,0.0013,0.0008,,,,,
2020-06-07,BA,Importados/Indefinidos,564,4,3058,76,,,8.3,4681,3062,1619,,,,,,,,,,,,,,,0.0013,0.0009,,,,,
2020-06-09,BA,Importados/Indefinidos,867,4,4807,77,,,8.3,7196,4811,2385,,,,,,,,,,,,,,,0.0008,0.0006,,,,,
2020-06-10,BA,Importados/Indefinidos,1085,4,6014,78,,,8.3,9006,6018,2988,,,,,,,,,,,,,,,0.0007,0.0004,,,,,
2020-06-11,BA,Importados/Indefinidos,537,4,2990,79,,,8.3,4457,2994,1463,,,,,,,,,,,,,,,0.0013,0.0009,,,,,
2020-06-12,BA,Importados/Indefinidos,445,4,2505,80,,,8.3,3694,2509,1185,,,,,,,,,,,,,,,0.0016,0.0011,,,,,
2020-06-13,BA,Importados/Indefinidos,524,4,2995,81,,,8.3,4349,2999,1350,-18.0,-149.4286,-63.5714,0.0,-63.5714,-85.8571,,,,,,,,,0.0013,0.0009,,,,,
2020-06-14,BA,Importados/Indefinidos,412,4,2401,82,,,8.3,3420,2405,1015,-34.4286,-285.8571,-148.4286,0.0,-148.4286,-137.4286,,,,,,,,,0.0017,0.0012,,,,,
2020-06-15,BA,Importados/Indefinidos,578,4,3414,83,,,8.3,4797,3418,1379,132.14,1096.86,818.86,0.0,818.86,278.0,,,,,,,,,0.0012,0.0008,,,,,
2020-06-16,BA,Importados/Indefinidos,741,4,4362,84,,,8.3,6150,4366,1784,383.57,3183.57,2255.71,0.143,2255.86,927.71,,,,,,,,,0.0009,0.0007,,,,,
2020-06-17,BA,Importados/Indefinidos,844,4,4975,85,,,8.3,7005,4979,2026,146.86,1219.0,872.71,0.143,872.86,346.14,,,,,,,,,0.0008,0.0006,,,,,
2020-06-18,BA,Importados/Indefinidos,1462,4,8722,86,,,8.3,12135,8726,3409,116.57,967.43,708.43,0.143,708.57,258.86,15.66,11.03,,,,,,,0.0005,0.0003,,,,,
2020-06-19,BA,Importados/Indefinidos,3130,5,18295,87,,,8.3,25979,18300,7679,93.0,772.0,577.86,0.143,578.0,194.0,-511.0286,-356.7429,0.0,-356.7429,-154.2857,,,,0.0003,0.0002,,,,,
2020-06-20,BA,Importados/Indefinidos,1552,5,9104,88,,,8.3,12882,9109,3773,141.57,1175.14,874.0,0.143,874.14,301.0,-245.4571,-173.1714,0.0,-173.1714,-72.2857,,,,0.0005,0.0004,,,,,
2020-06-21,BA,Importados/Indefinidos,1228,5,7360,89,,,8.3,10192,7365,2827,75.71,628.43,472.0,0.143,472.14,156.29,-566.0286,-397.1429,-0.0286,-397.1714,-168.8571,0.663,,,0.0007,0.0005,,,,,
2020-06-22,BA,Importados/Indefinidos,1229,5,7459,90,,,8.3,10201,7464,2737,-1.0,-8.2857,6.86,0.143,7.0,-15.2857,-124.7714,-87.1714,-0.0286,-87.2,-37.5714,,,,0.0007,0.0005,,,,,
2020-06-23,BA,Importados/Indefinidos,1732,5,10480,91,,,8.3,14376,10485,3891,-224.4286,-1862.7143,-1277.2857,0.0,-1277.2857,-585.4286,18.97,14.49,-0.0286,14.46,4.51,,,,0.0005,0.0003,,,,,
2020-06-24,BA,Importados/Indefinidos,1374,5,8279,92,,,8.3,11404,8284,3120,17.86,148.14,142.0,0.0,142.0,6.14,36.29,29.54,-0.0286,29.51,6.77,,,,0.0006,0.0004,,,,,
2020-06-25,BA,Importados/Indefinidos,1455,5,8770,93,,,8.3,12077,8775,3302,153.0,1270.0,946.43,0.0,946.43,323.57,,331.94,0.0,331.94,,,,,0.0006,0.0004,,,,,
2020-06-26,BA,Importados/Indefinidos,1559,5,9354,94,,,8.3,12940,9359,3581,97.57,809.86,619.71,0.0,619.71,190.14,,,,,,,,,0.0005,0.0004,,,,,
2020-06-27,BA,Importados/Indefinidos,1677,5,10098,95,,,8.3,13919,10103,3816,262.43,2178.14,1666.57,0.143,1666.71,511.43,361.17,267.83,,,,,,,0.0005,0.0004,,,,,
2020-06-28,BA,Importados/Indefinidos,2299,5,13985,96,,,8.3,19082,13990,5092,317.57,2635.86,1995.43,0.143,1995.57,640.29,,,,,,,,,0.0004,0.0003,,,,,
2020-06-29,BA,Importados/Indefinidos,1912,5,11797,97,,,8.3,15870,11802,4068,235.43,1954.0,1481.14,0.286,1481.43,472.57,,,,,,,,,0.0004,0.0003,,,,,
2020-06-30,BA,Importados/Indefinidos,3569,6,22146,98,,,8.3,29623,22152,7471,,,,,,,,,,,,,,,0.0003,0.0002,,,,,
2020-07-01,BA,Importados/Indefinidos,3597,6,22247,99,,,8.3,29855,22253,7602,,,,,,,,,,,,,,,0.0003,0.0002,,,,,
2020-07-02,BA,Importados/Indefinidos,3103,7,19138,100,,,8.3,25755,19145,6610,,,,,,,,,,,,,,,0.0004,0.0003,,,,,
