Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-10,CE,Independência,2,0,0,26178,2305605,0,2,,,,,,,,,,,,,,,0.0,,76.4,0.0,0.0,0.0,76.4
2020-04-11,CE,Independência,2,0,0,26178,2305605,0,2,,,,,,,,,,,,,,,0.0,,76.4,0.0,0.0,0.0,76.4
2020-04-12,CE,Independência,2,0,0,26178,2305605,0,2,,,,,,,,,,,,,,,0.0,,76.4,0.0,0.0,0.0,76.4
2020-04-13,CE,Independência,2,0,0,26178,2305605,0,2,0.0,,,,,,,,,,,,,,0.0,,76.4,0.0,0.0,0.0,76.4
2020-04-14,CE,Independência,2,0,0,26178,2305605,0,2,0.167,,,,,,,,,,,,,,0.0,,76.4,0.0,0.0,0.0,76.4
2020-04-15,CE,Independência,2,0,1,26178,2305605,1,1,0.167,,,,,,,,,,,,,0.0,0.0,,76.4,0.0,38.2,38.2,38.2
2020-04-16,CE,Independência,2,0,1,26178,2305605,1,1,0.167,,,,,,,,,,,,,0.0,0.0,,76.4,0.0,38.2,38.2,38.2
2020-04-17,CE,Independência,3,0,1,26178,2305605,1,2,0.167,,,,,-0.0556,,,,,,,,0.0,0.0,,114.6,0.0,38.2,38.2,76.4
2020-04-18,CE,Independência,3,0,1,26178,2305605,1,2,0.0,0.0,,,,-0.0278,,,,,,,,0.0,0.0,,114.6,0.0,38.2,38.2,76.4
2020-04-19,CE,Independência,3,0,2,26178,2305605,2,1,0.0,0.0,,,,-0.0278,,,,,,,,0.0,0.0,,114.6,0.0,76.4,76.4,38.2
