Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-20,PE,Ferreiros,1,0,1,12123,2605509,1,0,,,,,,,,,,,,,,0.0,0.0,,82.49,0.0,82.49,82.49,0.0
2020-04-21,PE,Ferreiros,1,0,1,12123,2605509,1,0,,,,,,,,,,,,,,0.0,0.0,,82.49,0.0,82.49,82.49,0.0
2020-04-22,PE,Ferreiros,1,0,1,12123,2605509,1,0,,,,,,,,,,,,,,0.0,0.0,,82.49,0.0,82.49,82.49,0.0
2020-04-23,PE,Ferreiros,1,0,1,12123,2605509,1,0,0.0,-0.1667,,,,,,,,,,,,0.0,0.0,,82.49,0.0,82.49,82.49,0.0
2020-04-24,PE,Ferreiros,1,0,1,12123,2605509,1,0,0.0,-0.1667,,,,,,,,,,,,0.0,0.0,,82.49,0.0,82.49,82.49,0.0
2020-04-25,PE,Ferreiros,1,0,0,12123,2605509,0,1,0.0,-0.1667,,,,,,,,,,,,,0.0,,82.49,0.0,0.0,0.0,82.49
2020-04-26,PE,Ferreiros,1,0,0,12123,2605509,0,1,0.0,-0.1667,,,,,,,,,,,,,0.0,,82.49,0.0,0.0,0.0,82.49
2020-04-27,PE,Ferreiros,1,0,0,12123,2605509,0,1,0.167,0.0,,,,,,,,,,,,,0.0,,82.49,0.0,0.0,0.0,82.49
2020-04-28,PE,Ferreiros,1,0,0,12123,2605509,0,1,0.167,,,,,,,,,,,,,,0.0,,82.49,0.0,0.0,0.0,82.49
2020-04-29,PE,Ferreiros,1,0,0,12123,2605509,0,1,0.167,,,,,,,,,,,,,,0.0,,82.49,0.0,0.0,0.0,82.49
2020-04-30,PE,Ferreiros,2,0,1,12123,2605509,1,1,0.167,,,,,0.0,,,,,,,,0.0,0.0,,164.98,0.0,82.49,82.49,82.49
2020-05-01,PE,Ferreiros,2,0,1,12123,2605509,1,1,0.333,,,,,0.0833,,,,,,,,0.0,0.0,,164.98,0.0,82.49,82.49,82.49
2020-05-02,PE,Ferreiros,2,0,1,12123,2605509,1,1,0.333,,,,,0.0833,,,,,,,,0.0,0.0,,164.98,0.0,82.49,82.49,82.49
2020-05-03,PE,Ferreiros,2,0,1,12123,2605509,1,1,0.167,0.0,,,,0.194,,,,,0.0139,,,0.0,0.0,,164.98,0.0,82.49,82.49,82.49
2020-05-04,PE,Ferreiros,3,0,1,12123,2605509,1,2,0.667,0.167,,,,0.139,,,,,,,,0.0,0.0,,247.46,0.0,82.49,82.49,164.98
2020-05-05,PE,Ferreiros,3,0,1,12123,2605509,1,2,0.667,0.167,,,,0.139,,,,,,,,0.0,0.0,,247.46,0.0,82.49,82.49,164.98
2020-05-06,PE,Ferreiros,3,0,1,12123,2605509,1,2,1.33,0.5,,,,,,,,,,,,0.0,0.0,,247.46,0.0,82.49,82.49,164.98
2020-05-07,PE,Ferreiros,6,2,2,12123,2605509,4,2,1.17,0.5,,,,,,,,,,,,0.5,0.333,,494.93,164.98,164.98,329.95,164.98
2020-05-08,PE,Ferreiros,6,2,2,12123,2605509,4,2,1.17,0.5,,,,,,,,,,,,0.5,0.333,,494.93,164.98,164.98,329.95,164.98
2020-05-09,PE,Ferreiros,10,2,4,12123,2605509,6,4,,,,,,,,,,,,,,0.333,0.2,,824.88,164.98,329.95,494.93,329.95
2020-05-10,PE,Ferreiros,10,2,4,12123,2605509,6,4,,,,,,,,,,,,,,0.333,0.2,,824.88,164.98,329.95,494.93,329.95
2020-05-11,PE,Ferreiros,10,2,4,12123,2605509,6,4,,,,,,,,,,,,,,0.333,0.2,,824.88,164.98,329.95,494.93,329.95
