Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-13,PE,Araçoiaba,2,0,0,20524,2601052,0,2,,,,,,,,,,,,,,,0.0,,97.45,0.0,0.0,0.0,97.45
2020-04-14,PE,Araçoiaba,2,0,0,20524,2601052,0,2,,,,,,,,,,,,,,,0.0,,97.45,0.0,0.0,0.0,97.45
2020-04-15,PE,Araçoiaba,2,0,1,20524,2601052,1,1,,,,,,,,,,,,,,0.0,0.0,,97.45,0.0,48.72,48.72,48.72
2020-04-16,PE,Araçoiaba,2,0,1,20524,2601052,1,1,0.0,,,,,,,,,,,,,0.0,0.0,,97.45,0.0,48.72,48.72,48.72
2020-04-17,PE,Araçoiaba,2,0,1,20524,2601052,1,1,0.0,,,,,,,,,,,,,0.0,0.0,,97.45,0.0,48.72,48.72,48.72
2020-04-18,PE,Araçoiaba,2,0,1,20524,2601052,1,1,0.0,0.0,,,,,,,,,,,,0.0,0.0,,97.45,0.0,48.72,48.72,48.72
2020-04-19,PE,Araçoiaba,2,0,1,20524,2601052,1,1,0.167,0.167,,,,,,,,,,,,0.0,0.0,,97.45,0.0,48.72,48.72,48.72
2020-04-20,PE,Araçoiaba,2,0,1,20524,2601052,1,1,0.167,0.167,,,,,,,,,,,,0.0,0.0,,97.45,0.0,48.72,48.72,48.72
2020-04-21,PE,Araçoiaba,2,0,1,20524,2601052,1,1,0.0,0.0,,,,,,,,,,,,0.0,0.0,,97.45,0.0,48.72,48.72,48.72
2020-04-22,PE,Araçoiaba,3,0,2,20524,2601052,2,1,0.0,0.0,,,,0.0278,-0.0278,,,,,,,0.0,0.0,,146.17,0.0,97.45,97.45,48.72
2020-04-23,PE,Araçoiaba,3,0,2,20524,2601052,2,1,0.167,0.0,,,,0.0278,-0.0278,,,,,,,0.0,0.0,,146.17,0.0,97.45,97.45,48.72
