Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-08,SP,Avaré,1,0,0,90655,3504503,0,1,,,,,,,,,,,,,,,0.0,0.034,11.03,0.0,0.0,0.0,11.03
2020-04-09,SP,Avaré,3,0,0,90655,3504503,0,3,,,,,,,,,,,,,,,0.0,0.034,33.09,0.0,0.0,0.0,33.09
2020-04-10,SP,Avaré,3,0,0,90655,3504503,0,3,,,,,,,,,,,,,,,0.0,0.034,33.09,0.0,0.0,0.0,33.09
2020-04-11,SP,Avaré,3,0,0,90655,3504503,0,3,,,,,,,,,,,,,,,0.0,0.034,33.09,0.0,0.0,0.0,33.09
2020-04-12,SP,Avaré,3,0,0,90655,3504503,0,3,0.775,,,,,,,,,,,,,,0.0,0.034,33.09,0.0,0.0,0.0,33.09
2020-04-13,SP,Avaré,3,0,0,90655,3504503,0,3,0.312,,,,,,,,,,,,,,0.0,0.034,33.09,0.0,0.0,0.0,33.09
2020-04-14,SP,Avaré,3,1,0,90655,3504503,1,2,0.51,,,,,,,,,,,,,1.0,0.333,0.034,33.09,11.03,0.0,11.03,22.06
2020-04-15,SP,Avaré,5,1,2,90655,3504503,3,2,0.85,,,,,0.1,,,,,,,,0.333,0.2,0.034,55.15,11.03,22.06,33.09,22.06
2020-04-16,SP,Avaré,6,1,3,90655,3504503,4,2,0.902,,,,,0.308,,,,,,,,0.25,0.167,0.034,66.18,11.03,33.09,44.12,22.06
2020-04-17,SP,Avaré,9,1,4,90655,3504503,5,4,1.35,,,,,0.0235,,,,,0.0075,,,0.2,0.111,0.034,99.28,11.03,44.12,55.15,44.12
2020-04-18,SP,Avaré,9,1,3,90655,3504503,4,5,1.35,,0.0,,,-0.2295,,,,,0.0363,,,0.25,0.111,0.034,99.28,11.03,33.09,44.12,55.15
2020-04-19,SP,Avaré,8,1,5,90655,3504503,6,2,0.556,0.52,0.0,0.52,0.0351,-0.1837,,,,,-0.1136,,,0.167,0.125,0.034,88.25,11.03,55.15,66.18,22.06
2020-04-20,SP,Avaré,8,1,4,90655,3504503,5,3,0.336,0.168,0.0,0.168,0.168,-0.0996,,,,,,,,0.2,0.125,0.034,88.25,11.03,44.12,55.15,33.09
2020-04-21,SP,Avaré,8,1,4,90655,3504503,5,3,0.121,0.13,0.0,0.13,-0.0082,-0.0276,,,,,,,,0.2,0.125,0.034,88.25,11.03,44.12,55.15,33.09
2020-04-22,SP,Avaré,8,1,4,90655,3504503,5,3,0.233,0.303,0.0,0.303,-0.0702,-0.0081,-0.0631,,,,,,,0.2,0.125,0.034,88.25,11.03,44.12,55.15,33.09
2020-04-23,SP,Avaré,8,1,4,90655,3504503,5,3,0.372,0.0,0.0,0.0,0.372,0.0939,0.0,,,,,,,0.2,0.125,0.034,88.25,11.03,44.12,55.15,33.09
2020-04-24,SP,Avaré,10,1,5,90655,3504503,6,4,0.465,0.162,0.0,0.162,0.303,0.277,0.0426,,,,,,,0.167,0.1,0.034,110.31,11.03,55.15,66.18,44.12
2020-04-25,SP,Avaré,11,1,5,90655,3504503,6,5,1.03,0.416,0.0,0.416,0.617,0.491,0.0632,,,,0.344,,,0.167,0.0909,0.034,121.34,11.03,55.15,66.18,55.15
2020-04-26,SP,Avaré,11,1,5,90655,3504503,6,5,1.25,0.416,0.0,0.416,0.834,0.461,,,,,0.0997,,,0.167,0.0909,0.034,121.34,11.03,55.15,66.18,55.15
2020-04-27,SP,Avaré,11,1,5,90655,3504503,6,5,1.63,0.614,0.0,0.614,1.01,0.498,0.187,,,,-0.0807,0.0354,,0.167,0.0909,0.034,121.34,11.03,55.15,66.18,55.15
2020-04-28,SP,Avaré,15,1,7,90655,3504503,8,7,1.79,0.613,0.0,0.613,1.18,0.289,0.0836,,,,-0.0606,-0.0075,,0.125,0.0667,0.034,165.46,11.03,77.22,88.25,77.22
2020-04-29,SP,Avaré,17,1,7,90655,3504503,8,9,1.77,0.613,0.0,0.613,1.16,0.228,0.0836,,,,-0.1414,,,0.125,0.0588,0.034,187.52,11.03,77.22,88.25,99.28
2020-04-30,SP,Avaré,21,1,9,90655,3504503,10,11,2.19,0.788,0.0,0.788,1.4,-0.0271,-0.0409,,,,0.0096,,,0.1,0.0476,0.034,231.65,11.03,99.28,110.31,121.34
2020-05-01,SP,Avaré,22,1,9,90655,3504503,10,12,2.29,0.788,0.0,0.788,1.5,-0.0782,-0.0033,,,,0.005,,,0.1,0.0455,0.034,242.68,11.03,99.28,110.31,132.37
2020-05-02,SP,Avaré,22,1,9,90655,3504503,10,12,1.53,0.47,0.0,0.47,1.06,-0.1865,-0.0737,,,,,,,0.1,0.0455,0.034,242.68,11.03,99.28,110.31,132.37
2020-05-03,SP,Avaré,22,1,9,90655,3504503,10,12,1.5,0.6,0.104,0.704,0.799,-0.2613,-0.1085,,,,,,,0.1,0.0455,0.034,242.68,11.03,99.28,110.31,132.37
2020-05-04,SP,Avaré,22,1,9,90655,3504503,10,12,0.923,0.262,0.104,0.366,0.557,-0.1278,-0.0432,,,,,,,0.1,0.0455,0.034,242.68,11.03,99.28,110.31,132.37
2020-05-05,SP,Avaré,24,1,10,90655,3504503,11,13,0.841,0.291,0.104,0.395,0.446,-0.0497,-0.0011,,,,,,,0.0909,0.0417,0.034,264.74,11.03,110.31,121.34,143.4
2020-05-06,SP,Avaré,27,2,11,90655,3504503,13,14,1.09,0.32,0.208,0.528,0.559,,,,,,,,,0.154,0.0741,0.034,297.83,22.06,121.34,143.4,154.43
2020-05-07,SP,Avaré,28,2,11,90655,3504503,13,15,1.13,0.461,0.208,0.67,0.457,,,,,,,,,0.154,0.0714,0.034,308.86,22.06,121.34,143.4,165.46
2020-05-08,SP,Avaré,28,2,11,90655,3504503,13,15,,,,,,,,,,,,,,0.154,0.0714,0.034,308.86,22.06,121.34,143.4,165.46
2020-05-09,SP,Avaré,29,2,11,90655,3504503,13,16,,,,,,,,,,,,,,0.154,0.069,0.034,319.89,22.06,121.34,143.4,176.49
2020-05-10,SP,Avaré,29,2,12,90655,3504503,14,15,,,,,,,,,,,,,,0.143,0.069,0.034,319.89,22.06,132.37,154.43,165.46
