Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-12,PE,Itapissuma,1,0,0,26651,2607752,0,1,,,,,,,,,,,,,,,0.0,0.034,37.52,0.0,0.0,0.0,37.52
2020-04-13,PE,Itapissuma,2,0,0,26651,2607752,0,2,,,,,,,,,,,,,,,0.0,0.034,75.04,0.0,0.0,0.0,75.04
2020-04-14,PE,Itapissuma,2,0,0,26651,2607752,0,2,,,,,,,,,,,,,,,0.0,0.034,75.04,0.0,0.0,0.0,75.04
2020-04-15,PE,Itapissuma,2,0,1,26651,2607752,1,1,,,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-16,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.208,,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-17,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.0,,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-18,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.0,,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-19,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.119,0.104,,,,-0.1193,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-20,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.119,0.104,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-21,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-22,PE,Itapissuma,3,0,2,26651,2607752,2,1,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,0.0,0.034,112.57,0.0,75.04,75.04,37.52
2020-04-23,PE,Itapissuma,3,0,2,26651,2607752,2,1,0.312,0.208,,,,0.058,0.0,,,,,,,0.0,0.0,0.034,112.57,0.0,75.04,75.04,37.52
2020-04-24,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.28,0.104,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-25,PE,Itapissuma,2,0,1,26651,2607752,1,1,0.28,0.104,,,,,,,,,,,,0.0,0.0,0.034,75.04,0.0,37.52,37.52,37.52
2020-04-26,PE,Itapissuma,4,0,2,26651,2607752,2,2,0.303,0.0,,,,0.0778,0.0,,,,,,,0.0,0.0,0.034,150.09,0.0,75.04,75.04,75.04
2020-04-27,PE,Itapissuma,5,0,2,26651,2607752,2,3,0.643,0.119,,,,0.183,0.0318,,,,,,,0.0,0.0,0.034,187.61,0.0,75.04,75.04,112.57
2020-04-28,PE,Itapissuma,5,1,2,26651,2607752,3,2,0.98,0.34,,,,0.207,0.0389,,,,0.0497,,,0.333,0.2,0.034,187.61,37.52,75.04,112.57,75.04
2020-04-29,PE,Itapissuma,5,1,2,26651,2607752,3,2,0.98,0.34,,,,0.148,,,,,-0.0986,,,0.333,0.2,0.034,187.61,37.52,75.04,112.57,75.04
2020-04-30,PE,Itapissuma,7,2,3,26651,2607752,5,2,0.729,0.179,,,,-0.007,0.038,,,,0.0029,-0.0013,,0.4,0.286,0.034,262.65,75.04,112.57,187.61,75.04
2020-05-01,PE,Itapissuma,7,2,3,26651,2607752,5,2,0.613,0.312,,,,-0.0398,-0.0052,,,,0.0082,,,0.4,0.286,0.034,262.65,75.04,112.57,187.61,75.04
2020-05-02,PE,Itapissuma,7,2,3,26651,2607752,5,2,0.613,0.312,0.208,0.52,0.0927,0.074,0.0536,,,,,,,0.4,0.286,0.034,262.65,75.04,112.57,187.61,75.04
2020-05-03,PE,Itapissuma,8,2,3,26651,2607752,5,3,0.701,0.312,0.208,0.52,0.18,0.133,0.104,,,,,,,0.4,0.25,0.034,300.18,75.04,112.57,187.61,112.57
2020-05-04,PE,Itapissuma,9,2,4,26651,2607752,6,3,1.73,0.751,0.208,0.959,0.773,0.415,0.144,,,,,,,0.333,0.222,0.034,337.7,75.04,150.09,225.13,112.57
2020-05-05,PE,Itapissuma,9,2,4,26651,2607752,6,3,1.73,0.751,0.208,0.959,0.773,,,,,,,,,0.333,0.222,0.034,337.7,75.04,150.09,225.13,112.57
2020-05-06,PE,Itapissuma,9,2,4,26651,2607752,6,3,1.79,0.751,0.208,0.959,0.836,,,,,,,,,0.333,0.222,0.034,337.7,75.04,150.09,225.13,112.57
2020-05-07,PE,Itapissuma,24,4,10,26651,2607752,14,10,,,,,,,,,,,,,,0.286,0.167,0.034,900.53,150.09,375.22,525.31,375.22
2020-05-08,PE,Itapissuma,24,4,10,26651,2607752,14,10,,,,,,,,,,,,,,0.286,0.167,0.034,900.53,150.09,375.22,525.31,375.22
2020-05-09,PE,Itapissuma,25,4,10,26651,2607752,14,11,,,,,,,,,,,,,,0.286,0.16,0.034,938.05,150.09,375.22,525.31,412.74
