Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-28,MA,Peritoró,1,0,0,23196,2108454,0,1,,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-04-29,MA,Peritoró,1,0,0,23196,2108454,0,1,,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-04-30,MA,Peritoró,1,0,0,23196,2108454,0,1,,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-05-01,MA,Peritoró,1,0,0,23196,2108454,0,1,0.0,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-05-02,MA,Peritoró,1,0,0,23196,2108454,0,1,0.0,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-05-03,MA,Peritoró,1,0,0,23196,2108454,0,1,0.0,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-05-04,MA,Peritoró,1,0,0,23196,2108454,0,1,0.167,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-05-05,MA,Peritoró,1,0,0,23196,2108454,0,1,0.167,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-05-06,MA,Peritoró,1,0,0,23196,2108454,0,1,0.833,,,,,,,,,,,,,,0.0,,43.11,0.0,0.0,0.0,43.11
2020-05-07,MA,Peritoró,2,0,1,23196,2108454,1,1,0.833,,,,,,,,,,,,,0.0,0.0,,86.22,0.0,43.11,43.11,43.11
2020-05-08,MA,Peritoró,2,0,1,23196,2108454,1,1,1.33,,,,,,,,,,,,,0.0,0.0,,86.22,0.0,43.11,43.11,43.11
2020-05-09,MA,Peritoró,6,0,2,23196,2108454,2,4,,,,,,,,,,,,,,0.0,0.0,,258.67,0.0,86.22,86.22,172.44
2020-05-10,MA,Peritoró,6,0,2,23196,2108454,2,4,,,,,,,,,,,,,,0.0,0.0,,258.67,0.0,86.22,86.22,172.44
2020-05-11,MA,Peritoró,9,0,4,23196,2108454,4,5,,,,,,,,,,,,,,0.0,0.0,,388.0,0.0,172.44,172.44,215.55
