Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-22,CE,Uruburetama,3,0,2,21850,2313807,2,1,,,,,,,,,,,,,,0.0,0.0,0.034,137.3,0.0,91.53,91.53,45.77
2020-04-23,CE,Uruburetama,3,0,2,21850,2313807,2,1,,,,,,,,,,,,,,0.0,0.0,0.034,137.3,0.0,91.53,91.53,45.77
2020-04-24,CE,Uruburetama,3,0,2,21850,2313807,2,1,,,,,,,,,,,,,,0.0,0.0,0.034,137.3,0.0,91.53,91.53,45.77
2020-04-25,CE,Uruburetama,4,0,2,21850,2313807,2,2,,,,,,,,,,,,,,0.0,0.0,0.034,183.07,0.0,91.53,91.53,91.53
2020-04-26,CE,Uruburetama,4,0,2,21850,2313807,2,2,0.303,0.0,,,,,,,,,,,,0.0,0.0,0.034,183.07,0.0,91.53,91.53,91.53
2020-04-27,CE,Uruburetama,5,0,2,21850,2313807,2,3,0.379,0.0,,,,,,,,,,,,0.0,0.0,0.034,228.83,0.0,91.53,91.53,137.3
2020-04-28,CE,Uruburetama,5,0,2,21850,2313807,2,3,0.379,0.0,,,,,,,,,,,,0.0,0.0,0.034,228.83,0.0,91.53,91.53,137.3
2020-04-29,CE,Uruburetama,5,0,2,21850,2313807,2,3,0.162,0.0,,,,0.0185,,,,,,,,0.0,0.0,0.034,228.83,0.0,91.53,91.53,137.3
2020-04-30,CE,Uruburetama,5,0,2,21850,2313807,2,3,0.162,0.0,,,,0.0106,,,,,,,,0.0,0.0,0.034,228.83,0.0,91.53,91.53,137.3
2020-05-01,CE,Uruburetama,5,0,2,21850,2313807,2,3,0.52,0.208,,,,0.0342,,,,,0.0561,,,0.0,0.0,0.034,228.83,0.0,91.53,91.53,137.3
2020-05-02,CE,Uruburetama,5,0,2,21850,2313807,2,3,0.52,0.208,,,,0.341,,,,,0.749,,,0.0,0.0,0.034,228.83,0.0,91.53,91.53,137.3
2020-05-03,CE,Uruburetama,5,0,2,21850,2313807,2,3,0.52,0.208,,,,0.348,,,,,0.58,,,0.0,0.0,0.034,228.83,0.0,91.53,91.53,137.3
2020-05-04,CE,Uruburetama,10,0,4,21850,2313807,4,6,2.01,0.784,,,,0.646,0.261,,,,,,,0.0,0.0,0.034,457.67,0.0,183.07,183.07,274.6
2020-05-05,CE,Uruburetama,10,0,4,21850,2313807,4,6,2.1,0.876,,,,,,,,,,,,0.0,0.0,0.034,457.67,0.0,183.07,183.07,274.6
2020-05-06,CE,Uruburetama,10,0,4,21850,2313807,4,6,2.1,0.876,,,,,,,,,,,,0.0,0.0,0.034,457.67,0.0,183.07,183.07,274.6
2020-05-07,CE,Uruburetama,18,0,7,21850,2313807,7,11,,,,,,,,,,,,,,0.0,0.0,0.034,823.8,0.0,320.37,320.37,503.43
2020-05-08,CE,Uruburetama,19,0,8,21850,2313807,8,11,,,,,,,,,,,,,,0.0,0.0,0.034,869.57,0.0,366.13,366.13,503.43
2020-05-09,CE,Uruburetama,19,0,8,21850,2313807,8,11,,,,,,,,,,,,,,0.0,0.0,0.034,869.57,0.0,366.13,366.13,503.43
