Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-15,CE,Tauá,4,0,2,58859,2313302,2,2,,,,,,,,,,,,,,0.0,0.0,,67.96,0.0,33.98,33.98,33.98
2020-04-16,CE,Tauá,4,0,2,58859,2313302,2,2,,,,,,,,,,,,,,0.0,0.0,,67.96,0.0,33.98,33.98,33.98
2020-04-17,CE,Tauá,4,0,2,58859,2313302,2,2,,,,,,,,,,,,,,0.0,0.0,,67.96,0.0,33.98,33.98,33.98
2020-04-18,CE,Tauá,4,0,2,58859,2313302,2,2,0.167,0.167,,,,,,,,,,,,0.0,0.0,,67.96,0.0,33.98,33.98,33.98
2020-04-19,CE,Tauá,4,0,2,58859,2313302,2,2,1.33,0.833,,,,,,,,,,,,0.0,0.0,,67.96,0.0,33.98,33.98,33.98
2020-04-20,CE,Tauá,4,0,2,58859,2313302,2,2,1.33,0.667,,,,,,,,,,,,0.0,0.0,,67.96,0.0,33.98,33.98,33.98
2020-04-21,CE,Tauá,5,0,3,58859,2313302,3,2,1.67,0.833,,,,0.222,0.0556,,,,,,,0.0,0.0,,84.95,0.0,50.97,50.97,33.98
2020-04-22,CE,Tauá,12,0,7,58859,2313302,7,5,1.67,0.833,,,,-0.0833,-0.1111,,,,,,,0.0,0.0,,203.88,0.0,118.93,118.93,84.95
2020-04-23,CE,Tauá,12,0,6,58859,2313302,6,6,1.67,0.833,,,,-0.0556,-0.0556,,,,-0.0972,,,0.0,0.0,,203.88,0.0,101.94,101.94,101.94
2020-04-24,CE,Tauá,14,0,7,58859,2313302,7,7,1.5,0.5,,,,-0.1667,-0.1389,,,,,,,0.0,0.0,,237.86,0.0,118.93,118.93,118.93
2020-04-25,CE,Tauá,14,0,7,58859,2313302,7,7,0.833,0.167,,,,-0.1667,-0.1389,,,,,,,0.0,0.0,,237.86,0.0,118.93,118.93,118.93
2020-04-26,CE,Tauá,14,0,7,58859,2313302,7,7,1.0,0.333,,,,-0.1667,-0.1111,,,,,,,0.0,0.0,,237.86,0.0,118.93,118.93,118.93
2020-04-27,CE,Tauá,14,0,6,58859,2313302,6,8,0.667,0.0,,,,-0.1111,-0.0278,,,,,,,0.0,0.0,,237.86,0.0,101.94,101.94,135.92
2020-04-28,CE,Tauá,17,0,8,58859,2313302,8,9,0.667,0.0,,,,0.333,0.139,,,,,,,0.0,0.0,,288.83,0.0,135.92,135.92,152.91
2020-04-29,CE,Tauá,18,0,8,58859,2313302,8,10,0.667,0.167,,,,0.306,0.139,,,,,,,0.0,0.0,,305.82,0.0,135.92,135.92,169.9
2020-04-30,CE,Tauá,18,0,7,58859,2313302,7,11,0.833,0.333,,,,0.389,,,,,0.139,,,0.0,0.0,,305.82,0.0,118.93,118.93,186.89
2020-05-01,CE,Tauá,18,0,7,58859,2313302,7,11,2.83,1.0,,,,0.694,,,,,0.132,,,0.0,0.0,,305.82,0.0,118.93,118.93,186.89
2020-05-02,CE,Tauá,18,0,8,58859,2313302,8,10,2.83,1.17,,,,0.889,0.361,,,,-0.0764,,,0.0,0.0,,305.82,0.0,135.92,135.92,169.9
2020-05-03,CE,Tauá,19,0,8,58859,2313302,8,11,3.0,1.33,,,,0.833,0.306,,,,-0.1181,,,0.0,0.0,,322.81,0.0,135.92,135.92,186.89
2020-05-04,CE,Tauá,34,1,14,58859,2313302,15,19,4.83,2.0,,,,0.0833,0.0556,,,,,,,0.0667,0.0294,,577.65,16.99,237.86,254.85,322.81
2020-05-05,CE,Tauá,35,2,15,58859,2313302,17,18,6.0,2.33,,,,0.222,0.0556,,,,,,,0.118,0.0571,,594.64,33.98,254.85,288.83,305.82
2020-05-06,CE,Tauá,36,3,15,58859,2313302,18,18,5.83,2.17,,,,,,,,,,,,0.167,0.0833,,611.63,50.97,254.85,305.82,305.82
2020-05-07,CE,Tauá,47,3,19,58859,2313302,22,25,3.33,1.33,0.333,1.67,1.67,,,,,,,,,0.136,0.0638,,798.52,50.97,322.81,373.77,424.74
2020-05-08,CE,Tauá,54,3,22,58859,2313302,25,29,4.17,1.5,0.167,1.67,2.5,,,,,,,,,0.12,0.0556,,917.45,50.97,373.77,424.74,492.7
2020-05-09,CE,Tauá,54,3,21,58859,2313302,24,30,,,,,,,,,,,,,,0.125,0.0556,,917.45,50.97,356.78,407.75,509.69
2020-05-10,CE,Tauá,54,3,22,58859,2313302,25,29,,,,,,,,,,,,,,0.12,0.0556,,917.45,50.97,373.77,424.74,492.7
2020-05-11,CE,Tauá,60,3,24,58859,2313302,27,33,,,,,,,,,,,,,,0.111,0.05,,1019.39,50.97,407.75,458.72,560.66
