Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-16,CE,Reriutaba,1,0,0,18491,2311702,0,1,,,,,,,,,,,,,,,0.0,,54.08,0.0,0.0,0.0,54.08
2020-04-17,CE,Reriutaba,1,0,0,18491,2311702,0,1,,,,,,,,,,,,,,,0.0,,54.08,0.0,0.0,0.0,54.08
2020-04-18,CE,Reriutaba,1,0,0,18491,2311702,0,1,,,,,,,,,,,,,,,0.0,,54.08,0.0,0.0,0.0,54.08
2020-04-19,CE,Reriutaba,1,0,1,18491,2311702,1,0,0.0,,,,,,,,,,,,,0.0,0.0,,54.08,0.0,54.08,54.08,0.0
2020-04-20,CE,Reriutaba,1,0,1,18491,2311702,1,0,0.0,,,,,,,,,,,,,0.0,0.0,,54.08,0.0,54.08,54.08,0.0
2020-04-21,CE,Reriutaba,1,0,1,18491,2311702,1,0,0.167,,,,,,,,,,,,,0.0,0.0,,54.08,0.0,54.08,54.08,0.0
2020-04-22,CE,Reriutaba,1,0,1,18491,2311702,1,0,0.167,0.0,,,,,,,,,,,,0.0,0.0,,54.08,0.0,54.08,54.08,0.0
2020-04-23,CE,Reriutaba,1,0,1,18491,2311702,1,0,0.167,0.0,,,,,,,,,,,,0.0,0.0,,54.08,0.0,54.08,54.08,0.0
2020-04-24,CE,Reriutaba,2,0,1,18491,2311702,1,1,0.333,0.0,,,,0.0278,,,,,,,,0.0,0.0,,108.16,0.0,54.08,54.08,54.08
2020-04-25,CE,Reriutaba,2,0,1,18491,2311702,1,1,0.333,0.0,,,,0.0278,,,,,,,,0.0,0.0,,108.16,0.0,54.08,54.08,54.08
2020-04-26,CE,Reriutaba,2,0,1,18491,2311702,1,1,0.5,0.167,,,,0.0278,,,,,-0.0069,,,0.0,0.0,,108.16,0.0,54.08,54.08,54.08
2020-04-27,CE,Reriutaba,3,0,1,18491,2311702,1,2,0.333,0.167,,,,-0.0278,,,,,-0.0278,,,0.0,0.0,,162.24,0.0,54.08,54.08,108.16
2020-04-28,CE,Reriutaba,3,0,1,18491,2311702,1,2,0.333,0.167,,,,0.0,,,,,-0.0139,,,0.0,0.0,,162.24,0.0,54.08,54.08,108.16
2020-04-29,CE,Reriutaba,4,0,2,18491,2311702,2,2,0.333,0.167,,,,-0.0833,-0.0278,,,,,,,0.0,0.0,,216.32,0.0,108.16,108.16,108.16
2020-04-30,CE,Reriutaba,4,0,2,18491,2311702,2,2,0.167,0.167,,,,-0.0278,-0.0278,,,,,,,0.0,0.0,,216.32,0.0,108.16,108.16,108.16
2020-05-01,CE,Reriutaba,4,0,2,18491,2311702,2,2,0.333,0.167,,,,0.0,-0.0278,,,,,,,0.0,0.0,,216.32,0.0,108.16,108.16,108.16
2020-05-02,CE,Reriutaba,4,0,2,18491,2311702,2,2,0.0,0.0,,,,0.0278,0.0,,,,,,,0.0,0.0,,216.32,0.0,108.16,108.16,108.16
2020-05-03,CE,Reriutaba,4,0,2,18491,2311702,2,2,0.167,0.0,,,,0.0556,0.0,,,,,,,0.0,0.0,,216.32,0.0,108.16,108.16,108.16
2020-05-04,CE,Reriutaba,5,0,2,18491,2311702,2,3,0.333,0.0,,,,0.0278,0.0,,,,,,,0.0,0.0,,270.4,0.0,108.16,108.16,162.24
2020-05-05,CE,Reriutaba,4,0,2,18491,2311702,2,2,0.5,0.167,,,,,,,,,,,,0.0,0.0,,216.32,0.0,108.16,108.16,108.16
2020-05-06,CE,Reriutaba,5,0,2,18491,2311702,2,3,0.5,0.167,,,,,,,,,,,,0.0,0.0,,270.4,0.0,108.16,108.16,162.24
2020-05-07,CE,Reriutaba,6,0,2,18491,2311702,2,4,0.5,0.167,,,,,,,,,,,,0.0,0.0,,324.48,0.0,108.16,108.16,216.32
2020-05-08,CE,Reriutaba,7,1,3,18491,2311702,4,3,1.0,0.333,,,,,,,,,,,,0.25,0.143,,378.56,54.08,162.24,216.32,162.24
2020-05-09,CE,Reriutaba,7,1,3,18491,2311702,4,3,,,,,,,,,,,,,,0.25,0.143,,378.56,54.08,162.24,216.32,162.24
2020-05-10,CE,Reriutaba,8,1,3,18491,2311702,4,4,,,,,,,,,,,,,,0.25,0.125,,432.64,54.08,162.24,216.32,216.32
2020-05-11,CE,Reriutaba,10,1,4,18491,2311702,5,5,,,,,,,,,,,,,,0.2,0.1,,540.8,54.08,216.32,270.4,270.4
