Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-14,AP,Porto Grande,1,0,0,21971,1600535,0,1,,,,,,,,,,,,,,,0.0,0.034,45.51,0.0,0.0,0.0,45.51
2020-04-15,AP,Porto Grande,1,0,0,21971,1600535,0,1,,,,,,,,,,,,,,,0.0,0.034,45.51,0.0,0.0,0.0,45.51
2020-04-16,AP,Porto Grande,1,0,0,21971,1600535,0,1,,,,,,,,,,,,,,,0.0,0.034,45.51,0.0,0.0,0.0,45.51
2020-04-17,AP,Porto Grande,1,0,0,21971,1600535,0,1,,,,,,,,,,,,,,,0.0,0.034,45.51,0.0,0.0,0.0,45.51
2020-04-18,AP,Porto Grande,1,0,0,21971,1600535,0,1,0.0,,,,,,,,,,,,,,0.0,0.034,45.51,0.0,0.0,0.0,45.51
2020-04-19,AP,Porto Grande,1,0,1,21971,1600535,1,0,0.0,,,,,,,,,,,,,0.0,0.0,0.034,45.51,0.0,45.51,45.51,0.0
2020-04-20,AP,Porto Grande,1,0,1,21971,1600535,1,0,0.292,,,,,,,,,,,,,0.0,0.0,0.034,45.51,0.0,45.51,45.51,0.0
2020-04-21,AP,Porto Grande,1,0,1,21971,1600535,1,0,0.292,,,,,,,,,,,,,0.0,0.0,0.034,45.51,0.0,45.51,45.51,0.0
2020-04-22,AP,Porto Grande,1,0,1,21971,1600535,1,0,0.32,,,,,,,,,,,,,0.0,0.0,0.034,45.51,0.0,45.51,45.51,0.0
2020-04-23,AP,Porto Grande,6,0,3,21971,1600535,3,3,1.92,0.51,,,,0.969,,,,,,,,0.0,0.0,0.034,273.09,0.0,136.54,136.54,136.54
2020-04-24,AP,Porto Grande,6,0,3,21971,1600535,3,3,1.92,0.51,,,,0.969,,,,,,,,0.0,0.0,0.034,273.09,0.0,136.54,136.54,136.54
2020-04-25,AP,Porto Grande,7,0,3,21971,1600535,3,4,2.24,0.51,,,,-0.0388,,,,,0.0039,,,0.0,0.0,0.034,318.6,0.0,136.54,136.54,182.06
2020-04-26,AP,Porto Grande,7,0,3,21971,1600535,3,4,2.24,0.51,,,,-0.7028,-0.5098,,,,0.351,,,0.0,0.0,0.034,318.6,0.0,136.54,136.54,182.06
2020-04-27,AP,Porto Grande,7,0,3,21971,1600535,3,4,0.294,0.0,,,,-0.1211,-0.0,,,,,,,0.0,0.0,0.034,318.6,0.0,136.54,136.54,182.06
2020-04-28,AP,Porto Grande,7,0,3,21971,1600535,3,4,0.294,0.0,,,,-0.0399,-0.0,,,,,,,0.0,0.0,0.034,318.6,0.0,136.54,136.54,182.06
2020-04-29,AP,Porto Grande,7,0,3,21971,1600535,3,4,0.135,0.0,,,,-0.0129,0.0,,,,,,,0.0,0.0,0.034,318.6,0.0,136.54,136.54,182.06
2020-04-30,AP,Porto Grande,8,0,3,21971,1600535,3,5,1.08,0.386,,,,0.446,,,,,,,,0.0,0.0,0.034,364.12,0.0,136.54,136.54,227.57
2020-05-01,AP,Porto Grande,8,0,3,21971,1600535,3,5,1.36,0.51,,,,0.873,,,,,,,,0.0,0.0,0.034,364.12,0.0,136.54,136.54,227.57
2020-05-02,AP,Porto Grande,8,0,3,21971,1600535,3,5,1.65,0.612,,,,1.6,,,,,0.652,,,0.0,0.0,0.034,364.12,0.0,136.54,136.54,227.57
2020-05-03,AP,Porto Grande,17,0,7,21971,1600535,7,10,3.5,1.43,,,,1.24,0.602,,,,0.141,,,0.0,0.0,0.034,773.75,0.0,318.6,318.6,455.15
2020-05-04,AP,Porto Grande,21,0,9,21971,1600535,9,12,3.99,1.84,,,,1.21,0.633,,,,,,,0.0,0.0,0.034,955.81,0.0,409.63,409.63,546.17
2020-05-05,AP,Porto Grande,26,0,11,21971,1600535,11,15,4.93,2.24,,,,,,,,,,,,0.0,0.0,0.034,1183.38,0.0,500.66,500.66,682.72
2020-05-06,AP,Porto Grande,26,0,11,21971,1600535,11,15,5.1,2.24,,,,,,,,,,,,0.0,0.0,0.034,1183.38,0.0,500.66,500.66,682.72
2020-05-07,AP,Porto Grande,27,1,11,21971,1600535,12,15,,,,,,,,,,,,,,0.0833,0.037,0.034,1228.89,45.51,500.66,546.17,682.72
2020-05-08,AP,Porto Grande,27,1,11,21971,1600535,12,15,,,,,,,,,,,,,,0.0833,0.037,0.034,1228.89,45.51,500.66,546.17,682.72
2020-05-09,AP,Porto Grande,28,1,11,21971,1600535,12,16,,,,,,,,,,,,,,0.0833,0.0357,0.034,1274.41,45.51,500.66,546.17,728.23
