Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-16,AM,Carauari,3,1,1,28294,1301001,2,1,,,,,,,,,,,,,,0.5,0.333,0.034,106.03,35.34,35.34,70.69,35.34
2020-04-17,AM,Carauari,1,1,0,28294,1301001,1,0,,,,,,,,,,,,,,1.0,1.0,0.034,35.34,35.34,0.0,35.34,0.0
2020-04-18,AM,Carauari,1,1,0,28294,1301001,1,0,,,,,,,,,,,,,,1.0,1.0,0.034,35.34,35.34,0.0,35.34,0.0
2020-04-19,AM,Carauari,1,1,1,28294,1301001,2,-1,,,,,,,,,,,,,,0.5,1.0,0.034,35.34,35.34,35.34,70.69,-35.3432
2020-04-20,AM,Carauari,1,1,1,28294,1301001,2,-1,-0.1452,0.0,0.0,0.0,-0.1452,,,,,,,,,0.5,1.0,0.034,35.34,35.34,35.34,70.69,-35.3432
2020-04-21,AM,Carauari,1,1,1,28294,1301001,2,-1,0.219,,0.104,,,,,,,,,,,0.5,1.0,0.034,35.34,35.34,35.34,70.69,-35.3432
2020-04-22,AM,Carauari,1,1,1,28294,1301001,2,-1,0.655,,0.104,,,,,,,,,,,0.5,1.0,0.034,35.34,35.34,35.34,70.69,-35.3432
2020-04-23,AM,Carauari,1,1,1,28294,1301001,2,-1,0.815,0.633,0.104,0.737,0.0781,,,,,,,,,0.5,1.0,0.034,35.34,35.34,35.34,70.69,-35.3432
2020-04-24,AM,Carauari,4,2,2,28294,1301001,4,0,3.28,1.25,0.0,1.25,2.03,6.56,,-0.0,,,,,,0.5,0.5,0.034,141.37,70.69,70.69,141.37,0.0
2020-04-25,AM,Carauari,34,2,17,28294,1301001,19,15,27.86,10.5,0.0,10.5,17.36,39.56,,-0.0,,,,,,0.105,0.0588,0.034,1201.67,70.69,600.83,671.52,530.15
2020-04-26,AM,Carauari,65,2,31,28294,1301001,33,32,53.26,18.9,0.0,18.9,34.36,58.19,15.84,-0.0,15.84,42.36,7.6,,,0.0606,0.0308,0.034,2297.31,70.69,1095.64,1166.33,1130.98
2020-04-27,AM,Carauari,66,1,30,28294,1301001,31,35,54.34,18.29,0.0,18.29,36.05,9.47,2.49,,,,-2.4044,,,0.0323,0.0152,0.034,2332.65,35.34,1060.3,1095.64,1237.01
2020-04-28,AM,Carauari,66,1,29,28294,1301001,30,36,32.72,13.28,-0.0943,13.19,19.53,-16.4364,-7.7551,,,,10.41,-3.7789,,0.0333,0.0152,0.034,2332.65,35.34,1024.95,1060.3,1272.35
2020-04-29,AM,Carauari,66,1,28,28294,1301001,29,37,7.32,2.37,-0.0943,2.27,5.05,-2.8752,-0.9451,,,,1.96,,,0.0345,0.0152,0.034,2332.65,35.34,989.61,1024.95,1307.7
2020-04-30,AM,Carauari,67,1,28,28294,1301001,29,38,0.85,-0.1309,-0.0943,-0.2251,1.08,-0.3039,0.0449,,,,,,,0.0345,0.0149,0.034,2367.99,35.34,989.61,1024.95,1343.04
2020-05-01,AM,Carauari,67,1,28,28294,1301001,29,38,4.4,1.48,0.0,1.48,2.92,-1.26,-0.4367,,,,,,,0.0345,0.0149,0.034,2367.99,35.34,989.61,1024.95,1343.04
2020-05-02,AM,Carauari,71,1,30,28294,1301001,31,40,5.96,2.24,0.0,2.24,3.72,0.206,0.174,,,,,,,0.0323,0.0141,0.034,2509.37,35.34,1060.3,1095.64,1413.73
2020-05-03,AM,Carauari,71,1,30,28294,1301001,31,40,6.05,2.3,0.0,2.3,3.75,3.9,,,,,,,,0.0323,0.0141,0.034,2509.37,35.34,1060.3,1095.64,1413.73
2020-05-04,AM,Carauari,103,1,43,28294,1301001,44,59,8.67,3.44,0.0,3.44,5.23,1.39,0.591,,,,,,,0.0227,0.0097,0.034,3640.35,35.34,1519.76,1555.1,2085.25
2020-05-05,AM,Carauari,116,1,48,28294,1301001,49,67,10.22,3.99,0.0,3.99,6.23,,,,,,,,,0.0204,0.0086,0.034,4099.81,35.34,1696.47,1731.82,2367.99
2020-05-06,AM,Carauari,117,1,47,28294,1301001,48,69,9.26,3.26,0.0,3.26,5.99,,,,,,,,,0.0208,0.0085,0.034,4135.15,35.34,1661.13,1696.47,2438.68
2020-05-07,AM,Carauari,118,1,48,28294,1301001,49,69,,,,,,,,,,,,,,0.0204,0.0085,0.034,4170.5,35.34,1696.47,1731.82,2438.68
2020-05-08,AM,Carauari,121,1,49,28294,1301001,50,71,,,,,,,,,,,,,,0.02,0.0083,0.034,4276.53,35.34,1731.82,1767.16,2509.37
2020-05-09,AM,Carauari,121,1,48,28294,1301001,49,72,,,,,,,,,,,,,,0.0204,0.0083,0.034,4276.53,35.34,1696.47,1731.82,2544.71
