Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,ES,Cariacica,1,0,0,381285,3201308,0,1,,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-21,ES,Cariacica,1,0,0,381285,3201308,0,1,,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-22,ES,Cariacica,1,0,0,381285,3201308,0,1,,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-23,ES,Cariacica,1,0,0,381285,3201308,0,1,0.0,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-24,ES,Cariacica,1,0,0,381285,3201308,0,1,0.0,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-25,ES,Cariacica,1,0,0,381285,3201308,0,1,0.0,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-26,ES,Cariacica,1,0,0,381285,3201308,0,1,0.167,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-27,ES,Cariacica,1,0,0,381285,3201308,0,1,0.333,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-28,ES,Cariacica,1,0,0,381285,3201308,0,1,0.667,,,,,,,,,,,,,,0.0,0.0718,2.62,0.0,0.0,0.0,2.62
2020-03-29,ES,Cariacica,2,0,0,381285,3201308,0,2,1.0,,,,,0.306,,,,,,,,,0.0,0.0718,5.25,0.0,0.0,0.0,5.25
2020-03-30,ES,Cariacica,3,0,0,381285,3201308,0,3,1.67,,,,,0.306,,,,,,,,,0.0,0.0718,7.87,0.0,0.0,0.0,7.87
2020-03-31,ES,Cariacica,5,0,0,381285,3201308,0,5,2.17,,,,,0.222,,,,,-0.0833,,,,0.0,0.0718,13.11,0.0,0.0,0.0,13.11
2020-04-01,ES,Cariacica,7,0,0,381285,3201308,0,7,2.0,,,,,0.111,,,,,-0.1111,,,,0.0,0.0718,18.36,0.0,0.0,0.0,18.36
2020-04-02,ES,Cariacica,11,0,0,381285,3201308,0,11,2.17,,,,,-0.0278,,,,,-0.0486,,,,0.0,0.0718,28.85,0.0,0.0,0.0,28.85
2020-04-03,ES,Cariacica,14,0,0,381285,3201308,0,14,2.0,,,,,-0.1389,,,,,-0.0208,,,,0.0,0.0718,36.72,0.0,0.0,0.0,36.72
2020-04-04,ES,Cariacica,14,0,0,381285,3201308,0,14,1.67,,,,,0.0278,,,,,,,,,0.0,0.0718,36.72,0.0,0.0,0.0,36.72
2020-04-05,ES,Cariacica,16,0,0,381285,3201308,0,16,1.5,,,,,0.0278,,,,,,,,,0.0,0.0718,41.96,0.0,0.0,0.0,41.96
2020-04-06,ES,Cariacica,17,0,0,381285,3201308,0,17,1.33,,,,,0.111,,,,,0.118,,,,0.0,0.0718,44.59,0.0,0.0,0.0,44.59
2020-04-07,ES,Cariacica,17,0,0,381285,3201308,0,17,2.17,,,,,0.278,,,,,0.271,,,,0.0,0.0718,44.59,0.0,0.0,0.0,44.59
2020-04-08,ES,Cariacica,20,0,0,381285,3201308,0,20,2.33,,,,,0.5,,,,,0.375,0.0486,,,0.0,0.0718,52.45,0.0,0.0,0.0,52.45
2020-04-09,ES,Cariacica,22,0,0,381285,3201308,0,22,2.67,,,,,1.11,,,,,0.306,-0.026,,,0.0,0.0718,57.7,0.0,0.0,0.0,57.7
2020-04-10,ES,Cariacica,27,0,0,381285,3201308,0,27,3.33,,,,,1.61,,,,,0.312,-0.1128,-0.076,,0.0,0.0718,70.81,0.0,0.0,0.0,70.81
2020-04-11,ES,Cariacica,30,0,0,381285,3201308,0,30,4.5,,,,,1.5,,,,,0.167,-0.1545,,,0.0,0.0718,78.68,0.0,0.0,0.0,78.68
2020-04-12,ES,Cariacica,33,1,0,381285,3201308,1,32,8.0,,,,,1.75,,,,,-0.0764,-0.2552,,1.0,0.0303,0.0718,86.55,2.62,0.0,2.62,83.93
2020-04-13,ES,Cariacica,37,1,0,381285,3201308,1,36,11.83,,,,,1.78,,,,,-0.3125,-0.1997,,1.0,0.027,0.0718,97.04,2.62,0.0,2.62,94.42
2020-04-14,ES,Cariacica,47,2,6,381285,3201308,8,39,11.33,,,,,1.31,,,,,-0.7083,,,0.25,0.0426,0.0718,123.27,5.25,15.74,20.98,102.29
2020-04-15,ES,Cariacica,70,2,35,381285,3201308,37,33,13.17,,0.0,,,0.25,,,,,-0.6319,,,0.0541,0.0286,0.0718,183.59,5.25,91.79,97.04,86.55
2020-04-16,ES,Cariacica,98,1,45,381285,3201308,46,52,14.0,,0.0,,,-1.0833,,,,,-0.5,,,0.0217,0.0102,0.0718,257.03,2.62,118.02,120.64,136.38
2020-04-17,ES,Cariacica,98,1,41,381285,3201308,42,56,12.33,10.0,-0.1667,9.83,2.5,-0.75,,,,,-0.3264,,,0.0238,0.0102,0.0718,257.03,2.62,107.53,110.15,146.87
2020-04-18,ES,Cariacica,112,1,43,381285,3201308,44,68,9.5,5.5,-0.1667,5.33,4.17,-0.6944,,,,,,,,0.0227,0.0089,0.0718,293.74,2.62,112.78,115.4,178.34
2020-04-19,ES,Cariacica,121,1,69,381285,3201308,70,51,5.33,4.5,0.333,4.83,0.5,-1.0556,,,,,,,,0.0143,0.0083,0.0718,317.35,2.62,180.97,183.59,133.76
2020-04-20,ES,Cariacica,121,1,66,381285,3201308,67,54,6.83,5.5,0.5,6.0,0.833,-0.1944,-1.0,,,,,,,0.0149,0.0083,0.0718,317.35,2.62,173.1,175.72,141.63
2020-04-21,ES,Cariacica,127,1,68,381285,3201308,69,58,9.0,7.0,0.5,7.5,1.5,0.5,-0.2222,,,,,,,0.0145,0.0079,0.0718,333.08,2.62,178.34,180.97,152.12
2020-04-22,ES,Cariacica,130,3,72,381285,3201308,75,55,7.67,2.17,0.5,2.67,5.0,2.03,0.139,0.0556,0.194,1.83,,,,0.04,0.0231,0.0718,340.95,7.87,188.84,196.7,144.25
2020-04-23,ES,Cariacica,139,4,74,381285,3201308,78,61,11.17,4.0,0.667,4.67,6.5,3.06,0.472,0.0278,0.5,2.56,0.882,,,0.0513,0.0288,0.0718,364.56,10.49,194.08,204.57,159.99
2020-04-24,ES,Cariacica,166,4,85,381285,3201308,89,77,12.5,4.17,0.833,5.0,7.5,2.67,0.0833,0.0556,0.139,2.53,0.424,,,0.0449,0.0241,0.0718,435.37,10.49,222.93,233.42,201.95
2020-04-25,ES,Cariacica,167,4,82,381285,3201308,86,81,17.5,5.33,0.667,6.0,11.5,4.03,1.47,0.111,1.58,2.44,0.188,-0.4236,,0.0465,0.024,0.0718,437.99,10.49,215.06,225.55,212.44
2020-04-26,ES,Cariacica,188,5,90,381285,3201308,95,93,25.17,8.33,0.667,9.0,16.17,3.72,1.39,0.0556,1.44,2.28,0.0278,-0.3021,,0.0526,0.0266,0.0718,493.07,13.11,236.04,249.16,243.91
2020-04-27,ES,Cariacica,202,6,93,381285,3201308,99,103,25.0,7.5,0.833,8.33,16.67,3.81,1.58,0.0278,1.61,2.19,-0.8125,-0.3264,,0.0606,0.0297,0.0718,529.79,15.74,243.91,259.65,270.14
2020-04-28,ES,Cariacica,235,7,104,381285,3201308,111,124,31.83,11.0,1.17,12.17,19.67,2.78,1.39,0.0278,1.42,1.36,-0.7847,-0.2187,,0.0631,0.0298,0.0718,616.34,18.36,272.76,291.12,325.22
2020-04-29,ES,Cariacica,290,8,124,381285,3201308,132,158,33.5,12.33,1.0,13.33,20.17,0.778,0.611,0.0556,0.667,0.111,-1.1181,,,0.0606,0.0276,0.0718,760.59,20.98,325.22,346.2,414.39
2020-04-30,ES,Cariacica,316,9,130,381285,3201308,139,177,35.33,13.67,1.0,14.67,20.67,0.583,0.639,0.0556,0.694,-0.1111,-0.8472,,,0.0647,0.0285,0.0718,828.78,23.6,340.95,364.56,464.22
2020-05-01,ES,Cariacica,358,11,148,381285,3201308,159,199,34.17,13.67,0.833,14.5,19.67,-0.6667,0.0,-0.0278,-0.0278,-0.6389,-0.4097,,,0.0692,0.0307,0.0718,938.93,28.85,388.16,417.01,521.92
2020-05-02,ES,Cariacica,389,11,164,381285,3201308,175,214,29.83,12.0,1.0,13.0,16.83,-0.6111,-0.25,0.0556,-0.1944,-0.4167,-0.3403,,,0.0629,0.0283,0.0718,1020.23,28.85,430.12,458.97,561.26
2020-05-03,ES,Cariacica,414,12,175,381285,3201308,187,227,28.5,11.33,1.17,12.5,16.0,-0.8611,-0.6111,0.0556,-0.5556,-0.3056,,,,0.0642,0.029,0.0718,1085.8,31.47,458.97,490.45,595.36
2020-05-04,ES,Cariacica,440,12,186,381285,3201308,198,242,27.83,11.0,1.0,12.0,15.83,-0.7778,-0.6111,0.139,-0.4722,-0.3056,,,,0.0606,0.0273,0.0718,1153.99,31.47,487.82,519.3,634.7
2020-05-05,ES,Cariacica,469,14,196,381285,3201308,210,259,29.83,10.83,1.33,12.17,17.67,0.0833,-0.25,0.167,-0.0833,0.167,,,,0.0667,0.0299,0.0718,1230.05,36.72,514.05,550.77,679.28
