country,date,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Brazil,2020-01-22,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-23,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-24,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-25,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-26,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-27,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-28,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-29,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-30,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-31,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-01,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-02,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-03,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-04,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-05,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-06,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-07,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-08,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-09,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-10,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-11,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-12,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-13,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-14,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-15,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-16,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-17,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-18,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-19,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-20,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-21,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-22,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-23,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-24,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-25,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-26,213724406,9001,,,1,0,0,0,8,0,8,,,,,,,,,,,,,,,0.0,0.03743,0.0,0.0,0.0,0.03743,,
Brazil,2020-02-27,213724406,9001,,,1,0,0,0,8,0,8,,,,,,,,,,,,,,,0.0,0.03743,0.0,0.0,0.0,0.03743,,
Brazil,2020-02-28,213724406,9001,,,1,0,0,0,8,0,8,,,,,,,,,,,,,,,0.0,0.03743,0.0,0.0,0.0,0.03743,,
Brazil,2020-02-29,213724406,9001,,,2,0,0,0,17,0,17,1.5,,,,,,,,,,,,,,0.0,0.07954,0.0,0.0,0.0,0.07954,,
Brazil,2020-03-01,213724406,9001,,,2,0,0,0,17,0,17,4.167,,,,,,,,,,,,,,0.0,0.07954,0.0,0.0,0.0,0.07954,,
Brazil,2020-03-02,213724406,9001,,,2,0,0,0,17,0,17,4.167,,,,,,,,,,,,,,0.0,0.07954,0.0,0.0,0.0,0.07954,,
Brazil,2020-03-03,213724406,9001,,,2,0,0,0,17,0,17,15.167,,,,,5.056,,,,,,,,,0.0,0.07954,0.0,0.0,0.0,0.07954,,
Brazil,2020-03-04,213724406,9001,,,4,0,0,0,33,0,33,15.167,,,,,5.528,,,,,,,,,0.0,0.1544,0.0,0.0,0.0,0.1544,,
Brazil,2020-03-05,213724406,9001,,,4,0,4,0,33,4,29,24.833,,,,,7.139,,,,,6.056,,,0.0,0.0,0.1544,0.0,0.01872,0.01872,0.1357,,
Brazil,2020-03-06,213724406,9001,,,13,0,8,0,108,8,100,31.833,,,,,6.472,,,,,5.132,,,0.0,0.0,0.5053,0.0,0.03743,0.03743,0.4679,,
Brazil,2020-03-07,213724406,9001,,,13,0,8,0,108,8,100,37.333,,,,,29.278,,,,,4.785,0.2448,,0.0,0.0,0.5053,0.0,0.03743,0.03743,0.4679,,
Brazil,2020-03-08,213724406,9001,,,20,0,12,0,166,12,154,47.0,2.167,,,,26.056,,,,,6.569,1.137,,0.0,0.0,0.7767,0.0,0.05615,0.05615,0.7206,,
Brazil,2020-03-09,213724406,9001,,,25,0,17,0,208,17,191,54.0,2.833,,,,26.278,,,,,7.035,1.946,1.203,0.0,0.0,0.9732,0.0,0.07954,0.07954,0.8937,,
Brazil,2020-03-10,213724406,9001,,,31,0,17,0,257,17,240,190.833,4.167,,,,32.75,,,,,9.681,3.675,2.339,0.0,0.0,1.202,0.0,0.07954,0.07954,1.123,,
