country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Belgium,2020-01-22,50.833,4.0,11572730,47472,,,0,0,45734.872,0,0,45734.872,-45734.87222,,,,,,,,,,,,,,0.0,,0.0,0.0,3951.952,3951.952,-3951.95189,,
Belgium,2020-01-23,50.833,4.0,11572730,47472,,,0,0,41577.157,0,0,41577.157,-41577.15656,,,,,,,,,,,,,,0.0,,0.0,0.0,3592.684,3592.684,-3592.68354,,
Belgium,2020-01-24,50.833,4.0,11572730,47472,,,0,0,37797.415,0,0,37797.415,-37797.41506,,,,,,,,,,,,,,0.0,,0.0,0.0,3266.076,3266.076,-3266.07594,,
Belgium,2020-01-25,50.833,4.0,11572730,47472,,,0,0,34361.286,0,0,34361.286,-34361.28642,,-3319.78819,,,,,,,,,,,,0.0,,0.0,0.0,2969.16,2969.16,-2969.15995,,
Belgium,2020-01-26,50.833,4.0,11572730,47472,,,0,0,31237.533,0,0,31237.533,-31237.53311,,-3017.98927,,,,,,,,,,,,0.0,,0.0,0.0,2699.236,2699.236,-2699.23632,,
Belgium,2020-01-27,50.833,4.0,11572730,47472,,,0,0,28397.757,0,0,28397.757,-28397.75737,,-2743.62661,,,,,,,,,,,,0.0,,0.0,0.0,2453.851,2453.851,-2453.8512,,
Belgium,2020-01-28,50.833,4.0,11572730,47472,,,0,0,25816.143,0,0,25816.143,-25816.14306,,-2494.20601,,,,,,,,,,,,0.0,,0.0,0.0,2230.774,2230.774,-2230.77382,,
Belgium,2020-01-29,50.833,4.0,11572730,47472,,,0,0,23469.221,0,0,23469.221,-23469.22097,,-2267.46,,,,,,,,,,,,0.0,,0.0,0.0,2027.976,2027.976,-2027.9762,,
Belgium,2020-01-30,50.833,4.0,11572730,47472,,,0,0,21335.655,0,0,21335.655,-21335.65542,,-2061.32728,,,,,,,,,,,,0.0,,0.0,0.0,1843.615,1843.615,-1843.61472,,
Belgium,2020-01-31,50.833,4.0,11572730,47472,,,0,0,19396.05,0,0,19396.05,-19396.05039,,-1873.93389,,,,,,,,,,,,0.0,,0.0,0.0,1676.013,1676.013,-1676.01339,,
Belgium,2020-02-01,50.833,4.0,11572730,47472,,,0,0,17632.773,0,0,17632.773,-17632.77308,,-1703.57626,,,,,,,,,,,,0.0,,0.0,0.0,1523.649,1523.649,-1523.64853,,
