country,date,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Brazil,2020-02-26,213724406,9001,,,1,1.52,0.0,0,8,0.0,8.0,,,,,,,,,,,,,,,0.0,0.03743,0.0,0.0,0.0,0.03743,,
Brazil,2020-02-27,213724406,9001,,,1,1.473,0.7273,0,8,0.7273,7.273,,,,,,,,,,,,,,0.0,0.0,0.03743,0.0,0.0034,0.0034,0.03403,,
Brazil,2020-02-28,213724406,9001,,,1,1.43,1.388,0,8,1.388,6.612,,,,,,,,,,,,,,0.0,0.0,0.03743,0.0,0.0065,0.0065,0.03094,,
Brazil,2020-02-29,213724406,9001,,,2,1.391,1.989,0,17,1.989,15.011,1.5,,,,,,,,,,,,,0.0,0.0,0.07954,0.0,0.00931,0.00931,0.07023,,
Brazil,2020-03-01,213724406,9001,,,2,1.446,3.354,0,17,3.354,13.646,4.167,1.003,,,,,,,,,,,,0.0,0.0,0.07954,0.0,0.01569,0.01569,0.06385,,
Brazil,2020-03-02,213724406,9001,,,2,1.496,4.595,0,17,4.595,12.405,4.167,1.291,,,,,,,,,,,,0.0,0.0,0.07954,0.0,0.0215,0.0215,0.05804,,
Brazil,2020-03-03,213724406,9001,,,2,1.542,5.722,0,17,5.722,11.278,15.167,1.552,,,,5.056,,,,,,,,0.0,0.0,0.07954,0.0,0.02677,0.02677,0.05277,,
Brazil,2020-03-04,213724406,9001,,,4,1.584,6.748,0,33,6.748,26.252,15.167,2.79,,,,5.528,1.196,,,,,,,0.0,0.0,0.1544,0.0,0.03157,0.03157,0.1228,,
Brazil,2020-03-05,213724406,9001,,,4,1.803,9.134,0,33,9.134,23.866,24.833,3.915,,,,7.139,1.59,,,,6.056,,,0.0,0.0,0.1544,0.0,0.04274,0.04274,0.1117,,
Brazil,2020-03-06,213724406,9001,,,13,2.003,11.304,0,108,11.304,96.696,31.833,5.817,,,,6.472,2.095,,,,5.132,,,0.0,0.0,0.5053,0.0,0.05289,0.05289,0.4524,,
Brazil,2020-03-07,213724406,9001,,,13,3.003,20.094,0,108,20.094,87.906,37.333,8.182,,,,29.278,2.493,,,,4.785,0.2448,,0.0,0.0,0.5053,0.0,0.09402,0.09402,0.4113,,
Brazil,2020-03-08,213724406,9001,,,20,3.912,28.086,0,166,28.086,137.914,47.0,10.832,,,,26.056,4.928,,,,6.569,1.137,,0.0,0.0,0.7767,0.0,0.1314,0.1314,0.6453,,
Brazil,2020-03-09,213724406,9001,,,25,5.374,40.623,0,208,40.623,167.377,54.0,14.12,,,,26.278,6.848,,,,7.035,1.946,1.203,0.0,0.0,0.9732,0.0,0.1901,0.1901,0.7831,,
Brazil,2020-03-10,213724406,9001,,,31,7.158,55.84,0,257,55.84,201.16,190.833,17.746,,,,32.75,8.615,,,,9.681,3.675,2.339,0.0,0.0,1.202,0.0,0.2613,0.2613,0.9412,,
Brazil,2020-03-11,213724406,9001,,,38,9.326,74.127,0,315,74.127,240.873,181.167,33.481,,,,57.417,10.781,,,,12.569,5.056,2.287,0.0,0.0,1.474,0.0,0.3468,0.3468,1.127,,
Brazil,2020-03-12,213724406,9001,,,52,11.933,96.024,0,432,96.024,335.976,189.5,46.907,,,,64.778,14.963,,,,21.271,10.491,1.512,0.0,0.0,2.021,0.0,0.4493,0.4493,1.572,,
Brazil,2020-03-13,213724406,9001,,,151,15.575,126.568,0,1253,126.568,1126.432,233.833,59.87,,,,76.556,19.4,,,,27.257,11.094,-0.29774,0.0,0.0,5.863,0.0,0.5922,0.5922,5.27,,
Brazil,2020-03-14,213724406,9001,,,151,27.886,228.971,0,1253,228.971,1024.029,391.5,75.518,,,,117.833,24.442,,,,51.646,9.724,-4.50694,0.0,0.0,5.863,0.0,1.071,1.071,4.791,,
Brazil,2020-03-15,213724406,9001,,,162,39.079,322.064,0,1345,322.064,1022.936,442.667,103.895,,,,166.444,32.793,,,,56.944,3.865,-5.55035,0.0,0.0,6.293,0.0,1.507,1.507,4.786,,
Brazil,2020-03-16,213724406,9001,,,200,50.253,415.058,0,1660,415.058,1244.942,650.167,134.147,,,,271.361,44.628,,,,60.167,-7.53646,-8.14757,0.0,0.0,7.767,0.0,1.942,1.942,5.825,,
Brazil,2020-03-17,213724406,9001,,,321,62.867,527.235,1,2664,528.235,2135.765,888.167,180.134,,,,304.333,64.982,,,,42.715,-11.10764,-6.27995,0.00189,0.00038,12.465,0.00468,2.467,2.472,9.993,,
Brazil,2020-03-18,213724406,9001,,,372,84.242,719.395,3,3088,722.395,2365.605,1188.167,243.667,,,,358.5,86.439,,,,21.5,-22.86632,,0.00415,0.00097,14.449,0.01404,3.366,3.38,11.068,,
Brazil,2020-03-19,213724406,9001,,,621,107.129,931.45,6,5154,937.45,4216.55,1862.0,327.637,,,,337.306,110.876,,,,12.514,-21.25521,,0.0064,0.00116,24.115,0.02807,4.358,4.386,19.729,,
Brazil,2020-03-20,213724406,9001,,,793,148.299,1309.773,11,6582,1320.773,5261.227,2217.5,465.412,5.5,470.912,1746.588,357.361,131.12,,,,-31.29861,-21.12326,,0.00833,0.00167,30.797,0.05147,6.128,6.18,24.617,,
Brazil,2020-03-21,213724406,9001,,,1021,201.909,1784.066,15,8474,1799.066,6674.934,2593.667,622.526,7.167,629.693,1963.974,354.389,151.354,,,,-42.30556,-7.55382,,0.00834,0.00177,39.649,0.07018,8.348,8.418,31.231,,
Brazil,2020-03-22,213724406,9001,,,1546,265.008,2380.878,25,12832,2405.878,10426.122,2674.0,799.403,8.833,808.236,1865.764,233.306,169.683,,,,-62.99306,,,0.01039,0.00195,60.04,0.117,11.14,11.257,48.783,,
Brazil,2020-03-23,213724406,9001,,,1924,370.189,3319.708,34,15969,3353.708,12615.292,3032.333,966.851,11.0,977.851,2054.482,168.083,175.09,1.917,177.007,-8.92355,-17.70139,,,0.01014,0.00213,74.718,0.1591,15.533,15.692,59.026,,
Brazil,2020-03-24,213724406,9001,,,2247,496.354,4454.552,46,18650,4500.552,14149.448,3314.5,1151.789,12.833,1164.622,2149.878,105.389,174.251,1.944,176.196,-70.80676,37.292,,,0.01022,0.00247,87.262,0.2152,20.843,21.058,66.204,,
Brazil,2020-03-25,213724406,9001,,,2554,638.321,5727.866,59,21198,5786.866,15411.134,3261.833,1345.732,14.333,1360.065,1901.768,283.583,167.286,2.472,169.759,113.825,86.569,,,0.0102,0.00278,99.184,0.2761,26.8,27.076,72.108,,
Brazil,2020-03-26,213724406,9001,,,2985,789.11,7110.878,77,24776,7187.878,17588.122,3226.0,1515.953,17.0,1532.953,1693.047,382.472,177.412,2.694,180.106,202.366,134.701,27.566,,0.01071,0.00311,115.925,0.3603,33.271,33.632,82.293,,
Brazil,2020-03-27,213724406,9001,,,3417,966.737,8694.798,92,28361,8786.798,19574.202,3226.0,1668.033,18.833,1686.867,1539.133,514.361,194.198,4.306,198.503,315.858,146.514,-6.51215,,0.01047,0.00324,132.699,0.4305,40.682,41.113,91.586,,
Brazil,2020-03-28,213724406,9001,,,3904,1162.124,10455.271,111,32403,10566.271,21836.729,4375.5,1803.121,23.667,1826.788,2548.712,644.194,222.718,4.5,227.218,416.977,147.556,-25.70833,-17.32031,0.01051,0.00343,151.611,0.5194,48.919,49.439,102.172,,
Brazil,2020-03-29,213724406,9001,,,4256,1376.295,12415.428,136,35325,12551.428,22773.572,5327.167,2031.322,27.167,2058.489,3268.678,869.639,259.375,5.75,265.125,604.514,60.521,-40.56076,,0.01084,0.00385,165.283,0.6363,58.091,58.727,106.556,,
Brazil,2020-03-30,213724406,9001,,,4579,1602.723,14462.753,159,38006,14621.753,23384.247,6400.667,2316.975,38.667,2355.642,4045.025,972.694,314.136,5.944,320.08,652.614,31.868,-41.71528,,0.01087,0.00418,177.827,0.7439,67.67,68.414,109.413,,
Brazil,2020-03-31,213724406,9001,,,5717,1816.839,16546.594,201,47451,16747.594,30703.406,7127.0,2682.038,41.333,2723.371,4403.629,756.444,373.27,6.139,379.409,377.035,-15.72917,-16.67187,,0.012,0.00424,222.02,0.9405,77.42,78.361,143.659,,
Brazil,2020-04-01,213724406,9001,,,6836,2114.126,19298.812,240,56739,19538.812,37200.188,8443.833,3072.201,51.5,3123.701,5320.132,771.667,405.824,7.861,413.685,357.982,-19.30556,-12.30382,,0.01228,0.00423,265.477,1.123,90.298,91.421,174.057,,
Brazil,2020-04-02,213724406,9001,,,8044,2437.569,22596.648,324,66765,22920.648,43844.352,9062.167,3552.849,54.5,3607.349,5454.817,806.722,438.923,7.306,446.229,360.493,-6.16667,,,0.01414,0.00485,312.388,1.516,105.728,107.244,205.144,,
Brazil,2020-04-03,213724406,9001,,,9056,2882.79,26547.498,359,75165,26906.498,48258.502,8914.167,4042.742,60.5,4103.242,4810.925,895.472,469.473,9.528,479.001,416.471,-17.34722,,,0.01334,0.00478,351.691,1.68,124.214,125.893,225.798,,
Brazil,2020-04-04,213724406,9001,,,10360,3325.355,30848.634,445,85988,31293.634,54694.366,9957.167,4466.265,74.333,4540.599,5416.568,731.778,508.445,8.417,516.862,214.916,5.076,,,0.01422,0.00518,402.331,2.082,144.338,146.421,255.911,,
Brazil,2020-04-05,213724406,9001,,,11130,3883.413,35779.849,486,92379,36265.849,56113.151,11241.0,4950.514,82.5,5033.014,6207.986,702.278,527.761,8.639,536.4,165.878,-97.17361,,,0.0134,0.00526,432.234,2.274,167.411,169.685,262.549,,
Brazil,2020-04-06,213724406,9001,,,12161,4420.012,40803.045,564,100936,41367.045,59568.955,12499.833,5498.876,98.5,5597.376,6902.457,827.028,543.257,8.222,551.48,275.548,-127.26389,-31.21181,,0.01363,0.00559,472.272,2.639,190.914,193.553,278.719,,
Brazil,2020-04-07,213724406,9001,62985,samples tested,14034,4950.466,46096.405,686,116482,46782.405,69699.595,12834.5,6122.872,102.0,6224.872,6609.628,506.778,571.085,5.444,576.529,-69.75159,-106.86806,,,0.01466,0.00589,545.01,3.21,215.682,218.891,326.119,4.488,294.702
Brazil,2020-04-08,213724406,9001,,samples tested,16170,5580.878,52299.731,819,134211,53118.731,81092.269,13275.833,6719.414,106.333,6825.748,6450.086,222.722,564.133,6.056,570.188,-347.4661,-119.77083,,,0.01542,0.0061,627.963,3.832,244.706,248.538,379.424,,
Brazil,2020-04-09,213724406,9001,,samples tested,18092,6338.071,59540.756,950,150164,60490.756,89673.244,13876.333,7302.286,109.833,7412.119,6464.214,274.806,533.184,5.417,538.6,-263.79494,66.861,,,0.0157,0.00633,702.606,4.445,278.587,283.032,419.574,,
Brazil,2020-04-10,213724406,9001,,samples tested,19638,7213.246,67585.869,1057,162995,68642.869,94352.131,12997.833,7892.775,107.0,7999.775,4998.058,347.944,507.536,7.083,514.619,-166.67469,199.938,,,0.0154,0.00648,762.641,4.946,316.229,321.175,441.466,,
Brazil,2020-04-11,213724406,9001,,samples tested,20727,8179.678,76096.335,1124,172034,77220.335,94813.665,12577.333,8335.311,118.833,8454.144,4123.189,774.222,488.939,10.528,499.467,274.755,267.215,0.1875,,0.01456,0.00653,804.934,5.259,356.049,361.308,443.626,,
Brazil,2020-04-12,213724406,9001,,samples tested,22192,9119.162,84616.759,1223,184194,85839.759,98354.241,14148.667,8697.979,131.0,8828.979,5319.687,1022.472,511.334,13.111,524.445,498.028,281.264,-48.39931,,0.01425,0.00664,861.83,5.722,395.915,401.638,460.192,,
Brazil,2020-04-13,213724406,9001,,samples tested,23430,10091.42,93453.054,1328,194469,94781.054,99687.946,14922.167,9168.087,144.5,9312.587,5609.579,1343.667,556.053,13.667,569.72,773.947,67.611,-101.80556,-0.97656,0.01401,0.00683,909.905,6.214,437.26,443.473,466.432,,
Brazil,2020-04-14,213724406,9001,,samples tested,25262,10979.291,102311.595,1532,209675,103843.595,105831.405,17921.167,9653.049,169.5,9822.549,8098.618,1473.0,630.579,9.5,640.079,832.921,6.34,-120.31424,,0.01475,0.00731,981.053,7.168,478.708,485.876,495.177,,
Brazil,2020-04-15,213724406,9001,,samples tested,28320,11934.446,111728.631,1736,235056,113464.631,121591.369,20011.167,10370.287,188.5,10558.787,9452.38,1044.667,709.715,6.083,715.799,328.868,-140.00694,-3.71875,,0.0153,0.00739,1099.809,8.123,522.77,530.892,568.917,,
Brazil,2020-04-16,213724406,9001,,samples tested,30425,13078.224,122594.392,1924,252528,124518.392,128009.608,21059.833,11229.094,189.0,11418.094,9641.739,1047.833,742.501,3.194,745.696,302.137,-199.99306,32.007,,0.01545,0.00762,1181.559,9.002,573.61,582.612,598.947,,
Brazil,2020-04-17,213724406,9001,,samples tested,33682,14263.294,134014.629,2141,279561,136155.629,143405.371,21415.333,12118.783,175.833,12294.616,9120.717,783.639,768.357,4.806,773.163,10.476,52.736,,,0.01572,0.00766,1308.044,10.018,627.044,637.062,670.983,,
Brazil,2020-04-18,213724406,9001,,samples tested,36658,15620.995,146838.481,2354,304261,149192.481,155068.519,20416.667,12956.272,167.5,13123.772,7292.895,673.028,768.032,6.083,774.115,-101.0875,134.368,,15.6,0.01578,0.00774,1423.614,11.014,687.046,698.06,725.554,,
Brazil,2020-04-19,213724406,9001,,samples tested,38654,17211.45,160827.619,2462,320828,163289.619,157538.381,21209.167,13623.096,163.667,13786.762,7422.404,1255.611,752.12,12.806,764.926,490.686,357.882,99.918,,0.01508,0.00767,1501.129,11.52,752.5,764.02,737.11,,
Brazil,2020-04-20,213724406,9001,132467,samples tested,40743,18811.955,175024.29,2587,338167,177611.29,160555.71,22623.0,14263.193,198.333,14461.527,8161.473,1585.306,791.644,17.889,809.533,775.772,531.826,94.408,,0.01457,0.00765,1582.257,12.104,818.925,831.03,751.228,3.251,619.803
Brazil,2020-04-21,213724406,9001,132467,samples tested,43079,20416.504,189466.264,2741,357556,192207.264,165348.736,24049.333,14978.479,225.0,15203.479,8845.855,2215.167,856.252,23.806,880.058,1335.109,452.41,-52.00347,-65.07856,0.01426,0.00767,1672.977,12.825,886.498,899.323,773.654,3.075,619.803
Brazil,2020-04-22,213724406,9001,132467,samples tested,45757,22062.549,204332.967,2906,379783,207238.967,172544.033,28593.5,15741.814,265.833,16007.647,12585.853,2800.333,968.237,33.194,1001.432,1798.902,512.0,-140.20486,-83.88759,0.01402,0.00765,1776.975,13.597,956.058,969.655,807.32,2.895,619.803
Brazil,2020-04-23,213724406,9001,132467,samples tested,50036,23527.408,219593.788,3331,415299,222924.788,192374.212,30927.167,16868.649,283.167,17151.816,13775.351,3065.25,1137.413,27.556,1164.968,1900.282,149.868,-160.39583,,0.01494,0.00802,1943.152,15.585,1027.462,1043.048,900.104,2.647,619.803
Brazil,2020-04-24,213724406,9001,132467,samples tested,54043,25261.462,236709.353,3704,448557,240413.353,208143.647,33707.667,18093.787,310.333,18404.12,15303.546,3633.306,1311.277,26.444,1337.721,2295.585,-28.99306,-241.14236,,0.01541,0.00826,2098.764,17.331,1107.545,1124.876,973.888,2.451,619.803
Brazil,2020-04-25,213724406,9001,132467,samples tested,59324,27188.238,255278.503,4057,492389,259335.503,233053.497,38011.167,19432.518,362.833,19795.352,18215.815,2814.639,1525.299,21.111,1546.41,1268.228,-189.17361,-125.18056,,0.01564,0.00824,2303.85,18.982,1194.428,1213.411,1090.439,2.233,619.803
Brazil,2020-04-26,213724406,9001,132467,samples tested,63100,29511.853,276236.184,4286,523730,280522.184,243207.816,41014.5,21087.668,363.667,21451.335,19563.165,2684.361,1640.148,21.556,1661.704,1022.657,-452.56944,,,0.01528,0.00818,2450.492,20.054,1292.488,1312.542,1137.951,2.099,619.803
Brazil,2020-04-27,213724406,9001,132467,samples tested,67446,31858.685,298028.986,4603,559802,302631.986,257170.014,45849.167,22846.138,383.667,23229.805,22619.362,2308.556,1738.395,16.278,1754.673,553.883,-350.85417,,,0.01521,0.00822,2619.27,21.537,1394.455,1415.992,1203.279,1.964,619.803
Brazil,2020-04-28,213724406,9001,132467,samples tested,73235,34195.441,320928.078,5083,607850,326011.078,281838.922,45481.333,24893.61,392.5,25286.11,20195.223,1823.028,1802.054,2.972,1805.026,18.002,-309.11806,,,0.01559,0.00836,2844.083,23.783,1501.598,1525.381,1318.703,1.809,619.803
Brazil,2020-04-29,213724406,9001,132467,samples tested,79685,36852.4,346119.798,5513,661386,351632.798,309753.202,47033.333,26709.54,412.5,27122.04,19911.294,1411.222,1799.912,6.75,1806.662,-395.44011,39.187,,,0.01568,0.00834,3094.574,25.795,1619.468,1645.263,1449.311,1.662,619.803
Brazil,2020-04-30,213724406,9001,132467,samples tested,87187,39752.091,373786.18,6006,723652,379792.18,343859.82,47559.0,28524.157,408.0,28932.157,18626.843,1447.889,1762.935,7.778,1770.713,-322.82434,454.59,,,0.01581,0.0083,3385.912,28.102,1748.917,1777.018,1608.894,1.519,619.803
Brazil,2020-05-01,213724406,9001,132467,samples tested,92202,43112.356,404640.164,6412,765277,411052.164,354224.836,48949.333,30244.84,380.667,30625.507,18323.827,2465.306,1729.616,11.75,1741.366,723.94,791.611,100.813,,0.0156,0.00838,3580.672,30.001,1893.28,1923.281,1657.391,1.437,619.803
Brazil,2020-05-02,213724406,9001,132467,samples tested,97100,46643.142,436493.422,6761,805930,443254.422,362675.578,49481.833,31887.142,404.167,32291.309,17190.524,3641.389,1785.484,21.694,1807.178,1834.211,715.528,-165.73785,,0.01525,0.00839,3770.884,31.634,2042.319,2073.953,1696.931,1.364,619.803
Brazil,2020-05-03,213724406,9001,132467,samples tested,101826,50325.492,469173.929,7051,845156,476224.929,368931.071,54536.5,33423.751,430.333,33854.084,20682.416,4577.667,1941.786,32.139,1973.925,2603.742,442.438,-328.48264,-83.0217,0.01481,0.00834,3954.42,32.991,2195.229,2228.22,1726.2,1.301,619.803
Brazil,2020-05-04,213724406,9001,132467,samples tested,108620,54050.357,502397.117,7367,901546,509764.117,391781.883,60273.167,35271.304,463.0,35734.304,24538.863,4310.0,2169.74,40.889,2210.629,2099.371,-208.36111,-354.92361,,0.01445,0.00817,4218.264,34.47,2350.677,2385.147,1833.117,1.22,619.803
Brazil,2020-05-05,213724406,9001,132467,samples tested,115455,57770.506,537442.652,7938,958277,545380.652,412896.348,68881.667,37422.443,542.667,37965.109,30916.557,4235.056,2365.647,35.833,2401.48,1833.575,-522.31944,-231.27431,,0.01455,0.00828,4483.704,37.141,2514.653,2551.794,1931.91,1.147,619.803
Brazil,2020-05-06,213724406,9001,132467,samples tested,126611,61642.915,574328.683,8588,1050871,582916.683,467954.317,75025.0,40174.872,600.833,40775.705,34249.295,2807.944,2532.308,35.861,2568.169,239.775,-704.16667,,,0.01473,0.00817,4916.944,40.183,2687.24,2727.422,2189.522,1.046,619.803
Brazil,2020-05-07,213724406,9001,132467,samples tested,135773,66166.377,616267.985,9190,1126916,625457.985,501458.015,74809.333,43263.278,626.0,43889.278,30920.056,2488.389,2554.634,35.333,2589.967,-101.57799,-482.65972,,,0.01469,0.00816,5272.753,42.999,2883.47,2926.47,2346.283,0.9757,619.803
Brazil,2020-05-08,213724406,9001,132467,samples tested,146894,70831.797,661028.077,10017,1219220,671045.077,548174.923,74892.167,46081.025,619.167,46700.192,28191.975,1493.333,2560.566,20.167,2580.733,-1087.39918,262.479,,,0.01493,0.00822,5704.636,46.869,3092.899,3139.768,2564.868,0.9018,619.803
Brazil,2020-05-09,213724406,9001,132467,samples tested,156061,76196.907,710223.161,10656,1295306,720879.161,574426.839,71384.167,48617.599,645.5,49263.099,22121.068,2304.417,2462.406,19.472,2481.878,-177.46137,377.771,,,0.01478,0.00823,6060.637,49.859,3323.079,3372.938,2687.699,0.8488,619.803
Brazil,2020-05-10,213724406,9001,132467,samples tested,162699,82021.551,761976.783,11123,1350402,773099.783,577302.217,75203.5,50599.105,675.0,51274.105,23929.395,3857.861,2443.995,21.75,2465.745,1392.116,1099.396,156.434,,0.01439,0.00824,6318.427,52.044,3565.231,3617.274,2701.153,0.8142,619.803
Brazil,2020-05-11,213724406,9001,132467,samples tested,169594,87814.683,813928.803,11653,1407630,825581.803,582048.197,77841.667,52785.838,663.667,53449.504,24392.162,3999.472,2571.468,20.833,2592.301,1407.171,1002.285,23.99,,0.01411,0.00828,6586.192,54.523,3808.31,3862.834,2723.359,0.7811,619.803
Brazil,2020-05-12,213724406,9001,132467,samples tested,178214,93381.803,866034.275,12461,1479176,878495.275,600680.725,88851.5,54949.307,717.667,55666.974,33184.526,5890.917,2705.809,14.417,2720.226,3170.691,888.215,-260.2066,-99.85937,0.01418,0.00842,6920.95,58.304,4052.108,4110.412,2810.539,0.7433,619.803
Brazil,2020-05-13,213724406,9001,132467,samples tested,190137,99182.003,919862.614,13240,1578137,933102.614,645034.386,97956.5,57927.249,756.5,58683.749,39272.751,6313.556,2989.22,19.25,3008.47,3305.085,473.729,-143.25,-51.10026,0.01419,0.00839,7383.981,61.949,4303.966,4365.915,3018.066,0.6967,619.803
Brazil,2020-05-14,213724406,9001,132467,samples tested,203165,105488.002,977743.103,13999,1686270,991742.103,694527.897,98889.0,61509.832,744.167,62253.999,36635.001,7410.722,3284.544,24.389,3308.933,4101.789,58.569,-243.00347,,0.01412,0.0083,7889.927,65.5,4574.785,4640.285,3249.642,0.652,619.803
Brazil,2020-05-15,213724406,9001,132467,samples tested,220291,112132.093,1.039919003e6,14962,1828415,1.054881003e6,773533.997,106729.667,64852.454,732.0,65584.454,41145.213,5894.389,3660.184,21.639,3681.823,2212.566,429.285,-180.41146,,0.01418,0.00818,8555.013,70.006,4865.701,4935.707,3619.306,0.6013,619.803
