country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Congo-Brazzaville,2020-01-22,-4.0383,21.759,5554412,2148,,,0,0,128.274,0,0,128.274,-128.27388,,,,,,,,,,,,,,0.0,,0.0,0.0,23.094,23.094,-23.09405,,
Congo-Brazzaville,2020-01-23,-4.0383,21.759,5554412,2148,,,0,0,116.613,0,0,116.613,-116.61262,,,,,,,,,,,,,,0.0,,0.0,0.0,20.995,20.995,-20.99459,,
Congo-Brazzaville,2020-01-24,-4.0383,21.759,5554412,2148,,,0,0,106.011,0,0,106.011,-106.01147,,,,,,,,,,,,,,0.0,,0.0,0.0,19.086,19.086,-19.08599,,
Congo-Brazzaville,2020-01-25,-4.0383,21.759,5554412,2148,,,0,0,96.374,0,0,96.374,-96.37406,,-9.3111,,,,,,,,,,,,0.0,,0.0,0.0,17.351,17.351,-17.3509,,
Congo-Brazzaville,2020-01-26,-4.0383,21.759,5554412,2148,,,0,0,87.613,0,0,87.613,-87.61279,,-8.46464,,,,,,,,,,,,0.0,,0.0,0.0,15.774,15.774,-15.77355,,
Congo-Brazzaville,2020-01-27,-4.0383,21.759,5554412,2148,,,0,0,79.648,0,0,79.648,-79.64799,,-7.69513,,,,,,,,,,,,0.0,,0.0,0.0,14.34,14.34,-14.33959,,
Congo-Brazzaville,2020-01-28,-4.0383,21.759,5554412,2148,,,0,0,72.407,0,0,72.407,-72.40726,,-6.99557,,,,,,,,,,,,0.0,,0.0,0.0,13.036,13.036,-13.03599,,
Congo-Brazzaville,2020-01-29,-4.0383,21.759,5554412,2148,,,0,0,65.825,0,0,65.825,-65.82478,,-6.35961,,,,,,,,,,,,0.0,,0.0,0.0,11.851,11.851,-11.8509,,
Congo-Brazzaville,2020-01-30,-4.0383,21.759,5554412,2148,,,0,0,59.841,0,0,59.841,-59.84071,,-5.78146,,,,,,,,,,,,0.0,,0.0,0.0,10.774,10.774,-10.77355,,
Congo-Brazzaville,2020-01-31,-4.0383,21.759,5554412,2148,,,0,0,54.401,0,0,54.401,-54.40065,,-5.25587,,,,,,,,,,,,0.0,,0.0,0.0,9.794,9.794,-9.79413,,
Congo-Brazzaville,2020-02-01,-4.0383,21.759,5554412,2148,,,0,0,49.455,0,0,49.455,-49.45513,,-4.77807,,,,,,,,,,,,0.0,,0.0,0.0,8.904,8.904,-8.90376,,
Congo-Brazzaville,2020-02-02,-4.0383,21.759,5554412,2148,,,0,0,44.959,0,0,44.959,-44.95921,,-4.3437,,,,,,,,,,,,0.0,,0.0,0.0,8.094,8.094,-8.09432,,
Congo-Brazzaville,2020-02-03,-4.0383,21.759,5554412,2148,,,0,0,40.872,0,0,40.872,-40.87201,,-3.94882,,,,,,,,,,,,0.0,,0.0,0.0,7.358,7.358,-7.35848,,
Congo-Brazzaville,2020-02-04,-4.0383,21.759,5554412,2148,,,0,0,37.156,0,0,37.156,-37.15637,,-3.58983,,,,,,,,,,,,0.0,,0.0,0.0,6.69,6.69,-6.68952,,
Congo-Brazzaville,2020-02-05,-4.0383,21.759,5554412,2148,,,0,0,33.779,0,0,33.779,-33.77852,,-3.26348,,,,,,,,,,,,0.0,,0.0,0.0,6.081,6.081,-6.08139,,
Congo-Brazzaville,2020-02-06,-4.0383,21.759,5554412,2148,,,0,0,30.708,0,0,30.708,-30.70775,,-2.9668,,,,,,,,,,,,0.0,,0.0,0.0,5.529,5.529,-5.52853,,
Congo-Brazzaville,2020-02-07,-4.0383,21.759,5554412,2148,,,0,0,27.916,0,0,27.916,-27.91613,,-2.69709,,,,,,,,,,,,0.0,,0.0,0.0,5.026,5.026,-5.02594,,
Congo-Brazzaville,2020-02-08,-4.0383,21.759,5554412,2148,,,0,0,25.378,0,0,25.378,-25.3783,,-2.4519,,,,,,,,,,,,0.0,,0.0,0.0,4.569,4.569,-4.56904,,
Congo-Brazzaville,2020-02-09,-4.0383,21.759,5554412,2148,,,0,0,23.071,0,0,23.071,-23.07118,,-2.229,,,,,,,,,,,,0.0,,0.0,0.0,4.154,4.154,-4.15367,,
Congo-Brazzaville,2020-02-10,-4.0383,21.759,5554412,2148,,,0,0,20.974,0,0,20.974,-20.9738,,-2.02637,,,,,,,,,,,,0.0,,0.0,0.0,3.776,3.776,-3.77606,,
Congo-Brazzaville,2020-02-11,-4.0383,21.759,5554412,2148,,,0,0,19.067,0,0,19.067,-19.06709,,-1.84215,,,,,,,,,,,,0.0,,0.0,0.0,3.433,3.433,-3.43278,,
Congo-Brazzaville,2020-02-12,-4.0383,21.759,5554412,2148,,,0,0,17.334,0,0,17.334,-17.33372,,-1.67468,,,,,,,,,,,,0.0,,0.0,0.0,3.121,3.121,-3.12071,,
Congo-Brazzaville,2020-02-13,-4.0383,21.759,5554412,2148,,,0,0,15.758,0,0,15.758,-15.75793,,-1.52244,,,,,,,,,,,,0.0,,0.0,0.0,2.837,2.837,-2.83701,,
Congo-Brazzaville,2020-02-14,-4.0383,21.759,5554412,2148,,,0,0,14.325,0,0,14.325,-14.32539,,-1.38404,,,,,,,,,,,,0.0,,0.0,0.0,2.579,2.579,-2.5791,,
Congo-Brazzaville,2020-02-15,-4.0383,21.759,5554412,2148,,,0,0,13.023,0,0,13.023,-13.02308,,-1.25821,,,,,,,,,,,,0.0,,0.0,0.0,2.345,2.345,-2.34464,,
Congo-Brazzaville,2020-02-16,-4.0383,21.759,5554412,2148,,,0,0,11.839,0,0,11.839,-11.83917,,-1.14383,,,,,,,,,,,,0.0,,0.0,0.0,2.131,2.131,-2.13149,,
Congo-Brazzaville,2020-02-17,-4.0383,21.759,5554412,2148,,,0,0,10.763,0,0,10.763,-10.76288,,-1.03985,,,,,,,,,,,,0.0,,0.0,0.0,1.938,1.938,-1.93772,,
Congo-Brazzaville,2020-02-18,-4.0383,21.759,5554412,2148,,,0,0,9.784,0,0,9.784,-9.78443,,-0.94532,,,,,,,,,,,,0.0,,0.0,0.0,1.762,1.762,-1.76156,,
Congo-Brazzaville,2020-02-19,-4.0383,21.759,5554412,2148,,,0,0,8.895,0,0,8.895,-8.89494,,-0.85938,,,,,,,,,,,,0.0,,0.0,0.0,1.601,1.601,-1.60142,,
Congo-Brazzaville,2020-02-20,-4.0383,21.759,5554412,2148,,,0,0,8.086,0,0,8.086,-8.08631,,-0.78125,,,,,,,,,,,,0.0,,0.0,0.0,1.456,1.456,-1.45584,,
