country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Ghana,2020-01-22,7.946,-1.0232,31239088,2202,,,0,0,184554,0,0,184554,-184554,,,,,,,,,,,,,,0.0,,0.0,0.0,5907.791,5907.791,-5907.79091,,
Ghana,2020-01-23,7.946,-1.0232,31239088,2202,,,0,0,167776,0,0,167776,-167776,,,,,,,,,,,,,,0.0,,0.0,0.0,5370.707,5370.707,-5370.70737,,
Ghana,2020-01-24,7.946,-1.0232,31239088,2202,,,0,0,152524,0,0,152524,-152524,,,,,,,,,,,,,,0.0,,0.0,0.0,4882.473,4882.473,-4882.47288,,
Ghana,2020-01-25,7.946,-1.0232,31239088,2202,,,0,0,138658,0,0,138658,-138658,,-13396.33333,,,,,,,,,,,,0.0,,0.0,0.0,4438.606,4438.606,-4438.60589,,
Ghana,2020-01-26,7.946,-1.0232,31239088,2202,,,0,0,126053,0,0,126053,-126053,,-12178.5,,,,,,,,,,,,0.0,,0.0,0.0,4035.105,4035.105,-4035.10499,,
Ghana,2020-01-27,7.946,-1.0232,31239088,2202,,,0,0,114593,0,0,114593,-114593,,-11071.33333,,,,,,,,,,,,0.0,,0.0,0.0,3668.257,3668.257,-3668.2569,,
Ghana,2020-01-28,7.946,-1.0232,31239088,2202,,,0,0,104176,0,0,104176,-104176,,-10064.83333,,,,,,,,,,,,0.0,,0.0,0.0,3334.796,3334.796,-3334.79646,,
Ghana,2020-01-29,7.946,-1.0232,31239088,2202,,,0,0,94705,0,0,94705,-94705,,-9150.0,,,,,,,,,,,,0.0,,0.0,0.0,3031.619,3031.619,-3031.61859,,
Ghana,2020-01-30,7.946,-1.0232,31239088,2202,,,0,0,86096,0,0,86096,-86096,,-8318.0,,,,,,,,,,,,0.0,,0.0,0.0,2756.034,2756.034,-2756.03436,,
Ghana,2020-01-31,7.946,-1.0232,31239088,2202,,,0,0,78269,0,0,78269,-78269,,-7561.83333,,,,,,,,,,,,0.0,,0.0,0.0,2505.483,2505.483,-2505.48287,,
Ghana,2020-02-01,7.946,-1.0232,31239088,2202,,,0,0,71153,0,0,71153,-71153,,-6874.33333,,,,,,,,,,,,0.0,,0.0,0.0,2277.691,2277.691,-2277.69133,,
Ghana,2020-02-02,7.946,-1.0232,31239088,2202,,,0,0,64685,0,0,64685,-64685,,-6249.5,,,,,,,,,,,,0.0,,0.0,0.0,2070.643,2070.643,-2070.64304,,
Ghana,2020-02-03,7.946,-1.0232,31239088,2202,,,0,0,58805,0,0,58805,-58805,,-5681.33333,,,,,,,,,,,,0.0,,0.0,0.0,1882.417,1882.417,-1882.41731,,
Ghana,2020-02-04,7.946,-1.0232,31239088,2202,,,0,0,53459,0,0,53459,-53459,,-5164.83333,,,,,,,,,,,,0.0,,0.0,0.0,1711.286,1711.286,-1711.28555,,
Ghana,2020-02-05,7.946,-1.0232,31239088,2202,,,0,0,48599,0,0,48599,-48599,,-4695.33333,,,,,,,,,,,,0.0,,0.0,0.0,1555.711,1555.711,-1555.71123,,
Ghana,2020-02-06,7.946,-1.0232,31239088,2202,,,0,0,44181,0,0,44181,-44181,,-4268.5,,,,,,,,,,,,0.0,,0.0,0.0,1414.286,1414.286,-1414.28585,,
Ghana,2020-02-07,7.946,-1.0232,31239088,2202,,,0,0,40164,0,0,40164,-40164,,-3880.5,,,,,,,,,,,,0.0,,0.0,0.0,1285.697,1285.697,-1285.69694,,
Ghana,2020-02-08,7.946,-1.0232,31239088,2202,,,0,0,36513,0,0,36513,-36513,,-3527.66667,,,,,,,,,,,,0.0,,0.0,0.0,1168.824,1168.824,-1168.82413,,
Ghana,2020-02-09,7.946,-1.0232,31239088,2202,,,0,0,33194,0,0,33194,-33194,,-3207.0,,,,,,,,,,,,0.0,,0.0,0.0,1062.579,1062.579,-1062.57904,,
Ghana,2020-02-10,7.946,-1.0232,31239088,2202,,,0,0,30176,0,0,30176,-30176,,-2915.33333,,,,,,,,,,,,0.0,,0.0,0.0,965.969,965.969,-965.9693,,
Ghana,2020-02-11,7.946,-1.0232,31239088,2202,,,0,0,27433,0,0,27433,-27433,,-2650.33333,,,,,,,,,,,,0.0,,0.0,0.0,878.163,878.163,-878.16264,,
Ghana,2020-02-12,7.946,-1.0232,31239088,2202,,,0,0,24939,0,0,24939,-24939,,-2409.5,,,,,,,,,,,,0.0,,0.0,0.0,798.327,798.327,-798.32676,,
Ghana,2020-02-13,7.946,-1.0232,31239088,2202,,,0,0,22672,0,0,22672,-22672,,-2190.33333,,,,,,,,,,,,0.0,,0.0,0.0,725.757,725.757,-725.75742,,
Ghana,2020-02-14,7.946,-1.0232,31239088,2202,,,0,0,20611,0,0,20611,-20611,,-1991.33333,,,,,,,,,,,,0.0,,0.0,0.0,659.782,659.782,-659.78239,,
Ghana,2020-02-15,7.946,-1.0232,31239088,2202,,,0,0,18737,0,0,18737,-18737,,-1810.33333,,,,,,,,,,,,0.0,,0.0,0.0,599.793,599.793,-599.79344,,
Ghana,2020-02-16,7.946,-1.0232,31239088,2202,,,0,0,17034,0,0,17034,-17034,,-1645.66667,,,,,,,,,,,,0.0,,0.0,0.0,545.278,545.278,-545.2784,,
Ghana,2020-02-17,7.946,-1.0232,31239088,2202,,,0,0,15485,0,0,15485,-15485,,-1496.16667,,,,,,,,,,,,0.0,,0.0,0.0,495.693,495.693,-495.69309,,
Ghana,2020-02-18,7.946,-1.0232,31239088,2202,,,0,0,14077,0,0,14077,-14077,,-1360.0,,,,,,,,,,,,0.0,,0.0,0.0,450.621,450.621,-450.62135,,
Ghana,2020-02-19,7.946,-1.0232,31239088,2202,,,0,0,12798,0,0,12798,-12798,,-1236.5,,,,,,,,,,,,0.0,,0.0,0.0,409.679,409.679,-409.67905,,
