country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Uganda,2020-01-22,1.0,32.0,45624665,643,,,0,0,166832.28,0,0,166832.28,-166832.27977,,,,,,,,,,,,,,0.0,,0.0,0.0,3656.625,3656.625,-3656.62476,,
Uganda,2020-01-23,1.0,32.0,45624665,643,,,0,0,151665.709,0,0,151665.709,-151665.70888,,,,,,,,,,,,,,0.0,,0.0,0.0,3324.204,3324.204,-3324.20433,,
Uganda,2020-01-24,1.0,32.0,45624665,643,,,0,0,137877.917,0,0,137877.917,-137877.91716,,,,,,,,,,,,,,0.0,,0.0,0.0,3022.004,3022.004,-3022.00394,,
Uganda,2020-01-25,1.0,32.0,45624665,643,,,0,0,125343.561,0,0,125343.561,-125343.56106,,-12109.96786,,,,,,,,,,,,0.0,,0.0,0.0,2747.276,2747.276,-2747.2763,,
Uganda,2020-01-26,1.0,32.0,45624665,643,,,0,0,113948.692,0,0,113948.692,-113948.69187,,-11009.06169,,,,,,,,,,,,0.0,,0.0,0.0,2497.524,2497.524,-2497.52391,,
Uganda,2020-01-27,1.0,32.0,45624665,643,,,0,0,103589.72,0,0,103589.72,-103589.71988,,-10008.2379,,,,,,,,,,,,0.0,,0.0,0.0,2270.476,2270.476,-2270.47628,,
Uganda,2020-01-28,1.0,32.0,45624665,643,,,0,0,94172.473,0,0,94172.473,-94172.47262,,-9098.39809,,,,,,,,,,,,0.0,,0.0,0.0,2064.069,2064.069,-2064.06935,,
Uganda,2020-01-29,1.0,32.0,45624665,643,,,0,0,85611.339,0,0,85611.339,-85611.33875,,-8271.27099,,,,,,,,,,,,0.0,,0.0,0.0,1876.427,1876.427,-1876.42668,,
Uganda,2020-01-30,1.0,32.0,45624665,643,,,0,0,77828.49,0,0,77828.49,-77828.48977,,-7519.33726,,,,,,,,,,,,0.0,,0.0,0.0,1705.842,1705.842,-1705.84244,,
Uganda,2020-01-31,1.0,32.0,45624665,643,,,0,0,70753.173,0,0,70753.173,-70753.17252,,-6835.76115,,,,,,,,,,,,0.0,,0.0,0.0,1550.766,1550.766,-1550.76585,,
Uganda,2020-02-01,1.0,32.0,45624665,643,,,0,0,64321.066,0,0,64321.066,-64321.06593,,-6214.32832,,,,,,,,,,,,0.0,,0.0,0.0,1409.787,1409.787,-1409.78714,,
Uganda,2020-02-02,1.0,32.0,45624665,643,,,0,0,58473.696,0,0,58473.696,-58473.6963,,-5649.38938,,,,,,,,,,,,0.0,,0.0,0.0,1281.625,1281.625,-1281.62467,,
Uganda,2020-02-03,1.0,32.0,45624665,643,,,0,0,53157.906,0,0,53157.906,-53157.90572,,-5135.80853,,,,,,,,,,,,0.0,,0.0,0.0,1165.113,1165.113,-1165.11334,,
Uganda,2020-02-04,1.0,32.0,45624665,643,,,0,0,48325.369,0,0,48325.369,-48325.36884,,-4668.91684,,,,,,,,,,,,0.0,,0.0,0.0,1059.194,1059.194,-1059.19394,,
Uganda,2020-02-05,1.0,32.0,45624665,643,,,0,0,43932.153,0,0,43932.153,-43932.15349,,-4244.46986,,,,,,,,,,,,0.0,,0.0,0.0,962.904,962.904,-962.90358,,
Uganda,2020-02-06,1.0,32.0,45624665,643,,,0,0,39938.321,0,0,39938.321,-39938.32135,,-3858.60896,,,,,,,,,,,,0.0,,0.0,0.0,875.367,875.367,-875.3669,,
Uganda,2020-02-07,1.0,32.0,45624665,643,,,0,0,36307.565,0,0,36307.565,-36307.56487,,-3507.82633,,,,,,,,,,,,0.0,,0.0,0.0,795.788,795.788,-795.78809,,
Uganda,2020-02-08,1.0,32.0,45624665,643,,,0,0,33006.877,0,0,33006.877,-33006.87715,,-3188.93303,,,,,,,,,,,,0.0,,0.0,0.0,723.444,723.444,-723.44372,,
Uganda,2020-02-09,1.0,32.0,45624665,643,,,0,0,30006.252,0,0,30006.252,-30006.25196,,-2899.03002,,,,,,,,,,,,0.0,,0.0,0.0,657.676,657.676,-657.6761,,
Uganda,2020-02-10,1.0,32.0,45624665,643,,,0,0,27278.411,0,0,27278.411,-27278.41087,,-2635.48184,,,,,,,,,,,,0.0,,0.0,0.0,597.887,597.887,-597.88737,,
Uganda,2020-02-11,1.0,32.0,45624665,643,,,0,0,24798.555,0,0,24798.555,-24798.55534,,-2395.89258,,,,,,,,,,,,0.0,,0.0,0.0,543.534,543.534,-543.53397,,
Uganda,2020-02-12,1.0,32.0,45624665,643,,,0,0,22544.141,0,0,22544.141,-22544.14121,,-2178.08416,,,,,,,,,,,,0.0,,0.0,0.0,494.122,494.122,-494.12179,,
Uganda,2020-02-13,1.0,32.0,45624665,643,,,0,0,20494.674,0,0,20494.674,-20494.67383,,-1980.07651,,,,,,,,,,,,0.0,,0.0,0.0,449.202,449.202,-449.20163,,
Uganda,2020-02-14,1.0,32.0,45624665,643,,,0,0,18631.522,0,0,18631.522,-18631.52167,,-1800.06956,,,,,,,,,,,,0.0,,0.0,0.0,408.365,408.365,-408.36512,,
Uganda,2020-02-15,1.0,32.0,45624665,643,,,0,0,16937.747,0,0,16937.747,-16937.74697,,-1636.42687,,,,,,,,,,,,0.0,,0.0,0.0,371.241,371.241,-371.24102,,
Uganda,2020-02-16,1.0,32.0,45624665,643,,,0,0,15397.952,0,0,15397.952,-15397.95179,,-1487.66079,,,,,,,,,,,,0.0,,0.0,0.0,337.492,337.492,-337.49183,,
Uganda,2020-02-17,1.0,32.0,45624665,643,,,0,0,13998.138,0,0,13998.138,-13998.13799,,-1352.4189,,,,,,,,,,,,0.0,,0.0,0.0,306.811,306.811,-306.81076,,
Uganda,2020-02-18,1.0,32.0,45624665,643,,,0,0,12725.58,0,0,12725.58,-12725.57999,,-1229.47173,,,,,,,,,,,,0.0,,0.0,0.0,278.919,278.919,-278.91887,,
Uganda,2020-02-19,1.0,32.0,45624665,643,,,0,0,11568.709,0,0,11568.709,-11568.70908,,-1117.70157,,,,,,,,,,,,0.0,,0.0,0.0,253.563,253.563,-253.56261,,
Uganda,2020-02-20,1.0,32.0,45624665,643,,,0,0,10517.008,0,0,10517.008,-10517.00826,,-1016.09234,,,,,,,,,,,,0.0,,0.0,0.0,230.511,230.511,-230.51146,,
Uganda,2020-02-21,1.0,32.0,45624665,643,,,0,0,9560.917,0,0,9560.917,-9560.9166,,-923.72031,,,,,,,,,,,,0.0,,0.0,0.0,209.556,209.556,-209.55588,,
Uganda,2020-02-22,1.0,32.0,45624665,643,,,0,0,8691.742,0,0,8691.742,-8691.74236,,-839.74573,,,,,,,,,,,,0.0,,0.0,0.0,190.505,190.505,-190.50534,,
Uganda,2020-02-23,1.0,32.0,45624665,643,,,0,0,7901.584,0,0,7901.584,-7901.58396,,-763.40521,,,,,,,,,,,,0.0,,0.0,0.0,173.187,173.187,-173.18667,,
Uganda,2020-02-24,1.0,32.0,45624665,643,,,0,0,7183.258,0,0,7183.258,-7183.25815,,-694.00474,,,,,,,,,,,,0.0,,0.0,0.0,157.442,157.442,-157.44243,,
