country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Cameroon,2020-01-22,3.848,11.502,26614607,1534,,,0,0,125.083,0,0,125.083,-125.08342,,,,,,,,,,,,,,0.0,,0.0,0.0,4.7,4.7,-4.6998,,
Cameroon,2020-01-23,3.848,11.502,26614607,1534,,,0,0,111.917,0,0,111.917,-111.91675,,,,,,,,,,,,,,0.0,,0.0,0.0,4.205,4.205,-4.20509,,
Cameroon,2020-01-24,3.848,11.502,26614607,1534,,,0,0,100.136,0,0,100.136,-100.13604,,,,,,,,,,,,,,0.0,,0.0,0.0,3.762,3.762,-3.76245,,
Cameroon,2020-01-25,3.848,11.502,26614607,1534,,,0,0,89.595,0,0,89.595,-89.5954,,-10.15126,,,,,,,,,,,,0.0,,0.0,0.0,3.366,3.366,-3.3664,,
Cameroon,2020-01-26,3.848,11.502,26614607,1534,,,0,0,80.164,0,0,80.164,-80.16431,,-9.08271,,,,,,,,,,,,0.0,,0.0,0.0,3.012,3.012,-3.01204,,
Cameroon,2020-01-27,3.848,11.502,26614607,1534,,,0,0,71.726,0,0,71.726,-71.72596,,-8.12663,,,,,,,,,,,,0.0,,0.0,0.0,2.695,2.695,-2.69498,,
Cameroon,2020-01-28,3.848,11.502,26614607,1534,,,0,0,64.176,0,0,64.176,-64.17586,,-7.2712,,,,,,,,,,,,0.0,,0.0,0.0,2.411,2.411,-2.4113,,
Cameroon,2020-01-29,3.848,11.502,26614607,1534,,,0,0,57.421,0,0,57.421,-57.4205,,-6.50581,,,,,,,,,,,,0.0,,0.0,0.0,2.157,2.157,-2.15748,,
Cameroon,2020-01-30,3.848,11.502,26614607,1534,,,0,0,51.376,0,0,51.376,-51.37624,,-5.82099,,,,,,,,,,,,0.0,,0.0,0.0,1.93,1.93,-1.93038,,
Cameroon,2020-01-31,3.848,11.502,26614607,1534,,,0,0,45.968,0,0,45.968,-45.96821,,-5.20825,,,,,,,,,,,,0.0,,0.0,0.0,1.727,1.727,-1.72718,,
Cameroon,2020-02-01,3.848,11.502,26614607,1534,,,0,0,41.129,0,0,41.129,-41.12946,,-4.66001,,,,,,,,,,,,0.0,,0.0,0.0,1.545,1.545,-1.54537,,
Cameroon,2020-02-02,3.848,11.502,26614607,1534,,,0,0,36.8,0,0,36.8,-36.80004,,-4.16949,,,,,,,,,,,,0.0,,0.0,0.0,1.383,1.383,-1.3827,,
Cameroon,2020-02-03,3.848,11.502,26614607,1534,,,0,0,32.926,0,0,32.926,-32.92635,,-3.73059,,,,,,,,,,,,0.0,,0.0,0.0,1.237,1.237,-1.23715,,
Cameroon,2020-02-04,3.848,11.502,26614607,1534,,,0,0,29.46,0,0,29.46,-29.46042,,-3.3379,,,,,,,,,,,,0.0,,0.0,0.0,1.107,1.107,-1.10693,,
Cameroon,2020-02-05,3.848,11.502,26614607,1534,,,0,0,26.359,0,0,26.359,-26.35932,,-2.98654,,,,,,,,,,,,0.0,,0.0,0.0,0.9904,0.9904,-0.99041,,
Cameroon,2020-02-06,3.848,11.502,26614607,1534,,,0,0,23.585,0,0,23.585,-23.58466,,-2.67217,,,,,,,,,,,,0.0,,0.0,0.0,0.8862,0.8862,-0.88615,,
Cameroon,2020-02-07,3.848,11.502,26614607,1534,,,0,0,21.102,0,0,21.102,-21.10206,,-2.39089,,,,,,,,,,,,0.0,,0.0,0.0,0.7929,0.7929,-0.79288,,
Cameroon,2020-02-08,3.848,11.502,26614607,1534,,,0,0,18.881,0,0,18.881,-18.88079,,-2.13922,,,,,,,,,,,,0.0,,0.0,0.0,0.7094,0.7094,-0.70941,,
Cameroon,2020-02-09,3.848,11.502,26614607,1534,,,0,0,16.893,0,0,16.893,-16.89334,,-1.91403,,,,,,,,,,,,0.0,,0.0,0.0,0.6347,0.6347,-0.63474,,
Cameroon,2020-02-10,3.848,11.502,26614607,1534,,,0,0,15.115,0,0,15.115,-15.11509,,-1.71256,,,,,,,,,,,,0.0,,0.0,0.0,0.5679,0.5679,-0.56792,,
Cameroon,2020-02-11,3.848,11.502,26614607,1534,,,0,0,13.524,0,0,13.524,-13.52403,,-1.53229,,,,,,,,,,,,0.0,,0.0,0.0,0.5081,0.5081,-0.50814,,
Cameroon,2020-02-12,3.848,11.502,26614607,1534,,,0,0,12.1,0,0,12.1,-12.10045,,-1.37099,,,,,,,,,,,,0.0,,0.0,0.0,0.4547,0.4547,-0.45465,,
Cameroon,2020-02-13,3.848,11.502,26614607,1534,,,0,0,10.827,0,0,10.827,-10.82672,,-1.22668,,,,,,,,,,,,0.0,,0.0,0.0,0.4068,0.4068,-0.4068,,
Cameroon,2020-02-14,3.848,11.502,26614607,1534,,,0,0,9.687,0,0,9.687,-9.68706,,-1.09756,,,,,,,,,,,,0.0,,0.0,0.0,0.364,0.364,-0.36398,,
Cameroon,2020-02-15,3.848,11.502,26614607,1534,,,0,0,8.667,0,0,8.667,-8.66737,,-0.98202,,,,,,,,,,,,0.0,,0.0,0.0,0.3257,0.3257,-0.32566,,
Cameroon,2020-02-16,3.848,11.502,26614607,1534,,,0,0,7.755,0,0,7.755,-7.75502,,-0.87865,,,,,,,,,,,,0.0,,0.0,0.0,0.2914,0.2914,-0.29138,,
Cameroon,2020-02-17,3.848,11.502,26614607,1534,,,0,0,6.939,0,0,6.939,-6.9387,,-0.78616,,,,,,,,,,,,0.0,,0.0,0.0,0.2607,0.2607,-0.26071,,
Cameroon,2020-02-18,3.848,11.502,26614607,1534,,,0,0,6.208,0,0,6.208,-6.20831,,-0.70341,,,,,,,,,,,,0.0,,0.0,0.0,0.2333,0.2333,-0.23327,,
Cameroon,2020-02-19,3.848,11.502,26614607,1534,,,0,0,5.555,0,0,5.555,-5.5548,,-0.62937,,,,,,,,,,,,0.0,,0.0,0.0,0.2087,0.2087,-0.20871,,
Cameroon,2020-02-20,3.848,11.502,26614607,1534,,,0,0,4.97,0,0,4.97,-4.97009,,-0.56312,,,,,,,,,,,,0.0,,0.0,0.0,0.1867,0.1867,-0.18674,,
Cameroon,2020-02-21,3.848,11.502,26614607,1534,,,0,0,4.447,0,0,4.447,-4.44692,,-0.50384,,,,,,,,,,,,0.0,,0.0,0.0,0.1671,0.1671,-0.16709,,
Cameroon,2020-02-22,3.848,11.502,26614607,1534,,,0,0,3.979,0,0,3.979,-3.97882,,-0.45081,,,,,,,,,,,,0.0,,0.0,0.0,0.1495,0.1495,-0.1495,,
Cameroon,2020-02-23,3.848,11.502,26614607,1534,,,0,0,3.56,0,0,3.56,-3.56,,-0.40335,,,,,,,,,,,,0.0,,0.0,0.0,0.1338,0.1338,-0.13376,,
Cameroon,2020-02-24,3.848,11.502,26614607,1534,,,0,0,3.185,0,0,3.185,-3.18526,,-0.36089,,,,,,,,,,,,0.0,,0.0,0.0,0.1197,0.1197,-0.11968,,
Cameroon,2020-02-25,3.848,11.502,26614607,1534,,,0,0,2.85,0,0,2.85,-2.84997,,-0.32291,,,,,,,,,,,,0.0,,0.0,0.0,0.1071,0.1071,-0.10708,,
Cameroon,2020-02-26,3.848,11.502,26614607,1534,,,0,0,2.55,0,0,2.55,-2.54998,,-0.28892,,,,,,,,,,,,0.0,,0.0,0.0,0.09581,0.09581,-0.09581,,
Cameroon,2020-02-27,3.848,11.502,26614607,1534,,,0,0,2.282,0,0,2.282,-2.28156,,-0.2585,,,,,,,,,,,,0.0,,0.0,0.0,0.08573,0.08573,-0.08573,,
Cameroon,2020-02-28,3.848,11.502,26614607,1534,,,0,0,2.041,0,0,2.041,-2.04139,,-0.23129,,,,,,,,,,,,0.0,,0.0,0.0,0.0767,0.0767,-0.0767,,
Cameroon,2020-02-29,3.848,11.502,26614607,1534,,,0,0,1.827,0,0,1.827,-1.82651,,-0.20695,,,,,,,,,,,,0.0,,0.0,0.0,0.06863,0.06863,-0.06863,,
Cameroon,2020-03-01,3.848,11.502,26614607,1534,,,0,0,1.634,0,0,1.634,-1.63425,,-0.18516,,,,,,,,,,,,0.0,,0.0,0.0,0.0614,0.0614,-0.0614,,
Cameroon,2020-03-02,3.848,11.502,26614607,1534,,,0,0,1.462,0,0,1.462,-1.46222,,-0.16567,,,,,,,,,,,,0.0,,0.0,0.0,0.05494,0.05494,-0.05494,,
Cameroon,2020-03-03,3.848,11.502,26614607,1534,,,0,0,1.308,0,0,1.308,-1.3083,,-0.14823,,,,,,,,,,,,0.0,,0.0,0.0,0.04916,0.04916,-0.04916,,
Cameroon,2020-03-04,3.848,11.502,26614607,1534,,,0,0,1.171,0,0,1.171,-1.17059,,-0.11508,,,,,,,,,,,,0.0,,0.0,0.0,0.04398,0.04398,-0.04398,,
Cameroon,2020-03-05,3.848,11.502,26614607,1534,,,0,0,1.047,0,0,1.047,-1.04737,,-0.08543,,,,,,,,,,,,0.0,,0.0,0.0,0.03935,0.03935,-0.03935,,
Cameroon,2020-03-06,3.848,11.502,26614607,1534,,,1,0,0.9371,0,1,0.9371,0.06288,,-0.04135,,,,,,,,,,,,0.0,0.0,0.03757,0.0,0.03521,0.03521,0.00236,,
Cameroon,2020-03-07,3.848,11.502,26614607,1534,,,1,0,0.9437,0,1,0.9437,0.05626,,-0.00191,,,,,,,,,,,,0.0,0.0,0.03757,0.0,0.03546,0.03546,0.00211,,
Cameroon,2020-03-08,3.848,11.502,26614607,1534,,,2,0,0.9497,0,2,0.9497,1.05,,0.03338,,,,,,,,,,,,0.0,0.0,0.07515,0.0,0.03568,0.03568,0.03946,,
Cameroon,2020-03-09,3.848,11.502,26614607,1534,,,2,0,1.06,0,2,1.06,0.9398,0.1667,0.06496,,,,,,,,,,,,0.0,0.0,0.07515,0.0,0.03984,0.03984,0.03531,,
Cameroon,2020-03-10,3.848,11.502,26614607,1534,,,2,0,1.159,0,2,1.159,0.8409,0.1667,0.07566,,,,,,,,,,,,0.0,0.0,0.07515,0.0,0.04355,0.04355,0.03159,,
Cameroon,2020-03-11,3.848,11.502,26614607,1534,,,2,0,1.248,0,2,1.248,0.7523,0.0,0.08524,,,,,0.01046,,,,,,,0.0,0.0,0.07515,0.0,0.04688,0.04688,0.02827,,
Cameroon,2020-03-12,3.848,11.502,26614607,1534,,,2,0,1.327,0,2,1.327,0.6731,0.0,0.07627,,,,0.1944,0.0269,,,,,,,0.0,0.0,0.07515,0.0,0.04985,0.04985,0.02529,,
Cameroon,2020-03-13,3.848,11.502,26614607,1534,,,2,0,1.398,0,2,1.398,0.6023,0.3333,0.06824,,,,0.2778,0.04454,,,,,,,0.0,0.0,0.07515,0.0,0.05252,0.05252,0.02263,,
Cameroon,2020-03-14,3.848,11.502,26614607,1534,,,2,0,1.461,0,2,1.461,0.5389,1.333,0.09614,,,,,0.06909,,,,0.1875,,,0.0,0.0,0.07515,0.0,0.0549,0.0549,0.02025,,
Cameroon,2020-03-15,3.848,11.502,26614607,1534,,,2,0,1.518,0,2,1.518,0.4822,1.333,0.2264,,,,,0.1144,,,,0.1944,,,0.0,0.0,0.07515,0.0,0.05703,0.05703,0.01812,,
Cameroon,2020-03-16,3.848,11.502,26614607,1534,,,4,0,1.569,0,4,1.569,2.431,1.833,0.3429,,,,0.9444,0.1755,,,,,-0.04167,,0.0,0.0,0.1503,0.0,0.05894,0.05894,0.09136,,
