country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Sao Tome and Principe,2020-01-22,0.1864,6.613,220479,,,,0,0,676.924,0,0,676.924,-676.92385,,,,,,,,,,,,,,0.0,,0.0,0.0,3070.242,3070.242,-3070.24185,,
Sao Tome and Principe,2020-01-23,0.1864,6.613,220479,,,,0,0,605.669,0,0,605.669,-605.66871,,,,,,,,,,,,,,0.0,,0.0,0.0,2747.058,2747.058,-2747.0585,,
Sao Tome and Principe,2020-01-24,0.1864,6.613,220479,,,,0,0,541.914,0,0,541.914,-541.91411,,,,,,,,,,,,,,0.0,,0.0,0.0,2457.894,2457.894,-2457.89445,,
Sao Tome and Principe,2020-01-25,0.1864,6.613,220479,,,,0,0,484.871,0,0,484.871,-484.87052,,-54.93638,,,,,,,,,,,,0.0,,0.0,0.0,2199.169,2199.169,-2199.16872,,
Sao Tome and Principe,2020-01-26,0.1864,6.613,220479,,,,0,0,433.832,0,0,433.832,-433.83152,,-49.1536,,,,,,,,,,,,0.0,,0.0,0.0,1967.677,1967.677,-1967.67727,,
Sao Tome and Principe,2020-01-27,0.1864,6.613,220479,,,,0,0,388.165,0,0,388.165,-388.16504,,-43.97954,,,,,,,,,,,,0.0,,0.0,0.0,1760.553,1760.553,-1760.55335,,
Sao Tome and Principe,2020-01-28,0.1864,6.613,220479,,,,0,0,347.306,0,0,347.306,-347.30556,,-39.35012,,,,,,,,,,,,0.0,,0.0,0.0,1575.232,1575.232,-1575.23194,,
Sao Tome and Principe,2020-01-29,0.1864,6.613,220479,,,,0,0,310.747,0,0,310.747,-310.74708,,-35.208,,,,,,,,,,,,0.0,,0.0,0.0,1409.418,1409.418,-1409.41805,,
Sao Tome and Principe,2020-01-30,0.1864,6.613,220479,,,,0,0,278.037,0,0,278.037,-278.03686,,-31.50189,,,,,,,,,,,,0.0,,0.0,0.0,1261.058,1261.058,-1261.05826,,
Sao Tome and Principe,2020-01-31,0.1864,6.613,220479,,,,0,0,248.77,0,0,248.77,-248.76983,,-28.1859,,,,,,,,,,,,0.0,,0.0,0.0,1128.315,1128.315,-1128.31528,,
Sao Tome and Principe,2020-02-01,0.1864,6.613,220479,,,,0,0,222.584,0,0,222.584,-222.58353,,-25.21897,,,,,,,,,,,,0.0,,0.0,0.0,1009.545,1009.545,-1009.54525,,
