country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Cuba,2020-01-22,22.0,-80.0,11361908,8822,,,0,0,2237.697,0,0,2237.697,-2237.6974,,,,,,,,,,,,,,0.0,,0.0,0.0,196.947,196.947,-196.94733,,
Cuba,2020-01-23,22.0,-80.0,11361908,8822,,,0,0,2034.27,0,0,2034.27,-2034.27037,,,,,,,,,,,,,,0.0,,0.0,0.0,179.043,179.043,-179.04302,,
Cuba,2020-01-24,22.0,-80.0,11361908,8822,,,0,0,1849.337,0,0,1849.337,-1849.3367,,,,,,,,,,,,,,0.0,,0.0,0.0,162.766,162.766,-162.76639,,
Cuba,2020-01-25,22.0,-80.0,11361908,8822,,,0,0,1681.215,0,0,1681.215,-1681.21518,,-162.42926,,,,,,,,,,,,0.0,,0.0,0.0,147.969,147.969,-147.96944,,
Cuba,2020-01-26,22.0,-80.0,11361908,8822,,,0,0,1528.377,0,0,1528.377,-1528.37744,,-147.66296,,,,,,,,,,,,0.0,,0.0,0.0,134.518,134.518,-134.51767,,
Cuba,2020-01-27,22.0,-80.0,11361908,8822,,,0,0,1389.434,0,0,1389.434,-1389.43403,,-134.23906,,,,,,,,,,,,0.0,,0.0,0.0,122.289,122.289,-122.28879,,
Cuba,2020-01-28,22.0,-80.0,11361908,8822,,,0,0,1263.122,0,0,1263.122,-1263.12185,,-122.03551,,,,,,,,,,,,0.0,,0.0,0.0,111.172,111.172,-111.17163,,
Cuba,2020-01-29,22.0,-80.0,11361908,8822,,,0,0,1148.293,0,0,1148.293,-1148.29259,,-110.94137,,,,,,,,,,,,0.0,,0.0,0.0,101.065,101.065,-101.06512,,
Cuba,2020-01-30,22.0,-80.0,11361908,8822,,,0,0,1043.902,0,0,1043.902,-1043.90235,,-100.85579,,,,,,,,,,,,0.0,,0.0,0.0,91.877,91.877,-91.87738,,
Cuba,2020-01-31,22.0,-80.0,11361908,8822,,,0,0,949.002,0,0,949.002,-949.00214,,-91.68708,,,,,,,,,,,,0.0,,0.0,0.0,83.525,83.525,-83.52489,,
Cuba,2020-02-01,22.0,-80.0,11361908,8822,,,0,0,862.729,0,0,862.729,-862.72922,,-83.35189,,,,,,,,,,,,0.0,,0.0,0.0,75.932,75.932,-75.93172,,
Cuba,2020-02-02,22.0,-80.0,11361908,8822,,,0,0,784.299,0,0,784.299,-784.29929,,-75.77445,,,,,,,,,,,,0.0,,0.0,0.0,69.029,69.029,-69.02884,,
Cuba,2020-02-03,22.0,-80.0,11361908,8822,,,0,0,712.999,0,0,712.999,-712.99935,,-68.88586,,,,,,,,,,,,0.0,,0.0,0.0,62.753,62.753,-62.75349,,
Cuba,2020-02-04,22.0,-80.0,11361908,8822,,,0,0,648.181,0,0,648.181,-648.18123,,-62.62351,,,,,,,,,,,,0.0,,0.0,0.0,57.049,57.049,-57.04863,,
Cuba,2020-02-05,22.0,-80.0,11361908,8822,,,0,0,589.256,0,0,589.256,-589.25566,,-56.93046,,,,,,,,,,,,0.0,,0.0,0.0,51.862,51.862,-51.86239,,
Cuba,2020-02-06,22.0,-80.0,11361908,8822,,,0,0,535.687,0,0,535.687,-535.68697,,-51.75497,,,,,,,,,,,,0.0,,0.0,0.0,47.148,47.148,-47.14762,,
Cuba,2020-02-07,22.0,-80.0,11361908,8822,,,0,0,486.988,0,0,486.988,-486.98815,,-47.04997,,,,,,,,,,,,0.0,,0.0,0.0,42.861,42.861,-42.86148,,
Cuba,2020-02-08,22.0,-80.0,11361908,8822,,,0,0,442.717,0,0,442.717,-442.7165,,-42.7727,,,,,,,,,,,,0.0,,0.0,0.0,38.965,38.965,-38.96498,,
Cuba,2020-02-09,22.0,-80.0,11361908,8822,,,0,0,402.47,0,0,402.47,-402.46955,,-38.88427,,,,,,,,,,,,0.0,,0.0,0.0,35.423,35.423,-35.42271,,
Cuba,2020-02-10,22.0,-80.0,11361908,8822,,,0,0,365.881,0,0,365.881,-365.88141,,-35.34934,,,,,,,,,,,,0.0,,0.0,0.0,32.202,32.202,-32.20246,,
