Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-28,SP,Caconde,1,0,0,19175,3508702,0,1,,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-04-29,SP,Caconde,1,0,0,19175,3508702,0,1,,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-04-30,SP,Caconde,1,0,0,19175,3508702,0,1,,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-01,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-02,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-03,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-04,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-05,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-06,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-07,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-08,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-09,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-10,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-11,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-12,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-13,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-14,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-15,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-16,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-17,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-18,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-19,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-20,SP,Caconde,1,0,0,19175,3508702,0,1,0.0,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-21,SP,Caconde,1,0,0,19175,3508702,0,1,,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-22,SP,Caconde,1,0,0,19175,3508702,0,1,,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
2020-05-23,SP,Caconde,1,0,0,19175,3508702,0,1,,,,,,,,,,,,,,,0.0,52.151,0.0,0.0,0.0,52.151
