Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-05-07,GO,Alexânia,1,0,0,27930,5200308,0,1,,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-08,GO,Alexânia,1,0,0,27930,5200308,0,1,,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-09,GO,Alexânia,1,0,0,27930,5200308,0,1,,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-10,GO,Alexânia,1,0,0,27930,5200308,0,1,0.0,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-11,GO,Alexânia,1,0,0,27930,5200308,0,1,0.0,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-12,GO,Alexânia,1,0,0,27930,5200308,0,1,0.0,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-13,GO,Alexânia,1,0,0,27930,5200308,0,1,0.0,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-14,GO,Alexânia,1,0,0,27930,5200308,0,1,0.0,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-15,GO,Alexânia,1,0,0,27930,5200308,0,1,0.0,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-16,GO,Alexânia,1,0,0,27930,5200308,0,1,,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-17,GO,Alexânia,1,0,0,27930,5200308,0,1,,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
2020-05-18,GO,Alexânia,1,0,0,27930,5200308,0,1,,,,,,,,,,,,,,,0.0,35.804,0.0,0.0,0.0,35.804
