Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-05-08,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-09,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-10,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-11,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-12,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-13,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-14,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-15,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-16,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-17,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-18,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-19,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,0.0,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-20,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-21,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
2020-05-22,MA,Barão de Grajaú,1,0,0,19008,2101509,0,1,,,,,,,,,,,,,,,0.0,52.609,0.0,0.0,0.0,52.609
