Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-30,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-01,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-02,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-03,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-04,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-05,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-06,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-07,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-08,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-09,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-10,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-11,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-12,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-13,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-14,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-15,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-16,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,0.0,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-17,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-18,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
2020-05-19,MG,Icaraí de Minas,1,0,0,12110,3130051,0,1,,,,,,,,,,,,,,,0.0,82.576,0.0,0.0,0.0,82.576
