Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-16,CE,9,0,0,9223399,23,8.3,75,0,75,,,,,,,,,,,,,,,0.0,8.131,0.0,0.0,0.0,8.131
2020-03-17,CE,10,0,0,9223399,23,8.3,83,0,83,,,,,,,,,,,,,,,0.0,8.999,0.0,0.0,0.0,8.999
2020-03-18,CE,19,0,0,9223399,23,8.3,158,0,158,,,,,,,,,,,,,,,0.0,17.13,0.0,0.0,0.0,17.13
2020-03-19,CE,24,0,0,9223399,23,8.3,199,0,199,160.5,,,,,,,,,,,,,,0.0,21.576,0.0,0.0,0.0,21.576
2020-03-20,CE,68,0,1,9223399,23,8.3,564,1,563,213.0,,,,,,,,,,,,,0.0,0.0,61.149,0.0,0.1084,0.1084,61.04
2020-03-21,CE,84,0,1,9223399,23,8.3,697,1,696,229.667,,,,,,,,,,,,,0.0,0.0,75.569,0.0,0.1084,0.1084,75.46
2020-03-22,CE,125,0,1,9223399,23,8.3,1038,1,1037,258.667,,,,,18.667,,,,,,,,0.0,0.0,112.54,0.0,0.1084,0.1084,112.431
2020-03-23,CE,164,0,1,9223399,23,8.3,1361,1,1360,233.833,0.3333,,,,9.472,,,,,,,,0.0,0.0,147.559,0.0,0.1084,0.1084,147.451
2020-03-24,CE,185,0,1,9223399,23,8.3,1536,1,1535,274.0,0.3333,,,,7.139,,,,,-2.41667,,,0.0,0.0,166.533,0.0,0.1084,0.1084,166.425
2020-03-25,CE,211,0,1,9223399,23,8.3,1751,1,1750,272.5,0.3333,,,,0.6944,,,,,2.41,,,0.0,0.0,189.843,0.0,0.1084,0.1084,189.735
2020-03-26,CE,237,3,3,9223399,23,8.3,1967,6,1961,269.833,0.3333,,,,9.0,1.25,,,,6.222,,,0.5,0.00153,213.262,0.3253,0.3253,0.6505,212.611
2020-03-27,CE,282,3,3,9223399,23,8.3,2341,6,2335,272.5,9.833,,,,19.111,1.361,,,,10.833,4.747,,0.5,0.00128,253.811,0.3253,0.3253,0.6505,253.16
2020-03-28,CE,322,4,3,9223399,23,8.3,2673,7,2666,262.833,8.667,,,,32.028,1.389,,,,19.708,4.149,,0.5714,0.0015,289.806,0.4337,0.3253,0.7589,289.047
2020-03-29,CE,359,5,3,9223399,23,8.3,2980,8,2972,287.833,7.833,1.0,8.833,279.0,44.028,1.417,,,,21.396,2.465,-2.62196,0.625,0.00168,323.091,0.5421,0.3253,0.8674,322.224
2020-03-30,CE,382,5,60,9223399,23,8.3,3171,65,3106,388.667,8.5,3.0,11.5,377.167,87.833,-1.5,,,,22.819,-3.91493,-3.92188,0.07692,0.00158,343.8,0.5421,6.505,7.047,336.752
2020-03-31,CE,401,7,53,9223399,23,8.3,3328,60,3268,464.667,8.667,3.0,11.667,453.0,104.694,-1.05556,,,,20.694,-5.74132,-3.68273,0.1167,0.0021,360.821,0.7589,5.746,6.505,354.316
2020-04-01,CE,445,9,50,9223399,23,8.3,3694,59,3635,534.0,8.833,3.0,11.833,522.167,123.306,-0.88889,0.6944,-0.19444,123.5,4.049,-11.53819,,0.1525,0.00244,400.503,0.9758,5.421,6.397,394.106
