Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-02-25,SP,1,0,0,46378239,35,11.9,12,0,12,,,,,,,,,,,,,,,0.0,0.2587,0.0,0.0,0.0,0.2587
2020-02-26,SP,1,0,0,46378239,35,11.9,12,0,12,,,,,,,,,,,,,,,0.0,0.2587,0.0,0.0,0.0,0.2587
2020-02-27,SP,1,0,0,46378239,35,11.9,12,0,12,,,,,,,,,,,,,,,0.0,0.2587,0.0,0.0,0.0,0.2587
2020-02-28,SP,2,0,0,46378239,35,11.9,24,0,24,2.0,,,,,,,,,,,,,,0.0,0.5175,0.0,0.0,0.0,0.5175
2020-02-29,SP,2,0,0,46378239,35,11.9,24,0,24,2.0,,,,,,,,,,,,,,0.0,0.5175,0.0,0.0,0.0,0.5175
2020-03-01,SP,2,0,0,46378239,35,11.9,24,0,24,4.0,,,,,,,,,,,,,,0.0,0.5175,0.0,0.0,0.0,0.5175
2020-03-02,SP,2,0,0,46378239,35,11.9,24,0,24,7.833,,,,,4.278,,,,,,,,,0.0,0.5175,0.0,0.0,0.0,0.5175
2020-03-03,SP,2,0,0,46378239,35,11.9,24,0,24,15.833,,,,,4.278,,,,,,,,,0.0,0.5175,0.0,0.0,0.0,0.5175
2020-03-04,SP,3,0,0,46378239,35,11.9,36,0,36,21.833,,,,,4.611,,,,,1.243,,,,0.0,0.7762,0.0,0.0,0.0,0.7762
2020-03-05,SP,6,0,0,46378239,35,11.9,71,0,71,27.667,,,,,6.639,,,,,,,,,0.0,1.531,0.0,0.0,0.0,1.531
2020-03-06,SP,10,0,0,46378239,35,11.9,119,0,119,27.667,,,,,9.25,,,,,,,,,0.0,2.566,0.0,0.0,0.0,2.566
2020-03-07,SP,13,0,0,46378239,35,11.9,155,0,155,31.667,,,,,,,,,,,,,,0.0,3.342,0.0,0.0,0.0,3.342
2020-03-08,SP,16,0,0,46378239,35,11.9,190,0,190,47.667,,,,,,,,,,,,,,0.0,4.097,0.0,0.0,0.0,4.097
2020-03-09,SP,16,0,0,46378239,35,11.9,190,0,190,71.333,,,,,,,,,,,,,,0.0,4.097,0.0,0.0,0.0,4.097
2020-03-10,SP,19,0,0,46378239,35,11.9,226,0,226,,,,,,,,,,,,,,,0.0,4.873,0.0,0.0,0.0,4.873
