Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-13,AM,2,0,0,4186043,13,19.4,39,0,39,,,,,,,,,,,,,,,0.0,9.317,0.0,0.0,0.0,9.317
2020-03-18,AM,2,0,0,4186043,13,19.4,39,0,39,,,,,,,,,,,,,,,0.0,9.317,0.0,0.0,0.0,9.317
2020-03-19,AM,3,0,0,4186043,13,19.4,58,0,58,,,,,,,,,,,,,,,0.0,13.856,0.0,0.0,0.0,13.856
2020-03-20,AM,7,0,0,4186043,13,19.4,136,0,136,,,,,,,,,,,,,,,0.0,32.489,0.0,0.0,0.0,32.489
2020-03-21,AM,11,0,0,4186043,13,19.4,213,0,213,145.5,,,,,,,,,,,,,,0.0,50.883,0.0,0.0,0.0,50.883
2020-03-22,AM,26,0,0,4186043,13,19.4,504,0,504,165.0,,,,,,,,,,,,,,0.0,120.4,0.0,0.0,0.0,120.4
2020-03-23,AM,32,0,0,4186043,13,19.4,621,0,621,194.0,,,,,,,,,,,,,,0.0,148.35,0.0,0.0,0.0,148.35
2020-03-24,AM,47,1,0,4186043,13,19.4,912,1,911,226.333,,,,,31.778,,,,,,,,1.0,0.0011,217.867,0.2389,0.0,0.2389,217.628
2020-03-25,AM,54,1,0,4186043,13,19.4,1048,1,1047,274.833,,,,,37.694,,,,,,,,1.0,0.00095,250.356,0.2389,0.0,0.2389,250.117
2020-03-26,AM,67,1,0,4186043,13,19.4,1300,1,1299,349.167,,,,,39.333,,,,,0.6806,,,1.0,0.00077,310.556,0.2389,0.0,0.2389,310.317
2020-03-27,AM,81,1,0,4186043,13,19.4,1571,1,1570,336.167,,0.1667,,,42.056,,,,,-0.9375,,,1.0,0.00064,375.295,0.2389,0.0,0.2389,375.056
2020-03-28,AM,111,1,0,4186043,13,19.4,2153,1,2152,391.167,,0.3333,,,34.5,,,,,12.0,7.878,,1.0,0.00046,514.328,0.2389,0.0,0.2389,514.089
2020-03-29,AM,140,1,0,4186043,13,19.4,2716,1,2715,430.0,,0.3333,,,33.944,,,,,21.285,,,1.0,0.00037,648.823,0.2389,0.0,0.2389,648.584
2020-03-30,AM,151,2,4,4186043,13,19.4,2929,6,2923,478.667,,0.3333,,,87.333,,0.3333,,,32.194,8.045,-3.45139,0.3333,0.00068,699.706,0.4778,0.9556,1.433,698.273
2020-03-31,AM,175,3,4,4186043,13,19.4,3395,7,3388,481.833,,1.0,,,127.194,,0.3889,,,49.035,3.536,,0.4286,0.00088,811.028,0.7167,0.9556,1.672,809.356
2020-04-01,AM,200,3,4,4186043,13,19.4,3880,7,3873,552.833,,1.833,,,163.278,,0.5,,,44.181,-5.92708,-7.1888,0.4286,0.00077,926.89,0.7167,0.9556,1.672,925.217
2020-04-02,AM,229,3,4,4186043,13,19.4,4443,7,4436,860.167,0.1667,2.167,2.333,857.833,230.083,,0.6944,,,35.431,-15.96354,-6.41623,0.4286,0.00068,1061.384,0.7167,0.9556,1.672,1059.712
