Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,PE,2,0,0,9652642,26,14.047,28,0,28,,,,,,,,,,,,,,,0.0,2.901,0.0,0.0,0.0,2.901
2020-03-13,PE,2,0,0,9652642,26,14.047,28,0,28,,,,,,,,,,,,,,,0.0,2.901,0.0,0.0,0.0,2.901
2020-03-14,PE,7,0,0,9652642,26,14.047,98,0,98,,,,,,,,,,,,,,,0.0,10.153,0.0,0.0,0.0,10.153
2020-03-15,PE,8,0,0,9652642,26,14.047,112,0,112,39.833,,,,,,,,,,,,,,0.0,11.603,0.0,0.0,0.0,11.603
2020-03-16,PE,8,0,0,9652642,26,14.047,112,0,112,60.833,,,,,,,,,,,,,,0.0,11.603,0.0,0.0,0.0,11.603
2020-03-17,PE,18,0,0,9652642,26,14.047,253,0,253,56.167,,,,,,,,,,,,,,0.0,26.21,0.0,0.0,0.0,26.21
2020-03-18,PE,19,0,0,9652642,26,14.047,267,0,267,58.667,,,,,2.333,,,,,,,,,0.0,27.661,0.0,0.0,0.0,27.661
2020-03-19,PE,28,0,0,9652642,26,14.047,393,0,393,68.0,,,,,-3.11111,,,,,,,,,0.0,40.714,0.0,0.0,0.0,40.714
2020-03-20,PE,31,0,0,9652642,26,14.047,435,0,435,56.167,,,,,-2.72222,,,,,-0.39583,,,,0.0,45.065,0.0,0.0,0.0,45.065
2020-03-21,PE,33,0,0,9652642,26,14.047,464,0,464,53.833,,,,,-0.41667,,,,,,,,,0.0,48.07,0.0,0.0,0.0,48.07
2020-03-22,PE,37,0,0,9652642,26,14.047,520,0,520,42.167,,,,,0.75,,,,,,,,,0.0,53.871,0.0,0.0,0.0,53.871
2020-03-23,PE,42,0,0,9652642,26,14.047,590,0,590,39.833,,,,,2.722,,,,,,,,,0.0,61.123,0.0,0.0,0.0,61.123
2020-03-24,PE,42,0,0,9652642,26,14.047,590,0,590,56.167,,,,,4.694,,,,,2.736,,,,0.0,61.123,0.0,0.0,0.0,61.123
2020-03-25,PE,46,1,0,9652642,26,14.047,646,1,645,72.5,,,,,8.972,,,,,1.757,,,1.0,0.00155,66.925,0.1036,0.0,0.1036,66.821
2020-03-26,PE,48,3,0,9652642,26,14.047,674,3,671,72.5,,,,,11.694,,,,,2.438,0.7535,,1.0,0.00445,69.825,0.3108,0.0,0.3108,69.515
2020-03-27,PE,57,4,0,9652642,26,14.047,801,4,797,82.0,,,,,9.75,,,,,4.785,1.269,,1.0,0.00499,82.982,0.4144,0.0,0.4144,82.568
2020-03-28,PE,68,5,0,9652642,26,14.047,955,5,950,96.0,,0.8333,,,14.444,,,,,5.75,3.611,1.05,1.0,0.00524,98.937,0.518,0.0,0.518,98.419
2020-03-29,PE,73,5,0,9652642,26,14.047,1025,5,1020,110.0,,0.8333,,,28.111,,,,,6.833,3.047,1.145,1.0,0.00488,106.189,0.518,0.0,0.518,105.671
2020-03-30,PE,77,6,2,9652642,26,14.047,1082,8,1074,114.667,,0.8333,,,34.694,,,,,16.882,4.955,-0.24479,0.75,0.00555,112.094,0.6216,0.2072,0.8288,111.265
2020-03-31,PE,87,6,2,9652642,26,14.047,1222,8,1214,159.167,,0.8333,,,37.083,,0.5278,,,16.972,5.851,0.3411,0.75,0.00491,126.597,0.6216,0.2072,0.8288,125.769
2020-04-01,PE,95,8,2,9652642,26,14.047,1334,10,1324,241.167,,1.5,,,81.972,,0.5833,,,25.569,2.632,-1.65495,0.8,0.006,138.201,0.8288,0.2072,1.036,137.165
2020-04-02,PE,106,9,2,9652642,26,14.047,1489,11,1478,290.167,0.0,2.5,2.5,287.667,96.0,,0.8889,,,30.236,4.411,-2.23655,0.8182,0.00604,154.258,0.9324,0.2072,1.14,153.119
2020-04-03,PE,136,10,2,9652642,26,14.047,1910,12,1898,318.5,0.0,4.0,4.0,314.5,136.972,,1.139,,,27.41,-1.66493,-2.25564,0.8333,0.00524,197.873,1.036,0.2072,1.243,196.63
2020-04-04,PE,176,14,2,9652642,26,14.047,2472,16,2456,601.833,0.1667,4.333,4.5,597.333,158.028,,1.167,,,34.618,-3.09549,-3.93663,0.875,0.00566,256.096,1.45,0.2072,1.658,254.438
2020-04-05,PE,201,21,2,9652642,26,14.047,2823,23,2800,690.667,0.1667,6.167,6.333,684.333,191.611,,1.0,,,18.91,-6.39062,,0.913,0.00744,292.459,2.176,0.2072,2.383,290.076
2020-04-06,PE,223,30,2,9652642,26,14.047,3133,32,3101,981.0,0.5,7.667,8.167,972.833,234.472,,0.8611,,,17.854,-11.33507,,0.9375,0.00958,324.574,3.108,0.2072,3.315,321.259
2020-04-07,PE,352,34,3,9652642,26,14.047,4945,37,4908,1189.333,0.6667,8.5,9.167,1180.167,212.611,0.1389,1.167,1.306,211.306,1.847,-3.99132,,0.9189,0.00688,512.295,3.522,0.3108,3.833,508.462
2020-04-08,PE,401,46,3,9652642,26,14.047,5633,49,5584,1439.833,0.8333,8.5,9.333,1430.5,229.444,4.194,0.8889,5.083,224.361,-10.72222,-6.7066,,0.9388,0.00817,583.571,4.766,0.3108,5.076,578.494
2020-04-09,PE,555,56,5,9652642,26,14.047,7796,61,7735,1725.333,0.8333,9.167,10.0,1715.333,199.0,20.194,1.139,21.333,177.667,2.944,-0.63021,,0.918,0.00718,807.655,5.802,0.518,6.32,801.335
2020-04-10,PE,684,65,6,9652642,26,14.047,9608,71,9537,1877.5,1.0,11.333,12.333,1865.167,191.583,21.278,1.222,22.5,169.083,-8.97222,,,0.9155,0.00677,995.375,6.734,0.6216,7.355,988.02
2020-04-11,PE,816,72,7,9652642,26,14.047,11462,79,11383,2067.333,25.333,11.5,36.833,2030.5,224.389,22.861,1.75,24.611,199.778,-0.67361,-2.68924,,0.9114,0.00628,1187.447,7.459,0.7252,8.184,1179.263
2020-04-12,PE,960,85,7,9652642,26,14.047,13485,92,13393,2175.0,121.667,14.5,136.167,2038.833,193.556,22.972,1.806,24.778,168.778,3.118,,,0.9239,0.0063,1397.027,8.806,0.7252,9.531,1387.496
2020-04-13,PE,1154,102,9,9652642,26,14.047,16210,111,16099,2338.833,128.333,15.833,144.167,2194.667,196.306,38.694,1.278,39.972,156.333,-7.8125,,,0.9189,0.00629,1679.333,10.567,0.9324,11.499,1667.834
2020-04-14,PE,1284,115,155,9652642,26,14.047,18037,270,17767,2786.167,138.0,19.0,157.0,2629.167,204.056,32.056,1.389,33.444,170.611,11.708,0.4427,,0.4259,0.00638,1868.608,11.914,16.058,27.972,1840.636
2020-04-15,PE,1484,143,735,9652642,26,14.047,20846,878,19968,2886.667,138.667,20.0,158.667,2728.0,193.139,2.417,0.8333,3.25,189.889,-9.28472,,,0.1629,0.00686,2159.616,14.815,76.145,90.96,2068.656
2020-04-16,PE,1683,160,776,9652642,26,14.047,23641,936,22705,3055.333,233.167,19.0,252.167,2803.167,240.389,7.75,0.75,8.5,231.889,4.889,1.608,1.034,0.1709,0.00677,2449.174,16.576,80.392,96.968,2352.206
