Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,GO,3,0,0,7088538,52,14.047,42,0,42,,,,,,,,,,,,,,,0.0,5.925,0.0,0.0,0.0,5.925
2020-03-13,GO,3,0,0,7088538,52,14.047,42,0,42,,,,,,,,,,,,,,,0.0,5.925,0.0,0.0,0.0,5.925
2020-03-14,GO,4,0,0,7088538,52,14.047,56,0,56,,,,,,,,,,,,,,,0.0,7.9,0.0,0.0,0.0,7.9
2020-03-15,GO,4,0,0,7088538,52,14.047,56,0,56,21.167,,,,,,,,,,,,,,0.0,7.9,0.0,0.0,0.0,7.9
2020-03-16,GO,9,0,0,7088538,52,14.047,126,0,126,28.167,,,,,,,,,,,,,,0.0,17.775,0.0,0.0,0.0,17.775
2020-03-17,GO,10,0,0,7088538,52,14.047,140,0,140,32.833,,,,,,,,,,,,,,0.0,19.75,0.0,0.0,0.0,19.75
2020-03-18,GO,12,0,0,7088538,52,14.047,169,0,169,35.167,,,,,3.083,,,,,,,,,0.0,23.841,0.0,0.0,0.0,23.841
2020-03-19,GO,15,0,0,7088538,52,14.047,211,0,211,28.167,,,,,3.111,,,,,,,,,0.0,29.766,0.0,0.0,0.0,29.766
2020-03-20,GO,18,0,0,7088538,52,14.047,253,0,253,30.5,,,,,2.333,,,,,1.472,,,,0.0,35.691,0.0,0.0,0.0,35.691
2020-03-21,GO,19,0,0,7088538,52,14.047,267,0,267,39.667,,,,,5.833,,,,,1.174,,,,0.0,37.666,0.0,0.0,0.0,37.666
2020-03-22,GO,21,0,0,7088538,52,14.047,295,0,295,46.833,,,,,8.972,,,,,0.7917,-0.56424,,,0.0,41.616,0.0,0.0,0.0,41.616
2020-03-23,GO,23,0,0,7088538,52,14.047,323,0,323,46.833,,,,,7.806,,,,,-0.48611,-0.92708,,,0.0,45.567,0.0,0.0,0.0,45.567
2020-03-24,GO,29,0,0,7088538,52,14.047,407,0,407,70.167,,,,,5.5,,,,,-0.78472,-0.61632,,,0.0,57.417,0.0,0.0,0.0,57.417
2020-03-25,GO,35,0,0,7088538,52,14.047,492,0,492,82.0,,,,,3.889,,,,,-2.53472,,,,0.0,69.408,0.0,0.0,0.0,69.408
2020-03-26,GO,38,1,0,7088538,52,14.047,534,1,533,77.333,,,,,5.833,,,,,-1.67361,,,1.0,0.00187,75.333,0.1411,0.0,0.1411,75.192
2020-03-27,GO,49,1,0,7088538,52,14.047,688,1,687,72.667,,,,,-2.33333,,,,,0.3889,,,1.0,0.00145,97.058,0.1411,0.0,0.1411,96.917
2020-03-28,GO,56,1,0,7088538,52,14.047,787,1,786,70.167,,,,,-1.19444,,,,,0.875,,,1.0,0.00127,111.024,0.1411,0.0,0.1411,110.883
2020-03-29,GO,56,1,0,7088538,52,14.047,787,1,786,81.833,,0.0,,,5.444,,,,,,1.076,,1.0,0.00127,111.024,0.1411,0.0,0.1411,110.883
2020-03-30,GO,60,1,2,7088538,52,14.047,843,3,840,56.167,,0.0,,,9.333,,,,,,0.6372,,0.3333,0.00119,118.924,0.1411,0.2821,0.4232,118.501
2020-03-31,GO,65,1,1,7088538,52,14.047,913,2,911,74.833,,0.1667,,,9.389,,,,,4.694,,-0.59983,0.5,0.0011,128.799,0.1411,0.1411,0.2821,128.517
2020-04-01,GO,73,1,1,7088538,52,14.047,1025,2,1023,110.0,,0.1667,,,9.778,,,,,3.424,,-0.48915,0.5,0.00098,144.6,0.1411,0.1411,0.2821,144.317
2020-04-02,GO,73,1,1,7088538,52,14.047,1025,2,1023,128.667,-0.16667,0.3333,0.1667,128.5,24.222,,,,,1.653,-1.32292,,0.5,0.00098,144.6,0.1411,0.1411,0.2821,144.317
2020-04-03,GO,88,2,1,7088538,52,14.047,1236,3,1233,126.5,0.0,0.6667,0.6667,125.833,23.028,,0.1111,,,1.368,-1.31944,,0.6667,0.00162,174.366,0.2821,0.1411,0.4232,173.943
