Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,RO,1,0,0,1794997,11,14.03,14,0,14,,,,,,,,,,,,,,,0.0,7.799,0.0,0.0,0.0,7.799
2020-03-21,RO,3,0,0,1794997,11,14.03,42,0,42,,,,,,,,,,,,,,,0.0,23.398,0.0,0.0,0.0,23.398
2020-03-22,RO,3,0,0,1794997,11,14.03,42,0,42,,,,,,,,,,,,,,,0.0,23.398,0.0,0.0,0.0,23.398
2020-03-24,RO,5,0,0,1794997,11,14.03,70,0,70,,,,,,,,,,,,,,,0.0,38.997,0.0,0.0,0.0,38.997
2020-03-25,RO,5,0,0,1794997,11,14.03,70,0,70,,,,,,,,,,,,,,,0.0,38.997,0.0,0.0,0.0,38.997
2020-03-26,RO,6,0,0,1794997,11,14.03,84,0,84,,,,,,,,,,,,,,,0.0,46.797,0.0,0.0,0.0,46.797
2020-03-27,RO,6,0,0,1794997,11,14.03,84,0,84,7.0,,,,,,,,,,,,,,0.0,46.797,0.0,0.0,0.0,46.797
2020-03-28,RO,6,0,0,1794997,11,14.03,84,0,84,9.333,,,,,,,,,,,,,,0.0,46.797,0.0,0.0,0.0,46.797
2020-03-29,RO,6,0,0,1794997,11,14.03,84,0,84,7.0,,,,,,,,,,,,,,0.0,46.797,0.0,0.0,0.0,46.797
2020-03-30,RO,8,1,0,1794997,11,14.03,112,1,111,9.333,,,,,1.167,,,,,,,,1.0,0.00893,62.396,0.5571,0.0,0.5571,61.839
2020-03-31,RO,9,1,0,1794997,11,14.03,126,1,125,9.333,,,,,1.972,,,,,,,,1.0,0.00794,70.195,0.5571,0.0,0.5571,69.638
