Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,SC,2,0,0,7236436,42,25.0,50,0,50,,,,,,,,,,,,,,,0.0,6.909,0.0,0.0,0.0,6.909
2020-03-13,SC,3,0,0,7236436,42,25.0,75,0,75,,,,,,,,,,,,,,,0.0,10.364,0.0,0.0,0.0,10.364
2020-03-14,SC,5,0,0,7236436,42,25.0,125,0,125,,,,,,,,,,,,,,,0.0,17.274,0.0,0.0,0.0,17.274
2020-03-15,SC,6,0,0,7236436,42,25.0,150,0,150,50.0,,,,,,,,,,,,,,0.0,20.728,0.0,0.0,0.0,20.728
2020-03-16,SC,7,0,1,7236436,42,25.0,175,1,174,75.0,,,,,,,,,,,,,0.0,0.0,24.183,0.0,0.1382,0.1382,24.045
2020-03-17,SC,7,0,1,7236436,42,25.0,175,1,174,145.833,,,,,,,,,,,,,0.0,0.0,24.183,0.0,0.1382,0.1382,24.045
2020-03-18,SC,14,0,2,7236436,42,25.0,350,2,348,212.5,,,,,57.639,,,,,,,,0.0,0.0,48.366,0.0,0.2764,0.2764,48.09
2020-03-19,SC,21,0,2,7236436,42,25.0,525,2,523,254.167,0.1667,,,,57.639,,,,,,,,0.0,0.0,72.55,0.0,0.2764,0.2764,72.273
2020-03-20,SC,40,0,3,7236436,42,25.0,1000,3,997,329.167,0.1667,,,,51.389,,,,,-4.86111,,,0.0,0.0,138.19,0.0,0.4146,0.4146,137.775
2020-03-21,SC,57,0,3,7236436,42,25.0,1425,3,1422,395.833,0.0,,,,38.194,,,,,-8.85417,,,0.0,0.0,196.92,0.0,0.4146,0.4146,196.506
2020-03-22,SC,68,0,2,7236436,42,25.0,1700,2,1698,420.833,0.0,,,,38.194,0.1111,,,,-10.24306,,,0.0,0.0,234.922,0.0,0.2764,0.2764,234.646
2020-03-23,SC,86,0,2,7236436,42,25.0,2150,2,2148,454.167,0.8333,,,,22.222,0.1111,,,,-7.46528,,,0.0,0.0,297.108,0.0,0.2764,0.2764,296.831
2020-03-24,SC,109,0,2,7236436,42,25.0,2725,2,2723,441.667,0.6667,,,,10.417,,,,,-11.45833,,,0.0,0.0,376.567,0.0,0.2764,0.2764,376.29
2020-03-25,SC,122,0,2,7236436,42,25.0,3050,2,3048,483.333,0.8333,,,,8.333,,,,,-3.47222,,,0.0,0.0,421.478,0.0,0.2764,0.2764,421.202
2020-03-26,SC,149,1,8,7236436,42,25.0,3725,9,3716,462.5,0.8333,,,,-7.63889,2.833,,,,-2.43056,,,0.1111,0.00027,514.756,0.1382,1.106,1.244,513.512
2020-03-27,SC,163,1,7,7236436,42,25.0,4075,8,4067,458.333,23.5,,,,8.333,2.778,,,,6.25,,,0.125,0.00025,563.123,0.1382,0.9673,1.106,562.017
2020-03-28,SC,184,1,7,7236436,42,25.0,4600,8,4592,470.833,21.333,,,,0.6944,2.611,,,,,,,0.125,0.00022,635.672,0.1382,0.9673,1.106,634.567
2020-03-29,SC,197,1,7,7236436,42,25.0,4925,8,4917,408.333,17.833,0.1667,18.0,390.333,33.333,2.694,,,,9.896,0.7812,,0.125,0.0002,680.584,0.1382,0.9673,1.106,679.478
2020-03-30,SC,219,2,143,7236436,42,25.0,5475,145,5330,491.667,17.333,0.6667,18.0,473.667,34.722,-4.88889,,,,19.271,,,0.01379,0.00037,756.588,0.2764,19.761,20.037,736.55
2020-03-31,SC,235,2,130,7236436,42,25.0,5875,132,5743,487.5,16.5,0.6667,17.167,470.333,47.917,-4.13889,,,,9.375,3.299,0.03255,0.01515,0.00034,811.864,0.2764,17.965,18.241,793.623
2020-04-01,SC,247,2,115,7236436,42,25.0,6175,117,6058,662.5,17.0,1.5,18.5,644.0,77.778,-3.30556,0.3333,-2.97222,80.75,39.062,-1.30208,,0.01709,0.00032,853.321,0.2764,15.892,16.168,837.152
2020-04-02,SC,281,5,111,7236436,42,25.0,7025,116,6909,666.667,-5.83333,1.333,-4.5,671.167,70.833,-3.25,0.2222,-3.02778,73.861,23.09,0.9115,-3.02734,0.0431,0.00071,970.782,0.6909,15.339,16.03,954.752
2020-04-03,SC,301,5,106,7236436,42,25.0,7525,111,7414,758.333,-3.5,1.5,-2.0,760.333,190.972,-1.08333,0.25,-0.83333,191.806,14.062,-14.80035,,0.04505,0.00066,1039.877,0.6909,14.648,15.339,1024.537
2020-04-04,SC,356,10,109,7236436,42,25.0,8900,119,8781,875.0,-2.0,2.167,0.1667,874.833,140.278,-1.47222,-0.02778,-1.5,141.778,13.021,-8.81076,-4.61155,0.08403,0.00112,1229.887,1.382,15.063,16.445,1213.443
2020-04-05,SC,379,10,108,7236436,42,25.0,9475,118,9357,916.667,-2.16667,2.0,-0.16667,916.833,134.028,,0.08333,,,-20.13889,-20.61632,,0.08475,0.00106,1309.346,1.382,14.924,16.306,1293.04
2020-04-06,SC,417,11,109,7236436,42,25.0,10425,120,10305,1633.333,10.0,2.167,12.167,1621.167,122.917,,0.1111,,,-12.15278,-17.53472,,0.09167,0.00106,1440.626,1.52,15.063,16.583,1424.044
2020-04-07,SC,457,15,103,7236436,42,25.0,11425,118,11307,1504.167,8.167,1.333,9.5,1494.667,110.417,,-0.05556,,,-68.40278,,,0.1271,0.00131,1578.816,2.073,14.234,16.306,1562.51
2020-04-08,SC,501,17,98,7236436,42,25.0,12525,115,12410,1470.833,7.5,1.833,9.333,1461.5,91.667,,-0.02778,,,-57.11806,,,0.1478,0.00136,1730.824,2.349,13.543,15.892,1714.933
