Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-07,DF,1,0,0,3045421,53,5.5,6,0,6,,,,,,,,,,,,,,,0.0,1.97,0.0,0.0,0.0,1.97
2020-03-08,DF,1,0,0,3045421,53,5.5,6,0,6,,,,,,,,,,,,,,,0.0,1.97,0.0,0.0,0.0,1.97
2020-03-09,DF,1,0,0,3045421,53,5.5,6,0,6,,,,,,,,,,,,,,,0.0,1.97,0.0,0.0,0.0,1.97
2020-03-10,DF,1,0,0,3045421,53,5.5,6,0,6,0.8333,,,,,,,,,,,,,,0.0,1.97,0.0,0.0,0.0,1.97
2020-03-11,DF,2,0,0,3045421,53,5.5,11,0,11,6.333,,,,,,,,,,,,,,0.0,3.612,0.0,0.0,0.0,3.612
2020-03-12,DF,2,0,0,3045421,53,5.5,11,0,11,11.833,,,,,,,,,,,,,,0.0,3.612,0.0,0.0,0.0,3.612
2020-03-13,DF,2,0,0,3045421,53,5.5,11,0,11,16.333,,,,,,,,,,,,,,0.0,3.612,0.0,0.0,0.0,3.612
2020-03-14,DF,8,0,0,3045421,53,5.5,44,0,44,,,,,,,,,,,,,,,0.0,14.448,0.0,0.0,0.0,14.448
2020-03-15,DF,14,0,0,3045421,53,5.5,77,0,77,,,,,,,,,,,,,,,0.0,25.284,0.0,0.0,0.0,25.284
2020-03-16,DF,19,0,1,3045421,53,5.5,104,1,103,,,,,,,,,,,,,,0.0,0.0,34.15,0.0,0.3284,0.3284,33.821
2020-03-18,DF,34,0,1,3045421,53,5.5,187,1,186,,,,,,,,,,,,,,0.0,0.0,61.404,0.0,0.3284,0.3284,61.075
2020-03-19,DF,42,0,1,3045421,53,5.5,231,1,230,,,,,,,,,,,,,,0.0,0.0,75.852,0.0,0.3284,0.3284,75.523
2020-03-20,DF,87,0,1,3045421,53,5.5,478,1,477,,,,,,,,,,,,,,0.0,0.0,156.957,0.0,0.3284,0.3284,156.629
2020-03-21,DF,108,0,1,3045421,53,5.5,594,1,593,116.5,0.0,,,,,,,,,,,,0.0,0.0,195.047,0.0,0.3284,0.3284,194.719
2020-03-22,DF,117,0,1,3045421,53,5.5,644,1,643,140.167,0.0,,,,,,,,,,,,0.0,0.0,211.465,0.0,0.3284,0.3284,211.137
2020-03-23,DF,138,0,1,3045421,53,5.5,759,1,758,104.667,0.1667,,,,,,,,,,,,0.0,0.0,249.227,0.0,0.3284,0.3284,248.898
2020-03-24,DF,161,0,1,3045421,53,5.5,886,1,885,122.0,0.1667,,,,3.639,,,,,,,,0.0,0.0,290.929,0.0,0.3284,0.3284,290.6
2020-03-25,DF,195,0,1,3045421,53,5.5,1072,1,1071,131.0,0.1667,,,,-2.25,,,,,,,,0.0,0.0,352.004,0.0,0.3284,0.3284,351.676
2020-03-26,DF,201,0,2,3045421,53,5.5,1106,2,1104,146.667,0.1667,,,,8.361,0.9722,,,,-0.29861,,,0.0,0.0,363.168,0.0,0.6567,0.6567,362.511
2020-03-27,DF,241,0,2,3045421,53,5.5,1326,2,1324,138.333,7.333,,,,3.944,0.8889,,,,,,,0.0,0.0,435.408,0.0,0.6567,0.6567,434.751
2020-03-28,DF,260,0,2,3045421,53,5.5,1430,2,1428,126.667,6.667,,,,2.444,0.8056,,,,-1.89583,,,0.0,0.0,469.557,0.0,0.6567,0.6567,468.901
2020-03-29,DF,298,1,2,3045421,53,5.5,1639,3,1636,154.833,6.0,,,,-0.30556,0.7778,,,,-0.45833,,,0.3333,0.00061,538.185,0.3284,0.6567,0.9851,537.2
2020-03-30,DF,312,2,45,3045421,53,5.5,1716,47,1669,145.667,5.5,,,,0.7778,-1.66667,,,,-1.98611,,,0.04255,0.00117,563.469,0.6567,14.776,15.433,548.036
2020-03-31,DF,333,3,41,3045421,53,5.5,1832,44,1788,145.667,5.0,,,,2.111,-1.47222,,,,,,,0.06818,0.00164,601.559,0.9851,13.463,14.448,587.111
2020-04-01,DF,370,4,38,3045421,53,5.5,2035,42,1993,144.833,4.833,1.0,5.833,139.0,-5.5,-1.36111,,,,-2.13889,,,0.09524,0.00197,668.216,1.313,12.478,13.791,654.425
2020-04-02,DF,400,5,35,3045421,53,5.5,2200,40,2160,143.0,-2.66667,0.8333,-1.83333,144.833,-7.61111,-1.27778,,,,-2.74306,,,0.125,0.00227,722.396,1.642,11.493,13.134,709.262
2020-04-03,DF,419,6,32,3045421,53,5.5,2304,38,2266,139.333,-2.16667,1.167,-1.0,140.333,-7.77778,-0.94444,,,,,,,0.1579,0.0026,756.546,1.97,10.508,12.478,744.068
2020-04-04,DF,456,7,31,3045421,53,5.5,2508,38,2470,121.833,-2.16667,1.333,-0.83333,122.667,-8.86111,-0.91667,0.02778,-0.88889,-7.97222,,,,0.1842,0.00279,823.531,2.299,10.179,12.478,811.054
2020-04-05,DF,468,7,29,3045421,53,5.5,2574,36,2538,100.0,-2.16667,1.167,-1.0,101.0,-4.88889,,0.05556,,,,,,0.1944,0.00272,845.203,2.299,9.522,11.821,833.382
2020-04-06,DF,485,10,28,3045421,53,5.5,2668,38,2630,99.0,-0.66667,1.167,0.5,98.5,-2.91667,,-0.08333,,,,,,0.2632,0.00375,876.069,3.284,9.194,12.478,863.592
2020-04-07,DF,503,12,25,3045421,53,5.5,2766,37,2729,91.667,-0.66667,1.167,0.5,91.167,0.8056,,-0.13889,,,,,,0.3243,0.00434,908.249,3.94,8.209,12.149,896.099
2020-04-08,DF,509,12,22,3045421,53,5.5,2800,34,2766,113.667,-0.33333,1.167,0.8333,112.833,5.0,,-0.05556,,,,,,0.3529,0.00429,919.413,3.94,7.224,11.164,908.249
2020-04-09,DF,527,13,28,3045421,53,5.5,2898,41,2857,121.833,-0.33333,0.6667,0.3333,121.5,8.111,,-0.08333,,,1.326,,,0.3171,0.00449,951.593,4.269,9.194,13.463,938.13
2020-04-10,DF,556,14,27,3045421,53,5.5,3058,41,3017,126.667,0.1667,0.5,0.6667,126.0,10.833,,-0.02778,,,0.4722,,,0.3415,0.00458,1004.13,4.597,8.866,13.463,990.668
2020-04-11,DF,592,14,27,3045421,53,5.5,3256,41,3215,130.0,68.333,0.8333,69.167,60.833,6.111,,0.08333,,,1.056,-0.10243,,0.3415,0.0043,1069.146,4.597,8.866,13.463,1055.683
