Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,MT,1,0,0,3519311,51,10.0,10,0,10,,,,,,,,,,,,,,,0.0,2.841,0.0,0.0,0.0,2.841
2020-03-22,MT,2,0,0,3519311,51,10.0,20,0,20,,,,,,,,,,,,,,,0.0,5.683,0.0,0.0,0.0,5.683
2020-03-23,MT,6,0,0,3519311,51,10.0,60,0,60,,,,,,,,,,,,,,,0.0,17.049,0.0,0.0,0.0,17.049
2020-03-24,MT,7,0,0,3519311,51,10.0,70,0,70,,,,,,,,,,,,,,,0.0,19.89,0.0,0.0,0.0,19.89
2020-03-25,MT,9,0,0,3519311,51,10.0,90,0,90,,,,,,,,,,,,,,,0.0,25.573,0.0,0.0,0.0,25.573
2020-03-26,MT,11,0,0,3519311,51,10.0,110,0,110,,,,,,,,,,,,,,,0.0,31.256,0.0,0.0,0.0,31.256
2020-03-27,MT,11,0,0,3519311,51,10.0,110,0,110,,,,,,,,,,,,,,,0.0,31.256,0.0,0.0,0.0,31.256
2020-03-30,MT,18,0,3,3519311,51,10.0,180,3,177,,,,,,,,,,,,,,0.0,0.0,51.146,0.0,0.8524,0.8524,50.294
2020-03-31,MT,25,0,4,3519311,51,10.0,250,4,246,,,,,,,,,,,,,,0.0,0.0,71.037,0.0,1.137,1.137,69.9
2020-04-01,MT,28,0,4,3519311,51,10.0,280,4,276,,,,,,,,,,,,,,0.0,0.0,79.561,0.0,1.137,1.137,78.424
2020-04-02,MT,41,0,5,3519311,51,10.0,410,5,405,70.0,0.3333,,,,,,,,,,,,0.0,0.0,116.5,0.0,1.421,1.421,115.079
2020-04-03,MT,44,1,4,3519311,51,10.0,440,5,435,85.0,0.3333,,,,,,,,,,,,0.2,0.00227,125.024,0.2841,1.137,1.421,123.604
2020-04-04,MT,60,1,5,3519311,51,10.0,600,6,594,83.333,0.1667,,,,,,,,,,,,0.1667,0.00167,170.488,0.2841,1.421,1.705,168.783
2020-04-05,MT,60,1,5,3519311,51,10.0,600,6,594,81.667,0.0,,,,5.278,0.0,,,,,,,0.1667,0.00167,170.488,0.2841,1.421,1.705,168.783
2020-04-06,MT,76,1,6,3519311,51,10.0,760,7,753,106.667,0.5,0.1667,0.6667,106.0,-1.11111,-0.02778,,,,,,,0.1429,0.00132,215.951,0.2841,1.705,1.989,213.962
2020-04-07,MT,78,1,5,3519311,51,10.0,780,6,774,86.667,0.3333,0.1667,0.5,86.167,1.667,0.02778,,,,-2.77778,,,0.1667,0.00128,221.634,0.2841,1.421,1.705,219.929
2020-04-08,MT,90,1,5,3519311,51,10.0,900,6,894,101.667,0.3333,0.3333,0.6667,101.0,-0.27778,,,,,,,,0.1667,0.00111,255.732,0.2841,1.421,1.705,254.027
2020-04-09,MT,108,2,7,3519311,51,10.0,1080,9,1071,78.333,0.1667,0.3333,0.5,77.833,-5.83333,14.556,0.02778,14.583,-20.41667,-1.80556,,,0.2222,0.00185,306.878,0.5683,1.989,2.557,304.321
2020-04-10,MT,112,2,7,3519311,51,10.0,1120,9,1111,93.333,0.3333,0.5,0.8333,92.5,-2.22222,14.056,0.05556,14.111,-16.33333,,,,0.2222,0.00179,318.244,0.5683,1.989,2.557,315.687
2020-04-11,MT,121,3,7,3519311,51,10.0,1210,10,1200,80.0,19.0,0.5,19.5,60.5,-5.55556,13.25,0.0,13.25,-18.80556,,,,0.3,0.00248,343.817,0.8524,1.989,2.841,340.976
2020-04-12,MT,123,3,7,3519311,51,10.0,1230,10,1220,71.667,87.833,0.3333,88.167,-16.5,0.2778,13.028,0.0,13.028,-12.75,,,,0.3,0.00244,349.5,0.8524,1.989,2.841,346.659
2020-04-13,MT,134,4,7,3519311,51,10.0,1340,11,1329,73.333,84.667,0.5,85.167,-11.83333,-4.44444,19.972,-0.05556,19.917,-24.36111,,,,0.3636,0.00299,380.756,1.137,1.989,3.126,377.631
2020-04-14,MT,138,4,119,3519311,51,10.0,1380,123,1257,68.333,79.833,0.3333,80.167,-11.83333,-1.38889,13.667,-0.02778,13.639,-15.02778,0.2778,,,0.03252,0.0029,392.122,1.137,33.813,34.95,357.172
2020-04-15,MT,151,4,534,3519311,51,10.0,1510,538,972,80.0,78.333,0.3333,78.667,1.333,-3.61111,-9.77778,0.0,-9.77778,6.167,,,,0.00743,0.00265,429.061,1.137,151.734,152.871,276.19
2020-04-16,MT,156,5,515,3519311,51,10.0,1560,520,1040,66.667,120.167,0.1667,120.333,-53.66667,1.389,-5.13889,-0.05556,-5.19444,6.583,,0.2778,,0.00962,0.00321,443.269,1.421,146.335,147.756,295.512
2020-04-17,MT,162,5,486,3519311,51,10.0,1620,491,1129,71.667,101.0,0.3333,101.333,-29.66667,4.722,-2.69444,0.0,-2.69444,7.417,,,,0.01018,0.00309,460.317,1.421,138.095,139.516,320.801
2020-04-18,MT,171,5,477,3519311,51,10.0,1710,482,1228,50.0,29.167,0.3333,29.5,20.5,6.111,-0.80556,0.02778,-0.77778,6.889,1.389,,-0.30382,0.01037,0.00292,485.891,1.421,135.538,136.959,348.932
2020-04-19,MT,174,5,728,3519311,51,10.0,1740,733,1007,81.667,53.833,0.1667,54.0,27.667,8.889,-15.27778,0.08333,-15.19444,24.083,1.944,,,0.00682,0.00287,494.415,1.421,206.859,208.279,286.136
2020-04-20,MT,181,6,725,3519311,51,10.0,1810,731,1079,96.667,63.667,0.3333,64.0,32.667,6.944,-12.30556,0.02778,-12.27778,19.222,-0.90278,-0.9375,,0.00821,0.00331,514.305,1.705,206.006,207.711,306.594
2020-04-21,MT,181,6,709,3519311,51,10.0,1810,715,1095,116.667,73.5,0.5,74.0,42.667,12.5,0.08333,0.05556,0.1389,12.361,-1.25,-1.23264,,0.00839,0.00331,514.305,1.705,201.46,203.165,311.14
2020-04-22,MT,205,6,838,3519311,51,10.0,2050,844,1206,120.0,28.5,0.6667,29.167,90.833,2.5,-8.16667,0.1111,-8.05556,10.556,-2.36111,,,0.00711,0.00293,582.5,1.705,238.115,239.82,342.681
2020-04-23,MT,220,7,868,3519311,51,10.0,2200,875,1325,113.333,27.167,0.5,27.667,85.667,3.889,-8.88889,0.05556,-8.83333,12.722,-2.98611,,,0.008,0.00318,625.122,1.989,246.639,248.628,376.494
2020-04-24,MT,241,8,918,3519311,51,10.0,2410,926,1484,125.0,29.667,0.6667,30.333,94.667,-2.5,-12.13889,0.0,-12.13889,9.639,0.4861,,,0.00864,0.00332,684.793,2.273,260.847,263.12,421.673
2020-04-25,MT,246,9,899,3519311,51,10.0,2460,908,1552,96.667,4.833,0.8333,5.667,91.0,0.5556,-2.41667,-0.05556,-2.47222,3.028,-0.55556,,,0.00991,0.00366,699.0,2.557,255.448,258.005,440.995
2020-04-26,MT,249,9,888,3519311,51,10.0,2490,897,1593,120.0,10.333,0.6667,11.0,109.0,4.444,-0.16667,0.0,-0.16667,4.611,,-0.01736,,0.01003,0.00361,707.525,2.557,252.322,254.879,452.645
2020-04-27,MT,256,10,887,3519311,51,10.0,2560,897,1663,101.667,0.6667,0.5,1.167,100.5,1.667,-0.25,-0.05556,-0.30556,1.972,0.0,,,0.01115,0.00391,727.415,2.841,252.038,254.879,472.536
2020-04-28,MT,263,11,867,3519311,51,10.0,2630,878,1752,123.333,14.0,0.3333,14.333,109.0,6.389,5.083,-0.08333,5.0,1.389,0.4167,,,0.01253,0.00418,747.305,3.126,246.355,249.481,497.825
2020-04-29,MT,292,11,930,3519311,51,10.0,2920,941,1979,140.0,26.167,0.5,26.667,113.333,0.5556,3.778,-0.05556,3.722,-3.16667,1.319,,,0.01169,0.00377,829.708,3.126,264.256,267.382,562.326
2020-04-30,MT,302,11,922,3519311,51,10.0,3020,933,2087,135.0,28.167,0.3333,28.5,106.5,6.111,6.389,-0.02778,6.361,-0.25,1.667,1.146,,0.01179,0.00364,858.123,3.126,261.983,265.109,593.014
2020-05-01,MT,320,11,983,3519311,51,10.0,3200,994,2206,135.0,35.333,0.3333,35.667,99.333,6.944,5.417,0.02778,5.444,1.5,5.694,1.059,,0.01107,0.00344,909.269,3.126,279.316,282.442,626.827
2020-05-02,MT,333,12,1045,3519311,51,10.0,3330,1057,2273,123.333,33.0,0.3333,33.333,90.0,13.056,5.417,0.0,5.417,7.639,5.0,1.128,-0.40365,0.01135,0.0036,946.208,3.41,296.933,300.343,645.865
