Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,MA,1,0,0,7145933,21,8.3,8,0,8,,,,,,,,,,,,,,,0.0,1.12,0.0,0.0,0.0,1.12
2020-03-21,MA,2,0,0,7145933,21,8.3,17,0,17,,,,,,,,,,,,,,,0.0,2.379,0.0,0.0,0.0,2.379
2020-03-22,MA,2,0,0,7145933,21,8.3,17,0,17,,,,,,,,,,,,,,,0.0,2.379,0.0,0.0,0.0,2.379
2020-03-23,MA,8,0,0,7145933,21,8.3,66,0,66,12.5,,,,,,,,,,,,,,0.0,9.236,0.0,0.0,0.0,9.236
2020-03-24,MA,8,0,0,7145933,21,8.3,66,0,66,15.167,,,,,,,,,,,,,,0.0,9.236,0.0,0.0,0.0,9.236
2020-03-25,MA,8,0,0,7145933,21,8.3,66,0,66,18.0,,,,,,,,,,,,,,0.0,9.236,0.0,0.0,0.0,9.236
2020-03-26,MA,10,0,0,7145933,21,8.3,83,0,83,18.0,,,,,11.75,,,,,,,,,0.0,11.615,0.0,0.0,0.0,11.615
2020-03-27,MA,13,0,0,7145933,21,8.3,108,0,108,30.5,,,,,12.917,,,,,,,,,0.0,15.113,0.0,0.0,0.0,15.113
2020-03-28,MA,15,0,0,7145933,21,8.3,125,0,125,59.5,,,,,13.583,,,,,1.674,,,,0.0,17.492,0.0,0.0,0.0,17.492
2020-03-29,MA,21,1,0,7145933,21,8.3,174,1,173,83.0,,,,,14.083,,,,,1.208,,,1.0,0.00575,24.35,0.1399,0.0,0.1399,24.21
2020-03-30,MA,30,1,7,7145933,21,8.3,249,8,241,92.667,,,,,18.444,,,,,2.312,0.3611,,0.125,0.00402,34.845,0.1399,0.9796,1.12,33.725
2020-03-31,MA,51,1,9,7145933,21,8.3,423,10,413,99.5,,,,,17.75,,,,,3.687,1.108,,0.1,0.00236,59.195,0.1399,1.259,1.399,57.795
2020-04-01,MA,70,1,11,7145933,21,8.3,581,12,569,102.5,,0.1667,,,22.833,,,,,3.118,0.3559,-0.44444,0.08333,0.00172,81.305,0.1399,1.539,1.679,79.626
2020-04-02,MA,80,1,10,7145933,21,8.3,664,11,653,141.167,1.0,0.1667,1.167,140.0,28.833,,,,,5.639,-0.50347,-0.66146,0.09091,0.00151,92.92,0.1399,1.399,1.539,91.381
2020-04-03,MA,87,1,10,7145933,21,8.3,722,11,711,166.0,1.0,0.5,1.5,164.5,30.917,,,,,3.736,-1.41667,-0.2066,0.09091,0.00139,101.036,0.1399,1.399,1.539,99.497
2020-04-04,MA,95,2,10,7145933,21,8.3,789,12,777,220.0,1.0,1.667,2.667,217.333,40.306,,0.5,,,1.674,-1.53819,,0.1667,0.00253,110.412,0.2799,1.399,1.679,108.733
2020-04-05,MA,132,2,13,7145933,21,8.3,1096,15,1081,265.667,1.333,1.833,3.167,262.5,37.778,0.25,0.5833,0.8333,36.944,-2.54861,-0.47049,,0.1333,0.00182,153.374,0.2799,1.819,2.099,151.275
2020-04-06,MA,171,4,15,7145933,21,8.3,1419,19,1400,285.0,2.167,2.5,4.667,280.333,35.528,0.2222,0.5556,0.7778,34.75,-0.51389,0.3021,,0.2105,0.00282,198.574,0.5598,2.099,2.659,195.916
2020-04-07,MA,229,11,17,7145933,21,8.3,1901,28,1873,344.333,2.5,3.167,5.667,338.667,20.722,0.1667,0.3056,0.4722,20.25,1.854,,,0.3929,0.00579,266.025,1.539,2.379,3.918,262.107
2020-04-08,MA,272,12,18,7145933,21,8.3,2258,30,2228,367.833,2.5,3.667,6.167,361.667,38.25,16.778,0.3056,17.083,21.167,2.882,,0.4792,0.4,0.00531,315.984,1.679,2.519,4.198,311.786
2020-04-09,MA,293,16,23,7145933,21,8.3,2432,39,2393,379.167,2.333,3.833,6.167,373.0,45.194,78.361,0.1667,78.528,-33.33333,16.5,5.259,,0.4103,0.00658,340.333,2.239,3.219,5.458,334.876
2020-04-10,MA,344,21,25,7145933,21,8.3,2855,46,2809,344.333,2.0,3.5,5.5,338.833,47.056,83.611,0.0,83.611,-36.55556,18.444,2.219,,0.4565,0.00736,399.528,2.939,3.498,6.437,393.091
2020-04-11,MA,398,24,28,7145933,21,8.3,3303,52,3251,495.167,102.0,3.667,105.667,389.5,86.722,98.667,-0.05556,98.611,-11.88889,22.889,-2.24132,-3.91319,0.4615,0.00727,462.221,3.359,3.918,7.277,454.944
2020-04-12,MA,445,27,29,7145933,21,8.3,3694,56,3638,556.167,472.333,3.5,475.833,80.333,112.028,105.111,-0.05556,105.056,6.972,11.757,-4.30729,-2.25521,0.4821,0.00731,516.937,3.778,4.058,7.837,509.101
2020-04-13,MA,478,32,29,7145933,21,8.3,3967,61,3906,626.667,504.167,3.167,507.333,119.333,136.75,173.083,0.02778,173.111,-36.36111,7.535,-10.3941,,0.5246,0.00807,555.141,4.478,4.058,8.536,546.605
2020-04-14,MA,630,34,630,7145933,21,8.3,5229,664,4565,888.167,594.5,3.333,597.833,290.333,94.083,140.333,0.1111,140.444,-46.36111,1.215,-6.80208,,0.0512,0.0065,731.745,4.758,88.162,92.92,638.825
2020-04-15,MA,695,37,2857,7145933,21,8.3,5769,2894,2875,1051.333,633.0,3.5,636.5,414.833,116.861,39.278,0.2222,39.5,77.361,-18.6875,-8.30903,,0.01279,0.00641,807.312,5.178,399.808,404.986,402.327
2020-04-16,MA,797,40,3050,7145933,21,8.3,6615,3090,3525,1164.833,1040.5,3.667,1044.167,120.667,116.889,55.389,0.4722,55.861,61.028,-15.45139,-4.03646,,0.01294,0.00605,925.701,5.598,426.816,432.414,493.288
