Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-05,RJ,1,0,0,17437592,33,9.8,10,0,10,,,,,,,,,,,,,,,0.0,0.5735,0.0,0.0,0.0,0.5735
2020-03-06,RJ,2,0,0,17437592,33,9.8,20,0,20,,,,,,,,,,,,,,,0.0,1.147,0.0,0.0,0.0,1.147
2020-03-08,RJ,3,0,0,17437592,33,9.8,29,0,29,,,,,,,,,,,,,,,0.0,1.663,0.0,0.0,0.0,1.663
2020-03-12,RJ,15,0,0,17437592,33,9.8,147,0,147,,,,,,,,,,,,,,,0.0,8.43,0.0,0.0,0.0,8.43
2020-03-15,RJ,24,0,0,17437592,33,9.8,235,0,235,,,,,,,,,,,,,,,0.0,13.477,0.0,0.0,0.0,13.477
2020-03-16,RJ,25,0,1,17437592,33,9.8,245,1,244,,,,,,,,,,,,,,0.0,0.0,14.05,0.0,0.05735,0.05735,13.993
2020-03-18,RJ,63,0,2,17437592,33,9.8,617,2,615,,,,,,,,,,,,,,0.0,0.0,35.383,0.0,0.1147,0.1147,35.269
2020-03-19,RJ,66,2,2,17437592,33,9.8,647,4,643,,,,,,,,,,,,,,0.5,0.00309,37.104,0.1147,0.1147,0.2294,36.874
2020-03-21,RJ,119,3,2,17437592,33,9.8,1166,5,1161,,,,,,,,,,,,,,0.6,0.00257,66.867,0.172,0.1147,0.2867,66.58
2020-03-22,RJ,186,3,2,17437592,33,9.8,1823,5,1818,,,,,,,,,,,,,,0.6,0.00165,104.544,0.172,0.1147,0.2867,104.258
2020-03-23,RJ,233,4,2,17437592,33,9.8,2283,6,2277,,,,,,,,,,,,,,0.6667,0.00175,130.924,0.2294,0.1147,0.3441,130.58
2020-03-24,RJ,305,6,2,17437592,33,9.8,2989,8,2981,610.833,0.6667,1.167,1.833,609.0,,,,,,,,,0.75,0.00201,171.411,0.3441,0.1147,0.4588,170.953
2020-03-25,RJ,370,8,2,17437592,33,9.8,3626,10,3616,607.5,0.6667,1.667,2.333,605.167,,,,,,,,,0.8,0.00221,207.942,0.4588,0.1147,0.5735,207.368
2020-03-26,RJ,421,9,6,17437592,33,9.8,4126,15,4111,599.5,0.6667,2.167,2.833,596.667,,,,,,,,,0.6,0.00218,236.615,0.5161,0.3441,0.8602,235.755
2020-03-27,RJ,493,10,6,17437592,33,9.8,4831,16,4815,575.0,20.0,2.0,22.0,553.0,34.056,2.833,0.6667,3.5,30.556,,,,0.625,0.00207,277.045,0.5735,0.3441,0.9176,276.128
2020-03-28,RJ,558,13,6,17437592,33,9.8,5468,19,5449,552.0,18.167,2.5,20.667,531.333,39.222,2.694,0.6667,3.361,35.861,,,,0.6842,0.00238,313.575,0.7455,0.3441,1.09,312.486
2020-03-29,RJ,600,17,6,17437592,33,9.8,5880,23,5857,671.333,17.333,3.167,20.5,650.833,75.944,2.778,0.7778,3.556,72.389,19.736,,,0.7391,0.00289,337.203,0.9749,0.3441,1.319,335.884
2020-03-30,RJ,657,18,122,17437592,33,9.8,6439,140,6299,815.167,17.667,5.167,22.833,792.333,104.778,-3.61111,0.9444,-2.66667,107.444,20.472,,,0.1286,0.0028,369.26,1.032,6.996,8.029,361.231
2020-03-31,RJ,708,23,111,17437592,33,9.8,6938,134,6804,842.833,16.833,5.667,22.5,820.333,113.0,-3.05556,0.9167,-2.13889,115.139,11.424,-2.26563,,0.1716,0.00332,397.876,1.319,6.366,7.685,390.191
2020-04-01,RJ,832,28,110,17437592,33,9.8,8154,138,8016,1055.167,17.333,6.833,24.167,1031.0,121.111,-2.91667,1.167,-1.75,122.861,16.41,-4.58681,,0.2029,0.00343,467.61,1.606,6.308,7.914,459.696
