Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-17,AC,3,0,0,890754,12,8.3,25,0,25,,,,,,,,,,,,,,,0.0,28.066,0.0,0.0,0.0,28.066
2020-03-18,AC,3,0,0,890754,12,8.3,25,0,25,,,,,,,,,,,,,,,0.0,28.066,0.0,0.0,0.0,28.066
2020-03-19,AC,4,0,0,890754,12,8.3,33,0,33,,,,,,,,,,,,,,,0.0,37.047,0.0,0.0,0.0,37.047
2020-03-20,AC,7,0,0,890754,12,8.3,58,0,58,19.333,,,,,,,,,,,,,,0.0,65.113,0.0,0.0,0.0,65.113
2020-03-21,AC,11,0,0,890754,12,8.3,91,0,91,24.833,,,,,,,,,,,,,,0.0,102.161,0.0,0.0,0.0,102.161
2020-03-22,AC,11,0,0,890754,12,8.3,91,0,91,26.333,,,,,,,,,,,,,,0.0,102.161,0.0,0.0,0.0,102.161
2020-03-23,AC,17,0,0,890754,12,8.3,141,0,141,22.167,,,,,0.6944,,,,,,,,,0.0,158.293,0.0,0.0,0.0,158.293
2020-03-24,AC,21,0,0,890754,12,8.3,174,0,174,19.5,,,,,0.4722,,,,,,,,,0.0,195.34,0.0,0.0,0.0,195.34
2020-03-25,AC,23,0,0,890754,12,8.3,191,0,191,19.5,,,,,0.0,,,,,0.1667,,,,0.0,214.425,0.0,0.0,0.0,214.425
2020-03-26,AC,23,0,0,890754,12,8.3,191,0,191,23.5,,,,,0.9167,,,,,0.2778,,,,0.0,214.425,0.0,0.0,0.0,214.425
2020-03-27,AC,25,0,0,890754,12,8.3,208,0,208,27.667,,,,,1.361,,,,,,-0.28646,,,0.0,233.51,0.0,0.0,0.0,233.51
2020-03-28,AC,25,0,0,890754,12,8.3,208,0,208,26.333,,,,,1.583,,,,,-0.97917,-0.3559,,,0.0,233.51,0.0,0.0,0.0,233.51
2020-03-29,AC,34,0,0,890754,12,8.3,282,0,282,27.667,,,,,-1.13889,,,,,-0.97917,,,,0.0,316.586,0.0,0.0,0.0,316.586
2020-03-30,AC,41,0,9,890754,12,8.3,340,9,331,27.667,,,,,-3.0,,,,,-1.14583,,,0.0,0.0,381.699,0.0,10.104,10.104,371.595
2020-03-31,AC,42,0,8,890754,12,8.3,349,8,341,29.0,,,,,-2.55556,,,,,,,,0.0,0.0,391.803,0.0,8.981,8.981,382.822
2020-04-01,AC,43,0,7,890754,12,8.3,357,7,350,16.667,,,,,-3.0,,,,,,,,0.0,0.0,400.784,0.0,7.859,7.859,392.926
2020-04-02,AC,45,0,6,890754,12,8.3,374,6,368,9.667,-0.66667,,,,-1.63889,,,,,,,,0.0,0.0,419.869,0.0,6.736,6.736,413.133
2020-04-03,AC,46,0,5,890754,12,8.3,382,5,377,11.0,-0.66667,,,,-1.13889,,,,,,,,0.0,0.0,428.85,0.0,5.613,5.613,423.237
2020-04-04,AC,46,0,5,890754,12,8.3,382,5,377,9.667,-0.5,,,,2.75,,,,,,,,0.0,0.0,428.85,0.0,5.613,5.613,423.237
2020-04-05,AC,48,0,5,890754,12,8.3,398,5,393,17.833,-0.33333,,,,3.944,,,,,,,,0.0,0.0,446.812,0.0,5.613,5.613,441.199
2020-04-06,AC,50,1,4,890754,12,8.3,415,5,410,22.167,0.0,,,,4.389,,,,,0.9375,,,0.2,0.00241,465.897,1.123,4.491,5.613,460.284
2020-04-07,AC,50,2,4,890754,12,8.3,415,6,409,33.167,0.0,,,,7.611,,,,,0.3333,,,0.3333,0.00482,465.897,2.245,4.491,6.736,459.162
2020-04-08,AC,58,2,4,890754,12,8.3,481,6,475,33.333,0.0,,,,6.5,,,,,0.1181,-0.09201,,0.3333,0.00416,539.992,2.245,4.491,6.736,533.256
2020-04-09,AC,62,2,5,890754,12,8.3,515,7,508,37.333,0.1667,0.1667,0.3333,37.0,5.278,,,,,0.3333,0.0625,,0.2857,0.00388,578.162,2.245,5.613,7.859,570.303
