Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,AP,1,0,0,854188,16,8.3,8,0,8,,,,,,,,,,,,,,,0.0,9.366,0.0,0.0,0.0,9.366
2020-03-21,AP,1,0,0,854188,16,8.3,8,0,8,,,,,,,,,,,,,,,0.0,9.366,0.0,0.0,0.0,9.366
2020-03-22,AP,1,0,0,854188,16,8.3,8,0,8,,,,,,,,,,,,,,,0.0,9.366,0.0,0.0,0.0,9.366
2020-03-23,AP,1,0,0,854188,16,8.3,8,0,8,1.5,,,,,,,,,,,,,,0.0,9.366,0.0,0.0,0.0,9.366
2020-03-24,AP,1,0,0,854188,16,8.3,8,0,8,2.833,,,,,,,,,,,,,,0.0,9.366,0.0,0.0,0.0,9.366
2020-03-25,AP,2,0,0,854188,16,8.3,17,0,17,4.167,,,,,,,,,,,,,,0.0,19.902,0.0,0.0,0.0,19.902
2020-03-26,AP,2,0,0,854188,16,8.3,17,0,17,9.667,,,,,1.806,,,,,,,,,0.0,19.902,0.0,0.0,0.0,19.902
2020-03-27,AP,3,0,0,854188,16,8.3,25,0,25,9.667,,,,,1.611,,,,,,,,,0.0,29.268,0.0,0.0,0.0,29.268
2020-03-28,AP,4,0,0,854188,16,8.3,33,0,33,11.0,,,,,2.778,,,,,0.5347,,,,0.0,38.633,0.0,0.0,0.0,38.633
2020-03-29,AP,8,0,0,854188,16,8.3,66,0,66,12.333,,,,,3.25,,,,,0.8125,,,,0.0,77.266,0.0,0.0,0.0,77.266
2020-03-30,AP,8,0,2,854188,16,8.3,66,2,64,12.5,,,,,3.944,,,,,1.097,0.7135,,0.0,0.0,77.266,0.0,2.341,2.341,74.925
2020-03-31,AP,10,0,2,854188,16,8.3,83,2,81,20.833,,,,,4.861,,,,,4.139,1.163,,0.0,0.0,97.168,0.0,2.341,2.341,94.827
2020-04-01,AP,11,0,2,854188,16,8.3,91,2,89,29.167,,,,,7.167,,,,,3.389,1.25,-0.11241,0.0,0.0,106.534,0.0,2.341,2.341,104.193
2020-04-02,AP,12,0,2,854188,16,8.3,100,2,98,33.333,0.1667,,,,19.806,,,,,5.465,0.1615,-0.66797,0.0,0.0,117.07,0.0,2.341,2.341,114.729
2020-04-03,AP,19,0,2,854188,16,8.3,158,2,156,40.167,0.1667,,,,17.5,,,,,6.097,0.2639,-0.67839,0.0,0.0,184.971,0.0,2.341,2.341,182.63
2020-04-04,AP,29,1,3,854188,16,8.3,241,4,237,55.333,0.3333,,,,26.722,,,,,4.785,-1.50868,-0.73524,0.25,0.00415,282.139,1.171,3.512,4.683,277.456
2020-04-05,AP,32,1,3,854188,16,8.3,266,4,262,131.333,0.8333,,,,31.556,0.25,,,,4.444,-1.46354,-0.81901,0.25,0.00376,311.407,1.171,3.512,4.683,306.724
2020-04-06,AP,39,2,3,854188,16,8.3,324,5,319,125.833,1.167,,,,38.944,0.3056,,,,-0.56944,-2.77951,,0.4,0.00617,379.308,2.341,3.512,5.854,373.454
2020-04-07,AP,51,2,4,854188,16,8.3,423,6,417,189.5,1.5,0.1667,1.667,187.833,35.278,0.25,,,,0.2431,-3.01215,,0.3333,0.00473,495.207,2.341,4.683,7.024,488.183
2020-04-08,AP,107,2,7,854188,16,8.3,888,9,879,222.667,1.667,0.6667,2.333,220.333,24.444,8.222,,,,-6.33333,,,0.2222,0.00225,1039.584,2.341,8.195,10.536,1029.047
2020-04-09,AP,110,2,9,854188,16,8.3,913,11,902,273.833,2.0,0.5,2.5,271.333,32.528,38.611,,,,-7.60417,-2.39583,,0.1818,0.00219,1068.851,2.341,10.536,12.878,1055.974
2020-04-10,AP,166,2,12,854188,16,8.3,1378,14,1364,267.0,1.833,0.6667,2.5,264.5,13.611,37.889,0.1944,38.083,-24.47222,-8.125,,,0.1429,0.00145,1613.228,2.341,14.048,16.39,1596.838
2020-04-11,AP,193,5,13,854188,16,8.3,1602,18,1584,278.0,50.167,0.8333,51.0,227.0,4.861,35.361,0.02778,35.389,-30.52778,-9.34028,,,0.2778,0.00312,1875.465,5.854,15.219,21.073,1854.393
2020-04-12,AP,237,5,15,854188,16,8.3,1967,20,1947,321.0,232.833,0.8333,233.667,87.333,-8.05556,34.528,0.05556,34.583,-42.63889,-7.65972,,,0.25,0.00254,2302.772,5.854,17.561,23.414,2279.358
2020-04-13,AP,244,6,15,854188,16,8.3,2025,21,2004,271.167,228.833,1.333,230.167,41.0,-4.83333,54.194,0.02778,54.222,-59.05556,-7.44444,,,0.2857,0.00296,2370.672,7.024,17.561,24.585,2346.088
2020-04-14,AP,308,7,308,854188,16,8.3,2556,315,2241,251.833,213.833,0.8333,214.667,37.167,-17.02778,37.556,0.02778,37.583,-54.61111,,,,0.02222,0.00274,2992.316,8.195,360.576,368.771,2623.544
2020-04-15,AP,342,7,1406,854188,16,8.3,2839,1413,1426,225.5,209.167,0.8333,210.0,15.5,-24.91667,-20.52778,0.02778,-20.5,-4.41667,,,,0.00495,0.00247,3323.624,8.195,1646.008,1654.203,1669.422
2020-04-16,AP,362,10,1385,854188,16,8.3,3005,1395,1610,238.0,327.0,0.8333,327.833,-89.83333,-15.22222,-13.83333,-0.11111,-13.94444,-1.27778,,,,0.00717,0.00333,3517.961,11.707,1621.423,1633.13,1884.831
