Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
2020-04-16,All,3.9653765e7,0.05598,0.6085,0.02049,0.2842,0.04784,0.2953,0.01285,0.3176,5.982,2.733,2.897,1.021,1.021
2020-04-17,All,3.9653765e7,0.05105,0.4294,0.01864,0.2656,0.04654,0.2747,0.01356,0.2999,10.675,2.738,3.194,0.9925,0.9925
2020-04-18,All,3.9653765e7,0.05467,0.5469,0.01673,0.2619,0.04216,0.3477,0.0107,0.3004,9.685,3.268,3.275,1.033,1.033
2020-04-19,All,3.9653765e7,0.05124,0.4458,0.02194,0.2595,0.03616,0.2454,0.01517,0.2987,9.673,2.335,2.307,0.9946,0.9946
2020-04-20,All,3.9653765e7,0.05691,0.543,0.03593,0.237,0.0492,0.1627,0.0238,0.2925,4.505,1.584,1.725,1.005,1.005
2020-04-21,All,3.9653765e7,0.04914,0.4514,0.0299,0.2378,0.03626,0.5851,0.02508,0.2907,22.016,1.643,1.836,1.007,1.007
2020-04-22,All,3.9653765e7,0.05736,0.99,0.03604,0.2386,0.04001,82.689,0.02256,0.2996,956.172,1.592,1.492,1.004,1.004
2020-04-24,All,3.9653765e7,0.03963,0.6348,0.0291,0.2252,0.02336,0.246,0.02654,0.2994,7.836,1.362,1.479,1.014,1.014
2020-04-25,All,3.9653765e7,0.03766,0.7113,0.02717,0.2243,0.02268,0.6363,0.02716,0.2998,15.932,1.386,1.617,1.013,1.013
2020-04-26,All,3.9653765e7,0.03337,0.99,0.02997,0.2212,0.02214,1.747,0.02578,0.3004,21.692,1.113,1.209,1.015,1.015
2020-04-27,All,3.9653765e7,0.03514,0.4785,0.02251,0.1994,0.02581,0.2819,0.02188,0.2771,16.415,1.561,1.902,1.013,1.013
2020-04-28,All,3.9653765e7,0.0357,0.5209,0.03116,0.1986,0.02488,0.2601,0.03293,0.2774,8.307,1.146,1.45,1.015,1.015
2020-04-29,All,3.9653765e7,0.03659,0.4747,0.03111,0.1956,0.03094,0.28,0.03484,0.2783,9.527,1.176,1.65,1.015,1.015
2020-04-30,All,3.9653765e7,0.03404,0.3567,0.02614,0.1937,0.0341,0.2869,0.02748,0.2756,13.157,1.302,1.891,1.015,1.015
2020-05-01,All,3.9653765e7,0.04391,0.6083,0.0272,0.1871,0.04731,0.3886,0.028,0.2777,5.601,1.614,2.405,1.011,1.011
2020-05-02,All,3.9653765e7,0.04156,0.7033,0.04265,0.1857,0.03635,0.5682,0.05792,0.2777,7.659,0.9744,1.574,1.017,1.017
2020-05-03,All,3.9653765e7,0.04189,0.3746,0.05481,0.1849,0.05945,0.242,0.06522,0.2781,8.622,0.7643,1.416,1.017,1.017
2020-05-04,All,3.9653765e7,0.03973,0.99,0.02613,0.1824,0.04213,0.4117,0.02849,0.2789,2.521,1.52,2.312,1.014,1.014
2020-05-05,All,3.9653765e7,0.04759,0.6342,0.06509,0.1792,0.0523,0.2217,0.04996,0.2802,3.858,0.7312,0.98,1.018,1.018
2020-05-06,All,3.9653765e7,0.07188,0.6009,0.07094,0.1773,0.1114,0.2993,0.07171,0.2814,6.494,1.013,1.874,1.016,1.016
2020-05-07,All,3.9653765e7,0.06868,0.8891,0.04779,0.1759,0.1075,0.6638,0.04794,0.2817,6.998,1.437,2.672,1.007,1.007
2020-05-08,All,3.9653765e7,0.07736,0.44,0.1168,0.1631,0.1279,0.409,0.08414,0.2729,14.436,0.6624,1.194,1.018,1.018
2020-05-09,All,3.9653765e7,0.05708,0.3747,0.06386,0.1637,0.06879,0.2336,0.05718,0.272,12.204,0.8939,1.342,1.018,1.018
2020-05-10,All,3.9653765e7,0.05486,0.7161,0.0464,0.1627,0.07435,0.4833,0.04253,0.2723,5.498,1.182,1.934,1.016,1.016
2020-05-11,All,3.9653765e7,0.0707,0.5873,0.0283,0.1606,0.09177,0.5028,0.00971,0.2724,7.29,2.498,3.354,1.019,1.019
2020-05-12,All,3.9653765e7,0.06444,0.6426,0.05829,0.1605,0.05825,0.2894,0.07235,0.273,3.504,1.105,1.697,1.017,1.017
2020-05-15,All,3.9653765e7,0.05493,0.4943,0.04029,0.1515,0.04586,0.3526,0.03184,0.271,4.811,1.363,1.567,1.016,1.016
2020-05-16,All,3.9653765e7,0.06216,0.99,0.04419,0.1485,0.05089,1.337,0.04344,0.2716,4.319,1.407,1.8,1.013,1.013
2020-05-17,All,3.9653765e7,0.05555,0.7641,0.0278,0.1446,0.05169,0.348,0.0197,0.2706,2.186,1.998,2.337,1.005,1.005
2020-05-18,All,3.9653765e7,0.04771,0.99,0.03733,0.143,0.06301,0.4553,0.03679,0.2703,1.316,1.278,2.106,1.018,1.018
2020-05-19,All,3.9653765e7,0.04484,0.99,0.04811,0.1425,0.05807,4.045,0.03067,0.2705,13.756,0.932,1.345,1.02,1.02
2020-05-20,All,3.9653765e7,0.0399,0.4985,0.01332,0.1418,0.04653,0.1913,0.01647,0.2707,3.85,2.996,5.093,1.012,1.012
2020-05-21,All,3.9653765e7,0.05126,0.4993,0.04019,0.1404,0.04967,0.177,0.01638,0.2712,3.787,1.276,1.341,1.019,1.019
2020-05-22,All,3.9653765e7,0.05491,0.3931,0.03893,0.1376,0.06221,0.1582,0.02529,0.2707,8.36,1.411,1.842,1.018,1.018
2020-05-23,All,3.9653765e7,0.04753,0.4273,0.03465,0.1376,0.04515,0.2686,0.01876,0.2705,10.542,1.372,1.5,1.02,1.02
2020-05-24,All,3.9653765e7,,,0.04918,0.1337,,,0.04186,0.2701,,,,,
2020-05-25,All,3.9653765e7,,,0.06358,0.1327,,,0.04264,0.2702,,,,,
