Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
2020-03-23,All,3.9653765e7,0.2051,0.5682,0.02029,,0.09179,0.5396,,,35.656,10.106,,1062.814,1062.814
2020-03-24,All,3.9653765e7,0.1831,0.1483,0.01482,,0.09256,0.4306,0.00631,,453.504,12.357,8.169,892.903,892.903
2020-03-25,All,3.9653765e7,0.1625,0.2135,0.01301,,0.07359,0.2131,0.00739,,113.044,12.491,9.077,893.94,893.94
2020-03-26,All,3.9653765e7,0.1499,0.2483,0.01247,,0.07031,0.1974,0.00679,,78.483,12.017,8.637,809.916,809.916
2020-03-27,All,3.9653765e7,0.1463,0.5821,0.01102,0.4835,0.04784,1.109,0.00764,0.3779,71.494,13.278,10.185,1349.554,1349.554
2020-03-28,All,3.9653765e7,,,,,,,,,,,,,
2020-03-29,All,3.9653765e7,0.1114,0.464,0.01212,,0.04645,0.3668,0.00619,,31.802,9.193,6.059,493.837,493.837
2020-03-30,All,3.9653765e7,0.1148,0.8143,0.0124,,0.05034,1.217,0.00863,,29.067,9.262,7.616,559.765,559.765
2020-03-31,All,3.9653765e7,0.09264,0.3568,0.01878,0.4265,0.06731,0.4457,0.00883,0.3644,48.443,4.932,4.268,81.617,81.617
2020-04-01,All,3.9653765e7,0.08926,0.3713,0.01515,0.4143,0.06276,0.2385,0.00825,0.3618,26.249,5.89,5.237,81.568,81.568
2020-04-02,All,3.9653765e7,0.08202,0.3545,0.01805,0.4599,0.06438,0.3561,0.00478,0.3884,40.626,4.545,3.765,25.577,25.577
2020-04-03,All,3.9653765e7,0.07148,0.3016,0.01206,0.4115,0.06054,0.2118,0.00509,0.3561,29.896,5.93,5.611,12.151,12.151
2020-04-04,All,3.9653765e7,0.07328,0.4127,0.01476,0.4014,0.05762,0.3553,0.00386,0.3556,25.727,4.964,4.113,14.17,14.17
2020-04-05,All,3.9653765e7,0.07044,0.7384,0.01371,0.3921,0.05303,1.183,0.00516,0.3639,31.471,5.138,4.324,16.63,16.63
2020-04-06,All,3.9653765e7,0.05914,0.4268,0.03266,0.3805,0.04756,0.233,0.03956,0.3697,18.554,1.811,2.632,1.046,1.046
2020-04-07,All,3.9653765e7,0.06283,0.5451,0.04235,0.3507,0.04618,0.3139,0.04333,0.3527,16.549,1.484,1.869,1.022,1.022
2020-04-08,All,3.9653765e7,0.06816,0.6034,0.05471,0.3528,0.04895,0.3531,0.053,0.3508,15.353,1.246,1.502,1.014,1.014
2020-04-10,All,3.9653765e7,0.06666,0.5635,0.06126,0.3382,0.0457,0.1682,0.1102,0.3515,5.208,1.088,2.095,1.012,1.012
2020-04-11,All,3.9653765e7,0.06747,0.9755,0.03111,0.3226,0.0441,0.9946,0.04014,0.3472,6.271,2.169,3.137,1.345,1.345
2020-04-12,All,3.9653765e7,0.0678,0.4661,0.03272,0.3212,0.0503,0.1538,0.03417,0.351,2.36,2.072,2.654,1.093,1.093
2020-04-13,All,3.9653765e7,0.06179,0.5315,0.02788,0.3185,0.04077,0.2648,0.02464,0.3568,1.25,2.217,2.445,1.041,1.041
2020-04-14,All,3.9653765e7,0.06313,0.6286,0.01566,0.3127,0.04303,0.4062,0.00626,0.3564,1.199,4.03,3.185,2.286,2.286
2020-04-15,All,3.9653765e7,0.05543,0.5859,0.02418,0.2891,0.0433,0.3208,0.0169,0.3171,5.762,2.293,2.403,1.002,1.002
