Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,GO,3,0,4,1,7018354,7184675,52,6.8,20,4,16,,,,,,,,,,,,,,,0.0,2.78,0.0,0.557,0.557,2.23
2020-03-13,GO,3,0,2,2,7018354,7184675,52,6.8,20,2,18,,,,,,,,,,,,,,,0.0,2.78,0.0,0.278,0.278,2.51
2020-03-14,GO,4,0,5,3,7018354,7184675,52,6.8,27,5,22,,,,,,,,,,,,,,,0.0,3.76,0.0,0.696,0.696,3.06
2020-03-15,GO,4,0,6,4,7018354,7184675,52,6.8,27,6,21,,,,,,,,,,,,,,,0.0,3.76,0.0,0.835,0.835,2.92
2020-03-16,GO,9,0,15,5,7018354,7184675,52,6.8,61,15,46,1.71,11.71,2.0,0.0,2.0,9.71,,,,,,,,,0.0,8.49,0.0,2.09,2.09,6.4
2020-03-17,GO,10,0,13,6,7018354,7184675,52,6.8,68,13,55,2.14,14.57,3.14,0.0,3.14,11.43,,,,,,,,,0.0,9.46,0.0,1.81,1.81,7.66
2020-03-18,GO,12,0,19,7,7018354,7184675,52,6.8,82,19,63,2.14,14.57,3.14,0.0,3.14,11.43,,,,,,,,,0.0,11.41,0.0,2.64,2.64,8.77
2020-03-19,GO,15,0,18,8,7018354,7184675,52,6.8,102,18,84,2.43,16.57,2.86,0.0,2.86,13.71,1.34,0.571,0.0,0.571,0.771,,,,0.0,14.2,0.0,2.51,2.51,11.69
2020-03-20,GO,18,0,24,9,7018354,7184675,52,6.8,122,24,98,2.0,13.57,2.43,0.0,2.43,11.14,1.54,0.657,0.0,0.657,0.886,,,,0.0,16.98,0.0,3.34,3.34,13.64
2020-03-21,GO,19,0,27,10,7018354,7184675,52,6.8,129,27,102,2.71,18.43,4.86,0.0,4.86,13.57,1.54,0.971,0.0286,1.0,0.543,,,,0.0,17.95,0.0,3.76,3.76,14.2
2020-03-22,GO,21,0,26,11,7018354,7184675,52,6.8,143,26,117,3.29,22.29,6.43,0.0,6.43,15.86,2.71,1.66,0.0286,1.69,1.03,0.354,,,0.0,19.9,0.0,3.62,3.62,16.28
2020-03-23,GO,23,0,32,12,7018354,7184675,52,6.8,156,32,124,3.29,22.29,8.0,0.143,8.14,14.14,4.49,2.26,0.0286,2.29,2.2,0.24,,,0.0,21.71,0.0,4.45,4.45,17.26
2020-03-24,GO,29,0,47,13,7018354,7184675,52,6.8,197,47,150,4.43,30.14,11.14,0.143,11.29,18.86,3.11,2.11,0.0286,2.14,0.971,0.2,,,0.0,27.42,0.0,6.54,6.54,20.88
2020-03-25,GO,35,0,64,14,7018354,7184675,52,6.8,238,64,174,5.29,36.0,13.71,0.143,13.86,22.14,2.74,2.23,0.0286,2.26,0.486,-0.2743,-0.1646,,0.0,33.13,0.0,8.91,8.91,24.22
2020-03-26,GO,38,1,74,15,7018354,7184675,52,6.8,258,75,183,5.0,34.0,15.43,0.143,15.57,18.43,2.54,1.46,0.0,1.46,1.09,-0.9771,-0.0811,,0.0133,35.91,0.139,10.3,10.44,25.47
2020-03-27,GO,49,1,102,16,7018354,7184675,52,6.8,333,103,230,5.29,36.0,17.57,0.143,17.71,18.29,1.34,0.743,0.0,0.743,0.6,-0.4686,0.0366,,0.0097,46.35,0.139,14.2,14.34,32.01
2020-03-28,GO,56,1,123,17,7018354,7184675,52,6.8,381,124,257,5.14,35.0,15.29,0.143,15.43,19.57,-0.4,-0.0857,-0.0286,-0.1143,-0.2857,-0.1657,0.165,0.119,0.0081,53.03,0.139,17.12,17.26,35.77
2020-03-29,GO,56,1,134,18,7018354,7184675,52,6.8,381,135,246,5.43,36.86,14.86,0.143,15.0,21.86,0.771,0.0286,0.0,0.0286,0.743,0.383,0.467,0.0994,0.0074,53.03,0.139,18.65,18.79,34.24
2020-03-30,GO,60,1,155,19,7018354,7184675,52,6.8,408,156,252,5.0,34.0,13.29,0.0,13.29,20.71,1.91,0.114,0.0,0.114,1.8,0.549,0.429,0.0103,0.0064,56.79,0.139,21.57,21.71,35.07
2020-03-31,GO,65,1,154,20,7018354,7184675,52,6.8,442,155,287,5.57,37.86,15.57,0.143,15.71,22.14,4.46,1.74,0.0286,1.77,2.69,1.36,0.416,-0.0144,0.0065,61.52,0.139,21.43,21.57,39.95
2020-04-01,GO,73,1,168,21,7018354,7184675,52,6.8,496,169,327,6.71,45.57,18.14,0.143,18.29,27.29,4.09,1.91,0.0857,2.0,2.09,1.67,0.088,-0.1275,0.0059,69.04,0.139,23.38,23.52,45.51
2020-04-02,GO,73,1,167,22,7018354,7184675,52,6.8,496,168,328,8.43,57.29,24.0,0.286,24.29,33.0,6.4,3.14,0.114,3.26,3.14,1.91,0.0926,-0.1824,0.006,69.04,0.139,23.24,23.38,45.65
2020-04-03,GO,88,2,211,23,7018354,7184675,52,6.8,598,213,385,8.43,57.29,24.43,0.571,25.0,32.29,9.14,4.09,0.143,4.23,4.91,0.823,-0.1703,-0.1817,0.0094,83.23,0.278,29.37,29.65,53.59
2020-04-04,GO,103,2,250,24,7018354,7184675,52,6.8,700,252,448,9.71,66.0,29.0,0.571,29.57,36.43,11.49,5.34,0.143,5.49,6.0,1.01,-0.4834,-0.0539,0.0079,97.43,0.278,34.8,35.07,62.35
2020-04-05,GO,115,3,302,25,7018354,7184675,52,6.8,782,305,477,12.29,83.57,36.0,0.857,36.86,46.71,8.57,4.51,0.114,4.63,3.94,0.509,-0.4926,-0.0809,0.0098,108.84,0.418,42.03,42.45,66.39
2020-04-06,GO,119,5,326,26,7018354,7184675,52,6.8,809,331,478,15.14,103.0,44.86,0.857,45.71,57.29,9.14,5.89,0.114,6.0,3.14,-0.7429,-0.1817,-0.0112,0.0151,112.6,0.696,45.37,46.07,66.53
2020-04-07,GO,133,5,357,27,7018354,7184675,52,6.8,904,362,542,14.71,100.14,46.57,0.857,47.43,52.71,8.94,5.94,0.2,6.14,2.8,-0.5486,-0.312,0.168,0.0138,125.82,0.696,49.69,50.39,75.44
2020-04-08,GO,159,7,420,28,7018354,7184675,52,6.8,1081,427,654,15.14,103.0,53.86,1.14,55.0,48.0,5.43,5.17,0.114,5.29,0.143,-0.0857,-0.2263,0.0706,0.0164,150.46,0.974,58.46,59.43,91.03
2020-04-09,GO,179,7,481,29,7018354,7184675,52,6.8,1217,488,729,16.29,110.71,58.71,1.57,60.29,50.43,8.74,7.66,0.114,7.77,0.971,-0.5486,0.359,0.0135,0.0143,169.39,0.974,66.95,67.92,101.47
2020-04-10,GO,191,8,537,30,7018354,7184675,52,6.8,1299,545,754,16.29,110.71,61.86,1.43,63.29,47.43,8.14,6.66,0.0571,6.71,1.43,-0.6229,-0.1394,0.0302,0.0147,180.8,1.11,74.74,75.86,104.95
2020-04-11,GO,209,10,627,31,7018354,7184675,52,6.8,1421,637,784,21.57,146.71,83.14,1.43,84.57,62.14,6.4,5.37,0.0286,5.4,1.0,1.05,-0.1143,0.008,0.0157,197.78,1.39,87.27,88.66,109.12
2020-04-12,GO,229,14,713,32,7018354,7184675,52,6.8,1557,727,830,20.71,140.86,79.86,1.14,81.0,59.86,5.83,4.0,-0.0857,3.91,1.91,-1.2457,-0.1611,-0.2521,0.0193,216.71,1.95,99.24,101.19,115.52
2020-04-13,GO,233,15,759,33,7018354,7184675,52,6.8,1584,774,810,19.86,135.0,80.71,1.29,82.0,53.0,10.69,5.03,-0.0571,4.97,5.71,-0.6571,-0.1863,0.0375,0.0194,220.47,2.09,105.64,107.73,112.74
2020-04-14,GO,284,15,939,34,7018354,7184675,52,6.8,1931,954,977,20.57,139.86,78.71,1.14,79.86,60.0,2.51,1.14,-0.1714,0.971,1.54,-1.3543,-0.9017,-0.0549,0.0157,268.77,2.09,130.69,132.78,135.98
2020-04-15,GO,304,15,979,35,7018354,7184675,52,6.8,2067,994,1073,24.14,164.14,87.0,1.14,88.14,76.0,4.86,2.74,-0.1143,2.63,2.23,-1.5543,0.048,0.156,0.0151,287.7,2.09,136.26,138.35,149.35
2020-04-16,GO,318,16,1046,36,7018354,7184675,52,6.8,2162,1062,1100,23.43,159.29,88.86,0.571,89.43,69.86,-0.3714,0.229,-0.1429,0.0857,-0.4571,-3.4571,-0.3886,0.238,0.0151,300.92,2.23,145.59,147.81,153.1
2020-04-17,GO,335,16,1088,37,7018354,7184675,52,6.8,2278,1104,1174,24.29,165.14,93.57,0.571,94.14,71.0,-1.9429,1.91,-0.0571,1.86,-3.8,-1.0057,0.619,0.535,0.0145,317.06,2.23,151.43,153.66,163.4
2020-04-18,GO,378,18,1236,38,7018354,7184675,52,6.8,2570,1254,1316,19.57,133.14,81.86,0.571,82.43,50.71,-6.6,-0.9143,-0.0286,-0.9429,-5.6571,-2.6,1.0,0.231,0.0144,357.71,2.51,172.03,174.54,183.17
2020-04-19,GO,393,18,1335,39,7018354,7184675,52,6.8,2672,1353,1319,19.14,130.14,88.29,0.857,89.14,41.0,-2.5143,0.8,0.114,0.914,-3.4286,1.74,1.77,0.558,0.0133,371.9,2.51,185.81,188.32,183.59
2020-04-20,GO,403,19,1414,40,7018354,7184675,52,6.8,2740,1433,1307,19.29,131.14,82.43,1.0,83.43,47.71,-8.1429,-3.2286,0.0857,-3.1429,-5.0,3.46,1.2,-0.0398,0.0133,381.37,2.64,196.81,199.45,181.91
