date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-18,TO,1,0,2,1588595,17,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,5.03589649973719,0.0,1.2589741249342974,1.2589741249342974,3.7769223748028917
2020-03-19,TO,1,0,1,1588595,17,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,5.03589649973719,0.0,0.6294870624671487,0.6294870624671487,4.406409437270041
2020-03-20,TO,1,0,2,1588595,17,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,5.03589649973719,0.0,1.2589741249342974,1.2589741249342974,3.7769223748028917
2020-03-21,TO,2,0,4,1588595,17,8.3,17,4,13,8.333333333333334,2.0,,,,,,,,,,,,0.0,0.0,10.701280061941526,0.0,2.517948249868595,2.517948249868595,8.183331812072932
2020-03-22,TO,5,0,8,1588595,17,8.3,42,8,34,8.333333333333334,2.5,,,,,,,,,,,,0.0,0.0,26.438456623620244,0.0,5.03589649973719,5.03589649973719,21.402560123883053
2020-03-23,TO,7,0,12,1588595,17,8.3,58,12,46,9.666666666666666,2.8333333333333335,,,,,,,,,,,,0.0,0.0,36.51024962309462,0.0,7.5538447496057834,7.5538447496057834,28.956404873488836
2020-03-24,TO,7,0,14,1588595,17,8.3,58,14,44,9.666666666666666,3.1666666666666665,,,,-0.4722222222222223,0.25,,,,,,,0.0,0.0,36.51024962309462,0.0,8.812818874540081,8.812818874540081,27.69743074855454
2020-03-25,TO,7,0,16,1588595,17,8.3,58,16,42,5.5,2.6666666666666665,,,,-0.22222222222222232,0.11111111111111109,,,,,,,0.0,0.0,36.51024962309462,0.0,10.07179299947438,10.07179299947438,26.438456623620244
2020-03-26,TO,8,0,19,1588595,17,8.3,66,19,47,4.166666666666667,2.8333333333333335,,,,-0.6666666666666665,-0.05555555555555558,,,,,,,0.0,0.0,41.54614612283181,0.0,11.960254186875824,11.960254186875824,29.585891935955985
2020-03-27,TO,9,0,23,1588595,17,8.3,75,23,52,5.5,3.5,,,,-0.9166666666666665,-0.2222222222222222,,,,,,,0.0,0.0,47.21152968503615,0.0,14.478202436744418,14.478202436744418,32.73332724829173
2020-03-28,TO,9,0,24,1588595,17,8.3,75,24,51,7.0,3.1666666666666665,,,,0.0,-0.055555555555555504,,,,,,,0.0,0.0,47.21152968503615,0.0,15.107689499211567,15.107689499211567,32.10384018582458
2020-03-29,TO,10,0,29,1588595,17,8.3,83,29,54,5.666666666666667,2.5,,,,0.6944444444444445,0.055555555555555504,,,,,,,0.0,0.0,52.24742618477334,0.0,18.25512481154731,18.25512481154731,33.99230137322603
2020-03-30,TO,11,0,35,1588595,17,8.3,91,35,56,4.166666666666667,1.8333333333333333,,,,0.4722222222222223,-0.027777777777777752,,,,,,,0.0,0.0,57.28332268451053,0.0,22.0320471863502,22.0320471863502,35.251275498160325
2020-03-31,TO,12,0,35,1588595,17,8.3,100,35,65,5.5,2.3333333333333335,,,,0.44444444444444436,0.27777777777777773,,,,0.2847222222222222,,,0.0,0.0,62.94870624671486,0.0,22.0320471863502,22.0320471863502,40.916659060364665
2020-04-01,TO,12,0,34,1588595,17,8.3,100,34,66,8.333333333333334,3.1666666666666665,,,,0.6666666666666665,0.38888888888888884,,,,0.22916666666666669,,,0.0,0.0,62.94870624671486,0.0,21.402560123883053,21.402560123883053,41.54614612283181
2020-04-02,TO,12,0,34,1588595,17,8.3,100,34,66,8.333333333333334,3.3333333333333335,,,,1.8333333333333333,0.8055555555555557,,,,-0.05555555555555559,-0.1857638888888889,,0.0,0.0,62.94870624671486,0.0,21.402560123883053,21.402560123883053,41.54614612283181
2020-04-03,TO,13,0,38,1588595,17,8.3,108,38,70,9.666666666666666,4.833333333333333,,,,1.388888888888889,0.6666666666666666,,,,-0.04861111111111112,-0.14409722222222224,,0.0,0.0,67.98460274645205,0.0,23.920508373751648,23.920508373751648,44.0640943727004
2020-04-04,TO,16,0,48,1588595,17,8.3,133,48,85,9.666666666666666,4.833333333333333,,,,0.22222222222222202,0.3333333333333334,,,,-0.4583333333333333,,,0.0,0.0,83.72177930813076,0.0,30.215378998423134,30.215378998423134,53.50640030970764
2020-04-05,TO,17,0,55,1588595,17,8.3,141,55,86,15.166666666666666,6.666666666666667,,,,0.47222222222222204,0.47222222222222227,,,,-0.34722222222222227,,,0.0,0.0,88.75767580786795,0.0,34.621788435693176,34.621788435693176,54.135887372174786
2020-04-06,TO,19,0,64,1588595,17,8.3,158,64,94,13.833333333333334,6.333333333333333,,,,0.0,0.16666666666666666,,,,-0.45833333333333326,,,0.0,0.0,99.45895586980949,0.0,40.28717199789752,40.28717199789752,59.17178387191197
2020-04-07,TO,19,0,63,1588595,17,8.3,158,63,95,9.666666666666666,5.166666666666667,,,,0.0,0.3333333333333333,,,,-0.34722222222222215,,,0.0,0.0,99.45895586980949,0.0,39.65768493543037,39.65768493543037,59.80127093437912
2020-04-08,TO,23,0,74,1588595,17,8.3,191,74,117,11.166666666666666,6.166666666666667,,,,-1.611111111111111,-0.13888888888888898,,,,,,,0.0,0.0,120.23202893122539,0.0,46.582042622569,46.582042622569,73.6499863086564
2020-04-09,TO,23,0,76,1588595,17,8.3,191,76,115,9.666666666666666,5.833333333333333,,,,-0.9166666666666666,0.02777777777777783,,,,,,,0.0,0.0,120.23202893122539,0.0,47.841016747503296,47.841016747503296,72.3910121837221
2020-04-10,TO,23,0,79,1588595,17,8.3,191,79,112,9.666666666666666,6.833333333333333,,,,0.22222222222222232,0.4166666666666667,,,,,,,0.0,0.0,120.23202893122539,0.0,49.72947793490474,49.72947793490474,70.50255099632065
2020-04-11,TO,25,0,92,1588595,17,8.3,208,92,116,5.5,5.833333333333333,,,,-0.25,-0.02777777777777783,,,,,,,0.0,0.0,130.93330899316692,0.0,57.91280974697767,57.91280974697767,73.02049924618925
2020-04-12,TO,26,0,99,1588595,17,8.3,216,99,117,8.333333333333334,6.5,,,,0.0,-0.055555555555555504,,,,0.17361111111111108,,,0.0,0.0,135.9692054929041,0.0,62.319219184247714,62.319219184247714,73.6499863086564
2020-04-13,TO,26,0,104,1588595,17,8.3,216,104,112,11.0,7.666666666666667,,,,0.22222222222222232,-0.11111111111111101,,,,,,,0.0,0.0,135.9692054929041,0.0,65.46665449658346,65.46665449658346,70.50255099632065
2020-04-14,TO,27,0,109,1588595,17,8.3,224,109,115,9.666666666666666,6.0,,,,0.9166666666666666,0.16666666666666666,,,,,0.04340277777777781,,0.0,0.0,141.0051019926413,0.0,68.6140898089192,68.6140898089192,72.3910121837221
2020-04-15,TO,29,1,115,1588595,17,8.3,241,116,125,9.666666666666666,5.5,,,,0.22222222222222202,0.11111111111111116,,,,0.17361111111111108,,,0.008620689655172414,0.004149377593360996,151.70638205458283,0.6294870624671487,72.3910121837221,73.02049924618925,78.68588280839359
2020-04-16,TO,31,1,125,1588595,17,8.3,257,126,131,11.0,6.166666666666667,,,,-0.44444444444444436,-0.16666666666666666,,,,0.3472222222222223,,0.19444444444444442,0.007936507936507936,0.0038910505836575876,161.77817505405721,0.6294870624671487,78.68588280839359,79.31536987086074,82.46280518319647
2020-04-17,TO,32,1,128,1588595,17,8.3,266,129,137,11.0,6.833333333333333,,,,0.9166666666666666,0.6944444444444443,,,,0.8680555555555556,0.41840277777777773,,0.007751937984496124,0.0037593984962406013,167.44355861626153,0.6294870624671487,80.57434399579503,81.20383105826218,86.23972755799936
2020-04-18,TO,33,1,132,1588595,17,8.3,274,133,141,9.666666666666666,7.166666666666667,0.16666666666666666,7.333333333333334,2.333333333333332,2.305555555555556,1.5,,,,,0.8211805555555555,,0.007518796992481203,0.0036496350364963502,172.47945511599872,0.6294870624671487,83.09229224566361,83.72177930813076,88.75767580786795
2020-04-19,TO,34,1,141,1588595,17,8.3,282,142,140,8.333333333333334,6.666666666666667,0.16666666666666666,6.833333333333334,1.5,3.694444444444444,1.972222222222222,,,,1.847222222222222,0.7482638888888888,0.04296875000000004,0.007042253521126761,0.0035460992907801418,177.5153516157359,0.6294870624671487,88.75767580786795,89.3871628703351,88.1281887454008
2020-04-20,TO,35,2,150,1588595,17,8.3,290,152,138,15.166666666666666,10.166666666666666,0.16666666666666666,10.333333333333332,4.833333333333334,5.555555555555556,2.8333333333333335,,,,3.631944444444444,,-0.1657986111111111,0.013157894736842105,0.006896551724137931,182.5512481154731,1.2589741249342974,94.4230593700723,95.68203349500659,86.86921462046651
