Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-17,AC,3,0,4,1,881935,903415,12,6.8,20,4,16,,,,,,,,,,,,,,,0.0,22.14,0.0,4.43,4.43,17.71
2020-03-18,AC,3,0,5,2,881935,903415,12,6.8,20,5,15,,,,,,,,,,,,,,,0.0,22.14,0.0,5.53,5.53,16.6
2020-03-19,AC,4,0,5,3,881935,903415,12,6.8,27,5,22,,,,,,,,,,,,,,,0.0,29.89,0.0,5.53,5.53,24.35
2020-03-20,AC,7,0,10,4,881935,903415,12,6.8,48,10,38,,,,,,,,,,,,,,,0.0,53.13,0.0,11.07,11.07,42.06
2020-03-21,AC,11,0,16,5,881935,903415,12,6.8,75,16,59,2.57,17.57,4.29,0.0,4.29,13.29,,,,,,,,,0.0,83.02,0.0,17.71,17.71,65.31
2020-03-22,AC,11,0,14,6,881935,903415,12,6.8,75,14,61,2.86,19.43,5.29,0.0,5.29,14.14,,,,,,,,,0.0,83.02,0.0,15.5,15.5,67.52
2020-03-23,AC,17,0,24,7,881935,903415,12,6.8,116,24,92,2.71,18.43,5.71,0.0,5.71,12.71,,,,,,,,,0.0,128.4,0.0,26.57,26.57,101.84
2020-03-24,AC,21,0,34,8,881935,903415,12,6.8,143,34,109,2.57,17.43,6.0,0.0,6.0,11.43,0.943,1.06,0.0,1.06,-0.1143,,,,0.0,158.29,0.0,37.63,37.63,120.65
2020-03-25,AC,23,0,42,9,881935,903415,12,6.8,156,42,114,2.0,13.57,5.57,0.0,5.57,8.0,0.771,1.29,0.0,1.29,-0.5143,,,,0.0,172.68,0.0,46.49,46.49,126.19
2020-03-26,AC,23,0,45,10,881935,903415,12,6.8,156,45,111,3.29,22.29,9.57,0.0,9.57,12.71,0.4,0.714,0.0,0.714,-0.3143,,,,0.0,172.68,0.0,49.81,49.81,122.87
2020-03-27,AC,25,0,52,11,881935,903415,12,6.8,170,52,118,3.43,23.29,11.71,0.0,11.71,11.57,0.4,0.429,0.0,0.429,-0.0286,-0.2629,,,0.0,188.17,0.0,57.56,57.56,130.62
2020-03-28,AC,25,0,55,12,881935,903415,12,6.8,170,55,115,3.0,20.43,9.29,0.0,9.29,11.14,1.57,0.543,0.0,0.543,1.03,-0.2686,,,0.0,188.17,0.0,60.88,60.88,127.29
2020-03-29,AC,34,0,81,13,881935,903415,12,6.8,231,81,150,2.86,19.43,8.14,0.0,8.14,11.29,-0.3714,-0.2571,0.0,-0.2571,-0.1143,-0.3543,,,0.0,255.7,0.0,89.66,89.66,166.04
2020-03-30,AC,41,0,106,14,881935,903415,12,6.8,279,106,173,3.14,21.43,8.29,0.0,8.29,13.14,-0.5714,-0.7143,0.0,-0.7143,0.143,-0.5086,0.0206,,0.0,308.83,0.0,117.33,117.33,191.5
2020-03-31,AC,42,0,99,15,881935,903415,12,6.8,286,99,187,3.0,20.43,8.29,0.0,8.29,12.14,-1.3714,-0.5714,0.0,-0.5714,-0.8,-0.8629,0.0457,,0.0,316.58,0.0,109.58,109.58,206.99
2020-04-01,AC,43,0,99,16,881935,903415,12,6.8,292,99,193,3.0,20.43,8.14,0.0,8.14,12.29,-2.1429,-0.7429,0.0286,-0.7143,-1.4286,-0.16,0.203,,0.0,323.22,0.0,109.58,109.58,213.63
2020-04-02,AC,45,0,103,17,881935,903415,12,6.8,306,103,203,2.0,13.57,6.43,0.0,6.43,7.14,-2.7429,-0.6571,0.0571,-0.6,-2.1429,-0.04,0.32,0.0505,0.0,338.71,0.0,114.01,114.01,224.7
2020-04-03,AC,46,0,110,18,881935,903415,12,6.8,313,110,203,1.29,8.71,4.43,0.143,4.57,4.14,-1.1714,-0.1143,0.0571,-0.0571,-1.1143,0.663,0.447,0.0482,0.0,346.46,0.0,121.76,121.76,224.7
2020-04-04,AC,46,0,112,19,881935,903415,12,6.8,313,112,201,1.14,7.71,5.0,0.286,5.29,2.43,-0.7714,0.2,0.0571,0.257,-1.0286,1.09,0.273,-0.053,0.0,346.46,0.0,123.97,123.97,222.49
2020-04-05,AC,48,0,126,20,881935,903415,12,6.8,326,126,200,2.14,14.57,7.71,0.286,8.0,6.57,1.94,1.2,0.0571,1.26,0.686,1.37,0.287,-0.0923,0.0,360.85,0.0,139.47,139.47,221.38
2020-04-06,AC,50,1,137,21,881935,903415,12,6.8,340,138,202,2.43,16.57,9.14,0.286,9.43,7.14,3.31,2.09,0.0286,2.11,1.2,1.21,-0.0617,-0.1214,0.0072,376.35,1.11,151.65,152.75,223.6
2020-04-07,AC,50,2,134,22,881935,903415,12,6.8,340,136,204,3.43,23.29,12.43,0.286,12.71,10.57,4.11,2.26,0.0,2.26,1.86,1.39,-0.1417,-0.0951,0.0147,376.35,2.21,148.33,150.54,225.81
2020-04-08,AC,58,2,153,23,881935,903415,12,6.8,394,155,239,3.71,25.29,14.86,0.286,15.14,10.14,4.86,2.91,0.0,2.91,1.94,0.354,-0.16,-0.1054,0.0129,436.12,2.21,169.36,171.57,264.55
2020-04-09,AC,62,2,167,24,881935,903415,12,6.8,422,169,253,4.14,28.29,16.29,0.286,16.57,11.71,6.2,3.69,-0.0286,3.66,2.54,0.383,-0.2023,0.0352,0.0118,467.12,2.21,184.85,187.07,280.05
2020-04-10,AC,70,2,197,25,881935,903415,12,6.8,476,199,277,5.71,38.86,22.29,0.286,22.57,16.29,3.71,2.43,0.0,2.43,1.29,0.571,-0.24,0.0382,0.0101,526.89,2.21,218.06,220.28,306.61
2020-04-11,AC,72,2,216,26,881935,903415,12,6.8,490,218,272,7.0,47.57,27.57,0.143,27.71,19.86,5.23,3.06,0.0286,3.09,2.14,0.194,0.114,0.0279,0.0092,542.39,2.21,239.09,241.31,301.08
2020-04-12,AC,77,2,240,27,881935,903415,12,6.8,524,242,282,6.14,41.86,24.57,0.286,24.86,17.0,6.97,3.66,0.0286,3.69,3.29,0.194,0.0491,0.0514,0.0083,580.02,2.21,265.66,267.87,312.15
2020-04-13,AC,90,3,293,28,881935,903415,12,6.8,612,296,316,7.57,51.43,30.14,0.429,30.57,20.86,5.83,2.66,0.0571,2.71,3.11,0.926,-0.0206,0.0032,0.0101,677.43,3.32,324.32,327.65,349.78
2020-04-14,AC,99,3,327,29,881935,903415,12,6.8,673,330,343,9.29,63.14,34.57,0.429,35.0,28.14,7.17,3.46,0.0857,3.54,3.63,0.629,0.0549,-0.0802,0.0091,744.95,3.32,361.96,365.28,379.67
2020-04-15,AC,101,4,325,30,881935,903415,12,6.8,687,329,358,10.0,68.0,35.57,0.571,36.14,31.86,8.34,4.37,0.0857,4.46,3.89,0.469,-0.224,-0.0709,0.0122,760.45,4.43,359.75,364.17,396.27
2020-04-16,AC,115,5,378,31,881935,903415,12,6.8,782,383,399,12.29,83.43,44.86,0.571,45.43,38.0,8.37,4.63,0.0571,4.69,3.69,0.469,-0.2869,-0.0704,0.0131,865.6,5.53,418.41,423.95,441.66
2020-04-17,AC,135,5,439,32,881935,903415,12,6.8,918,444,474,12.29,83.57,46.43,0.714,47.14,36.43,9.31,6.09,0.0286,6.11,3.2,-0.9257,-0.3051,-0.0795,0.0113,1016.14,5.53,485.93,491.47,524.68
2020-04-18,AC,142,6,465,33,881935,903415,12,6.8,966,471,495,13.71,93.29,53.29,0.714,54.0,39.29,8.17,5.34,0.0286,5.37,2.8,-0.5086,-0.3726,0.125,0.0127,1069.28,6.64,514.71,521.36,547.92
2020-04-19,AC,163,6,554,34,881935,903415,12,6.8,1108,560,548,16.14,109.71,65.0,0.571,65.57,44.14,2.54,2.4,0.0571,2.46,0.0857,-0.8971,-0.3429,0.126,0.0107,1226.46,6.64,613.23,619.87,606.59
