date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-20,MA,1,0,2,7145933,21,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,1.1195179131962194,0.0,0.27987947829905485,0.27987947829905485,0.8396384348971646
2020-03-21,MA,2,0,4,7145933,21,8.3,17,4,13,,,,,,,,,,,,,,0.0,0.0,2.378975565541966,0.0,0.5597589565981097,0.5597589565981097,1.8192166089438566
2020-03-22,MA,2,0,3,7145933,21,8.3,17,3,14,,,,,,,,,,,,,,0.0,0.0,2.378975565541966,0.0,0.4198192174485823,0.4198192174485823,1.959156348093384
2020-03-23,MA,8,0,14,7145933,21,8.3,66,14,52,12.5,3.6666666666666665,,,,,,,,,,,,0.0,0.0,9.23602278386881,0.0,1.959156348093384,1.959156348093384,7.2768664357754265
2020-03-24,MA,8,0,16,7145933,21,8.3,66,16,50,15.166666666666666,4.833333333333333,,,,,,,,,,,,0.0,0.0,9.23602278386881,0.0,2.239035826392439,2.239035826392439,6.996986957476372
2020-03-25,MA,8,0,18,7145933,21,8.3,66,18,48,18.0,6.166666666666667,,,,,,,,,,,,0.0,0.0,9.23602278386881,0.0,2.5189153046914936,2.5189153046914936,6.717107479177317
2020-03-26,MA,10,0,24,7145933,21,8.3,83,24,59,18.0,7.833333333333333,,,,11.75,4.222222222222222,,,,,,,0.0,0.0,11.614998349410778,0.0,3.3585537395886584,3.3585537395886584,8.256444609822118
2020-03-27,MA,13,0,33,7145933,21,8.3,108,33,75,30.5,13.166666666666666,,,,12.916666666666666,4.527777777777778,,,,,,,0.0,0.0,15.113491828148963,0.0,4.618011391934405,4.618011391934405,10.495480436214557
2020-03-28,MA,15,0,40,7145933,21,8.3,125,40,85,59.5,21.666666666666668,,,,13.583333333333334,4.944444444444445,,,,1.6736111111111107,,,0.0,0.0,17.49246739369093,0.0,5.597589565981097,5.597589565981097,11.894877827709832
2020-03-29,MA,21,1,61,7145933,21,8.3,174,62,112,83.0,29.0,,,,14.083333333333334,4.861111111111112,,,,1.2083333333333335,,,0.016129032258064516,0.005747126436781609,24.349514612017774,0.13993973914952743,8.536324088121173,8.6762638272707,15.673250784747072
2020-03-30,MA,30,1,95,7145933,21,8.3,249,96,153,92.66666666666667,32.0,,,,18.444444444444443,6.9444444444444455,,,,2.3124999999999996,0.3611111111111114,,0.010416666666666666,0.004016064257028112,34.84499504823233,0.13993973914952743,13.294275219205106,13.434214958354634,21.410780089877697
2020-03-31,MA,51,1,148,7145933,21,8.3,423,149,274,99.5,35.833333333333336,,,,17.75,8.222222222222221,,,,3.6874999999999996,1.1076388888888884,,0.006711409395973154,0.002364066193853428,59.194509660250105,0.13993973914952743,20.71108139413006,20.851021133279588,38.34348852697052
2020-04-01,MA,70,1,198,7145933,21,8.3,581,199,382,102.5,37.0,0.16666666666666666,37.166666666666664,65.33333333333334,22.833333333333332,10.555555555555555,,,,3.1180555555555562,0.355902777777778,-0.44444444444444464,0.005025125628140704,0.0017211703958691911,81.30498844587544,0.13993973914952743,27.708068351606432,27.848008090755958,53.45698035511948
2020-04-02,MA,80,1,225,7145933,21,8.3,664,226,438,141.16666666666666,54.833333333333336,0.16666666666666666,55.0,86.16666666666666,28.833333333333332,12.861111111111112,,,,5.6388888888888875,-0.503472222222222,-0.661458333333333,0.004424778761061947,0.0015060240963855422,92.91998679528622,0.13993973914952743,31.486441308643673,31.6263810477932,61.29360574749302
2020-04-03,MA,87,1,255,7145933,21,8.3,722,256,466,166.0,71.0,0.5,71.5,94.5,30.916666666666668,13.722222222222223,,,,3.7361111111111116,-1.4166666666666672,-0.20659722222222246,0.00390625,0.0013850415512465374,101.0364916659588,0.13993973914952743,35.684633483129495,35.82457322227902,65.21191844367978
