Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,SC,2,0,3,1,7164788,7325027,42,6.8,14,3,11,,,,,,,,,,,,,,,0.0,1.91,0.0,0.41,0.41,1.5
2020-03-13,SC,3,0,2,2,7164788,7325027,42,6.8,20,2,18,,,,,,,,,,,,,,,0.0,2.73,0.0,0.273,0.273,2.46
2020-03-14,SC,5,0,6,3,7164788,7325027,42,6.8,34,6,28,,,,,,,,,,,,,,,0.0,4.64,0.0,0.819,0.819,3.82
2020-03-15,SC,6,0,10,4,7164788,7325027,42,6.8,41,10,31,,,,,,,,,,,,,,,0.0,5.6,0.0,1.37,1.37,4.23
2020-03-16,SC,7,0,12,5,7164788,7325027,42,6.8,48,12,36,2.71,18.43,3.29,0.0,3.29,15.14,,,,,,,,,0.0,6.55,0.0,1.64,1.64,4.91
2020-03-17,SC,7,0,9,6,7164788,7325027,42,6.8,48,9,39,5.29,36.0,7.43,0.0,7.43,28.57,,,,,,,,,0.0,6.55,0.0,1.23,1.23,5.32
2020-03-18,SC,14,0,22,7,7164788,7325027,42,6.8,95,22,73,7.43,50.57,10.86,0.0,10.86,39.71,,,,,,,,,0.0,12.97,0.0,3.0,3.0,9.97
2020-03-19,SC,21,0,26,8,7164788,7325027,42,6.8,143,26,117,8.86,60.14,10.86,0.0,10.86,49.29,16.11,4.14,0.0,4.14,11.97,,,,0.0,19.52,0.0,3.55,3.55,15.97
2020-03-20,SC,40,0,54,9,7164788,7325027,42,6.8,272,54,218,11.29,76.71,15.57,0.0,15.57,61.14,13.8,4.29,0.0,4.29,9.51,,,,0.0,37.13,0.0,7.37,7.37,29.76
2020-03-21,SC,57,0,82,10,7164788,7325027,42,6.8,388,82,306,14.57,99.0,24.0,0.0,24.0,75.0,14.74,5.37,0.0286,5.4,9.34,,,,0.0,52.97,0.0,11.19,11.19,41.77
