Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-18,PA,1,0,2,1,8602865,8777652,15,6.8,7,2,5,,,,,,,,,,,,,,,0.0,0.797,0.0,0.228,0.228,0.57
2020-03-19,PA,1,0,1,2,8602865,8777652,15,6.8,7,1,6,,,,,,,,,,,,,,,0.0,0.797,0.0,0.114,0.114,0.684
2020-03-20,PA,2,0,3,3,8602865,8777652,15,6.8,14,3,11,,,,,,,,,,,,,,,0.0,1.59,0.0,0.342,0.342,1.25
2020-03-21,PA,2,0,3,4,8602865,8777652,15,6.8,14,3,11,,,,,,,,,,,,,,,0.0,1.59,0.0,0.342,0.342,1.25
2020-03-22,PA,4,0,5,5,8602865,8777652,15,6.8,27,5,22,0.857,5.86,1.57,0.0,1.57,4.29,,,,,,,,,0.0,3.08,0.0,0.57,0.57,2.51
2020-03-23,PA,5,0,7,6,8602865,8777652,15,6.8,34,7,27,1.71,11.57,3.43,0.0,3.43,8.14,,,,,,,,,0.0,3.87,0.0,0.797,0.797,3.08
2020-03-24,PA,5,0,8,7,8602865,8777652,15,6.8,34,8,26,2.0,13.57,4.29,0.0,4.29,9.29,,,,,,,,,0.0,3.87,0.0,0.911,0.911,2.96
2020-03-25,PA,7,0,13,8,8602865,8777652,15,6.8,48,13,35,2.29,15.43,5.14,0.0,5.14,10.29,2.91,1.4,0.0,1.4,1.51,,,,0.0,5.47,0.0,1.48,1.48,3.99
2020-03-26,PA,13,0,25,9,8602865,8777652,15,6.8,88,25,63,2.29,15.57,6.14,0.0,6.14,9.43,3.31,1.37,0.0,1.37,1.94,,,,0.0,10.03,0.0,2.85,2.85,7.18
2020-03-27,PA,16,0,33,10,8602865,8777652,15,6.8,109,33,76,3.0,20.43,8.57,0.0,8.57,11.86,3.89,1.49,0.0286,1.51,2.37,,,,0.0,12.42,0.0,3.76,3.76,8.66
2020-03-28,PA,18,0,39,11,8602865,8777652,15,6.8,122,39,83,4.14,28.14,10.29,0.0,10.29,17.86,3.91,1.46,0.0286,1.49,2.43,1.09,,,0.0,13.9,0.0,4.44,4.44,9.46
2020-03-29,PA,20,0,48,12,8602865,8777652,15,6.8,136,48,88,4.86,33.0,11.71,0.143,11.86,21.14,8.34,2.97,0.0286,3.0,5.34,0.777,,,0.0,15.49,0.0,5.47,5.47,10.03
2020-03-30,PA,26,0,67,13,8602865,8777652,15,6.8,177,67,110,5.14,35.0,12.43,0.143,12.57,22.43,8.37,2.89,0.0286,2.91,5.46,1.67,,,0.0,20.16,0.0,7.63,7.63,12.53
2020-03-31,PA,34,0,80,14,8602865,8777652,15,6.8,231,80,151,8.43,57.29,21.0,0.143,21.14,36.14,7.2,3.03,0.0286,3.06,4.14,2.48,-0.1189,,0.0,26.32,0.0,9.11,9.11,17.2
2020-04-01,PA,41,1,95,15,8602865,8777652,15,6.8,279,96,183,9.14,62.29,23.0,0.143,23.14,39.14,12.23,5.37,0.114,5.49,6.74,0.857,0.147,,0.0104,31.79,0.114,10.82,10.94,20.85
2020-04-02,PA,49,1,112,16,8602865,8777652,15,6.8,333,113,220,9.43,64.14,25.43,0.143,25.57,38.57,16.31,7.03,0.114,7.14,9.17,0.497,-0.3714,,0.0088,37.94,0.114,12.76,12.87,25.06
2020-04-03,PA,75,1,180,17,8602865,8777652,15,6.8,510,181,329,13.86,94.14,38.57,0.714,39.29,54.86,12.63,5.54,0.114,5.66,6.97,1.51,-0.7371,0.088,0.0055,58.1,0.114,20.51,20.62,37.48
2020-04-04,PA,82,1,200,18,8602865,8777652,15,6.8,558,201,357,17.14,116.57,47.57,0.714,48.29,68.29,10.86,5.17,0.143,5.31,5.54,-0.1886,-0.1863,0.0715,0.005,63.57,0.114,22.79,22.9,40.67
2020-04-05,PA,86,1,226,19,8602865,8777652,15,6.8,585,227,358,17.71,120.43,48.71,0.714,49.43,71.0,14.77,7.2,0.2,7.4,7.37,-1.2057,0.321,0.354,0.0044,66.65,0.114,25.75,25.86,40.79
2020-04-06,PA,123,5,337,20,8602865,8777652,15,6.8,836,342,494,17.14,116.57,48.86,0.857,49.71,66.86,11.29,6.89,0.143,7.03,4.26,-0.0743,0.505,0.482,0.0146,95.24,0.57,38.39,38.96,56.28
2020-04-07,PA,154,5,413,21,8602865,8777652,15,6.8,1047,418,629,20.29,138.0,61.43,1.14,62.57,75.43,10.29,7.06,0.229,7.29,3.0,2.1,1.4,0.279,0.012,119.28,0.57,47.05,47.62,71.66
2020-04-08,PA,165,6,436,22,8602865,8777652,15,6.8,1122,442,680,22.14,150.57,73.0,1.43,74.43,76.14,12.26,9.49,0.114,9.6,2.66,4.04,1.67,-0.0146,0.0136,127.82,0.684,49.67,50.36,77.47
2020-04-09,PA,169,7,454,23,8602865,8777652,15,6.8,1149,461,688,24.71,168.0,82.86,1.86,84.71,83.29,21.37,14.71,0.286,15.0,6.37,6.8,1.21,-0.1227,0.0152,130.9,0.797,51.72,52.52,78.38
2020-04-10,PA,217,9,610,24,8602865,8777652,15,6.8,1476,619,857,26.71,181.71,96.14,1.29,97.43,84.29,34.97,20.09,0.2,20.29,14.69,7.15,0.248,-0.5191,0.0145,168.15,1.03,69.49,70.52,97.63
2020-04-11,PA,237,11,711,25,8602865,8777652,15,6.8,1612,722,890,32.86,223.43,122.43,2.29,124.71,98.71,45.29,24.8,0.257,25.06,20.23,5.98,-0.1086,-0.5259,0.0152,183.65,1.25,81.0,82.25,101.39
2020-04-12,PA,259,14,806,26,8602865,8777652,15,6.8,1761,820,941,46.0,312.86,161.86,2.14,164.0,148.86,46.06,24.2,0.286,24.49,21.57,3.34,-1.1977,-0.3426,0.0171,200.62,1.59,91.82,93.42,107.2
2020-04-13,PA,310,14,1010,27,8602865,8777652,15,6.8,2108,1024,1084,55.43,377.0,197.0,2.71,199.71,177.29,42.14,20.34,0.371,20.71,21.43,3.5,-0.9577,0.329,0.0137,240.16,1.59,115.06,116.66,123.5
2020-04-14,PA,384,21,1270,28,8602865,8777652,15,6.8,2611,1291,1320,58.57,398.29,203.86,3.29,207.14,191.14,38.09,18.97,0.114,19.09,19.0,0.811,-0.5029,0.258,0.0163,297.46,2.39,144.69,147.08,150.38
