Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-26,AP,821,23,3594,38,854188,16,8.3,6814,3617,3197,74.86,621.29,316.57,2.43,319.0,302.29,16.14,6.23,0.2,6.43,9.71,-2.3657,1.08,,0.0064,0.0034,7977.17,26.93,4207.5,4234.43,3742.74
2020-04-27,AP,842,26,3721,39,854188,16,8.3,6989,3747,3242,75.0,622.57,313.57,2.57,316.14,306.43,21.57,14.83,0.2,15.03,6.54,5.5,,,0.0069,0.0037,8182.04,30.44,4356.18,4386.62,3795.42
2020-04-28,AP,918,28,4023,40,854188,16,8.3,7619,4051,3568,67.57,560.86,297.29,2.71,300.0,260.86,49.6,36.06,0.143,36.2,13.4,11.95,,,0.0069,0.0037,8919.58,32.78,4709.74,4742.52,4177.07
2020-04-29,AP,1016,31,4413,41,854188,16,8.3,8433,4444,3989,71.14,590.43,338.71,2.86,341.57,248.86,87.03,59.4,0.171,59.57,27.46,23.19,,-1.3959,0.007,0.0037,9872.53,36.29,5166.31,5202.6,4669.93
2020-04-30,AP,1080,34,4630,42,854188,16,8.3,8964,4664,4300,94.43,783.86,462.14,2.86,465.0,318.86,115.71,79.17,0.257,79.43,36.29,25.14,-0.6434,,0.0073,0.0038,10494.18,39.8,5420.35,5460.16,5034.02
2020-05-01,AP,1121,37,4919,43,854188,16,8.3,9304,4956,4348,127.29,1056.43,613.57,3.29,616.86,439.57,132.09,79.63,0.171,79.8,52.29,15.69,-5.8994,,0.0075,0.004,10892.22,43.32,5758.69,5802.0,5090.21
2020-05-02,AP,1187,40,5336,44,854188,16,8.3,9852,5376,4476,144.71,1201.14,709.43,3.86,713.29,487.86,147.29,85.14,0.2,85.34,61.94,2.28,-10.7943,,0.0074,0.0041,11533.76,46.83,6246.87,6293.7,5240.06
2020-05-03,AP,1482,43,6829,45,854188,16,8.3,12301,6872,5429,147.14,1221.29,695.43,3.57,699.0,522.29,128.06,65.57,0.257,65.83,62.23,-17.5486,-12.248,,0.0063,0.0035,14400.81,50.34,7994.73,8045.07,6355.74
2020-05-04,AP,1733,49,8016,46,854188,16,8.3,14384,8065,6319,159.86,1326.86,764.43,3.86,768.29,558.57,98.43,49.0,0.171,49.17,49.26,-30.7829,-10.5566,,0.0061,0.0034,16839.38,57.36,9384.35,9441.72,7397.67
2020-05-05,AP,1931,55,8989,47,854188,16,8.3,16027,9044,6983,171.57,1424.14,790.0,4.14,794.14,630.0,27.97,12.66,0.0571,12.71,15.26,-36.0971,-5.1246,,0.0061,0.0034,18762.85,64.39,10523.44,10587.83,8175.02
2020-05-06,AP,2046,56,9281,48,854188,16,8.3,16982,9337,7645,186.57,1548.57,858.57,4.14,862.71,685.86,-21.8286,-1.8571,-0.0286,-1.8857,-19.9429,-37.0914,,,0.006,0.0033,19880.87,65.56,10865.29,10930.85,8950.02
2020-05-07,AP,2199,61,9981,49,854188,16,8.3,18252,10042,8210,161.57,1341.0,772.71,4.14,776.86,564.14,-33.2,-5.6857,0.114,-5.5714,-27.6286,-23.3429,,,0.0061,0.0033,21367.66,71.41,11684.78,11756.19,9611.47
2020-05-08,AP,2322,66,10449,50,854188,16,8.3,19273,10515,8758,134.0,1112.14,686.14,3.43,689.57,422.57,-57.4,-7.8,0.257,-7.5429,-49.8571,2.8,,,0.0063,0.0034,22562.95,77.27,12232.67,12309.94,10253.01
2020-05-09,AP,2493,69,11346,51,854188,16,8.3,20692,11415,9277,139.86,1160.86,736.0,4.43,740.43,420.43,-18.2857,14.46,0.314,14.77,-33.0571,,,,0.006,0.0033,24224.18,80.78,13282.79,13363.57,10860.61
2020-05-10,AP,2613,72,12238,52,854188,16,8.3,21688,12310,9378,137.0,1137.14,751.0,5.43,756.43,380.71,41.97,36.51,0.229,36.74,5.23,,,,0.0058,0.0033,25390.2,84.29,14327.06,14411.35,10978.85
2020-05-11,AP,2671,73,12819,53,854188,16,8.3,22169,12892,9277,175.57,1457.14,930.86,5.71,936.57,520.57,95.57,59.09,0.429,59.51,36.06,,0.0,,0.0057,0.0033,25953.3,85.46,15007.23,15092.7,10860.61
2020-05-12,AP,2910,86,14141,54,854188,16,8.3,24153,14227,9926,186.86,1550.86,955.29,5.29,960.57,590.29,85.37,57.23,0.457,57.69,27.69,,,,0.006,0.0036,28275.98,100.68,16554.9,16655.58,11620.39
2020-05-13,AP,3005,94,14538,55,854188,16,8.3,24942,14632,10310,191.57,1590.0,981.57,5.57,987.14,602.86,93.2,48.49,0.457,48.94,44.26,2.8,,,0.0064,0.0038,29199.66,110.05,17019.67,17129.72,12069.94
2020-05-14,AP,3428,101,16497,56,854188,16,8.3,28452,16598,11854,191.29,1587.71,1022.14,6.71,1028.86,558.86,40.57,12.66,0.286,12.94,27.63,0.76,,,0.0061,0.0035,33308.83,118.24,19313.08,19431.32,13877.51
2020-05-15,AP,3630,103,17136,57,854188,16,8.3,30129,17239,12890,193.14,1603.14,993.43,7.71,1001.14,602.0,55.97,23.29,0.314,23.6,32.37,15.46,,,0.006,0.0034,35272.09,120.58,20061.16,20181.74,15090.35
2020-05-16,AP,3834,108,18217,58,854188,16,8.3,31822,18325,13497,200.0,1660.0,994.14,7.14,1001.29,658.71,99.37,50.03,0.314,50.34,49.03,,,,0.0059,0.0034,37254.09,126.44,21326.69,21453.12,15800.97
2020-05-17,AP,3952,119,19393,59,854188,16,8.3,32802,19512,13290,220.57,1830.71,1071.71,6.86,1078.57,752.14,162.69,85.31,0.2,85.51,77.17,,,,0.0061,0.0036,38401.38,139.31,22703.43,22842.75,15558.64
2020-05-18,AP,4023,127,19773,60,854188,16,8.3,33391,19900,13491,251.43,2086.86,1231.71,7.14,1238.86,848.0,,,,,,,,,0.0064,0.0038,39090.93,148.68,23148.3,23296.98,15793.95
2020-05-19,AP,4310,136,21100,61,854188,16,8.3,35773,21236,14537,289.29,2401.14,1448.71,7.71,1456.43,944.71,,,,,,,,,0.0064,0.0038,41879.54,159.22,24701.82,24861.04,17018.5
2020-05-20,AP,4549,142,22040,62,854188,16,8.3,37757,22182,15575,,,,,,,,,,,,,,,0.0064,0.0038,44202.21,166.24,25802.28,25968.52,18233.69
2020-05-21,AP,5188,151,25119,63,854188,16,8.3,43060,25270,17790,,,,,,,,,,,,,,,0.006,0.0035,50410.45,176.78,29406.88,29583.65,20826.8
2020-05-22,AP,5655,157,27277,64,854188,16,8.3,46937,27434,19503,,,,,,,,,,,,,,,0.0057,0.0033,54949.26,183.8,31933.25,32117.05,22832.21
2020-05-24,AP,6353,163,31535,65,854188,16,8.3,52730,31698,21032,,,,,,,,,,,,,,,0.0051,0.0031,61731.14,190.82,36918.1,37108.93,24622.21
2020-05-25,AP,6584,168,33546,66,854188,16,8.3,54647,33714,20933,,,,,,,,,,,,,,,0.005,0.0031,63975.38,196.68,39272.39,39469.06,24506.31
2020-05-26,AP,6967,173,35905,67,854188,16,8.3,57826,36078,21748,,,,,,,,,,,,,,,0.0048,0.003,67697.04,202.53,42034.07,42236.6,25460.44
2020-05-27,AP,7619,183,39311,68,854188,16,8.3,63238,39494,23744,,,,,,,,,,,,,,,0.0046,0.0029,74032.88,214.24,46021.48,46235.72,27797.16
2020-05-28,AP,8152,198,41648,69,854188,16,8.3,67662,41846,25816,464.14,3852.43,2532.43,8.43,2540.86,1311.57,,,,,,,,,0.0047,0.0029,79212.07,231.8,48757.42,48989.22,30222.85
2020-05-29,AP,8469,207,43012,70,854188,16,8.3,70293,43219,27074,472.29,3920.0,2685.86,8.57,2694.43,1225.57,,,,,,,,,0.0048,0.0029,82292.19,242.34,50354.25,50596.59,31695.6
2020-05-30,AP,9313,215,46621,71,854188,16,8.3,77298,46836,30462,506.29,4202.14,2782.57,9.14,2791.71,1410.43,,,,,,,,,0.0046,0.0028,90492.96,251.7,54579.32,54831.02,35661.94
2020-05-31,AP,9602,222,49262,72,854188,16,8.3,79697,49484,30213,498.29,4135.71,2739.14,9.14,2748.29,1387.43,144.4,117.83,-0.1714,117.66,26.74,,,,0.0045,0.0028,93301.47,259.9,57671.14,57931.04,35370.43
2020-06-01,AP,9890,228,52347,73,854188,16,8.3,82087,52575,29512,485.57,4030.14,2722.71,8.0,2730.71,1299.43,36.51,68.34,-0.1714,68.17,-31.6571,,,,0.0043,0.0028,96099.45,266.92,61282.76,61549.68,34549.77
2020-06-02,AP,10511,237,55383,74,854188,16,8.3,87241,55620,31621,551.14,4574.43,3121.57,7.57,3129.14,1445.29,-23.9429,57.23,-0.4,56.83,-80.7714,,,,0.0043,0.0027,102133.25,277.46,64837.01,65114.47,37018.78
2020-06-03,AP,11107,247,58485,75,854188,16,8.3,92188,58732,33456,494.29,4102.57,3027.57,7.71,3035.29,1067.29,-19.9143,65.77,-0.4,65.37,-85.2857,-45.0971,,,0.0042,0.0027,107924.72,289.16,68468.53,68757.7,39167.02
2020-06-04,AP,11551,254,60707,76,854188,16,8.3,95873,60961,34912,491.86,4082.43,3068.71,7.14,3075.86,1006.57,-32.9429,54.69,-0.2286,54.46,-87.4,0.0514,,,0.0042,0.0026,112238.76,297.36,71069.83,71367.19,40871.56
2020-06-05,AP,12327,260,64863,77,854188,16,8.3,102314,65123,37191,486.29,4036.14,3068.0,7.14,3075.14,961.0,-81.0857,20.17,-0.3143,19.86,-100.9429,,,,0.004,0.0025,119779.25,304.38,75935.27,76239.66,43539.6
2020-06-06,AP,12773,269,67814,78,854188,16,8.3,106016,68083,37933,465.71,3865.43,2996.14,6.86,3003.0,862.43,36.77,72.4,-0.1429,72.26,-35.4857,,,,0.004,0.0025,124113.19,314.92,79390.02,79704.94,44408.26
2020-06-07,AP,13045,272,70743,79,854188,16,8.3,108274,71015,37259,502.29,4169.0,3222.43,6.0,3228.43,940.57,-20.6286,54.8,0.0571,54.86,-75.4857,,4.57,,0.0038,0.0025,126756.64,318.43,82819.0,83137.44,43619.2
2020-06-08,AP,13294,278,73823,80,854188,16,8.3,110340,74101,36239,516.43,4286.43,3389.57,7.0,3396.57,889.86,34.4,114.23,0.0,114.23,-79.8286,,,,0.0038,0.0025,129175.31,325.46,86424.77,86750.22,42425.09
2020-06-09,AP,13771,285,76356,81,854188,16,8.3,114299,76641,37658,479.43,3979.29,3342.71,7.43,3350.14,629.14,49.09,128.97,0.114,129.09,-80.0,22.9,,,0.0037,0.0025,133810.12,333.65,89390.16,89723.81,44086.31
2020-06-10,AP,14623,289,81042,82,854188,16,8.3,121371,81331,40040,507.0,4208.14,3639.14,7.14,3646.29,561.86,0.714,83.74,0.257,84.0,-83.2857,,,-1.0011,0.0036,0.0024,142089.33,338.33,94876.07,95214.4,46874.93
2020-06-11,AP,15166,303,84434,83,854188,16,8.3,125878,84737,41141,495.29,4110.86,3641.0,7.43,3648.43,462.43,151.29,172.11,0.0857,172.2,-20.9143,24.99,,,0.0036,0.0024,147365.69,354.72,98847.09,99201.82,48163.87
2020-06-12,AP,15683,312,88262,84,854188,16,8.3,130169,88574,41595,502.71,4172.57,3641.14,7.29,3648.43,524.14,151.51,151.77,-0.0857,151.69,-0.1714,26.8,-0.4354,,0.0035,0.0024,152389.17,365.26,103328.54,103693.8,48695.37
2020-06-13,AP,16322,319,93288,85,854188,16,8.3,135473,93607,41866,607.57,5042.86,4250.14,7.43,4257.57,785.29,159.34,164.29,-0.3143,163.97,-4.6286,82.05,,,0.0034,0.0024,158598.58,373.45,109212.49,109585.95,49012.63
2020-06-14,AP,16512,324,96230,86,854188,16,8.3,137050,96554,40496,570.71,4736.86,4101.57,7.0,4108.57,628.29,183.09,77.0,-0.4571,76.54,106.54,20.73,28.39,,0.0034,0.0024,160444.77,379.31,112656.7,113036.01,47408.77
2020-06-15,AP,16813,329,99311,87,854188,16,8.3,139548,99640,39908,603.0,5004.86,4460.57,5.57,4466.14,538.71,410.94,222.2,-0.4857,221.71,189.23,161.98,25.85,,0.0033,0.0024,163369.19,385.16,116263.63,116648.79,46720.39
2020-06-16,AP,18024,337,106107,88,854188,16,8.3,149599,106444,43155,605.57,5026.29,4026.0,5.14,4031.14,995.14,254.91,140.77,-0.4857,140.29,114.63,166.95,-6.5131,,0.0032,0.0023,175135.92,394.53,124219.73,124614.25,50521.67
2020-06-17,AP,18618,338,109753,89,854188,16,8.3,154529,110091,44438,750.29,6227.29,4752.14,4.86,4757.0,1470.29,961.4,653.4,-0.1714,653.23,308.17,156.04,8.54,-24.6123,0.0031,0.0022,180907.48,395.7,128488.11,128883.81,52023.68
2020-06-18,AP,19387,342,115658,90,854188,16,8.3,160912,116000,44912,761.14,6317.43,4954.0,5.0,4959.0,1358.43,994.11,646.71,0.114,646.83,347.29,49.48,-87.1863,-28.4327,0.0029,0.0021,188380.08,400.38,135401.11,135801.49,52578.59
2020-06-19,AP,19922,348,116444,91,854188,16,8.3,165353,116792,48561,1149.86,9543.86,7368.57,6.14,7374.71,2169.14,963.29,693.26,0.371,693.63,269.66,63.42,-94.6686,,0.003,0.0021,193579.17,407.4,136321.28,136728.68,56850.48
2020-06-20,AP,21574,353,126553,92,854188,16,8.3,179064,126906,52158,1201.86,9975.43,7694.14,6.14,7700.29,2275.14,658.34,465.89,0.514,466.4,191.94,-273.9543,-116.3154,-19.6949,0.0028,0.002,209630.67,413.26,148155.91,148569.17,61061.5
2020-06-21,AP,21840,359,130908,93,854188,16,8.3,181272,131267,50005,1185.86,9842.71,7492.29,7.0,7499.29,2343.43,572.0,424.11,0.514,424.63,147.37,-306.3886,-92.888,,0.0027,0.002,212215.58,420.28,153254.32,153674.6,58540.98
2020-06-22,AP,24862,372,150891,94,854188,16,8.3,206355,151263,55092,1146.86,9519.0,7081.57,7.43,7089.0,2430.0,-408.3714,-289.5143,0.286,-289.2286,-119.1429,-425.5371,-89.936,,0.0025,0.0018,241580.31,435.5,176648.47,177083.97,64496.34
2020-06-23,AP,26437,380,159966,95,854188,16,8.3,219427,160346,59081,1105.71,9177.43,7074.57,7.57,7082.14,2095.29,-537.8286,-415.2857,0.143,-415.1429,-122.6857,-414.96,,,0.0024,0.0017,256883.73,444.87,187272.59,187717.46,69166.27
2020-06-24,AP,26919,387,162199,96,854188,16,8.3,223428,162586,60842,903.86,7502.0,5921.0,7.57,5928.57,1573.43,-1164.4,-829.2571,-0.2286,-829.4857,-334.9143,-386.2629,,,0.0024,0.0017,261567.71,453.06,189886.77,190339.83,71227.88
2020-06-25,AP,27415,394,165229,97,854188,16,8.3,227545,165623,61922,877.86,7286.29,5617.71,6.86,5624.57,1661.71,-1416.4571,-935.4857,-0.4286,-935.9143,-480.5429,,,,0.0024,0.0017,266387.49,461.26,193434.0,193895.25,72492.24
2020-06-26,AP,27662,401,165966,98,854188,16,8.3,229595,166367,63228,484.43,4020.71,3346.0,5.86,3351.86,668.86,-1359.3143,-937.4857,-0.5714,-938.0571,-421.2571,,,,0.0024,0.0017,268787.43,469.45,194296.81,194766.26,74021.18
2020-06-27,AP,27901,406,168000,99,854188,16,8.3,231578,168406,63172,293.57,2436.71,2404.14,5.29,2409.43,27.29,-1088.2571,-767.7143,-0.5714,-768.2857,-319.9714,,,,0.0024,0.0018,271108.94,475.31,196678.01,197153.32,73955.62
2020-06-28,AP,27985,407,170232,100,854188,16,8.3,232276,170639,61637,286.86,2380.86,2387.14,4.71,2391.86,-11.0,-1003.8571,,-0.3143,,,,,,0.0024,0.0018,271926.09,476.48,199291.02,199767.5,72158.59
2020-06-29,AP,28253,413,174313,101,854188,16,8.3,234500,174726,59774,248.29,2060.71,2082.43,4.71,2087.14,-26.4286,,,,,,,,,0.0024,0.0018,274529.73,483.5,204068.66,204552.16,69977.57
2020-06-30,AP,28492,417,176795,102,854188,16,8.3,236484,177212,59272,273.14,2267.0,,5.29,,,,,,,,,,,0.0024,0.0018,276852.4,488.18,206974.34,207462.53,69389.88
2020-07-01,AP,28927,420,178909,103,854188,16,8.3,240094,179329,60765,,,,,,,,,,,,,,,0.0023,0.0017,281078.64,491.7,209449.21,209940.9,71137.74
2020-07-02,AP,29153,427,179806,104,854188,16,8.3,241970,180233,61737,,,,,,,,,,,,,,,0.0024,0.0018,283274.88,499.89,210499.33,210999.22,72275.66
2020-07-03,AP,29574,438,,105,854188,16,8.3,245464,,,,,,,,,,,,,,,,,,0.0018,287365.31,512.77,,,
