Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,PB,0,0,0,1,4018127,4079670,25,6.8,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2020-03-13,PB,0,0,0,2,4018127,4079670,25,6.8,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2020-03-14,PB,0,0,0,3,4018127,4079670,25,6.8,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2020-03-15,PB,0,0,0,4,4018127,4079670,25,6.8,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2020-03-16,PB,0,0,0,5,4018127,4079670,25,6.8,0,0,0,0.143,1.0,0.143,0.0,0.143,0.857,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2020-03-17,PB,0,0,0,6,4018127,4079670,25,6.8,0,0,0,0.143,1.0,0.143,0.0,0.143,0.857,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2020-03-18,PB,1,0,2,7,4018127,4079670,25,6.8,7,2,5,0.143,1.0,0.143,0.0,0.143,0.857,,,,,,,,,0.0,1.72,0.0,0.49,0.49,1.23
2020-03-19,PB,1,0,1,8,4018127,4079670,25,6.8,7,1,6,0.143,1.0,0.143,0.0,0.143,0.857,0.371,0.114,0.0,0.114,0.257,,,,0.0,1.72,0.0,0.245,0.245,1.47
2020-03-20,PB,1,0,1,9,4018127,4079670,25,6.8,7,1,6,0.286,2.0,0.429,0.0,0.429,1.57,0.571,0.171,0.0,0.171,0.4,,,,0.0,1.72,0.0,0.245,0.245,1.47
2020-03-21,PB,1,0,1,10,4018127,4079670,25,6.8,7,1,6,0.429,2.86,0.714,0.0,0.714,2.14,0.771,0.286,0.0,0.286,0.486,,,,0.0,1.72,0.0,0.245,0.245,1.47
2020-03-22,PB,1,0,1,11,4018127,4079670,25,6.8,7,1,6,0.571,3.86,1.0,0.0,1.0,2.86,1.54,0.543,0.0,0.543,1.0,0.314,,,0.0,1.72,0.0,0.245,0.245,1.47
