Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-07,DF,1,0,1,1,3015268,3085700,53,6.8,7,1,6,,,,,,,,,,,,,,,0.0,2.27,0.0,0.324,0.324,1.94
2020-03-08,DF,1,0,1,2,3015268,3085700,53,6.8,7,1,6,,,,,,,,,,,,,,,0.0,2.27,0.0,0.324,0.324,1.94
2020-03-09,DF,1,0,1,3,3015268,3085700,53,6.8,7,1,6,,,,,,,,,,,,,,,0.0,2.27,0.0,0.324,0.324,1.94
2020-03-10,DF,1,0,2,4,3015268,3085700,53,6.8,7,2,5,,,,,,,,,,,,,,,0.0,2.27,0.0,0.648,0.648,1.62
2020-03-11,DF,2,0,3,5,3015268,3085700,53,6.8,14,3,11,1.0,6.71,1.29,0.0,1.29,5.43,,,,,,,,,0.0,4.54,0.0,0.972,0.972,3.56
2020-03-12,DF,2,0,3,6,3015268,3085700,53,6.8,14,3,11,1.86,12.57,3.14,0.0,3.14,9.43,,,,,,,,,0.0,4.54,0.0,0.972,0.972,3.56
2020-03-13,DF,2,0,1,7,3015268,3085700,53,6.8,14,1,13,2.57,17.43,4.43,0.0,4.43,13.0,,,,,,,,,0.0,4.54,0.0,0.324,0.324,4.21
2020-03-14,DF,8,0,10,8,3015268,3085700,53,6.8,54,10,44,,,,,,,,,,,,,,,0.0,17.5,0.0,3.24,3.24,14.26
2020-03-15,DF,14,0,23,9,3015268,3085700,53,6.8,95,23,72,,,,,,,,,,,,,,,0.0,30.79,0.0,7.45,7.45,23.33
2020-03-16,DF,19,0,32,10,3015268,3085700,53,6.8,129,32,97,,,,,,,,,,,,,,,0.0,41.81,0.0,10.37,10.37,31.44
2020-03-18,DF,34,0,54,11,3015268,3085700,53,6.8,231,54,177,,,,,,,,,,,,,,,0.0,74.86,0.0,17.5,17.5,57.36
2020-03-19,DF,42,0,52,12,3015268,3085700,53,6.8,286,52,234,,,,,,,,,,,,,,,0.0,92.69,0.0,16.85,16.85,75.83
2020-03-20,DF,87,0,118,13,3015268,3085700,53,6.8,592,118,474,,,,,,,,,,,,,,,0.0,191.85,0.0,38.24,38.24,153.61
2020-03-21,DF,108,0,154,14,3015268,3085700,53,6.8,734,154,580,,,,,,,,,,,,,,,0.0,237.87,0.0,49.91,49.91,187.96
2020-03-22,DF,117,0,147,15,3015268,3085700,53,6.8,796,147,649,23.0,156.43,43.29,0.0,43.29,113.14,,,,,,,,,0.0,257.96,0.0,47.64,47.64,210.33
2020-03-23,DF,138,0,195,16,3015268,3085700,53,6.8,938,195,743,22.71,154.43,48.43,0.0,48.43,106.0,,,,,,,,,0.0,303.98,0.0,63.19,63.19,240.79
2020-03-24,DF,161,0,261,17,3015268,3085700,53,6.8,1095,261,834,22.0,149.57,54.71,0.0,54.71,94.86,,,,,,,,,0.0,354.86,0.0,84.58,84.58,270.28
2020-03-25,DF,195,0,357,18,3015268,3085700,53,6.8,1326,357,969,21.71,147.71,59.29,0.0,59.29,88.43,2.54,8.8,0.0571,8.86,-6.3143,,,,0.0,429.72,0.0,115.69,115.69,314.03
2020-03-26,DF,201,0,391,19,3015268,3085700,53,6.8,1367,391,976,25.86,175.71,80.43,0.143,80.57,95.14,2.51,5.34,0.0857,5.43,-2.9143,,,,0.0,443.01,0.0,126.71,126.71,316.3
2020-03-27,DF,241,0,501,20,3015268,3085700,53,6.8,1639,501,1138,24.86,169.14,87.29,0.286,87.57,81.57,4.09,3.23,0.114,3.34,0.743,,,,0.0,531.16,0.0,162.36,162.36,368.8
2020-03-28,DF,260,0,569,21,3015268,3085700,53,6.8,1768,569,1199,24.57,167.0,75.14,0.429,75.57,91.43,9.11,3.2,0.143,3.34,5.77,0.343,,,0.0,572.97,0.0,184.4,184.4,388.57
2020-03-29,DF,298,1,710,22,3015268,3085700,53,6.8,2026,711,1315,25.0,170.0,70.86,0.571,71.43,98.57,-0.5714,-1.7429,0.143,-1.6,1.03,-0.5771,,,0.0014,656.58,0.324,230.09,230.42,426.16
2020-03-30,DF,312,2,806,23,3015268,3085700,53,6.8,2122,808,1314,28.43,193.29,75.29,0.714,76.0,117.29,4.26,-2.0286,0.143,-1.8857,6.14,-0.8971,,,0.0025,687.69,0.648,261.2,261.85,425.84
2020-03-31,DF,333,3,787,24,3015268,3085700,53,6.8,2264,790,1474,25.43,172.86,71.71,0.857,72.57,100.29,-0.3714,-0.2,0.0857,-0.1143,-0.2571,-2.9486,-0.7749,,0.0038,733.71,0.972,255.05,256.02,477.69
2020-04-01,DF,370,4,853,25,3015268,3085700,53,6.8,2516,857,1659,28.0,190.43,77.14,1.0,78.14,112.29,-0.4,0.771,0.114,0.886,-1.2857,-1.4,-0.1257,,0.0047,815.37,1.3,276.44,277.73,537.64
2020-04-02,DF,400,5,918,26,3015268,3085700,53,6.8,2720,923,1797,24.29,165.14,74.14,0.857,75.0,90.14,-5.6286,1.0,0.114,1.11,-6.7429,-3.5314,-0.0914,,0.0054,881.49,1.62,297.5,299.12,582.36
2020-04-03,DF,419,6,1003,27,3015268,3085700,53,6.8,2849,1009,1840,24.71,168.0,74.71,1.14,75.86,92.14,-7.5714,-0.3143,0.0571,-0.2571,-7.3143,-1.2057,0.659,0.436,0.0059,923.29,1.94,325.05,326.99,596.3
