date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-14,SE,1,0,1,2321683,28,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,3.4457761890835226,0.0,0.4307220236354403,0.4307220236354403,3.0150541654480825
2020-03-16,SE,5,0,10,2321683,28,8.3,42,10,32,,,,,,,,,,,,,,0.0,0.0,18.090324992688494,0.0,4.307220236354404,4.307220236354404,13.78310475633409
2020-03-18,SE,6,0,12,2321683,28,8.3,50,12,38,,,,,,,,,,,,,,0.0,0.0,21.536101181772015,0.0,5.168664283625284,5.168664283625284,16.36743689814673
2020-03-20,SE,7,0,12,2321683,28,8.3,58,12,46,,,,,,,,,,,,,,0.0,0.0,24.98187737085554,0.0,5.168664283625284,5.168664283625284,19.813213087230256
2020-03-21,SE,10,0,17,2321683,28,8.3,83,17,66,,,,,,,,,,,,,,0.0,0.0,35.74992796174155,0.0,7.322274401802486,7.322274401802486,28.42765355993906
2020-03-24,SE,15,0,30,2321683,28,8.3,125,30,95,,,,,,,,,,,,,,0.0,0.0,53.84025295443004,0.0,12.92166070906321,12.92166070906321,40.91859224536683
2020-03-25,SE,16,0,36,2321683,28,8.3,133,36,97,,,,,,,,,,,,,,0.0,0.0,57.28602914351357,0.0,15.505992850875852,15.505992850875852,41.78003629263771
2020-03-27,SE,16,0,41,2321683,28,8.3,133,41,92,,,,,,,,,,,,,,0.0,0.0,57.28602914351357,0.0,17.659602969053054,17.659602969053054,39.62642617446051
2020-03-30,SE,18,0,57,2321683,28,8.3,149,57,92,,,,,,,,,,,,,,0.0,0.0,64.17758152168061,0.0,24.5511553472201,24.5511553472201,39.62642617446051
2020-03-31,SE,19,0,55,2321683,28,8.3,158,55,103,,,,,,,,,,,,,,0.0,0.0,68.05407973439956,0.0,23.689711299949217,23.689711299949217,44.364368434450355
2020-04-01,SE,22,0,62,2321683,28,8.3,183,62,121,,,,,,,,,,,,,,0.0,0.0,78.82213032528558,0.0,26.7047654653973,26.7047654653973,52.117364859888276
2020-04-02,SE,24,2,67,2321683,28,8.3,199,69,130,,,,,,,,,,,,,,0.028985507246376812,0.010050251256281407,85.71368270345262,0.8614440472708806,28.858375583574503,29.719819630845382,55.99386307260724
2020-04-03,SE,27,2,79,2321683,28,8.3,224,81,143,,,,,,,,,,,,,,0.024691358024691357,0.008928571428571428,96.48173329433864,0.8614440472708806,34.02703986719978,34.88848391447067,61.59324937986796
2020-04-04,SE,32,3,95,2321683,28,8.3,266,98,168,,,,,,,,,,,,,,0.030612244897959183,0.011278195488721804,114.57205828702713,1.292166070906321,40.91859224536683,42.21075831627315,72.36129997075398
2020-04-06,SE,32,4,108,2321683,28,8.3,266,112,154,,,,,,,,,,,,,,0.03571428571428571,0.015037593984962405,114.57205828702713,1.7228880945417613,46.517978552627554,48.24086664716932,66.3311916398578
2020-04-07,SE,36,4,118,2321683,28,8.3,299,122,177,,,,,,,,,,,,,,0.03278688524590164,0.013377926421404682,128.78588506699666,1.7228880945417613,50.82519878898196,52.54808688352372,76.23779818347293
2020-04-08,SE,39,4,126,2321683,28,8.3,324,130,194,,,,,,,,,,,,,,0.03076923076923077,0.012345679012345678,139.55393565788268,1.7228880945417613,54.27097497806548,55.99386307260724,83.56007258527542
2020-04-09,SE,40,4,132,2321683,28,8.3,332,136,196,,,,,,,,,,,,,,0.029411764705882353,0.012048192771084338,142.9997118469662,1.7228880945417613,56.85530711987812,58.578195214419885,84.4215166325463
2020-04-10,SE,42,4,145,2321683,28,8.3,349,149,200,,,,,,,,,,,,,,0.026845637583892617,0.011461318051575931,150.32198624876867,1.7228880945417613,62.45469342713885,64.17758152168061,86.14440472708806
