date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-20,MT,1,0,2,3519311,51,10.0,10,2,8,,,,,,,,,,,,,,0.0,0.0,2.8414652754473817,0.0,0.5682930550894764,0.5682930550894764,2.2731722203579054
2020-03-22,MT,2,0,4,3519311,51,10.0,20,4,16,,,,,,,,,,,,,,0.0,0.0,5.682930550894763,0.0,1.1365861101789527,1.1365861101789527,4.546344440715811
2020-03-23,MT,6,0,12,3519311,51,10.0,60,12,48,,,,,,,,,,,,,,0.0,0.0,17.04879165268429,0.0,3.409758330536858,3.409758330536858,13.639033322147432
2020-03-24,MT,7,0,17,3519311,51,10.0,70,17,53,,,,,,,,,,,,,,0.0,0.0,19.89025692813167,0.0,4.830490968260548,4.830490968260548,15.059765959871122
2020-03-25,MT,9,0,24,3519311,51,10.0,90,24,66,,,,,,,,,,,,,,0.0,0.0,25.573187479026434,0.0,6.819516661073716,6.819516661073716,18.75367081795272
2020-03-26,MT,11,0,32,3519311,51,10.0,110,32,78,,,,,,,,,,,,,,0.0,0.0,31.256118029921197,0.0,9.092688881431622,9.092688881431622,22.163429148489577
2020-03-27,MT,11,0,34,3519311,51,10.0,110,34,76,,,,,,,,,,,,,,0.0,0.0,31.256118029921197,0.0,9.660981936521097,9.660981936521097,21.5951360934001
2020-03-30,MT,18,0,68,3519311,51,10.0,180,68,112,,,,,,,,,,,,,,0.0,0.0,51.14637495805287,0.0,19.321963873042193,19.321963873042193,31.824411085010674
2020-03-31,MT,25,0,87,3519311,51,10.0,250,87,163,,,,,,,,,,,,,,0.0,0.0,71.03663188618454,0.0,24.72074789639222,24.72074789639222,46.31588398979232
2020-04-01,MT,28,0,95,3519311,51,10.0,280,95,185,,,,,,,,,,,,,,0.0,0.0,79.56102771252668,0.0,26.993920116750125,26.993920116750125,52.56710759577656
2020-04-02,MT,41,0,139,3519311,51,10.0,410,139,271,70.0,27.333333333333332,,,,,,,,,,,,0.0,0.0,116.50007629334264,0.0,39.496367328718605,39.496367328718605,77.00370896462404
2020-04-03,MT,44,1,155,3519311,51,10.0,440,156,284,85.0,36.666666666666664,,,,,,,,,,,,0.00641025641025641,0.0022727272727272726,125.02447211968479,0.2841465275447382,44.04271176943441,44.326858296979154,80.69761382270563
2020-04-04,MT,60,1,215,3519311,51,10.0,600,216,384,83.33333333333333,35.666666666666664,,,,,,,,,,,,0.004629629629629629,0.0016666666666666668,170.4879165268429,0.2841465275447382,61.091503422118706,61.37564994966344,109.11226657717945
2020-04-05,MT,60,1,232,3519311,51,10.0,600,233,367,81.66666666666667,35.333333333333336,,,,5.277777777777779,3.861111111111111,,,,,,,0.004291845493562232,0.0016666666666666668,170.4879165268429,0.2841465275447382,65.92199439037925,66.20614091792399,104.2817756089189
2020-04-06,MT,76,1,307,3519311,51,10.0,760,308,452,106.66666666666667,45.5,0.16666666666666666,45.666666666666664,61.00000000000001,-1.1111111111111118,1.055555555555556,,,,,,,0.003246753246753247,0.0013157894736842105,215.951360934001,0.2841465275447382,87.23298395623462,87.51713048377935,128.43423045022166
2020-04-07,MT,78,1,309,3519311,51,10.0,780,310,470,86.66666666666667,41.5,0.16666666666666666,41.666666666666664,45.00000000000001,1.6666666666666667,3.361111111111112,,,,-2.7777777777777777,,,0.0032258064516129032,0.001282051282051282,221.63429148489575,0.2841465275447382,87.80127701132409,88.08542353886882,133.54886794602695
2020-04-08,MT,90,1,351,3519311,51,10.0,900,352,548,101.66666666666667,50.5,0.3333333333333333,50.833333333333336,50.833333333333336,-0.27777777777777857,3.055555555555555,,,,,,,0.002840909090909091,0.0011111111111111111,255.73187479026436,0.2841465275447382,99.73543116820309,100.01957769574783,155.71229709451652
2020-04-09,MT,108,2,428,3519311,51,10.0,1080,430,650,78.33333333333333,43.0,0.3333333333333333,43.333333333333336,34.99999999999999,-5.833333333333333,0.4722222222222226,0.027777777777777776,0.5000000000000003,-6.333333333333333,-1.805555555555556,,,0.004651162790697674,0.001851851851851852,306.8782497483172,0.5682930550894764,121.61471378914793,122.18300684423741,184.6952429040798
2020-04-10,MT,112,2,464,3519311,51,10.0,1120,466,654,93.33333333333333,55.833333333333336,0.5,56.333333333333336,36.99999999999999,-2.2222222222222237,1.2222222222222225,0.05555555555555556,1.2777777777777781,-3.5000000000000018,,,,0.004291845493562232,0.0017857142857142857,318.2441108501067,0.5682930550894764,131.8439887807585,132.41228183584798,185.83182901425874
2020-04-11,MT,121,3,535,3519311,51,10.0,1210,538,672,80.0,53.666666666666664,0.5,54.166666666666664,25.833333333333336,-5.555555555555557,-1.694444444444444,0.0,-1.694444444444444,-3.8611111111111134,,,,0.0055762081784386614,0.0024793388429752068,343.81729832913317,0.8524395826342145,152.01839223643492,152.87083181906914,190.94646651006406
2020-04-12,MT,123,3,565,3519311,51,10.0,1230,568,662,71.66666666666667,48.333333333333336,0.3333333333333333,48.66666666666667,23.0,0.27777777777777857,0.05555555555555595,0.0,0.05555555555555595,0.22222222222222263,,,,0.00528169014084507,0.0024390243902439024,349.5002288800279,0.8524395826342145,160.54278806277705,161.39522764541127,188.10500123461665
2020-04-13,MT,134,4,644,3519311,51,10.0,1340,648,692,73.33333333333333,48.833333333333336,0.5,49.333333333333336,23.999999999999993,-4.444444444444443,-2.9722222222222228,-0.05555555555555556,-3.027777777777778,-1.4166666666666647,,,,0.006172839506172839,0.0029850746268656717,380.7563469099491,1.1365861101789527,182.99036373881137,184.12694984899034,196.6293970609588
2020-04-14,MT,138,4,673,3519311,51,10.0,1380,677,703,68.33333333333333,40.333333333333336,0.3333333333333333,40.66666666666667,27.666666666666657,-1.3888888888888882,-1.6111111111111107,-0.02777777777777778,-1.6388888888888884,0.2500000000000002,0.27777777777777796,,,0.005908419497784343,0.002898550724637681,392.1222080117387,1.1365861101789527,191.23061303760878,192.36719914778774,199.75500886395093
2020-04-15,MT,151,4,718,3519311,51,10.0,1510,722,788,80.0,43.333333333333336,0.3333333333333333,43.66666666666667,36.33333333333333,-3.611111111111112,-1.3611111111111118,0.0,-1.3611111111111118,-2.25,,,,0.00554016620498615,0.0026490066225165563,429.0612565925546,1.1365861101789527,204.017206777122,205.15379288730094,223.90746370525366
