Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,RO,1,0,1,1,1777225,1814425,11,6.8,7,1,6,,,,,,,,,,,,,,,0.0,3.86,0.0,0.551,0.551,3.31
2020-03-21,RO,3,0,4,2,1777225,1814425,11,6.8,20,4,16,,,,,,,,,,,,,,,0.0,11.02,0.0,2.2,2.2,8.82
2020-03-22,RO,3,0,4,3,1777225,1814425,11,6.8,20,4,16,,,,,,,,,,,,,,,0.0,11.02,0.0,2.2,2.2,8.82
2020-03-24,RO,5,0,8,4,1777225,1814425,11,6.8,34,8,26,,,,,,,,,,,,,,,0.0,18.74,0.0,4.41,4.41,14.33
2020-03-25,RO,5,0,9,5,1777225,1814425,11,6.8,34,9,25,,,,,,,,,,,,,,,0.0,18.74,0.0,4.96,4.96,13.78
2020-03-26,RO,6,0,12,6,1777225,1814425,11,6.8,41,12,29,,,,,,,,,,,,,,,0.0,22.6,0.0,6.61,6.61,15.98
2020-03-27,RO,6,0,13,7,1777225,1814425,11,6.8,41,13,28,,,,,,,,,,,,,,,0.0,22.6,0.0,7.16,7.16,15.43
2020-03-28,RO,6,0,13,8,1777225,1814425,11,6.8,41,13,28,0.571,3.86,1.86,0.143,2.0,1.86,,,,,,,,,0.0,22.6,0.0,7.16,7.16,15.43
2020-03-29,RO,6,0,14,9,1777225,1814425,11,6.8,41,14,27,0.571,3.86,1.71,0.143,1.86,2.0,,,,,,,,,0.0,22.6,0.0,7.72,7.72,14.88
2020-03-30,RO,8,1,20,10,1777225,1814425,11,6.8,54,21,33,0.571,3.86,1.57,0.143,1.71,2.14,,,,,,,,,0.0476,29.76,0.551,11.02,11.57,18.19
2020-03-31,RO,9,1,21,11,1777225,1814425,11,6.8,61,22,39,0.571,3.86,1.57,0.143,1.71,2.14,0.771,0.286,0.0,0.286,0.486,,,,0.0455,33.62,0.551,11.57,12.13,21.49
2020-04-01,RO,9,1,21,12,1777225,1814425,11,6.8,61,22,39,0.714,4.86,2.0,0.143,2.14,2.71,1.17,0.486,-0.0286,0.457,0.714,,,,0.0455,33.62,0.551,11.57,12.13,21.49
2020-04-02,RO,10,1,23,13,1777225,1814425,11,6.8,68,24,44,1.14,7.71,3.29,0.143,3.43,4.29,1.94,0.857,-0.0286,0.829,1.11,,,,0.0417,37.48,0.551,12.68,13.23,24.25
2020-04-03,RO,10,1,24,14,1777225,1814425,11,6.8,68,25,43,1.43,9.71,4.14,0.0,4.14,5.57,2.54,1.06,-0.0286,1.03,1.51,0.394,,,0.04,37.48,0.551,13.23,13.78,23.7
2020-04-04,RO,11,1,27,15,1777225,1814425,11,6.8,75,28,47,2.0,13.57,5.86,0.0,5.86,7.71,2.51,1.09,0.0,1.09,1.43,0.269,,,0.0357,41.34,0.551,14.88,15.43,25.9
2020-04-05,RO,14,1,37,16,1777225,1814425,11,6.8,95,38,57,2.43,16.57,6.86,0.0,6.86,9.71,2.74,1.23,0.0,1.23,1.51,0.16,,,0.0263,52.36,0.551,20.39,20.94,31.41
2020-04-06,RO,18,1,49,17,1777225,1814425,11,6.8,122,50,72,2.57,17.43,7.43,0.143,7.57,9.86,2.51,1.31,0.0286,1.34,1.17,,,,0.02,67.24,0.551,27.01,27.56,39.68
2020-04-07,RO,23,1,62,18,1777225,1814425,11,6.8,156,63,93,3.14,21.43,9.43,0.143,9.57,11.86,2.74,1.51,0.0286,1.54,1.2,,,,0.0159,85.98,0.551,34.17,34.72,51.26
2020-04-08,RO,26,1,69,19,1777225,1814425,11,6.8,177,70,107,3.29,22.29,10.71,0.143,10.86,11.43,,,,,,,,,0.0143,97.55,0.551,38.03,38.58,58.97
2020-04-09,RO,28,2,75,20,1777225,1814425,11,6.8,190,77,113,4.0,27.29,13.43,0.143,13.57,13.71,,,,,,,,,0.026,104.72,1.1,41.34,42.44,62.28
2020-04-10,RO,32,2,90,21,1777225,1814425,11,6.8,218,92,126,,,,,,,,,,,,,,,0.0217,120.15,1.1,49.6,50.7,69.44
2020-04-11,RO,34,2,102,22,1777225,1814425,11,6.8,231,104,127,,,,,,,,,,,,,,,0.0192,127.31,1.1,56.22,57.32,69.99
2020-04-12,RO,42,2,131,23,1777225,1814425,11,6.8,286,133,153,,,,,,,,,,,,,,,0.015,157.63,1.1,72.2,73.3,84.32
2020-04-14,RO,69,2,228,24,1777225,1814425,11,6.8,469,230,239,,,,,,,,,,,,,,,0.0087,258.48,1.1,125.66,126.76,131.72
2020-04-15,RO,73,2,235,25,1777225,1814425,11,6.8,496,237,259,,,,,,,,,,,,,,,0.0084,273.36,1.1,129.52,130.62,142.74
2020-04-16,RO,92,3,303,26,1777225,1814425,11,6.8,626,306,320,,,,,,,,,,,,,,,0.0098,345.01,1.65,167.0,168.65,176.36
2020-04-17,RO,110,3,357,27,1777225,1814425,11,6.8,748,360,388,,,,,,,,,,,,,,,0.0083,412.25,1.65,196.76,198.41,213.84
2020-04-18,RO,128,4,418,28,1777225,1814425,11,6.8,870,422,448,22.0,149.57,81.86,0.429,82.29,67.29,,,,,,,,,0.0095,479.49,2.2,230.38,232.58,246.91
