Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-30,AM,151,2,1115,14,4186043,13,19.4,2929,1117,1812,23.14,449.0,161.57,0.286,161.86,287.14,44.91,13.8,,,,18.07,,,0.0018,0.0007,699.71,0.478,266.36,266.84,432.87
2020-03-31,AM,175,3,1184,15,4186043,13,19.4,3395,1187,2208,25.57,496.14,185.57,0.857,186.43,309.71,82.6,34.63,0.343,34.97,47.63,26.27,8.31,,0.0025,0.0009,811.03,0.717,282.84,283.56,527.47
2020-04-01,AM,200,3,1320,16,4186043,13,19.4,3880,1323,2557,28.57,554.29,209.86,1.57,211.43,342.86,130.29,57.71,0.429,58.14,72.14,39.91,4.65,,0.0023,0.0008,926.89,0.717,315.33,316.05,610.84
2020-04-02,AM,229,3,1504,17,4186043,13,19.4,4443,1507,2936,39.57,767.71,311.14,2.0,313.14,454.57,165.71,73.37,0.514,73.89,91.83,43.12,-0.9109,,0.002,0.0007,1061.38,0.717,359.29,360.01,701.38
2020-04-03,AM,260,7,1781,18,4186043,13,19.4,5044,1788,3256,54.43,1056.0,436.71,2.43,439.14,616.86,235.57,98.83,0.6,99.43,136.14,32.7,-4.6103,-4.6818,0.0039,0.0014,1204.96,1.67,425.46,427.13,777.82
2020-04-04,AM,311,12,2164,19,4186043,13,19.4,6033,2176,3857,65.86,1277.57,528.43,2.86,531.29,746.29,260.51,112.63,0.743,113.37,147.14,13.52,-14.3234,-4.0786,0.0055,0.002,1441.22,2.87,516.96,519.82,921.4
2020-04-05,AM,417,15,3133,20,4186043,13,19.4,8090,3148,4942,86.29,1674.0,679.71,3.86,683.57,990.43,246.09,112.34,0.829,113.17,132.91,3.22,-15.0971,,0.0048,0.0019,1932.61,3.58,748.44,752.02,1180.59
2020-04-06,AM,532,19,4172,21,4186043,13,19.4,10321,4191,6130,95.71,1856.86,773.0,5.29,778.29,1078.57,197.89,108.03,0.686,108.71,89.17,-31.7086,-15.7394,,0.0045,0.0018,2465.57,4.54,996.65,1001.18,1464.39
2020-04-07,AM,636,23,4883,22,4186043,13,19.4,12338,4906,7432,103.0,1998.14,872.86,6.14,879.0,1119.14,181.8,111.89,0.771,112.66,69.14,-32.3657,-8.8023,,0.0047,0.0019,2947.41,5.49,1166.5,1171.99,1775.42
2020-04-08,AM,804,30,6078,23,4186043,13,19.4,15598,6108,9490,105.43,2045.43,976.86,5.86,982.71,1062.71,77.03,84.49,0.714,85.2,-8.1714,-46.0,-7.0491,,0.0049,0.0019,3726.19,7.17,1451.97,1459.13,2267.06
2020-04-09,AM,899,40,6915,24,4186043,13,19.4,17441,6955,10486,112.71,2186.57,1087.86,6.71,1094.57,1092.0,98.69,107.26,0.857,108.11,-9.4286,-30.4914,,,0.0058,0.0023,4166.46,9.56,1651.92,1661.47,2504.99
2020-04-10,AM,981,50,7891,25,4186043,13,19.4,19031,7941,11090,106.14,2059.14,1102.14,7.43,1109.57,949.57,16.09,61.2,0.943,62.14,-46.0571,-32.0286,,,0.0063,0.0026,4546.3,11.94,1885.07,1897.02,2649.28
2020-04-11,AM,1049,53,9002,26,4186043,13,19.4,20351,9055,11296,121.14,2350.29,1309.29,9.57,1318.86,1031.43,45.43,69.63,1.23,70.86,-25.4286,-3.7657,,,0.0059,0.0026,4861.63,12.66,2150.48,2163.14,2698.49
2020-04-12,AM,1206,62,10748,27,4186043,13,19.4,23396,10810,12586,107.14,2078.57,1178.86,10.86,1189.71,888.86,21.66,37.66,1.37,39.03,-17.3714,-20.8457,,,0.0057,0.0027,5589.05,14.81,2567.58,2582.39,3006.66
2020-04-13,AM,1275,71,11887,28,4186043,13,19.4,24735,11958,12777,117.14,2272.57,1325.0,12.0,1337.0,935.57,58.2,29.83,1.6,31.43,26.77,11.75,,,0.0059,0.0029,5908.92,16.96,2839.67,2856.64,3052.29
2020-04-14,AM,1484,90,14048,29,4186043,13,19.4,28790,14138,14652,118.29,2294.86,1276.14,13.57,1289.71,1005.14,-5.5429,-1.0,1.51,0.514,-6.0571,-12.8571,,,0.0064,0.0031,6877.62,21.5,3355.91,3377.41,3500.2
2020-04-15,AM,1554,106,14330,30,4186043,13,19.4,30148,14436,15712,121.14,2350.14,1251.29,15.43,1266.71,1083.43,74.83,44.26,1.09,45.34,29.49,6.42,,,0.0073,0.0035,7202.03,25.32,3423.28,3448.6,3753.43
2020-04-16,AM,1719,124,16190,31,4186043,13,19.4,33349,16314,17035,119.71,2322.57,1304.29,17.14,1321.43,1001.14,-18.8571,0.343,0.543,0.886,-19.7429,23.94,13.57,,0.0076,0.0037,7966.71,29.62,3867.61,3897.24,4069.48
2020-04-17,AM,1809,145,16824,32,4186043,13,19.4,35095,16969,18126,126.43,2452.71,1400.14,16.29,1416.43,1036.29,53.74,74.63,0.143,74.77,-21.0286,,,,0.0085,0.0041,8383.81,34.64,4019.07,4053.71,4330.1
2020-04-18,AM,1897,161,17761,33,4186043,13,19.4,36802,17922,18880,112.29,2178.29,1326.71,14.71,1341.43,836.86,177.91,133.6,0.0571,133.66,44.26,79.59,15.26,,0.009,0.0044,8791.6,38.46,4242.91,4281.37,4510.23
2020-04-19,AM,2044,182,19878,34,4186043,13,19.4,39654,20060,19594,132.14,2563.57,1649.29,14.29,1663.57,900.0,303.17,192.71,-0.2857,192.43,110.74,,8.01,-6.8951,0.0091,0.0046,9472.91,43.48,4748.64,4792.12,4680.79
2020-04-20,AM,2160,185,21688,35,4186043,13,19.4,41904,21873,20031,167.0,3239.71,1919.29,15.71,1935.0,1304.71,472.8,257.11,0.343,257.46,215.34,82.7,,,0.0085,0.0044,10010.41,44.19,5181.03,5225.22,4785.19
2020-04-21,AM,2270,193,23335,36,4186043,13,19.4,44038,23528,20510,197.86,3838.43,2267.86,15.71,2283.57,1554.86,555.94,287.29,0.543,287.83,268.11,63.97,-20.9063,-7.1753,0.0082,0.0044,10520.2,46.11,5574.48,5620.58,4899.62
2020-04-22,AM,2479,206,25875,37,4186043,13,19.4,48093,26081,22012,248.29,4816.71,2685.71,18.0,2703.71,2113.0,467.26,209.6,1.0,210.6,256.66,43.23,,-4.6702,0.0079,0.0043,11488.89,49.21,6181.26,6230.47,5258.43
2020-04-23,AM,2888,234,29625,38,4186043,13,19.4,56027,29859,26168,255.57,4958.0,2763.14,17.43,2780.57,2177.43,497.77,218.66,1.37,220.03,277.74,-24.9371,-20.6194,,0.0078,0.0042,13384.24,55.9,7077.09,7132.99,6251.25
2020-04-24,AM,3194,255,32699,39,4186043,13,19.4,61964,32954,29010,252.57,4899.86,2697.29,19.29,2716.57,2183.29,519.34,199.77,1.83,201.6,317.74,-29.1543,-15.3451,,0.0077,0.0041,14802.52,60.92,7811.43,7872.35,6930.17
2020-04-25,AM,3635,287,36561,40,4186043,13,19.4,70519,36848,33671,295.29,5728.57,3012.57,22.57,3035.14,2693.43,348.11,120.69,1.86,122.54,225.57,-20.3943,-5.8514,,0.0078,0.0041,16846.22,68.56,8734.02,8802.59,8043.63
2020-04-26,AM,3833,304,39220,41,4186043,13,19.4,74360,39524,34836,331.71,6435.14,3266.71,24.86,3291.57,3143.57,410.17,190.4,2.83,193.23,216.94,-12.7543,,,0.0077,0.0041,17763.79,72.62,9369.23,9441.85,8321.94
2020-04-27,AM,3928,320,40569,42,4186043,13,19.4,76203,40889,35314,338.0,6557.29,3289.14,27.29,3316.43,3240.86,365.29,235.77,2.26,238.03,127.26,13.98,,,0.0078,0.0042,18204.07,76.44,9691.49,9767.94,8436.13
2020-04-28,AM,4337,351,44423,43,4186043,13,19.4,84138,44774,39364,361.29,7008.86,3715.14,31.57,3746.71,3262.14,434.0,333.29,2.46,335.74,98.26,86.24,,,0.0078,0.0042,20099.65,83.85,10612.17,10696.02,9403.63
2020-04-29,AM,4801,380,48742,44,4186043,13,19.4,93139,49122,44017,346.71,6726.29,3876.14,30.57,3906.71,2819.57,589.23,446.4,2.6,449.0,140.23,130.04,,,0.0077,0.0041,22249.89,90.78,11643.93,11734.71,10515.18
2020-04-30,AM,5254,425,52649,45,4186043,13,19.4,101928,53074,48854,407.14,7898.57,4679.0,34.86,4713.86,3184.71,779.31,593.77,3.06,596.83,182.49,194.99,28.58,,0.008,0.0042,24349.49,101.53,12577.27,12678.8,11670.69
2020-05-01,AM,5723,476,58705,46,4186043,13,19.4,111026,59181,51845,483.57,9381.29,5498.71,37.86,5536.57,3844.71,1060.37,664.34,4.29,668.63,391.74,151.99,-0.8846,,0.008,0.0043,26522.9,113.71,14023.98,14137.7,12385.2
2020-05-02,AM,6062,501,63694,47,4186043,13,19.4,117603,64195,53408,538.86,10453.86,6258.0,42.57,6300.57,4153.29,1340.26,781.71,4.77,786.49,553.77,156.86,-42.6149,,0.0078,0.0043,28094.07,119.68,15215.8,15335.49,12758.59
2020-05-03,AM,6683,548,71973,48,4186043,13,19.4,129650,72521,57129,634.57,12310.71,7036.86,53.0,7089.86,5220.86,1193.94,610.57,4.4,614.97,578.97,81.82,-65.6937,-17.5723,0.0076,0.0042,30971.97,130.91,17193.56,17324.48,13647.49
2020-05-04,AM,7313,585,79060,49,4186043,13,19.4,141872,79645,62227,692.14,13427.57,7784.71,54.43,7839.14,5588.43,1373.51,704.66,5.6,710.26,663.26,-83.0343,-43.3691,,0.0073,0.0041,33891.67,139.75,18886.57,19026.32,14865.35
2020-05-05,AM,8109,649,88229,50,4186043,13,19.4,157315,88878,68437,714.86,13868.29,7731.86,56.86,7788.71,6079.57,1188.4,632.51,4.51,637.03,551.37,-133.4743,-59.2857,,0.0073,0.0041,37580.84,155.04,21076.95,21231.98,16348.85
2020-05-06,AM,9243,751,98000,51,4186043,13,19.4,179314,98751,80563,837.57,16248.86,9022.0,65.86,9087.86,7161.0,645.2,474.34,2.26,476.6,168.6,-64.8571,-25.1223,,0.0076,0.0042,42836.16,179.41,23411.13,23590.54,19245.62
2020-05-07,AM,10099,806,107142,52,4186043,13,19.4,195921,107948,87973,845.14,16395.86,9420.57,65.14,9485.71,6910.14,672.89,520.11,1.94,522.06,150.83,-139.5714,,,0.0075,0.0041,46803.39,192.54,25595.05,25787.6,21015.79
2020-05-08,AM,10727,874,112828,53,4186043,13,19.4,208104,113702,94402,800.86,15536.71,9408.57,64.29,9472.86,6063.86,869.66,763.49,0.314,763.8,105.86,-43.7943,,,0.0077,0.0042,49713.78,208.79,26953.38,27162.17,22551.61
2020-05-09,AM,11925,962,126848,54,4186043,13,19.4,231345,127810,103535,865.57,16792.0,10385.29,64.14,10449.43,6342.57,675.66,656.17,-0.9143,655.26,20.4,108.86,,,0.0075,0.0042,55265.8,229.81,30302.6,30532.41,24733.38
2020-05-10,AM,12599,1004,137917,55,4186043,13,19.4,244421,138921,105500,939.0,18216.57,11549.29,58.43,11607.71,6608.86,969.43,690.34,0.0286,690.37,279.06,50.55,,,0.0072,0.0041,58389.51,239.84,32946.87,33186.71,25202.8
2020-05-11,AM,12919,1035,144920,56,4186043,13,19.4,250629,145955,104674,1011.71,19627.14,12302.86,61.29,12364.14,7263.0,1189.49,737.89,-1.0571,736.83,452.66,-16.4057,,,0.0071,0.0041,59872.53,247.25,34619.81,34867.06,25005.48
2020-05-12,AM,14168,1098,160926,57,4186043,13,19.4,274859,162024,112835,1095.0,21243.0,12872.29,65.29,12937.57,8305.43,925.66,643.91,-1.1429,642.77,282.89,-37.3486,-59.728,,0.0068,0.004,65660.82,262.3,38443.47,38705.77,26955.05
2020-05-13,AM,15816,1160,178845,58,4186043,13,19.4,306830,180005,126825,1107.43,21484.14,13098.0,59.0,13157.0,8327.14,787.63,413.94,-0.3143,413.63,374.0,-169.16,-26.8057,,0.0064,0.0038,73298.34,277.11,42724.12,43001.23,30297.11
2020-05-14,AM,17181,1235,193262,59,4186043,13,19.4,333311,194497,138814,1104.14,21420.29,13604.86,58.43,13663.29,7757.0,488.91,177.43,-1.0286,176.4,312.51,-189.7829,,,0.0063,0.0037,79624.36,295.03,46168.18,46463.21,33161.15
2020-05-15,AM,18392,1331,202934,60,4186043,13,19.4,356805,204265,152540,1142.0,22154.71,13619.0,56.86,13675.86,8478.86,123.63,-14.7429,-1.6,-16.3429,139.97,-83.4743,,,0.0065,0.0037,85236.82,317.96,48478.72,48796.68,36440.14
2020-05-16,AM,19677,1375,218534,61,4186043,13,19.4,381734,219909,161825,1137.71,22071.71,13190.0,56.14,13246.14,8825.57,240.57,60.86,-0.8,60.06,180.51,-32.1429,,,0.0063,0.0036,91192.09,328.47,52205.39,52533.86,38658.23
2020-05-17,AM,20328,1413,233151,62,4186043,13,19.4,394363,234564,159799,1126.86,21861.14,12798.57,57.29,12855.86,9005.29,508.29,190.37,-2.0286,188.34,319.94,76.82,,,0.006,0.0036,94209.02,337.55,55697.23,56034.78,38174.24
2020-05-18,AM,20913,1433,240253,63,4186043,13,19.4,405712,241686,164026,1169.43,22687.0,13402.29,55.0,13457.29,9229.71,626.91,432.26,-0.8286,431.43,195.49,139.45,,,0.0059,0.0035,96920.17,342.33,57393.82,57736.15,39184.02
2020-05-19,AM,22132,1491,253256,64,4186043,13,19.4,429361,254747,174614,1235.14,23961.71,14556.71,48.29,14605.0,9356.71,873.0,600.97,-1.3714,599.6,273.4,132.69,,,0.0059,0.0035,102569.66,356.18,60500.1,60856.28,41713.38
2020-05-20,AM,23704,1561,268435,65,4186043,13,19.4,459858,269996,189862,1303.57,25289.29,15780.29,52.71,15833.0,9456.29,820.89,879.74,-1.5143,878.23,-57.3429,26.71,1.42,,0.0058,0.0034,109855.06,372.91,64126.19,64499.1,45355.96
2020-05-21,AM,25367,1620,287078,66,4186043,13,19.4,492120,288698,203422,1362.71,26436.71,16194.86,49.29,16244.14,10192.57,904.03,1079.49,-0.6857,1078.8,-174.7714,57.97,-7.7589,,0.0056,0.0033,117562.1,387.0,68579.8,68966.8,48595.3
2020-05-22,AM,27038,1669,304831,67,4186043,13,19.4,524537,306500,218037,1338.43,25965.57,17197.29,49.71,17247.0,8718.57,641.86,964.66,-0.2286,964.43,-322.5714,83.92,-25.1417,,0.0054,0.0032,125306.17,398.71,72820.8,73219.51,52086.66
2020-05-23,AM,28802,1744,328996,68,4186043,13,19.4,558759,330740,228019,1402.43,27207.14,18799.71,51.57,18851.29,8355.86,916.77,973.91,-0.7143,973.2,-56.4286,100.66,6.41,-18.5579,0.0053,0.0031,133481.43,416.62,78593.55,79010.18,54471.25
2020-05-24,AM,29867,1758,346515,69,4186043,13,19.4,579420,348273,231147,1400.57,27171.0,19380.0,47.14,19427.14,7743.86,1292.6,1248.29,-0.0857,1248.2,44.4,6.98,-37.9109,,0.005,0.003,138417.12,419.97,82778.65,83198.62,55218.5
2020-05-25,AM,30282,1781,360634,70,4186043,13,19.4,587471,362415,225056,1539.86,29873.14,20649.86,49.14,20699.0,9174.14,1324.17,720.26,-1.2857,718.97,605.2,58.76,-91.3691,,0.0049,0.003,140340.41,425.46,86151.53,86576.99,53763.42
2020-05-26,AM,31949,1852,384854,71,4186043,13,19.4,619811,386706,233105,1695.86,32899.71,22436.29,48.86,22485.14,10414.57,938.94,516.26,-1.9143,514.34,424.6,-131.5829,-104.8251,-25.6043,0.0048,0.003,148066.09,442.42,91937.42,92379.84,55686.24
2020-05-27,AM,33508,1891,404095,72,4186043,13,19.4,650055,405986,244069,1679.71,32586.43,20798.57,43.29,20841.86,11744.57,935.66,585.91,-1.1429,584.77,350.89,-372.9257,-100.0149,,0.0047,0.0029,155291.05,451.74,96533.89,96985.63,58305.42
2020-05-28,AM,36146,1964,431627,73,4186043,13,19.4,701232,433591,267641,1644.43,31901.86,21381.0,42.0,21423.0,10478.86,258.86,73.51,-2.6857,70.83,188.03,-423.4686,-121.6126,,0.0045,0.0028,167516.67,469.18,103110.98,103580.16,63936.51
2020-05-29,AM,38909,2011,461885,74,4186043,13,19.4,754835,463896,290939,1641.71,31849.29,22309.57,41.43,22351.0,9498.29,-572.0286,-438.4,-2.7143,-441.1143,-130.9143,-493.0914,,,0.0043,0.0027,180321.85,480.41,110339.29,110819.69,69502.15
2020-05-30,AM,40560,2047,474586,75,4186043,13,19.4,786864,476633,310231,1606.57,31167.43,21017.43,35.71,21053.14,10114.29,-793.1714,-181.0286,-3.1143,-184.1429,-609.0286,-549.3029,,,0.0043,0.0026,187973.22,489.01,113373.42,113862.42,74110.8
2020-05-31,AM,41378,2052,496182,76,4186043,13,19.4,802733,498234,304499,1548.43,30039.57,20244.29,35.29,20279.57,9760.0,-1526.5143,-723.2857,-3.0286,-726.3143,-800.2,-423.6914,,,0.0041,0.0026,191764.16,490.2,118532.47,119022.67,72741.49
2020-06-01,AM,41774,2071,516801,77,4186043,13,19.4,810416,518872,291544,1475.29,28620.57,19893.43,27.71,19921.14,8699.43,-1810.8571,-724.6571,-3.0,-727.6571,-1083.2,,,,0.004,0.0026,193599.54,494.74,123458.12,123952.86,69646.68
2020-06-02,AM,43195,2102,531976,78,4186043,13,19.4,837983,534078,303905,1251.0,24269.29,17764.57,26.86,17791.43,6477.86,-1859.6,-537.1143,-1.4857,-538.6,-1321.0,,,,0.0039,0.0025,200185.0,502.14,127083.26,127585.41,72599.59
2020-06-03,AM,44347,2138,545805,79,4186043,13,19.4,860332,547943,312389,1175.0,22795.0,18686.29,26.43,18712.71,4082.29,-1549.8,-340.2857,-1.3429,-341.6286,-1208.1714,,,,0.0039,0.0025,205523.93,510.74,130386.86,130897.6,74626.32
2020-06-04,AM,46473,2158,570881,80,4186043,13,19.4,901576,573039,328537,1127.29,21869.43,18331.86,28.29,18360.14,3509.29,-1268.2,-206.8571,0.543,-206.3143,-1061.8857,,,,0.0038,0.0024,215376.67,515.52,136377.24,136892.76,78483.9
2020-06-05,AM,47666,2199,586237,81,4186043,13,19.4,924720,588436,336284,1149.0,22290.57,18542.86,28.57,18571.43,3719.14,-141.3143,412.54,1.06,413.6,-554.9143,,,,0.0037,0.0024,220905.52,525.32,140045.62,140570.94,80334.58
2020-06-06,AM,48785,2232,605390,82,4186043,13,19.4,946429,607622,338807,1148.43,22279.57,18859.14,30.43,18889.57,3390.0,-392.9714,24.69,1.63,26.31,-419.2857,,,,0.0037,0.0024,226091.56,533.2,144621.07,145154.27,80937.3
2020-06-07,AM,49269,2250,624505,83,4186043,13,19.4,955819,626755,329064,1214.57,23562.71,19827.29,32.14,19859.43,3703.29,-247.2286,296.71,0.914,297.63,-544.8571,,,,0.0036,0.0024,228334.73,537.5,149187.43,149724.93,78609.8
2020-06-08,AM,49817,2271,646601,84,4186043,13,19.4,966450,648872,317578,1073.71,20830.14,18809.71,34.57,18844.29,1985.86,-444.5429,378.89,0.943,379.83,-824.3714,,,,0.0035,0.0023,230874.36,542.52,154465.92,155008.44,75865.92
2020-06-09,AM,51234,2315,663990,85,4186043,13,19.4,993940,666305,327635,1063.57,20633.29,19815.43,32.86,19848.29,785.0,-444.5714,376.94,0.829,377.77,-822.3429,,,,0.0035,0.0023,237441.42,553.03,158619.97,159172.99,78268.43
2020-06-10,AM,52849,2363,684596,86,4186043,13,19.4,1025271,686959,338312,1034.43,20067.86,20437.29,33.29,20470.57,-402.7143,-854.7143,-43.3143,0.457,-42.8571,-811.8571,,,,0.0034,0.0023,244926.06,564.49,163542.51,164107.01,80819.05
2020-06-11,AM,53989,2400,702549,87,4186043,13,19.4,1047387,704949,342438,1033.86,20056.71,20743.86,34.57,20778.43,-721.7143,-405.7714,76.2,-0.2,76.0,-481.7714,,,,0.0034,0.0023,250209.33,573.33,167831.29,168404.62,81804.7
2020-06-12,AM,55111,2429,724945,88,4186043,13,19.4,1069153,727374,341779,994.29,19289.14,19610.71,34.43,19645.14,-356.0,-414.0571,-80.7429,-0.4,-81.1429,-332.9143,,,,0.0033,0.0023,255408.99,580.26,173181.45,173761.71,81647.27
2020-06-13,AM,56026,2465,748451,89,4186043,13,19.4,1086904,750916,335988,969.14,18801.29,19190.71,33.57,19224.29,-423.0,-273.8286,37.03,-0.8,36.23,-310.0571,,,,0.0033,0.0023,259649.51,588.86,178796.78,179385.64,80263.87
2020-06-14,AM,56506,2492,769712,90,4186043,13,19.4,1096216,772204,324012,956.86,18563.0,19411.71,30.86,19442.57,-879.5714,-368.5714,-784.3143,-1.3429,-785.6571,417.09,,,,0.0032,0.0023,261874.04,595.31,183875.8,184471.11,77402.93
2020-06-15,AM,56777,2512,783876,91,4186043,13,19.4,1101474,786388,315086,963.86,18698.71,20622.43,29.29,20651.71,-1953.0,-46.5429,-665.2,-1.6,-666.8,620.26,,,,0.0032,0.0023,263130.12,600.09,187259.42,187859.51,75270.61
2020-06-16,AM,58018,2550,798325,92,4186043,13,19.4,1125549,800875,324674,938.86,18213.86,16822.29,27.86,16850.14,1363.71,66.54,-447.8571,-2.0,-449.8571,516.4,,,,0.0032,0.0023,268881.38,609.17,190711.13,191320.3,77561.08
2020-06-17,AM,59547,2579,820478,93,4186043,13,19.4,1155212,823057,332155,982.29,19056.43,16284.71,26.43,16311.14,2745.29,141.89,-448.2286,-1.6286,-449.8571,591.74,,,,0.0031,0.0022,275967.54,616.09,196003.24,196619.34,79348.21
2020-06-18,AM,60736,2605,846906,94,4186043,13,19.4,1178278,849511,328767,986.29,19134.0,16951.43,23.57,16975.0,2159.0,170.74,-638.8571,-1.9714,-640.8286,811.57,,,,0.0031,0.0022,281477.76,622.31,202316.6,202938.91,78538.85
2020-06-19,AM,61683,2624,842701,95,4186043,13,19.4,1196650,845325,351325,993.43,19272.43,17170.57,22.71,17193.29,2079.14,357.51,58.31,-1.8286,56.49,301.03,-53.9943,,,0.0031,0.0022,285866.63,626.84,201312.07,201938.92,83927.71
2020-06-20,AM,62902,2650,862444,96,4186043,13,19.4,1220299,865094,355205,1007.86,19552.43,17428.14,19.43,17447.57,2104.86,-191.2286,-380.1143,-1.6857,-381.8,190.57,-120.8286,,,0.0031,0.0022,291516.12,633.06,206028.46,206661.52,84854.6
2020-06-21,AM,63410,2657,888372,97,4186043,13,19.4,1230154,891029,339125,1031.0,20001.43,17113.86,18.71,17132.57,2868.86,-203.4286,-133.4857,-1.4286,-134.9143,-68.5143,-124.6057,,,0.003,0.0022,293870.37,634.73,212222.38,212857.11,81013.26
2020-06-22,AM,63731,2671,904070,98,4186043,13,19.4,1236381,906741,329640,933.0,18100.29,14384.14,18.0,14402.14,3698.14,-462.2571,-320.8857,-1.0571,-321.9429,-140.3143,-188.4571,,,0.0029,0.0022,295357.93,638.07,215972.46,216610.53,78747.4
2020-06-23,AM,65073,2686,920322,99,4186043,13,19.4,1262416,923008,339408,933.86,18116.86,16284.0,16.43,16300.43,1816.43,-452.2857,-574.2571,-0.3143,-574.5714,122.29,,,,0.0029,0.0021,301577.41,641.66,219854.88,220496.54,81080.87
2020-06-24,AM,66764,2710,940275,100,4186043,13,19.4,1295222,942985,352237,874.29,16961.14,15566.14,17.43,15583.57,1377.57,-584.7714,-455.9429,-0.2857,-456.2286,-128.5429,,,,0.0029,0.0021,309414.4,647.39,224621.44,225268.83,84145.58
2020-06-25,AM,67267,2731,947595,101,4186043,13,19.4,1304980,950326,354654,891.29,17291.0,14556.86,17.86,14574.71,2716.29,-432.9143,176.06,0.314,176.37,-609.2857,,,,0.0029,0.0021,311745.48,652.41,226370.11,227022.51,84722.97
2020-06-26,AM,68220,2739,956689,102,4186043,13,19.4,1323468,959428,364040,880.29,17077.57,14834.14,17.29,14851.43,2226.14,-563.7143,-266.1714,0.514,-265.6571,-298.0571,,,,0.0029,0.0021,316162.07,654.32,228542.56,229196.88,86965.18
2020-06-27,AM,69022,2772,971407,103,4186043,13,19.4,1339027,974179,364848,821.43,15935.71,15264.43,19.57,15284.0,651.71,79.26,98.54,0.257,98.8,-19.5429,,,,0.0028,0.0021,319878.94,662.2,232058.53,232720.73,87158.21
2020-06-28,AM,69649,2782,990270,104,4186043,13,19.4,1351191,993052,358139,788.57,15298.29,14953.14,19.0,14972.14,326.14,43.23,,0.657,,,,,,0.0028,0.0021,322784.79,664.59,236564.7,237229.29,85555.5
2020-06-29,AM,69893,2792,1007909,105,4186043,13,19.4,1355924,1010701,345223,894.71,17357.43,16058.86,18.71,16077.57,1279.86,,,,,,,,,0.0028,0.0021,323915.45,666.98,240778.46,241445.44,82470.01
2020-06-30,AM,70823,2823,1027173,106,4186043,13,19.4,1373966,1029996,343970,902.43,17507.14,,21.14,,,,,,,,,,,0.0027,0.0021,328225.49,674.38,245380.42,246054.81,82170.68
2020-07-01,AM,72284,2843,1044947,107,4186043,13,19.4,1402310,1047790,354520,,,,,,,,,,,,,,,0.0027,0.002,334996.56,679.16,249626.44,250305.6,84690.96
