Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,PR,6,0,9,1,11433957,11632008,41,6.8,41,9,32,,,,,,,,,,,,,,,0.0,3.52,0.0,0.774,0.774,2.75
2020-03-13,PR,6,0,4,2,11433957,11632008,41,6.8,41,4,37,,,,,,,,,,,,,,,0.0,3.52,0.0,0.344,0.344,3.18
2020-03-16,PR,6,0,10,3,11433957,11632008,41,6.8,41,10,31,,,,,,,,,,,,,,,0.0,3.52,0.0,0.86,0.86,2.67
2020-03-17,PR,12,0,16,4,11433957,11632008,41,6.8,82,16,66,,,,,,,,,,,,,,,0.0,7.05,0.0,1.38,1.38,5.67
2020-03-18,PR,14,0,22,5,11433957,11632008,41,6.8,95,22,73,,,,,,,,,,,,,,,0.0,8.17,0.0,1.89,1.89,6.28
2020-03-19,PR,23,0,28,6,11433957,11632008,41,6.8,156,28,128,,,,,,,,,,,,,,,0.0,13.41,0.0,2.41,2.41,11.0
2020-03-20,PR,36,0,49,7,11433957,11632008,41,6.8,245,49,196,7.71,52.43,10.71,0.0,10.71,41.71,,,,,,,,,0.0,21.06,0.0,4.21,4.21,16.85
2020-03-21,PR,43,0,61,8,11433957,11632008,41,6.8,292,61,231,8.29,56.29,13.86,0.0,13.86,42.43,,,,,,,,,0.0,25.1,0.0,5.24,5.24,19.86
2020-03-22,PR,54,0,68,9,11433957,11632008,41,6.8,367,68,299,11.86,80.71,22.29,0.0,22.29,58.43,,,,,,,,,0.0,31.55,0.0,5.85,5.85,25.7
2020-03-23,PR,60,0,85,10,11433957,11632008,41,6.8,408,85,323,11.86,80.71,25.43,0.0,25.43,55.29,7.8,4.69,0.0571,4.74,3.06,,,,0.0,35.08,0.0,7.31,7.31,27.77
2020-03-24,PR,70,0,113,11,11433957,11632008,41,6.8,476,113,363,12.71,86.43,30.14,0.286,30.43,56.0,7.8,5.66,0.0571,5.71,2.09,,,,0.0,40.92,0.0,9.71,9.71,31.21
2020-03-25,PR,97,0,178,12,11433957,11632008,41,6.8,660,178,482,13.43,91.43,34.14,0.286,34.43,57.0,3.29,4.91,0.0857,5.0,-1.7143,,,,0.0,56.74,0.0,15.3,15.3,41.44
2020-03-26,PR,106,0,206,13,11433957,11632008,41,6.8,721,206,515,14.0,95.29,42.14,0.286,42.43,52.86,6.2,4.17,0.0857,4.26,1.94,0.686,,,0.0,61.98,0.0,17.71,17.71,44.27
2020-03-27,PR,125,2,260,14,11433957,11632008,41,6.8,850,262,588,14.29,97.14,46.86,0.429,47.29,49.86,8.34,3.97,0.0286,4.0,4.34,1.7,,,0.0076,73.07,0.172,22.35,22.52,50.55
2020-03-28,PR,137,2,300,15,11433957,11632008,41,6.8,932,302,630,16.43,111.71,46.29,0.429,46.71,65.0,11.23,4.2,0.0571,4.26,6.97,5.71,,,0.0066,80.12,0.172,25.79,25.96,54.16
2020-03-29,PR,152,2,363,16,11433957,11632008,41,6.8,1034,365,669,18.86,128.14,50.0,0.429,50.43,77.71,16.31,5.14,0.0286,5.17,11.14,5.67,0.767,,0.0055,88.89,0.172,31.21,31.38,57.51
2020-03-30,PR,160,3,413,17,11433957,11632008,41,6.8,1088,416,672,21.71,147.57,55.14,0.571,55.71,91.86,31.86,9.91,0.0571,9.97,21.89,5.1,0.0869,,0.0072,93.54,0.258,35.51,35.76,57.77
2020-03-31,PR,185,3,437,18,11433957,11632008,41,6.8,1258,440,818,26.0,176.86,67.86,0.429,68.29,108.57,34.57,13.77,0.143,13.91,20.66,4.52,-1.6469,,0.0068,108.15,0.258,37.57,37.83,70.32
2020-04-01,PR,229,3,528,19,11433957,11632008,41,6.8,1557,531,1026,37.71,256.43,96.43,0.714,97.14,159.29,33.83,14.69,0.229,14.91,18.91,2.14,-2.0903,-0.6375,0.0056,133.85,0.258,45.39,45.65,88.2
2020-04-02,PR,258,4,592,20,11433957,11632008,41,6.8,1754,596,1158,41.86,284.57,115.14,1.14,116.29,168.29,33.83,15.66,0.229,15.89,17.94,-2.52,-2.5211,-0.3486,0.0067,150.79,0.344,50.89,51.24,99.55
2020-04-03,PR,307,5,735,21,11433957,11632008,41,6.8,2088,740,1348,43.71,297.29,123.43,1.57,125.0,172.29,27.0,12.83,0.314,13.14,13.86,-4.7771,-2.4206,0.165,0.0068,179.5,0.43,63.19,63.62,115.89
2020-04-04,PR,401,7,975,22,11433957,11632008,41,6.8,2727,982,1745,46.57,316.71,133.43,1.71,135.14,181.57,19.26,11.49,0.429,11.91,7.34,-7.5086,-1.656,0.396,0.0071,234.44,0.602,83.82,84.42,150.02
2020-04-05,PR,445,10,1169,23,11433957,11632008,41,6.8,3026,1179,1847,45.86,311.86,132.0,2.0,134.0,177.86,10.69,8.54,0.371,8.91,1.77,-7.5829,-0.8194,0.736,0.0085,260.14,0.86,100.5,101.36,158.79
2020-04-06,PR,466,14,1277,24,11433957,11632008,41,6.8,3169,1291,1878,51.86,352.71,153.86,2.86,156.71,196.0,-3.7143,6.37,0.257,6.63,-10.3429,-6.1429,-0.1086,0.707,0.0108,272.44,1.2,109.78,110.99,161.45
2020-04-07,PR,511,15,1371,25,11433957,11632008,41,6.8,3475,1386,2089,49.71,338.0,157.86,3.0,160.86,177.14,-4.0857,6.63,0.257,6.89,-10.9714,-6.6171,1.16,0.56,0.0108,298.74,1.29,117.86,119.15,179.59
2020-04-08,PR,550,17,1452,26,11433957,11632008,41,6.8,3740,1469,2271,41.0,278.71,155.29,2.86,158.14,120.57,-3.7143,8.6,0.143,8.74,-12.4571,-5.32,1.11,0.477,0.0116,321.53,1.46,124.83,126.29,195.24
2020-04-09,PR,621,24,1669,27,11433957,11632008,41,6.8,4223,1693,2530,43.57,296.29,166.57,3.0,169.57,126.71,-13.8286,5.91,0.114,6.03,-19.8571,-1.7029,1.15,0.343,0.0142,363.05,2.06,143.48,145.55,217.5
2020-04-10,PR,655,26,1840,28,11433957,11632008,41,6.8,4454,1866,2588,43.14,293.29,175.0,2.71,177.71,115.57,-15.9143,2.06,0.0857,2.14,-18.0571,-2.0171,1.57,-0.0475,0.0139,382.91,2.24,158.18,160.42,222.49
2020-04-11,PR,688,27,2062,29,11433957,11632008,41,6.8,4678,2089,2589,41.71,283.57,183.43,3.43,186.86,96.71,-12.2286,0.686,-0.0286,0.657,-12.8857,-0.4171,1.61,0.0165,0.0129,402.17,2.32,177.27,179.59,222.58
2020-04-12,PR,750,31,2335,30,11433957,11632008,41,6.8,5100,2366,2734,38.0,258.43,168.14,3.43,171.57,86.86,-14.1714,-3.5714,-0.0857,-3.6571,-10.5143,1.22,0.923,-0.1986,0.0131,438.45,2.67,200.74,203.4,235.04
