Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-28,PE,68,5,182,17,9652642,26,8.3,564,187,377,6.43,53.29,24.14,0.857,25.0,28.29,5.49,1.71,0.0286,1.74,3.74,3.09,0.455,0.257,0.0267,58.43,0.518,18.85,19.37,39.06
2020-03-29,PE,73,5,213,18,9652642,26,8.3,606,218,388,7.0,58.14,23.57,1.0,24.57,33.57,10.2,2.8,0.0286,2.83,7.37,2.75,1.53,0.279,0.0229,62.78,0.518,22.07,22.58,40.2
2020-03-30,PE,77,6,243,19,9652642,26,8.3,639,249,390,8.29,68.86,26.29,0.857,27.14,41.71,17.34,4.91,0.0857,5.0,12.34,3.51,1.45,0.478,0.0241,66.2,0.622,25.17,25.8,40.4
2020-03-31,PE,87,6,252,20,9652642,26,8.3,722,258,464,11.29,93.71,36.29,0.857,37.14,56.57,19.69,7.54,0.286,7.83,11.86,8.72,1.92,0.522,0.0233,74.8,0.622,26.11,26.73,48.07
2020-04-01,PE,95,8,268,21,9652642,26,8.3,789,276,513,15.43,128.14,48.86,1.29,50.14,78.0,23.0,9.71,0.486,10.2,12.8,8.72,2.65,-0.1109,0.029,81.74,0.829,27.76,28.59,53.15
2020-04-02,PE,106,9,298,22,9652642,26,8.3,880,307,573,18.29,151.71,61.86,2.29,64.14,87.57,49.09,20.57,0.629,21.2,27.89,12.7,3.06,0.117,0.0293,91.17,0.932,30.87,31.8,59.36
2020-04-03,PE,136,10,399,23,9652642,26,8.3,1129,409,720,20.86,173.14,72.14,3.43,75.57,97.57,53.8,22.14,0.914,23.06,30.74,15.98,0.978,-0.6224,0.0244,116.96,1.04,41.34,42.37,74.59
2020-04-04,PE,176,14,524,24,9652642,26,8.3,1461,538,923,37.86,314.29,129.14,4.0,133.14,181.14,80.83,33.89,1.09,34.97,45.86,18.83,2.03,-0.9502,0.026,151.36,1.45,54.29,55.74,95.62
2020-04-05,PE,201,21,646,25,9652642,26,8.3,1668,667,1001,43.71,362.71,147.0,5.43,152.43,210.29,99.6,43.49,1.11,44.6,55.0,13.61,-1.1909,-1.3771,0.0315,172.8,2.18,66.92,69.1,103.7
2020-04-06,PE,223,30,748,26,9652642,26,8.3,1851,778,1073,64.14,532.29,218.29,6.71,225.0,307.29,117.14,56.2,0.971,57.17,59.97,18.89,-2.1051,-0.6091,0.0386,191.76,3.11,77.49,80.6,111.16
2020-04-07,PE,352,34,1156,27,9652642,26,8.3,2922,1190,1732,78.29,649.71,279.29,7.86,287.14,362.57,117.14,60.29,1.03,61.31,55.83,6.74,-3.8217,-1.5017,0.0286,302.72,3.52,119.76,123.28,179.43
2020-04-08,PE,401,46,1297,28,9652642,26,8.3,3328,1343,1985,91.43,758.86,353.14,8.29,361.43,397.43,148.23,80.74,0.971,81.71,66.51,5.46,-2.0674,0.128,0.0343,344.78,4.77,134.37,139.13,205.64
2020-04-09,PE,555,56,1826,29,9652642,26,8.3,4606,1882,2724,108.43,900.0,430.57,9.14,439.71,460.29,114.54,71.89,0.971,72.86,41.69,-0.28,-5.4754,0.0471,0.0298,477.18,5.8,189.17,194.97,282.2
2020-04-10,PE,684,65,2354,30,9652642,26,8.3,5677,2419,3258,133.0,1103.86,550.71,10.29,561.0,542.86,126.89,74.37,1.2,75.57,51.31,3.27,-0.5509,0.79,0.0269,588.13,6.73,243.87,250.6,337.52
2020-04-11,PE,816,72,2996,31,9652642,26,8.3,6773,3068,3705,133.14,1105.0,577.71,11.57,589.29,515.71,115.74,70.94,1.31,72.26,43.49,-8.4914,-1.8697,0.148,0.0235,701.67,7.46,310.38,317.84,383.83
2020-04-12,PE,960,85,3660,32,9652642,26,8.3,7968,3745,4223,154.71,1284.14,651.14,13.86,665.0,619.14,133.51,74.69,1.63,76.31,57.2,3.99,0.13,1.62,0.0227,825.47,8.81,379.17,387.98,437.5
2020-04-13,PE,1154,102,4603,33,9652642,26,8.3,9578,4705,4873,161.14,1337.57,707.86,14.86,722.71,614.86,105.77,55.23,1.74,56.97,48.8,-3.8914,-1.3291,-0.1881,0.0217,992.27,10.57,476.86,487.43,504.84
2020-04-14,PE,1284,115,5200,34,9652642,26,8.3,10657,5315,5342,188.86,1567.57,804.0,17.29,821.29,746.29,134.49,72.2,1.43,73.63,60.86,0.371,2.63,1.15,0.0216,1104.05,11.91,538.71,550.63,553.42
2020-04-15,PE,1484,143,5855,35,9652642,26,8.3,12317,5998,6319,196.71,1632.71,826.86,19.0,845.86,786.86,107.43,68.43,1.0,69.43,38.0,-3.3714,-1.4914,0.564,0.0238,1276.02,14.81,606.57,621.38,654.64
2020-04-16,PE,1683,160,6781,36,9652642,26,8.3,13969,6941,7028,214.14,1777.43,938.71,18.71,957.43,820.0,117.6,75.26,1.17,76.43,41.17,4.65,3.86,1.09,0.0231,1447.17,16.58,702.5,719.08,728.09
2020-04-17,PE,2006,186,7982,37,9652642,26,8.3,16650,8168,8482,219.43,1821.29,993.29,18.86,1012.14,809.14,116.66,92.69,0.514,93.2,23.46,-3.4686,2.95,-0.0453,0.0228,1724.92,19.27,826.92,846.19,878.72
2020-04-18,PE,2193,205,8784,38,9652642,26,8.3,18202,8989,9213,232.0,1925.57,1084.14,20.71,1104.86,820.71,129.0,92.8,0.543,93.34,35.66,15.41,4.11,1.21,0.0228,1885.7,21.24,910.01,931.25,954.45
2020-04-19,PE,2459,216,10231,39,9652642,26,8.3,20410,10447,9963,259.14,2150.86,1267.43,19.86,1287.29,863.57,117.14,84.66,1.0,85.66,31.49,15.13,2.4,-1.0469,0.0207,2114.45,22.38,1059.92,1082.29,1032.15
2020-04-20,PE,2690,234,11556,40,9652642,26,8.3,22327,11790,10537,274.43,2277.71,1290.86,21.71,1312.57,965.14,184.49,104.49,1.26,105.74,78.74,17.17,4.57,-1.0418,0.0198,2313.05,24.24,1197.19,1221.43,1091.62
2020-04-21,PE,2908,260,12789,41,9652642,26,8.3,24136,13049,11087,284.71,2363.14,1362.0,23.71,1385.71,977.43,193.26,103.49,1.54,105.03,88.23,16.65,-1.3737,-1.2882,0.0199,2500.46,26.94,1324.92,1351.86,1148.6
2020-04-22,PE,3298,282,14727,42,9652642,26,8.3,27373,15009,12364,330.57,2743.71,1515.71,25.14,1540.86,1202.86,202.51,92.8,2.2,95.0,107.51,19.4,-2.2571,-1.0818,0.0188,2835.8,29.21,1525.7,1554.91,1280.89
2020-04-23,PE,3604,312,15817,43,9652642,26,8.3,29913,16129,13784,348.43,2891.86,1601.57,28.43,1630.0,1261.86,212.26,93.09,2.74,95.83,116.43,8.54,-2.3326,-2.2485,0.0193,3098.94,32.32,1638.62,1670.94,1428.0
2020-04-24,PE,3999,352,17516,44,9652642,26,8.3,33192,17868,15324,381.14,3163.43,1731.43,30.86,1762.29,1401.14,214.14,75.51,2.57,78.09,136.06,3.85,-3.008,-1.2603,0.0197,3438.64,36.47,1814.63,1851.1,1587.54
2020-04-25,PE,4507,381,19394,45,9652642,26,8.3,37408,19775,17633,402.29,3339.0,1756.29,35.43,1791.71,1547.29,227.2,87.2,2.2,89.4,137.8,5.51,-6.6686,-0.7344,0.0193,3875.42,39.47,2009.19,2048.66,1826.75
2020-04-26,PE,4898,415,21442,46,9652642,26,8.3,40653,21857,18796,413.71,3433.86,1739.57,36.57,1776.14,1657.71,212.49,98.83,1.49,100.31,112.17,1.61,-7.6754,-1.0064,0.019,4211.59,42.99,2221.36,2264.35,1947.24
2020-04-27,PE,5358,450,23676,47,9652642,26,8.3,44471,24126,20345,467.43,3879.71,1951.71,36.14,1987.86,1891.86,230.06,145.71,0.886,146.6,83.46,-13.9429,-5.9291,-0.2617,0.0187,4607.13,46.62,2452.8,2499.42,2107.71
2020-04-28,PE,5724,508,25083,48,9652642,26,8.3,47509,25591,21918,476.43,3954.29,2095.71,35.86,2131.57,1822.71,220.31,173.94,-0.3143,173.63,46.69,-29.8343,-7.3646,2.29,0.0199,4921.86,52.63,2598.56,2651.19,2270.67
2020-04-29,PE,6194,538,26904,49,9652642,26,8.3,51410,27442,23968,519.71,4313.71,2460.0,35.29,2495.29,1818.43,144.43,146.89,-0.4286,146.46,-2.0286,-25.8,-4.3166,4.06,0.0196,5326.0,55.74,2787.22,2842.95,2483.05
2020-04-30,PE,6876,565,29479,50,9652642,26,8.3,57071,30044,27027,535.0,4440.57,2626.0,33.86,2659.86,1780.71,78.03,133.23,-0.3429,132.89,-54.8571,-31.3143,4.79,3.86,0.0188,5912.47,58.53,3053.98,3112.52,2799.96
2020-05-01,PE,7334,603,32186,51,9652642,26,8.3,60872,32789,28083,500.71,4156.0,2474.0,34.43,2508.43,1647.57,83.49,92.8,0.4,93.2,-9.7143,-19.9714,12.63,4.1,0.0184,6306.25,62.47,3334.42,3396.89,2909.36
2020-05-02,PE,8145,628,36614,52,9652642,26,8.3,67604,37242,30362,514.43,4269.86,2617.86,34.43,2652.29,1617.57,73.49,69.46,0.943,70.4,3.09,10.0,13.37,2.15,0.0169,7003.68,65.06,3793.16,3858.22,3145.46
2020-05-03,PE,8643,652,39824,53,9652642,26,8.3,71737,40476,31261,526.71,4371.71,2559.71,37.86,2597.57,1774.14,120.46,44.97,2.49,47.46,73.0,33.29,13.15,-2.0802,0.0161,7431.85,67.55,4125.71,4193.26,3238.6
2020-05-04,PE,8863,691,40994,54,9652642,26,8.3,73563,41685,31878,564.0,4681.14,2807.29,40.0,2847.29,1833.86,194.43,80.51,2.94,83.46,110.97,41.07,6.45,-5.8315,0.0166,7621.02,71.59,4246.92,4318.51,3302.52
2020-05-05,PE,9325,749,43408,55,9652642,26,8.3,77398,44157,33241,607.57,5042.86,2850.86,46.29,2897.14,2145.71,244.49,114.94,4.4,119.34,125.14,34.44,-5.6126,-4.5166,0.017,8018.32,77.6,4497.01,4574.6,3443.72
2020-05-06,PE,9881,803,44822,56,9652642,26,8.3,82012,45625,36387,617.86,5128.14,2876.57,49.14,2925.71,2202.43,288.83,204.69,3.74,208.43,80.4,12.29,-16.5326,-3.7099,0.0176,8496.33,83.19,4643.5,4726.69,3769.64
2020-05-07,PE,10824,845,49130,57,9652642,26,8.3,89839,49975,39864,661.71,5492.29,3192.57,56.43,3249.0,2243.29,245.69,185.03,3.66,188.69,57.0,-18.0629,-9.2091,-0.7591,0.0169,9307.19,87.54,5089.8,5177.34,4129.85
2020-05-08,PE,11587,927,52142,58,9652642,26,8.3,96172,53069,43103,700.71,5815.86,3583.14,56.57,3639.71,2176.14,181.89,208.89,2.77,211.66,-29.7714,-49.3714,-5.3989,5.13,0.0175,9963.28,96.04,5401.84,5497.87,4465.41
2020-05-09,PE,12470,972,56750,59,9652642,26,8.3,103501,57722,45779,712.0,5909.57,3732.43,58.29,3790.71,2118.86,104.11,164.34,3.11,167.46,-63.3429,-4.9771,2.66,11.06,0.0168,10722.56,100.7,5879.22,5979.92,4742.64
2020-05-10,PE,13275,1047,62172,60,9652642,26,8.3,110183,63219,46964,717.14,5952.29,3895.29,60.14,3955.43,1996.86,-2.3714,57.91,1.69,59.6,-61.9714,7.45,20.02,4.3,0.0166,11414.8,108.47,6440.93,6549.4,4865.4
2020-05-11,PE,13768,1087,66076,61,9652642,26,8.3,114274,67163,47111,680.57,5648.71,3698.29,64.71,3763.0,1885.71,263.94,171.86,2.66,174.51,89.43,25.57,38.78,4.92,0.0162,11838.62,112.61,6845.38,6957.99,4880.63
2020-05-12,PE,14309,1157,69535,62,9652642,26,8.3,118765,70692,48073,660.29,5480.43,3482.14,64.86,3547.0,1933.43,282.91,204.37,1.74,206.11,76.8,82.05,12.3,-0.2903,0.0164,12303.89,119.86,7203.73,7323.59,4980.29
2020-05-13,PE,14901,1224,72089,63,9652642,26,8.3,123678,73313,50365,859.71,7135.57,4442.43,69.86,4512.29,2623.29,309.71,154.86,3.77,158.63,151.09,144.51,19.2,-8.795,0.0167,12812.87,126.8,7468.32,7595.12,5217.74
2020-05-14,PE,15588,1298,75018,64,9652642,26,8.3,129380,76316,53064,882.43,7324.14,4754.29,67.0,4821.29,2502.86,514.37,244.91,3.74,248.66,265.71,56.54,1.2,-18.1346,0.017,13403.58,134.47,7771.76,7906.23,5497.36
2020-05-15,PE,16209,1381,76517,65,9652642,26,8.3,134535,77898,56637,903.71,7500.86,4669.57,79.0,4748.57,2752.29,720.2,366.83,4.46,371.29,348.91,103.44,-23.952,-10.4441,0.0177,13937.63,143.07,7927.05,8070.12,5867.51
2020-05-16,PE,18488,1461,87847,66,9652642,26,8.3,153450,89308,64142,990.43,8220.57,4922.86,83.43,5006.29,3214.29,546.63,275.91,3.94,279.86,266.77,31.59,-51.896,-18.5367,0.0164,15897.2,151.36,9100.82,9252.18,6645.02
2020-05-17,PE,19452,1516,95452,67,9652642,26,8.3,161452,96968,64484,1094.14,9081.43,5316.29,87.14,5403.43,3678.0,800.11,413.03,5.91,418.94,381.17,-37.7086,-39.9177,-8.0839,0.0156,16726.2,157.06,9888.69,10045.75,6680.45
2020-05-18,PE,20094,1640,98763,68,9652642,26,8.3,166780,100403,66377,1189.0,9868.71,5822.0,89.57,5911.57,3957.14,467.66,296.29,3.71,300.0,167.66,-114.9657,-73.4846,0.254,0.0163,17278.17,169.9,10231.71,10401.61,6876.56
2020-05-19,PE,21242,1741,103995,69,9652642,26,8.3,176309,105736,70573,1364.43,11324.71,6819.43,96.57,6916.0,4408.71,325.83,225.03,2.86,227.89,97.94,-143.0514,-39.2149,10.72,0.0165,18265.36,180.37,10773.73,10954.1,7311.26
2020-05-20,PE,22560,1834,109303,70,9652642,26,8.3,187248,111137,76111,1185.43,9839.14,6151.0,97.57,6248.57,3590.57,145.37,244.37,-0.0571,244.31,-98.9429,-263.9829,-22.68,13.31,0.0165,19398.63,190.0,11323.64,11513.64,7884.99
2020-05-21,PE,23911,1925,115772,71,9652642,26,8.3,198461,117697,80764,1186.71,9849.71,6048.0,97.71,6145.71,3704.0,-168.6286,112.97,-1.1429,111.83,-280.4571,-164.4857,1.71,27.85,0.0164,20560.28,199.43,11993.81,12193.24,8367.04
2020-05-22,PE,25760,2057,124253,72,9652642,26,8.3,213808,126310,87498,1181.71,9808.29,6538.14,86.86,6625.0,3183.29,-519.8,-76.2857,-1.2,-77.4857,-442.3143,-151.1086,26.62,16.98,0.0163,22150.21,213.1,12872.43,13085.54,9064.67
2020-05-23,PE,26786,2144,130904,73,9652642,26,8.3,222324,133048,89276,1087.43,9025.57,6386.86,83.86,6470.71,2554.86,-354.7714,-54.8571,-1.2,-56.0571,-298.7143,-106.4343,65.76,14.11,0.0161,23032.45,222.12,13561.47,13783.58,9248.87
2020-05-24,PE,27759,2200,137788,74,9652642,26,8.3,230400,139988,90412,1051.29,8725.71,6438.0,90.57,6528.57,2197.14,-429.7143,-79.2286,-2.0571,-81.2857,-348.4286,-9.9543,45.68,7.3,0.0157,23869.11,227.92,14274.64,14502.56,9366.55
2020-05-25,PE,28366,2248,144530,75,9652642,26,8.3,235438,146778,88660,971.71,8065.29,5876.71,91.57,5968.29,2097.0,-386.8,-266.7143,-0.3429,-267.0571,-119.7429,64.83,47.88,-4.0037,0.0153,24391.04,232.89,14973.1,15205.99,9185.05
2020-05-26,PE,28854,2328,148703,76,9652642,26,8.3,239488,151031,88457,927.86,7701.14,5651.86,87.43,5739.29,1961.86,-218.4,-164.4286,0.571,-163.8571,-54.5429,63.93,38.21,-15.3186,0.0154,24810.62,241.18,15405.42,15646.6,9164.02
2020-05-27,PE,29919,2468,154369,77,9652642,26,8.3,248328,156837,91491,948.71,7874.29,5204.57,85.14,5289.71,2584.57,-195.6571,-139.2571,-0.2,-139.4571,-56.2,88.27,6.6,-13.0482,0.0157,25726.43,255.68,15992.41,16248.09,9478.34
2020-05-28,PE,30713,2566,156909,78,9652642,26,8.3,254918,159475,95443,955.86,7933.57,5564.71,86.71,5651.43,2282.14,-35.1143,-78.4571,-1.0286,-79.4857,44.37,84.62,-10.8309,-14.6007,0.0161,26409.14,265.83,16255.55,16521.38,9887.76
2020-05-29,PE,32255,2669,163816,79,9652642,26,8.3,267716,166485,101231,933.43,7747.43,5741.71,89.57,5831.29,1916.14,11.63,-55.2,-1.9429,-57.1429,68.77,23.05,-19.5577,-13.768,0.016,27735.0,276.5,16971.1,17247.61,10487.39
2020-05-30,PE,33427,2740,167336,80,9652642,26,8.3,277444,170076,107368,950.57,7889.71,5484.43,86.43,5570.86,2318.86,36.29,108.0,-0.8,107.2,-70.9143,10.67,-25.128,-2.9045,0.0161,28742.8,283.86,17335.77,17619.63,11123.17
2020-05-31,PE,34450,2807,176741,81,9652642,26,8.3,285935,179548,106387,934.86,7759.29,5375.86,77.71,5453.57,2305.71,-103.1429,-3.6857,-2.0286,-5.7143,-97.4286,-33.8571,-30.6297,2.03,0.0156,29622.46,290.8,18310.12,18600.92,11021.54
2020-06-01,PE,34900,2875,184722,82,9652642,26,8.3,289670,187597,102073,970.57,8055.71,5744.57,81.14,5825.71,2230.0,-142.2857,41.29,-2.7714,38.51,-180.8,-37.3714,-7.9211,6.08,0.0153,30009.4,297.85,19136.94,19434.78,10574.62
2020-06-02,PE,35508,2933,187094,83,9652642,26,8.3,294716,190027,104689,893.71,7417.86,5546.29,76.57,5622.86,1795.0,-204.4,88.57,-3.0571,85.51,-289.9143,-68.5314,-0.6834,6.98,0.0154,30532.16,303.85,19382.67,19686.53,10845.63
2020-06-03,PE,36463,3012,192000,84,9652642,26,8.3,302643,195012,107631,847.71,7036.0,5948.14,75.71,6023.86,1012.14,-175.2286,105.31,-1.9714,103.34,-278.5714,-16.5543,10.86,10.4,0.0154,31353.38,312.04,19890.93,20202.97,11150.42
2020-06-04,PE,37507,3134,197121,85,9652642,26,8.3,311308,200255,111053,827.43,6867.71,5927.29,71.14,5998.43,869.29,-306.3714,2.37,-1.3714,1.0,-307.3714,7.26,9.79,2.46,0.0157,32251.07,324.68,20421.46,20746.13,11504.93
2020-06-05,PE,38511,3205,202640,86,9652642,26,8.3,319641,205845,113796,829.29,6883.14,5902.43,67.86,5970.29,912.86,-185.9143,45.26,-0.4857,44.77,-230.6857,20.44,21.38,0.562,0.0156,33114.35,332.03,20993.22,21325.25,11789.1
2020-06-06,PE,39361,3270,208973,87,9652642,26,8.3,326696,212243,114453,786.0,6523.86,5756.43,74.29,5830.71,693.14,-106.0,17.26,-0.8857,16.37,-122.3714,11.57,4.39,-1.8875,0.0154,33845.24,338.77,21649.31,21988.07,11857.17
2020-06-07,PE,40242,3305,218232,88,9652642,26,8.3,334009,221537,112472,781.71,6488.29,5772.57,74.14,5846.71,641.57,-102.2,79.29,-0.2571,79.03,-181.2286,38.36,2.12,-0.8699,0.0149,34602.86,342.39,22608.53,22950.92,11651.94
2020-06-08,PE,40705,3350,226039,89,9652642,26,8.3,337852,229389,108463,783.86,6506.0,6034.43,71.29,6105.71,400.29,-117.4,143.54,1.11,144.66,-262.0571,5.4,1.42,-3.3207,0.0146,35000.99,347.06,23417.32,23764.37,11236.61
2020-06-09,PE,41010,3453,227389,90,9652642,26,8.3,340383,230842,109541,765.86,6356.71,6323.71,69.86,6393.57,-36.8571,-114.5714,149.94,0.857,150.8,-265.3714,17.88,5.44,3.3,0.015,35263.2,357.73,23557.18,23914.9,11348.29
2020-06-10,PE,41935,3531,232408,91,9652642,26,8.3,348061,235939,112122,758.57,6296.14,6620.14,73.43,6693.57,-397.4286,-158.9143,67.23,0.486,67.71,-226.6286,27.55,4.77,1.72,0.015,36058.63,365.81,24077.14,24442.95,11615.68
2020-06-11,PE,42994,3633,239362,92,9652642,26,8.3,356850,242995,113855,717.0,5951.0,6506.14,78.57,6584.71,-633.7143,-16.6,105.29,0.2,105.49,-122.0857,38.75,20.88,1.13,0.015,36969.15,376.37,24797.56,25173.94,11795.22
2020-06-12,PE,43872,3694,246906,93,9652642,26,8.3,364138,250600,113538,686.0,5693.71,6108.71,76.57,6185.29,-491.5714,35.54,86.29,-0.3143,85.97,-50.4286,62.23,10.7,-1.7842,0.0147,37724.18,382.69,25579.11,25961.8,11762.38
2020-06-13,PE,44671,3784,255314,94,9652642,26,8.3,370769,259098,111671,773.86,6423.0,6560.86,72.29,6633.14,-210.1429,76.37,125.37,-2.5714,122.8,-46.4286,109.81,7.07,-3.6359,0.0146,38411.14,392.02,26450.17,26842.18,11568.96
2020-06-14,PE,45261,3855,263775,95,9652642,26,8.3,375666,267630,108036,787.29,6534.43,6755.14,68.29,6823.43,-289.0,196.6,-52.4571,-4.0571,-56.5143,253.11,71.38,-3.4834,-11.5698,0.0144,38918.46,399.37,27326.72,27726.09,11192.38
2020-06-15,PE,45507,3886,268800,96,9652642,26,8.3,377708,272686,105022,804.57,6678.0,7247.0,60.57,7307.57,-629.5714,390.11,50.94,-4.9143,46.03,344.09,62.9,-13.4046,-9.1751,0.0143,39130.01,402.58,27847.3,28249.88,10880.13
2020-06-16,PE,46427,3959,273315,97,9652642,26,8.3,385344,277274,108070,835.43,6934.0,6243.86,58.29,6302.14,631.86,340.31,76.06,-3.6286,72.43,267.89,21.34,-36.968,-8.6574,0.0143,39921.09,410.15,28315.05,28725.19,11195.9
2020-06-17,PE,47446,4009,279694,98,9652642,26,8.3,393802,283703,110099,921.0,7644.29,6363.43,52.0,6415.43,1228.86,350.03,71.66,-3.2,68.46,281.57,-4.7886,-35.1749,-2.3991,0.0141,40797.33,415.33,28975.9,29391.23,11406.1
2020-06-18,PE,48626,4057,290091,99,9652642,26,8.3,403596,294148,109448,978.86,8124.57,6941.14,54.14,6995.29,1129.29,183.06,-124.9143,-1.2571,-126.1714,309.23,-75.0343,-36.2171,0.364,0.0138,41811.97,420.3,30053.02,30473.31,11338.66
2020-06-19,PE,49720,4102,290613,100,9652642,26,8.3,412676,294715,117961,998.14,8284.57,7113.43,52.29,7165.71,1118.86,172.66,60.17,0.229,60.4,112.26,-104.4914,-15.4789,9.36,0.0139,42752.65,424.96,30107.09,30532.06,12220.59
2020-06-20,PE,51118,4148,299858,101,9652642,26,8.3,424279,304006,120273,914.86,7593.29,6622.43,54.29,6676.71,916.57,14.94,-66.6571,1.91,-64.7429,79.69,-118.1886,-11.5829,11.91,0.0136,43954.7,429.73,31064.86,31494.59,12460.11
2020-06-21,PE,52113,4234,312363,102,9652642,26,8.3,432538,316597,115941,939.43,7797.29,6544.71,59.43,6604.14,1193.14,-182.1429,-125.4,3.69,-121.7143,-60.4286,-56.0571,9.83,13.92,0.0134,44810.32,438.64,32360.36,32799.0,12011.32
2020-06-22,PE,52494,4252,318594,103,9652642,26,8.3,435700,322846,112854,930.0,7719.0,6030.14,61.57,6091.71,1627.29,-240.9143,-168.6286,5.54,-163.0857,-77.8286,-62.7029,24.38,7.19,0.0132,45137.9,440.5,33005.89,33446.39,11691.51
2020-06-23,PE,52831,4339,319672,104,9652642,26,8.3,438497,324011,114486,869.14,7213.86,6314.14,72.57,6386.71,827.14,-97.2286,-150.2,3.91,-146.2857,49.06,-25.8971,33.39,6.68,0.0134,45427.67,449.51,33117.57,33567.08,11860.59
2020-06-24,PE,54022,4425,325507,105,9652642,26,8.3,448383,329932,118451,853.0,7080.0,6270.29,80.0,6350.29,729.71,-140.8571,-103.6571,3.26,-100.4,-40.4571,17.41,20.45,1.87,0.0134,46451.84,458.42,33722.06,34180.49,12271.36
2020-06-25,PE,55136,4488,332302,106,9652642,26,8.3,457629,336790,120839,856.29,7107.14,5871.43,73.86,5945.29,1161.86,-114.5429,95.26,1.69,96.94,-211.4857,48.75,21.84,-1.9984,0.0133,47409.71,464.95,34426.02,34890.97,12518.75
2020-06-26,PE,55804,4610,334812,107,9652642,26,8.3,463173,339422,123751,854.57,7093.0,6026.43,75.71,6102.14,990.86,-95.0857,-12.5714,-1.1143,-13.6857,-81.4,46.2,19.2,-6.1648,0.0136,47984.06,477.59,34686.05,35163.64,12820.43
