Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,MA,1,0,1,1,7075181,7185744,21,6.8,7,1,6,,,,,,,,,,,,,,,0.0,0.974,0.0,0.139,0.139,0.835
2020-03-21,MA,2,0,3,2,7075181,7185744,21,6.8,14,3,11,,,,,,,,,,,,,,,0.0,1.95,0.0,0.417,0.417,1.53
2020-03-22,MA,2,0,3,3,7075181,7185744,21,6.8,14,3,11,,,,,,,,,,,,,,,0.0,1.95,0.0,0.417,0.417,1.53
2020-03-23,MA,8,0,11,4,7075181,7185744,21,6.8,54,11,43,,,,,,,,,,,,,,,0.0,7.51,0.0,1.53,1.53,5.98
2020-03-24,MA,8,0,13,5,7075181,7185744,21,6.8,54,13,41,1.71,11.57,3.71,0.0,3.71,7.86,,,,,,,,,0.0,7.51,0.0,1.81,1.81,5.71
2020-03-25,MA,8,0,15,6,7075181,7185744,21,6.8,54,15,39,1.86,12.57,4.29,0.0,4.29,8.29,,,,,,,,,0.0,7.51,0.0,2.09,2.09,5.43
2020-03-26,MA,10,0,19,7,7075181,7185744,21,6.8,68,19,49,2.71,18.43,6.71,0.143,6.86,11.57,,,,,,,,,0.0,9.46,0.0,2.64,2.64,6.82
2020-03-27,MA,13,0,27,8,7075181,7185744,21,6.8,88,27,61,3.14,21.43,9.43,0.143,9.57,11.86,9.74,3.43,0.0286,3.46,6.29,,,,0.0,12.25,0.0,3.76,3.76,8.49
2020-03-28,MA,15,0,33,9,7075181,7185744,21,6.8,102,33,69,6.14,41.86,15.43,0.143,15.57,26.29,11.09,3.86,0.0286,3.89,7.2,,,,0.0,14.19,0.0,4.59,4.59,9.6
2020-03-29,MA,21,1,50,10,7075181,7185744,21,6.8,143,51,92,8.86,60.29,20.86,0.143,21.0,39.29,10.71,3.83,0.0,3.83,6.89,,,,0.0196,19.9,0.139,6.96,7.1,12.8
