Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-08,MG,1,0,1,1,21168791,21505593,31,6.8,7,1,6,,,,,,,,,,,,,,,0.0,0.325,0.0,0.0465,0.0465,0.279
2020-03-09,MG,1,0,1,2,21168791,21505593,31,6.8,7,1,6,,,,,,,,,,,,,,,0.0,0.325,0.0,0.0465,0.0465,0.279
2020-03-10,MG,1,0,2,3,21168791,21505593,31,6.8,7,2,5,,,,,,,,,,,,,,,0.0,0.325,0.0,0.093,0.093,0.232
2020-03-11,MG,1,0,2,4,21168791,21505593,31,6.8,7,2,5,,,,,,,,,,,,,,,0.0,0.325,0.0,0.093,0.093,0.232
2020-03-12,MG,2,0,3,5,21168791,21505593,31,6.8,14,3,11,,,,,,,,,,,,,,,0.0,0.651,0.0,0.139,0.139,0.511
2020-03-13,MG,2,0,1,6,21168791,21505593,31,6.8,14,1,13,,,,,,,,,,,,,,,0.0,0.651,0.0,0.0465,0.0465,0.604
2020-03-14,MG,4,0,5,7,21168791,21505593,31,6.8,27,5,22,,,,,,,,,,,,,,,0.0,1.26,0.0,0.232,0.232,1.02
2020-03-16,MG,6,0,10,8,21168791,21505593,31,6.8,41,10,31,,,,,,,,,,,,,,,0.0,1.91,0.0,0.465,0.465,1.44
2020-03-17,MG,14,0,19,9,21168791,21505593,31,6.8,95,19,76,,,,,,,,,,,,,,,0.0,4.42,0.0,0.883,0.883,3.53
2020-03-18,MG,19,0,30,10,21168791,21505593,31,6.8,129,30,99,,,,,,,,,,,,,,,0.0,6.0,0.0,1.39,1.39,4.6
2020-03-19,MG,29,0,36,11,21168791,21505593,31,6.8,197,36,161,,,,,,,,,,,,,,,0.0,9.16,0.0,1.67,1.67,7.49
2020-03-20,MG,38,0,51,12,21168791,21505593,31,6.8,258,51,207,17.43,118.43,24.29,0.0,24.29,94.14,,,,,,,,,0.0,12.0,0.0,2.37,2.37,9.63
2020-03-21,MG,55,0,79,13,21168791,21505593,31,6.8,374,79,295,16.57,112.71,27.43,0.0,27.43,85.29,,,,,,,,,0.0,17.39,0.0,3.67,3.67,13.72
2020-03-22,MG,83,0,104,14,21168791,21505593,31,6.8,564,104,460,16.29,110.71,30.57,0.0,30.57,80.14,,,,,,,,,0.0,26.23,0.0,4.84,4.84,21.39
2020-03-23,MG,128,0,180,15,21168791,21505593,31,6.8,870,180,690,17.71,120.43,37.43,0.0,37.43,83.0,5.46,5.71,0.0,5.71,-0.2571,,,,0.0,40.45,0.0,8.37,8.37,32.08
2020-03-24,MG,130,0,211,16,21168791,21505593,31,6.8,884,211,673,21.57,146.71,48.86,0.0,48.86,97.86,6.23,7.29,0.0,7.29,-1.0571,,,,0.0,41.11,0.0,9.81,9.81,31.29
2020-03-25,MG,133,0,244,17,21168791,21505593,31,6.8,904,244,660,21.43,145.71,52.86,0.0,52.86,92.86,3.71,8.0,0.0286,8.03,-4.3143,,,,0.0,42.04,0.0,11.35,11.35,30.69
2020-03-26,MG,153,0,298,18,21168791,21505593,31,6.8,1040,298,742,21.14,143.86,63.86,0.0,63.86,80.0,4.09,5.06,0.0571,5.11,-1.0286,1.51,,,0.0,48.36,0.0,13.86,13.86,34.5
2020-03-27,MG,189,0,393,19,21168791,21505593,31,6.8,1285,393,892,19.0,129.29,70.57,0.143,70.71,58.57,5.83,3.94,0.0857,4.03,1.8,1.09,,,0.0,59.75,0.0,18.27,18.27,41.48
2020-03-28,MG,205,0,449,20,21168791,21505593,31,6.8,1394,449,945,20.71,140.86,62.71,0.286,63.0,77.86,13.03,5.17,0.114,5.29,7.74,2.83,,,0.0,64.82,0.0,20.88,20.88,43.94
2020-03-29,MG,231,0,551,21,21168791,21505593,31,6.8,1571,551,1020,25.86,175.86,68.57,0.429,69.0,106.86,11.66,3.17,0.171,3.34,8.31,3.92,-0.304,,0.0,73.05,0.0,25.62,25.62,47.43
2020-03-30,MG,261,1,674,22,21168791,21505593,31,6.8,1775,675,1100,31.0,210.86,78.71,0.571,79.29,131.57,17.86,2.94,0.143,3.09,14.77,2.06,0.0309,,0.0015,82.54,0.0465,31.34,31.39,51.15
2020-03-31,MG,275,2,650,23,21168791,21505593,31,6.8,1870,652,1218,29.71,202.14,79.71,0.857,80.57,121.57,23.69,9.09,0.114,9.2,14.49,-0.0057,-0.8137,,0.0031,86.95,0.093,30.22,30.32,56.64
2020-04-01,MG,314,3,724,24,21168791,21505593,31,6.8,2135,727,1408,32.14,218.57,85.29,0.857,86.14,132.43,16.11,8.14,0.143,8.29,7.83,1.24,-1.4674,-0.0055,0.0041,99.28,0.139,33.67,33.81,65.47
2020-04-02,MG,370,4,849,25,21168791,21505593,31,6.8,2516,853,1663,38.14,259.29,108.14,0.857,109.0,150.29,13.0,8.51,0.143,8.66,4.34,-1.24,-0.6206,-0.2142,0.0047,116.99,0.186,39.48,39.66,77.33
2020-04-03,MG,397,6,951,26,21168791,21505593,31,6.8,2700,957,1743,37.71,256.43,109.29,1.14,110.43,146.0,17.86,9.69,0.143,9.83,8.03,-3.4171,-0.3314,0.181,0.0063,125.55,0.279,44.22,44.5,81.05
2020-04-04,MG,430,6,1046,27,21168791,21505593,31,6.8,2924,1052,1872,40.57,275.86,121.29,1.29,122.57,153.29,11.66,8.97,0.143,9.11,2.54,-1.0457,-1.04,0.359,0.0057,135.96,0.279,48.64,48.92,87.05
2020-04-05,MG,498,6,1308,28,21168791,21505593,31,6.8,3386,1314,2072,42.86,291.43,128.14,1.57,129.71,161.71,6.6,7.23,0.143,7.37,-0.7714,-1.6629,0.0926,0.0523,0.0046,157.45,0.279,60.82,61.1,96.35
