Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-13,AM,2,0,1,1,4144597,4249791,13,6.8,14,1,13,,,,,,,,,,,,,,,0.0,3.29,0.0,0.235,0.235,3.06
2020-03-18,AM,2,0,3,2,4144597,4249791,13,6.8,14,3,11,,,,,,,,,,,,,,,0.0,3.29,0.0,0.706,0.706,2.59
2020-03-19,AM,3,0,4,3,4144597,4249791,13,6.8,20,4,16,,,,,,,,,,,,,,,0.0,4.71,0.0,0.941,0.941,3.76
2020-03-20,AM,7,0,10,4,4144597,4249791,13,6.8,48,10,38,,,,,,,,,,,,,,,0.0,11.29,0.0,2.35,2.35,8.94
2020-03-21,AM,11,0,16,5,4144597,4249791,13,6.8,75,16,59,,,,,,,,,,,,,,,0.0,17.65,0.0,3.76,3.76,13.88
2020-03-22,AM,26,0,33,6,4144597,4249791,13,6.8,177,33,144,7.43,50.43,13.71,0.143,13.86,36.57,,,,,,,,,0.0,41.65,0.0,7.77,7.77,33.88
2020-03-23,AM,32,0,45,7,4144597,4249791,13,6.8,218,45,173,9.14,62.29,18.14,0.143,18.29,44.0,,,,,,,,,0.0,51.3,0.0,10.59,10.59,40.71
2020-03-24,AM,47,1,76,8,4144597,4249791,13,6.8,320,77,243,10.57,71.86,22.71,0.143,22.86,49.0,,,,,,,,,0.013,75.3,0.235,17.88,18.12,57.18
2020-03-25,AM,54,1,99,9,4144597,4249791,13,6.8,367,100,267,14.29,97.14,32.43,0.143,32.57,64.57,13.03,7.11,0.0286,7.14,5.89,,,,0.01,86.36,0.235,23.3,23.53,62.83
2020-03-26,AM,67,1,131,10,4144597,4249791,13,6.8,456,132,324,16.29,110.71,43.0,0.143,43.14,67.57,12.4,6.03,0.0286,6.06,6.34,,,,0.0076,107.3,0.235,30.83,31.06,76.24
2020-03-27,AM,81,1,169,11,4144597,4249791,13,6.8,551,170,381,17.0,115.57,49.29,0.286,49.57,66.0,14.0,5.8,0.0286,5.83,8.17,,,,0.0059,129.65,0.235,39.77,40.0,89.65
